loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,p_port_8.stopped,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.676695600152,937.676695600152,0.0017011999152600765,0.09763439977541566,2.0,2.3972610998898745,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,940.1099438997917,0.00029850006103515625,0.09734780015423894,946.11017310014,6.030824100133032,946.2935346998274,946.2935346998274,0.0753842000849545,0.181073899846524,6.030496099963784,,952.4100452000275,952.4100452000275,952.4100452000275,0.08872890006750822,0.1971505000256002,958.1100125997327,958.310019500088,6.03065579989925,6.1305879997089505,964.309981000144,12.030640800017864,964.4433379000984,964.4433379000984,0.030784299597144127,0.13057549996301532,down,0.4157093004323542,964.909981300123,3.4899916499853134e-05,0.09835259988904,970.9098451999016,970.9098451999016,970.9098451999016,0.0067714001052081585,0.09823000011965632,2.0,2.225784699898213,,,,,,,964.40999309998,964.40999309998,,952.2932064998895,952.2932064998895,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.1765796998516,973.1765796998516,0.006294399965554476,0.09918490005657077,5.0,3.3940057000145316,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.6099573001266,976.6099573001266,0.0067414999939501286,0.09934750013053417,6.0,3.3268736000172794,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.9935837998055,979.9935837998055,0.008012999780476093,0.11424669995903969,2.0,1.707424699794501,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.7264489997178,981.7264489997178,0.007096900139003992,0.09923249995335937,5.0,2.959784099832177,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.7265924001113,984.7265924001113,0.007190699689090252,0.09807369997724891,6.0,1.3584079998545349,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.126533600036,986.126533600036,0.006907099857926369,0.0994132999330759,5.0,1.1601611003279686,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.3264762000181,987.3264762000181,0.0005753999575972557,0.09910889994353056,6.0,1.5998146999627352,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,988.9602040997706,0.00013320008292794228,0.09908939991146326,994.976508599706,6.015725300181657,995.1434754999354,995.1434754999354,0.07140569994226098,0.18257239973172545,6.0156652997247875,,1001.2433714997023,1001.2433714997023,1001.2433714997023,0.06865789974108338,0.182379599660635,1006.9430988999084,1007.14317080006,6.015737799927592,6.115909399930388,1013.1430693999864,12.015652899630368,1013.2764530000277,1013.2764530000277,0.0158975999802351,0.11558589991182089,up,0.303292800206691,1013.6431283000857,4.3999869376420975e-05,0.09808109980076551,,1019.6600818997249,1019.6600818997249,0.02505100006237626,0.11454339977353811,2.0,4.423952599987388,,,,,,,1013.2431383999065,1013.2431383999065,,1001.1431165998802,1001.1431165998802,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.1262687998824,1024.1262687998824,0.00627950020134449,0.0985643002204597,2.0,1.8933212999254465,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.0595796001144,1026.0595796001144,0.00763060012832284,0.09776350017637014,5.0,1.8578666001558304,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.9597080000676,1027.9597080000676,0.006945199798792601,0.09944080002605915,1.0,1.5600792998448014,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.5595928998664,1029.5595928998664,0.00718849990516901,0.09807300008833408,3.0,1.4587195003405213,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.059590399731,1031.059590399731,0.008032099809497595,0.09716879995539784,1.0,1.8236221000552177,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.926285999827,1032.926285999827,0.006516600027680397,0.09908479964360595,5.0,2.2603131998330355,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.226515499875,1035.226515499875,0.0013501001521945,0.0976268001832068,6.0,3.097697100136429,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1038.3598837000318,0.0002655000425875187,0.0976537000387907,1044.3763087997213,6.014220000244677,1044.542901000008,1044.542901000008,0.07489839987829328,0.18113190028816462,6.014192600268871,,1050.642930299975,1050.642930299975,1050.642930299975,0.07477129995822906,0.1811576997861266,1056.3428998999298,1056.5428594998084,6.014204000122845,6.114188199862838,1062.5428476999514,12.014187700115144,1062.6761730997823,1062.6761730997823,0.014419099781662226,0.11411749990656972,down,0.19906300026923418,1062.9095286997035,5.0900038331747055e-05,0.09759900020435452,,1068.9259949000552,1068.9259949000552,0.026267200242727995,0.11424020025879145,1.0,6.289137599989772,,,,,,,1062.6428796998225,1062.6428796998225,,1050.5428963997401,1050.5428963997401,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.2763954000548,1075.2763954000548,0.009093599859625101,0.11402249988168478,2.0,1.5392029997892678,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.8425952000543,1076.8425952000543,0.00826269993558526,0.09814479993656278,5.0,3.4579214002005756,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.3597487998195,1080.3597487998195,0.009054900147020817,0.1144989999011159,4.0,3.572892100084573,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.959435499739,1083.959435499739,0.006593000143766403,0.09932509995996952,5.0,2.560398600064218,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.5594003000297,1086.5594003000297,0.0067981998436152935,0.09909439971670508,7.0,1.8607079000212252,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.4593861997128,1088.4593861997128,0.006238900125026703,0.09883010014891624,6.0,1.9268370000645518,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.4261921998113,1090.4261921998113,0.0012869001366198063,0.09771309979259968,1.0,2.464275899808854,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1092.9262024997734,0.0001431000418961048,0.09919580025598407,1098.942652899772,6.015767400152981,1099.1094868998043,1099.1094868998043,0.06902860011905432,0.1826069001108408,6.015746099874377,,1105.2094485000707,1105.2094485000707,1105.2094485000707,0.07320179976522923,0.182748899795115,1110.9092127000913,1111.1092917998321,6.0157698998227715,6.1157078999094665,1117.1092841997743,12.015768399927765,1117.2427348000929,1117.2427348000929,0.015644799917936325,0.11566409980878234,up,0.2263768999837339,1117.5092159998603,1.730024814605713e-05,0.0992768001742661,,1123.542759399861,1123.542759399861,0.02739469986408949,0.13259730022400618,1.0,1.873032399918884,,,,,,,1117.1925149997696,1117.1925149997696,,1105.1092702001333,1105.1092702001333,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.4423666000366,1125.4423666000366,0.009418699890375137,0.09724629996344447,2.0,2.0220174002461135,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.525905000046,1127.525905000046,0.007942500058561563,0.1139495000243187,5.0,3.24060310004279,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.7926095998846,1130.7926095998846,0.006605200003832579,0.09948349976912141,6.0,2.127122599631548,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.9762741001323,1132.9762741001323,0.009565200190991163,0.11571220029145479,3.0,2.8073366000317037,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.8092366000637,1135.8092366000637,0.007683899719268084,0.09909969987347722,3.0,4.125668999738991,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.9757428001612,1139.9757428001612,0.008053699973970652,0.09743750002235174,1.0,1.5586995999328792,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.575658499729,1141.575658499729,0.0011521996930241585,0.09815509989857674,6.0,1.8648563004098833,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1143.4761271998286,0.00026539992541074753,0.09799059992656112,1149.4758989000693,6.031403600238264,1149.659039599821,1149.659039599821,0.06948120007291436,0.18120749993249774,6.014606600161642,,1155.7591387997381,1155.7591387997381,1155.7591387997381,0.07365710008889437,0.1813990999944508,1161.4590708999895,1161.659059099853,6.014566800091416,6.114520499948412,1167.6590521000326,12.014597699977458,1167.7923461999744,1167.7923461999744,0.014675799757242203,0.11448009964078665,down,0.21939999982714653,1168.059201899916,5.2199698984622955e-05,0.09767950000241399,1174.075596000068,1174.075596000068,1174.075596000068,0.010946499649435282,0.11429299972951412,6.0,3.004345300141722,,,,,,,1167.7590028000996,1167.7590028000996,,1155.658997300081,1155.658997300081,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.1090299999341,1177.1090299999341,0.008333399891853333,0.09743239963427186,5.0,1.9901175000704825,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.1422116998583,1179.1422116998583,0.007260999642312527,0.0979313999414444,5.0,2.8252441002987325,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.0088609000668,1182.0088609000668,0.008923100307583809,0.09911520034074783,5.0,4.657847400289029,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.7089522001334,1186.7089522001334,0.006772399879992008,0.09917999990284443,2.0,1.6280857999809086,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.3756642998196,1188.3756642998196,0.007559900172054768,0.09813999990001321,5.0,1.991777699906379,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.425557800103,1190.425557800103,0.010968300048261881,0.11486690025776625,2.0,3.371891299728304,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.8255062000826,1193.8255062000826,0.0006870999932289124,0.09923719987273216,2.0,2.833078000228852,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1196.6923548998311,0.00025349995121359825,0.09823670005425811,1202.6922035999596,6.031575700268149,1202.8924038000405,1202.8924038000405,0.09330759989097714,0.19837650004774332,6.031466300133616,,1208.9921413999982,1208.9921413999982,1208.9921413999982,0.09126369981095195,0.19833379983901978,1214.6921258997172,1214.8921194998547,6.031514099799097,6.131473199930042,1220.8922334997915,12.031607799697667,1221.0254405001178,1221.0254405001178,0.03163009975105524,0.13144349958747625,down,0.9697356000542641,1222.0587691999972,4.989979788661003e-05,0.09786459989845753,1228.0755250998773,1228.0755250998773,1228.0755250998773,0.009095799643546343,0.11466659978032112,5.0,2.406353599857539,,,,,,,1220.9920739997178,1220.9920739997178,,1208.8921614000574,1208.8921614000574,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.5086789997295,1230.5086789997295,0.007540099788457155,0.09766880003735423,6.0,2.557686099782586,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.108586799819,1233.108586799819,0.007191000040620565,0.09752810001373291,5.0,3.458172199781984,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.625543499831,1236.625543499831,0.007799800019711256,0.11452730000019073,3.0,1.5409253002144396,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.1920671998523,1238.1920671998523,0.006491099949926138,0.09921899996697903,3.0,3.2938793003559113,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.5251783998683,1241.5251783998683,0.006931200157850981,0.09946990013122559,1.0,4.360079100355506,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.9422535998747,1245.9422535998747,0.008437899872660637,0.11423909990116954,6.0,1.9401161996647716,,,,,,,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.9085665000603,1247.9085665000603,0.0004942999221384525,0.09939910005778074,2.0,3.8334071999415755,,,,,,6833,Moral,2025-02-11_12h23.56.921,MoralCondition_v2,2022.2.5,30.01717582600342,
