Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.37003290168941,0.000536501407623291,0.0855984017252922,10.652177199721336,10.868779449537396,11.118899198248982,11.368828750029206,11.635514698922634,11.635514698922634,0.01878270134329796,0.1021703016012907,26.618882598355412,15.002191601321101,15.085560601204634,26.735712498426437,0.019100600853562355,0.11924650147557259,32.735728899016976,6.019077802076936,32.86903809942305,32.86903809942305,0.01925160177052021,0.11901420168578625,space,2.7021360006183386,35.63572479970753,35.63572479970753,7.219985127449036e-05,0.09793240018188953,num_9,10.719516400247812,46.41910614892841,0.0022008996456861496,0.09780390001833439,46.71908109821379,47.21909444853664,47.51901749894023,48.002405249327424,48.30235619843006,48.419121799990535,56.4358302988112,56.43576944880188,0.017148200422525406,0.11414209939539433,57.45244459994137,58.45246049948037,58.619181299582124,59.11918759904802,10.030969299376011,66.53573629818857,0.016976600512862206,66.53573629818857,0.11413639970123768,,,,,,,
