loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,22.724779129633678,0.0006647002883255482,0.11331830034032464,23.405504309618845,23.83873359998688,23.83873359998688,0.01630720030516386,0.11355370003730059,38.85540309967473,15.030265500303358,38.95532860001549,38.95532860001549,0.030402000062167645,0.1300148000009358,space,8.64123270008713,,,,,,,,,,,,,,,,,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
0,0,0,0,,,,,,,,,,,,,,,,,47.63863249961287,0.0012655998580157757,0.09851070027798414,53.621782099828124,6.015071100089699,6.098533300217241,53.755415599793196,0.01615400006994605,0.11536950012668967,59.75527219986543,6.015217899810523,59.85510869976133,0.01797639997676015,0.11506889993324876,3.0,4.131457299925387,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
1,0,1,0,,,,,,,,,,,,,,,,,64.02222849987447,0.0004953001625835896,0.09700029995292425,70.02191889984533,6.030351400375366,,70.15512719983235,0.03249470004811883,0.13032880006358027,76.1552253998816,6.030325700063258,76.23854549974203,0.015854299999773502,0.11347270011901855,0.0,1.8320795996114612,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
2,0,2,0,,,,,,,,,,,,,,,,,78.10541970003396,0.00023950031027197838,0.09908900037407875,84.12189259985462,6.015683399979025,,84.23848369996995,0.031684699933975935,0.13256890000775456,90.23852899996564,5.999023800250143,90.30516549991444,0.002382500097155571,0.09888250008225441,0.0,2.1308931997045875,6.099034300073981,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
3,0,3,0,,,,,,,,,,,,,,,,,92.47216419968754,0.0002343999221920967,0.0992152001708746,98.47183199971914,5.999180799815804,6.099189099855721,98.60500729968771,0.04418580001220107,0.13253349997103214,104.60517629981041,5.99918119981885,104.6717053996399,0.002240600064396858,0.09917539963498712,3.0,2.764353500213474,6.09928679978475,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
4,0,4,0,,,,,,,,,,,,,,,,,107.4720457997173,0.00023070024326443672,0.0991391004063189,113.47177029959857,5.999121400061995,6.098823000211269,113.5883019999601,0.022414700128138065,0.11559240007773042,119.58852189965546,6.01577420020476,119.68844259995967,0.01737040001899004,0.11576709989458323,2.0,3.6991723999381065,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
5,0,5,0,,,,,,,,,,,,,,,,,123.42198559967801,0.000516899861395359,0.09720479976385832,129.4384335000068,6.0139454999007285,,129.5550485998392,0.03684029961004853,0.13050139974802732,135.5551109998487,6.030579199548811,135.65495309978724,0.033270799554884434,0.13048339961096644,3.0,2.965030800085515,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
6,0,6,0,,,,,,,,,,,,,,,,,138.65535759972408,0.000498100183904171,0.09727180004119873,144.67197040002793,6.013936100061983,,144.804981299676,0.04371869983151555,0.14730039983987808,150.80490639992058,6.013821600005031,150.87153219990432,0.014481099788099527,0.11391850002110004,2.0,7.766862600110471,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
7,0,7,0,,,,,,,,,,,,,,,,,158.67151369992644,0.0002544000744819641,0.09910150012001395,164.65485609974712,5.99906129995361,6.0826488002203405,164.83834809996188,0.0742212999612093,0.16601190017536283,170.83832999970764,5.999239600263536,170.87154929991812,0.0026317001320421696,0.09919280000030994,0.0,1.93096540030092,6.0993333999067545,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
8,0,8,0,,,,,,,,,,,,,,,,,172.8385230996646,0.0006336001679301262,0.0971985999494791,178.85494549991563,6.013925699982792,,178.9716060999781,0.028571399860084057,0.1305486001074314,184.9716556998901,6.030589799862355,185.05493959970772,0.016422799788415432,0.11381489969789982,3.0,2.8650027997791767,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
9,0,9,0,,,,,,,,,,,,,,,,,187.95519270002842,0.0002452000044286251,0.09909310005605221,193.95479970006272,6.0155739998444915,6.098949000239372,194.1382389999926,0.056303899735212326,0.18241989985108376,200.12149060005322,6.015721699688584,200.18812129972503,0.03346659988164902,0.13224029960110784,2.0,2.1664054999127984,,3684,Visual,2025-02-18_14h45.34.256,Visual_Condition_v2,2022.2.5,29.94375067875052,
