Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_18.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1706.3652790999913,0.014559799994458444,0.11399480000545736,1712.3820323999971,6.030602099999669,1712.4818786999967,1712.4818786999967,0.030680699986987747,0.1306015999871306,space,2.3903107999940403,1714.9152865999931,1714.9152865999931,3.879998985212296e-05,0.0981238999956986,num_9,1.7006861999980174,1716.6818093500012,0.002738600000157021,0.09823630000755657,1716.981781800001,1717.4652982499945,1717.7653313999908,1718.2650583499897,1718.5652070999931,1718.6651914999966,1726.6819401999965,1726.6819401999965,1726.68180214999,0.0013662999990629032,0.09817359999578912,,1728.6818746999925,1728.8483488999918,1729.3484964999952,10.031486200008658,1736.814991399995,0.034881499988841824,1736.814991399995,0.13134599999466445,1.0,2.897602900004131,1739.7486609999905,0.001538800002890639,0.09929519999423064,1745.765100699995,1745.931635550002,6.215850299995509,6.315849999999045,,1765.9315893499995,1765.9316276000027,26.215783199993894,26.315959800005658,1766.9315291999956,1768.9484446999995,1768.9484446999995,0.0015885000029811636,0.09905440000875387,1798.9647915999958,30.015712699998403,,,,,,,,,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1799.0648456999916,0.01634370000101626,0.1156494000024395,1805.064789199998,6.015832499993849,1805.164824499996,1805.164824499996,0.015641099991626106,0.11558909999439493,space,1.9795336999959545,1807.1981405999977,1807.1981405999977,4.3499996536411345e-05,0.09778260000166483,num_9,1.833925699989777,1809.0815012499922,0.002227300006779842,0.09792230000311974,1809.3813642999885,1809.8647011499968,1810.1648729000008,1810.6647239499987,1810.9647471999924,1811.064779399996,1819.0648966000008,1819.0648966000008,1819.064696549988,0.014780900004552677,0.11454009999579284,1820.0647284000006,1821.0647386999917,1821.2649038999953,1821.764707800001,10.014303700008895,1829.1811834999971,0.0004411999980220571,1829.1811834999971,0.09774869999091607,5.0,1.4650073000084376,1830.681305799997,0.0020366999960970134,0.09832599999208469,1836.6979622999934,1836.8647971500002,6.215152799995849,6.314948600003845,1837.8647304999904,1856.8643699499924,1856.864561399998,26.214887199996156,26.314884899999015,1857.8643747000024,1859.8811520000017,1859.8811520000017,0.0007659999973839149,0.09817510000721086,1889.8977116000024,30.01469179999549,,,,,,,,10.097645200003171,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1889.997719699997,0.015378500000224449,0.11469539999961853,1895.9976879999886,6.014646800002083,1896.0977112999972,1896.0977112999972,0.014832499990006909,0.11464739998336881,space,1.3180015999969328,1897.4643830999994,1897.4643830999994,4.579999949783087e-05,0.0981236999941757,num_9,1.1041818999947282,1898.6309528499958,0.002381099999183789,0.09824219999427442,1898.9308610000007,1899.4142554499965,1899.714415399998,1900.2141550499916,1900.5308633999957,1900.614322399997,1908.6142947999906,1908.6142947999906,1908.614329050001,0.014888999998220243,0.11476279998896644,1909.6142700999917,1910.6142884,1910.8142375000025,1911.3143457999977,10.014528499988955,1918.747565999991,0.017511699988972396,1918.747565999991,0.11462729999038856,4.0,3.2648783000040567,1922.047644899998,0.001629899998079054,0.0992882999998983,1928.0307085999957,1928.230823149989,6.215775900011067,6.315781099998276,1929.2307574000006,1948.2473430499929,1948.2474557999958,26.23245080000197,26.332372400007444,1949.2640405999991,,1951.2640539999993,0.017246200004592538,0.1156852000131039,1981.2806124999915,30.032185900010518,,,,,,,,,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.3806998999935,0.03256429999601096,0.13230800000019372,2011.3804336999892,30.0320289000083,,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2011.4637772999995,0.01614329998847097,0.11541929999657441,2017.4635997000005,6.03191859999788,2017.5637628999975,2017.5637628999975,0.015371099987532943,0.11545589998422656,space,2.3322899999911897,2019.9304125999915,2019.9304125999915,4.1000006604008377e-05,0.09776570000394713,num_9,3.1176587999943877,2023.097154150001,0.0025030000106198713,0.09772000000521075,2023.4138892999908,2023.8802044500014,,2024.6804564499878,,2025.0803773999942,2033.080557399997,2033.080557399997,2033.0803999499883,0.014650700002675876,0.11443030000373255,,2035.0804474999895,2035.2803508999932,2035.780343499995,10.031080600005225,2043.2302785999927,0.033469600006355904,2043.2302785999927,0.13085600000340492,4.0,1.1984959999972489,2044.4638969999942,0.0026384999946458265,0.09768679999979213,2050.4802465999965,2050.6469634499927,6.2143121999979485,6.314474099999643,2051.663741199998,2070.646671349995,2070.646868099997,26.214300599996932,26.314206799987005,2071.6634876000026,2073.663468899991,2073.663468899991,0.0002736000024015084,0.09752959999605082,2103.680144699989,30.014167699991958,,,,,,,,,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2103.7800341999973,0.01477669998712372,0.11417299999448005,2109.796606799995,6.030706999983522,2109.896623499997,2109.896623499997,0.030836999983876012,0.13070139999035746,space,1.5996960000047693,2111.530194799998,2111.530194799998,4.5599997974932194e-05,0.097740099998191,num_9,1.3577306999941356,2112.9299395499957,0.0017988000035984442,0.09817299999122042,2113.2298900999886,2113.7130877499994,2114.013433699991,2114.5130631499896,2114.813294099993,2114.913285699993,2122.9300313999993,2122.9300313999993,2122.9298527499895,0.0014177999983076006,0.0981500999914715,,2124.929910699997,2125.1299150999985,2125.6298960999993,10.014672299992526,2133.0464758000016,0.017580099985934794,2133.0464758000016,0.11461799999233335,1.0,1.8480702999950154,2134.9301339999947,0.0021943000028841197,0.09836609999183565,2140.946473799995,2141.112959749994,6.214956700001494,6.3148970999900484,2142.1130484000023,2161.129679149989,2161.129736799994,26.231520899993484,26.331474999999045,,,2164.1463657999993,0.016289899998810142,0.11479449999751523,2194.1631682000007,30.031824899997446,,,,,,,,,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2194.262908699995,0.0321436999947764,0.13136499999382067,2200.2628559000004,6.031371999997646,2200.3626918999944,2200.3626918999944,0.03132449998520315,0.14790589998301584,space,2.4772045999998227,2202.879524899996,2202.879524899996,4.579999949783087e-05,0.09794540000439156,num_9,1.3363699999899836,2204.2794440499974,0.0019219999958295375,0.09811369999079034,2204.5795583,2205.079573049993,,2205.86294335,2206.1627926999936,2206.279569999999,2214.279521999997,2214.279521999997,2214.2793900499937,0.0015170999977272004,0.09807039999577682,2215.2792781000026,2216.2796105000016,2216.462926399996,2216.962911499999,10.014616000000387,2224.379362199994,0.0011043999838875607,2224.379362199994,0.0979722999909427,5.0,4.2976904999959515,2228.7129410999914,0.004076500001247041,0.09733669999695849,2234.7293292999966,2234.8961434499915,6.214002399996389,6.313948499999242,2235.912716599996,2254.895942449989,2254.8959218999953,26.2139077999891,26.313869499994325,2255.912489800001,2257.8958966999926,2257.8958966999926,0.013981199997942895,0.11386209999909624,2287.8957915999927,30.013776899999357,,,,,,,,10.09795499999018,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2288.0290700999903,0.014495699986582622,0.11371609999332577,2294.0457725000015,6.030446699995082,2294.129154800001,2294.129154800001,0.014030399979674257,0.1137165999825811,space,1.9103437999874586,2296.079049699998,2296.079049699998,4.289999196771532e-05,0.09743579999485519,num_9,1.9446834999980638,2298.079013349995,0.002278400002978742,0.09804550000990275,2298.3956437000015,2298.862242849992,2299.1622092999896,2299.678976149994,2299.99570259999,2300.062365199992,2308.0789815999888,2308.0789815999888,2308.0789948499996,0.0016638000088278204,0.09802460001083091,2309.0956377999973,2310.0956178999913,2310.2623127999977,2310.762300199989,10.014449900001637,2318.1788449000014,0.00030329999572131783,2318.1788449000014,0.09798619999492075,2.0,0.9985263999988092,2319.212764600001,0.0020963999995728955,0.09817610000027344,2325.228848400002,2325.395503149991,6.2148995000025025,6.314755400002468,2326.412228000001,2345.3953089499964,2345.3956259999977,26.2148942000058,26.3151349999971,2346.3955828999897,2348.412124900002,2348.412124900002,0.0003296000068075955,0.0980184000072768,2378.4119912999886,30.03124170000956,,,,,,,,10.097816100009368,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2378.528636499992,0.014945999995688908,0.11451420000230428,2384.528451899998,6.031130200004554,2384.628577999989,2384.628577999989,0.014550499996403232,0.11445599999569822,space,1.4754569999931846,2386.1619506999996,2386.1619506999996,4.820000322069973e-05,0.09775720001198351,num_9,1.6060780999978306,2387.8119073499956,0.0024831000046106055,0.09819740000239108,2388.1119878000027,2388.5950935499977,2388.895257899989,2389.39505584999,2389.711979899992,2389.811967100002,,2397.828535599998,2397.828472649996,0.01741549999860581,0.11483800000860356,2398.845217599999,2399.828566199998,2399.9952155999927,2400.495437199992,10.0315746999986,2407.9283517000003,0.017346499997074716,2407.9283517000003,0.11477020000165794,5.0,1.2650471000088146,2409.2287989999895,0.001565899990964681,0.09926749998703599,2415.228479700003,2415.4283873499926,6.1990410999860615,6.299081399993156,2416.4451217999886,2435.428345649995,2435.428362999999,26.199045199988177,26.298945699993055,2436.4450492999895,,2438.4450379999907,0.017449199993279763,0.1156248999905074,2468.461568300001,30.032125700003235,,,,,,,,,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468.5448584999976,0.01570049999281764,0.11545349999505561,2498.544686699999,30.015434299988556,,2760,Gustatory,2025-02-25_16h47.18.901,Gustatory_Condition_v2,2022.2.5,30.005250919160257,
