loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.41530992463231,0.0008447989821434021,0.10352119989693165,18.717044798657298,19.033752668648958,19.350500298663974,19.617140170186758,19.91714959964156,20.217143669724464,20.550293998792768,0.006197400391101837,0.10387410037219524,35.550444699823856,15.00372519902885,35.65048489905894,0.003771800547838211,0.10365420021116734,36.117157800123096,space,1.387033300474286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.8168630991131,247.8168630991131,0.007705599069595337,0.09845799952745438,3.0,2.69156870059669,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.55014999955893,250.55014999955893,0.007813900709152222,0.09776470065116882,2.0,3.3911494985222816,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.98347249999642,253.98347249999642,0.0074225012212991714,0.09917790070176125,5.0,4.926134100183845,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.950192598626,258.950192598626,0.006711099296808243,0.09931720048189163,3.0,6.227045699954033,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.2167865987867,265.2167865987867,0.006852300837635994,0.09919440001249313,5.0,10.16000059992075,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.4337917994708,275.4337917994708,0.008299199864268303,0.11396319977939129,2.0,6.70683559961617,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.16693279892206,282.16693279892206,0.0011812001466751099,0.09757000021636486,3.0,10.630906898528337,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,292.8337085992098,0.0001683998852968216,0.0994924008846283,298.83338589966297,5.999377800151706,298.99993969872594,298.99993969872594,0.06077650003135204,0.16604069992899895,5.999389201402664,305.0999456997961,305.0999456997961,305.0999456997961,0.055290600284934044,0.16590560041368008,310.80003159865737,311.0002110004425,5.999483600258827,6.0993162002414465,316.9999970998615,11.999392200261354,317.1333127003163,317.1333127003163,0.00036200135946273804,0.09922470152378082,down,1.0744016002863646,318.2667314000428,5.020014941692352e-05,0.09744480066001415,324.2833275999874,324.2833275999874,324.2833275999874,0.008874699473381042,0.11427699960768223,5.0,5.006518600508571,,,,,,,6.0992828998714685,305.00018169917166,305.00018169917166,6.099479300901294,317.10016709938645,317.10016709938645,12.099466500803828,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.3336209990084,329.3336209990084,0.007854299619793892,0.11436519958078861,2.0,3.073963599279523,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.4332251995802,332.4332251995802,0.008434198796749115,0.09947950020432472,4.0,32.22532430104911,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.699946898967,364.699946898967,0.006649499759078026,0.09903160110116005,5.0,13.92680379934609,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.66648809984326,378.66648809984326,0.0071213990449905396,0.09817949868738651,6.0,8.758844699710608,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.4665366988629,387.4665366988629,0.007593398913741112,0.0978998001664877,6.0,5.59126890078187,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0997375994921,393.0997375994921,0.007230699062347412,0.09727749973535538,5.0,10.457886999472976,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.6000733990222,403.6000733990222,0.0011393986642360687,0.09873109869658947,2.0,11.597882999107242,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,415.2331577986479,8.510053157806396e-05,0.09916390106081963,421.2330478988588,5.999396100640297,421.39967969991267,421.39967969991267,0.06496860086917877,0.16628970205783844,5.99935220181942,427.4997476004064,427.4997476004064,427.4997476004064,0.061242301017045975,0.16602180153131485,433.19968570023775,433.39966749958694,5.999454701319337,6.099312702193856,439.39967679977417,11.999382002279162,439.5161390993744,439.5161390993744,-0.0004938971251249313,0.08265630155801773,up,23.259617200121284,462.81622899882495,4.5999884605407715e-05,0.09763539955019951,468.81612529978156,468.81612529978156,468.81612529978156,0.004537399858236313,0.09764369949698448,5.0,3.0276505015790462,,,,,,,6.099360000342131,427.39969469979405,427.39969469979405,6.099410900846124,439.49955390021205,439.49955390021205,12.099177300930023,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.8830861989409,471.8830861989409,0.007454300299286842,0.09756730124354362,3.0,5.05791449919343,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.9829513002187,476.9829513002187,0.007069200277328491,0.09956740029156208,3.0,3.693138198927045,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.71618079952896,480.71618079952896,0.006604800000786781,0.09898350015282631,6.0,9.193364901468158,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.9495726004243,489.9495726004243,0.007370600476861,0.09738029912114143,4.0,8.957730900496244,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.9495924990624,498.9495924990624,0.007160099223256111,0.09799630008637905,5.0,17.291903799399734,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.2826218996197,516.2826218996197,0.008655698969960213,0.09770769998431206,6.0,9.09007589891553,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.4161389004439,525.4161389004439,0.0016872994601726532,0.09656949900090694,3.0,5.363003300502896,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,530.8163334000856,0.0001338999718427658,0.09933950006961823,536.8160036001354,5.999334400519729,536.9825388994068,536.9825388994068,0.061430301517248154,0.16589830070734024,5.9994260016828775,543.0829185992479,543.0829185992479,543.0829185992479,0.05182880163192749,0.16607200168073177,548.7825894989073,548.9826257992536,5.999248001724482,6.099356401711702,554.9825771003962,11.999215800315142,555.1161361988634,555.1161361988634,2.590194344520569e-05,0.09914150089025497,up,7.356502002105117,562.5158798992634,5.779974162578583e-05,0.09793969988822937,,568.5328164994717,568.5328164994717,0.02545960061252117,0.1147633995860815,5.0,9.856968600302935,,,,,,,6.099207000806928,542.9826926998794,542.9826926998794,6.099330801516771,555.0659010000527,555.0659010000527,12.099273001775146,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.4323688987643,578.4323688987643,0.006498498842120171,0.09901659935712814,3.0,6.560302900150418,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0322963986546,585.0322963986546,0.0066744014620780945,0.09910840168595314,6.0,5.493796199560165,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.5826302990317,590.5826302990317,0.00832660123705864,0.11345270089805126,5.0,3.5060916990041733,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.1159357987344,594.1159357987344,0.0069000013172626495,0.09821020066738129,2.0,2.9255550000816584,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0825254991651,597.0825254991651,0.005569899454712868,0.09859280101954937,5.0,9.594411799684167,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.7159120999277,606.7159120999277,0.00710269995033741,0.0978280995041132,6.0,9.158748300746083,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.9159180000424,615.9159180000424,0.0015580002218484879,0.09757919982075691,2.0,13.230494199320674,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,629.1823607999831,0.00012829899787902832,0.09893889911472797,635.1989390999079,6.015695499256253,635.3655079994351,635.3655079994351,0.07491309940814972,0.1826352011412382,6.015874199569225,641.4659394994378,641.4659394994378,641.4659394994378,0.0699618998914957,0.18250440061092377,647.1656433995813,647.3655500002205,6.015676200389862,6.115753000602126,653.3657210990787,12.015845000743866,653.4991974998266,653.4991974998266,0.015639500692486763,0.11561310105025768,down,1.1337072998285294,654.6988757997751,4.8801302909851074e-05,0.09802640043199062,660.6988214999437,660.6988214999437,660.6988214999437,0.008857501670718193,0.09808350168168545,6.0,8.490107499063015,,,,,,,,641.3656382989138,641.3656382989138,,653.4487747997046,653.4487747997046,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.2322958000004,669.2322958000004,0.006013298407196999,0.09839729964733124,5.0,8.260114900767803,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.5489610992372,677.5489610992372,0.008163100108504295,0.11412449926137924,6.0,2.5402027014642954,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.1153269987553,680.1153269987553,0.0073517002165317535,0.09774790145456791,6.0,1.3246396016329527,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.4822923000902,681.4822923000902,0.007397100329399109,0.09904059953987598,2.0,2.4594188015908003,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.9820919986814,683.9820919986814,0.006766000762581825,0.09757770039141178,6.0,9.02539479918778,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.048796299845,693.048796299845,0.007204599678516388,0.0984944999217987,5.0,4.291999800130725,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.3820436988026,697.3820436988026,0.0007147006690502167,0.09920450113713741,1.0,8.699521301314235,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,706.1153452992439,0.0003887992352247238,0.09663959965109825,712.1319152992219,6.0133793000131845,712.2985044997185,712.2985044997185,0.07175970077514648,0.1799359004944563,6.0133707001805305,718.3984648995101,718.3984648995101,718.3984648995101,0.07234880141913891,0.18002850003540516,724.0985904987901,724.29857079871,6.01323390007019,6.113211400806904,730.29858019948,12.013259900733829,730.4319104999304,730.4319104999304,0.013379301875829697,0.11314580217003822,up,0.944556899368763,731.431974099949,4.579871892929077e-05,0.09787539951503277,737.4317913986742,737.4317913986742,737.4317913986742,0.009207898750901222,0.09793949872255325,1.0,4.089753599837422,,,,,,,,718.2985838986933,718.2985838986933,,730.3985566999763,730.3985566999763,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.565130200237,741.565130200237,0.006672699004411697,0.0990877989679575,2.0,7.826813900843263,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.4486653991044,749.4486653991044,0.007706800475716591,0.11440660059452057,1.0,2.6408166997134686,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.1150283999741,752.1150283999741,0.006800800561904907,0.09805480018258095,1.0,3.9923952016979456,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.1487111002207,756.1487111002207,0.006367899477481842,0.09905169904232025,4.0,8.293785801157355,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.4819109998643,764.4819109998643,0.008072100579738617,0.09754469990730286,6.0,10.9239568002522,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.4482840001583,775.4482840001583,0.007447199895977974,0.09805330075323582,1.0,2.658151200041175,,,,,,,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.1485978998244,778.1485978998244,0.0022313985973596573,0.09748549945652485,6.0,4.263088101521134,,,,,,,,9206,Moral,2024-07-03_14h08.00.012,MoralCondition_v2,2022.2.5,29.99430719776782,
