loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.21926200017333,164.21926200017333,0.007886899635195732,0.11444279924035072,1.0,1.0742311999201775,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.31942580081522,165.31942580081522,0.007632998749613762,0.09910019859671593,1.0,1.225839899852872,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.58578270114958,166.58578270114958,0.006875200197100639,0.0983377005904913,1.0,4.5925060994923115,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2194306012243,171.2194306012243,0.007017999887466431,0.09798280149698257,1.0,1.9920655004680157,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2525443006307,173.2525443006307,0.007460800930857658,0.09794919937849045,6.0,4.124915899708867,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.41947579942644,177.41947579942644,0.00801829993724823,0.09756940044462681,1.0,3.6907295007258654,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.152926299721,181.152926299721,0.0007036998867988586,0.098776800557971,6.0,3.499336700886488,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,184.6862927004695,0.00015999935567378998,0.09911809861660004,190.6693990007043,5.999045999720693,190.90286049991846,190.90286049991846,0.10564590059220791,0.21576969884335995,6.015736300498247,196.96911489963531,196.96911489963531,196.96911489963531,0.07498989999294281,0.1825553998351097,202.6693498995155,202.8693709000945,6.01587750017643,6.115770200267434,208.86929409950972,12.015804199501872,209.00262230075896,209.00262230075896,0.015960199758410454,0.11569759994745255,up,1.8875036984682083,210.95263330079615,4.830025136470795e-05,0.09781680069863796,216.9525838997215,216.9525838997215,216.9525838997215,0.007732199504971504,0.09794159978628159,1.0,3.024388499557972,,,,,,,6.082260899245739,208.96926620043814,208.96926620043814,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.03626799955964,220.03626799955964,0.00754069909453392,0.11401929892599583,1.0,1.0742957014590502,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.15283450111747,221.15283450111747,0.007923800498247147,0.11391200125217438,1.0,1.6739862989634275,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.85268389992416,222.85268389992416,0.006546098738908768,0.09913729876279831,1.0,1.4935867991298437,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3860392011702,224.3860392011702,0.0068161990493535995,0.09930899925529957,6.0,3.0934819988906384,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5193745009601,227.5193745009601,0.008624300360679626,0.09731039963662624,1.0,5.156372498720884,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.73626399971545,232.73626399971545,0.00841750018298626,0.11433660052716732,1.0,1.5736434999853373,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.33600999973714,234.33600999973714,0.0014059990644454956,0.09791269898414612,6.0,3.3976007010787725,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,237.7693540994078,0.00015139952301979065,0.09949949942529202,243.78600060008466,6.01593709923327,243.95267939940095,243.95267939940095,0.07551340013742447,0.18259570002555847,6.015928700566292,250.0528618004173,250.0528618004173,250.0528618004173,0.07312029972672462,0.18289870023727417,255.75277030095458,255.95261779986322,6.01598409935832,6.116119500249624,261.95260949991643,12.016013400629163,262.08600080013275,262.08600080013275,0.016364701092243195,0.11586880125105381,up,1.4196651987731457,263.5526273008436,4.710070788860321e-05,0.09828400053083897,269.569383000955,269.569383000955,269.569383000955,0.011133700609207153,0.11478560045361519,2.0,8.537952799350023,,,,,,,,262.05264759995043,262.05264759995043,249.95261050015688,249.95261050015688,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.1360376998782,278.1360376998782,0.00766499899327755,0.09742349945008755,1.0,2.624006200581789,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.8029018007219,280.8029018007219,0.007799200713634491,0.09777060151100159,5.0,3.4243326988071203,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.26919870078564,284.26919870078564,0.006429199129343033,0.09872669912874699,1.0,3.1933736987411976,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.50265400111675,287.50265400111675,0.0069696009159088135,0.09909499995410442,2.0,3.1278802007436752,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.6861533001065,290.6861533001065,0.008586600422859192,0.11498199962079525,2.0,1.7739161010831594,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.4862115997821,292.4862115997821,0.006888600066304207,0.09909160062670708,3.0,5.593343898653984,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.119507400319,298.119507400319,0.0007415004074573517,0.09890510141849518,5.0,6.099595598876476,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,304.2527872994542,0.00028249993920326233,0.09852319955825806,310.26925859972835,6.015252500772476,310.4694702010602,310.4694702010602,0.1107133999466896,0.2152054999023676,6.015514399856329,316.53614170104265,316.53614170104265,316.53614170104265,0.07460610009729862,0.18202310055494308,322.23626150004566,322.4359416998923,6.015321699902415,6.115295100957155,328.4359722994268,12.01523020118475,328.5693078003824,328.5693078003824,0.015342000871896744,0.11533880047500134,up,2.3361734990030527,330.96925590001047,4.879944026470184e-05,0.09796079993247986,336.9859525002539,336.9859525002539,336.9859525002539,0.011412398889660835,0.11461330018937588,1.0,4.670899400487542,,,,,,,,328.5359543003142,328.5359543003142,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6858815010637,341.6858815010637,0.007070699706673622,0.09907319955527782,1.0,1.7595307994633913,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.50261560082436,343.50261560082436,0.009412100538611412,0.11421220004558563,1.0,1.9726164992898703,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.50250570103526,345.50250570103526,0.008164500817656517,0.0971096009016037,6.0,2.3902800995856524,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.93595029972494,347.93595029972494,0.007779298350214958,0.09841199964284897,1.0,2.6583158001303673,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.65281020104885,350.65281020104885,0.007749298587441444,0.1142267994582653,1.0,1.041194399818778,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.73626060038805,351.73626060038805,0.008181801065802574,0.11431530117988586,1.0,1.5072226002812386,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.26951009966433,353.26951009966433,0.0008386000990867615,0.09892980009317398,6.0,3.832802999764681,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,357.13615150004625,0.0001501999795436859,0.0994741003960371,363.13594250008464,5.9991469997912645,363.36930580064654,363.36930580064654,0.12480650097131729,0.23251410014927387,5.999171299859881,369.4356325995177,369.4356325995177,369.4356325995177,0.09488610178232193,0.1991174016147852,375.13588660024107,375.30259790085256,5.999169401824474,6.099155001342297,381.302575699985,11.99922020174563,381.4359095003456,381.4359095003456,0.00010210089385509491,0.0990890022367239,up,0.7900488991290331,382.2692591995001,2.7999281883239746e-05,0.09847220033407211,,388.30289000086486,388.30289000086486,0.02641339972615242,0.13201740011572838,1.0,3.9399862997233868,,,,,,,6.099254000931978,381.4359095003456,381.4359095003456,,,6.099164700135589,12.099148001521826,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.2692216001451,392.2692216001451,0.007160700857639313,0.09906410053372383,1.0,1.0928566008806229,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.4195080008358,393.4195080008358,0.008134899660944939,0.11444109864532948,1.0,1.0739174988120794,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.5191371999681,394.5191371999681,0.006690800189971924,0.0993317998945713,6.0,1.8270856011658907,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.38595139980316,396.38595139980316,0.007174201309680939,0.09763170033693314,1.0,2.5251338984817266,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.96928299963474,398.96928299963474,0.00942550040781498,0.11466730013489723,1.0,1.0394830983132124,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0359739009291,400.0359739009291,0.007639199495315552,0.09760669991374016,1.0,0.7912505008280277,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.8694719001651,400.8694719001651,0.001127399504184723,0.09767679870128632,6.0,2.9312382005155087,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,403.8359521999955,0.0003960002213716507,0.09709339961409569,409.8359367996454,6.03052799962461,410.01911569945514,410.01911569945514,0.07063020020723343,0.1806374005973339,6.013741500675678,416.1193387005478,416.1193387005478,416.1193387005478,0.07148410007357597,0.1807240005582571,421.81922950036824,422.01926440000534,6.013846600428224,6.113763900473714,428.0192108005285,12.013789400458336,428.15254400111735,428.15254400111735,0.01402680017054081,0.11376180127263069,up,0.6092354990541935,428.81920289993286,4.830025136470795e-05,0.09779130108654499,,434.85255680046976,434.85255680046976,0.0254782997071743,0.13123559951782227,1.0,4.806691700592637,,,,,,,,428.1192115005106,428.1192115005106,416.0025171004236,416.0025171004236,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.686077401042,439.686077401042,0.006499899551272392,0.0989207997918129,1.0,0.8603316992521286,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.58591799996793,440.58591799996793,0.006570100784301758,0.09911940060555935,1.0,3.3270530998706818,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.95252930000424,443.95252930000424,0.0066306013613939285,0.09916350059211254,6.0,5.693594999611378,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.68592520058155,449.68592520058155,0.0062180012464523315,0.09932870045304298,2.0,2.7607390992343426,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.50265900045633,452.50265900045633,0.008198099210858345,0.11414469964802265,2.0,1.6068321000784636,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.13578009977937,454.13578009977937,0.0075274016708135605,0.09771810099482536,2.0,0.9246983993798494,,,,,,,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1026636008173,455.1026636008173,0.0007672999054193497,0.09886189922690392,5.0,3.5991372987627983,,,,,,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,458.73622590117157,0.00024789944291114807,0.09788169898092747,464.7525072004646,6.014565799385309,464.91925170086324,464.91925170086324,0.0703183002769947,0.18117590062320232,6.014485400170088,471.01941440068185,471.01941440068185,471.01941440068185,0.07088750042021275,0.18138480000197887,476.71934569999576,476.91913560032845,6.014495899900794,6.1144909001886845,482.91918000020087,12.014539901167154,483.05249390006065,483.05249390006065,0.014867100864648819,0.11442850157618523,up,0.6856495998799801,483.80246759951115,4.2300671339035034e-05,0.0978155005723238,489.81910840049386,489.81910840049386,489.81910840049386,0.008325999602675438,0.11450120061635971,1.0,4.907108200713992,,,,,,,,483.0191719997674,483.0191719997674,470.9191805999726,470.9191805999726,,,4417,Moral,2024-07-15_11h27.03.111,MoralCondition_v2,2022.2.5,30.0165992568619,
