loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,,,,299.4879548009485,0.0006348006427288055,0.0973237007856369,305.4875382017344,6.030521299690008,305.63744520023465,0.05663440003991127,0.14729150012135506,311.63751280121505,6.0138029009103775,311.7041253000498,0.016611000522971153,0.11376310139894485,0.0,1.6315802987664938,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
20,0,20,0,,,,,,,,,,,,,,,,,,,313.3709820006043,0.0007673986256122589,0.09734569862484932,319.35401640087366,6.013855800032616,319.48725880123675,0.02035450004041195,0.11393610015511513,325.4705881010741,6.013783799484372,325.57118470035493,0.030976099893450737,0.1305529996752739,0.0,1.1001594997942448,6.097235299646854,6.097044000402093,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
21,0,21,0,,,,,,,,,,,,,,,,,,,326.70413930155337,0.0012784991413354874,0.11210649833083153,332.72076260112226,6.012195698916912,332.8379719015211,0.02838739939033985,0.12873159907758236,338.8205837011337,6.028754899278283,338.9207805003971,0.013808000832796097,0.112015500664711,1.0,0.832583200186491,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
22,0,22,0,,,,,,,,,,,,,,,,,,,339.7878092005849,0.0002514999359846115,0.0991785004734993,345.7873701006174,5.99917110055685,345.90401530079544,0.013944800943136215,0.11572490073740482,351.90406330116093,6.015691500157118,352.00414630025625,0.018457701429724693,0.11585230194032192,0.0,0.8986533004790545,6.099051401019096,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
23,0,23,0,,,,,,,,,,,,,,,,,,,352.93769440054893,0.0002216007560491562,0.09921029955148697,358.92056680098176,6.015731999650598,359.0372238010168,0.00550059974193573,0.09902960062026978,365.03733360022306,5.999114001169801,365.1372163016349,0.0026332009583711624,0.0989156011492014,0.0,0.7310262005776167,6.098912000656128,6.099056400358677,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
24,0,24,0,,,,,,,,,,,,,,,,,,,365.9040173999965,0.0008192993700504303,0.09679989889264107,371.92068290151656,6.013576399534941,372.05450290068984,0.04089299961924553,0.14710859954357147,378.053921001032,6.013428499922156,378.120502801612,0.016074299812316895,0.11348460055887699,1.0,0.9317630007863045,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
25,0,25,0,,,,,,,,,,,,,,,,,,,379.0872741006315,0.0006659999489784241,0.09707639925181866,385.0871308017522,6.030256800353527,385.2203782014549,0.03850509971380234,0.1302014011889696,391.2037613000721,6.030153000727296,391.3038245011121,0.016710400581359863,0.11374630033969879,1.0,0.7980451993644238,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
26,0,26,0,,,,,,,,,,,,,,,,,,,392.1375306006521,0.00022150017321109772,0.09926890023052692,398.1538860015571,6.015716198831797,398.27038230001926,0.03220590017735958,0.1324217990040779,404.2704764008522,5.9990199990570545,404.3369897007942,0.0016770008951425552,0.09897630102932453,2.0,2.1983730997890234,,6.099161699414253,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
27,0,27,0,,,,,,,,,,,,,,,,,,,406.57083020173013,0.00022030062973499298,0.09913680143654346,412.5704495999962,5.999119700863957,412.7206723000854,0.04455360025167465,0.14920560084283352,418.72042160108685,6.01588630117476,418.7871102001518,0.018365001305937767,0.11599790118634701,0.0,0.8983069993555546,6.098910899832845,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
28,0,28,0,,,,,,,,,,,,,,,,,,,419.72081400081515,0.0006360001862049103,0.09745670109987259,425.7204180005938,6.030435500666499,425.87025780044496,0.054433200508356094,0.1469969004392624,431.87034670077264,6.013770600780845,431.9369463007897,0.01635570079088211,0.11353450082242489,0.0,1.1982721015810966,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
29,0,29,0,,,,,,,,,,,,,,,,,,,433.1706089004874,0.0006645005196332932,0.0973834004253149,439.1703818012029,6.030697299167514,439.3202585000545,0.04700380004942417,0.14734280109405518,445.32028580084443,6.013938199728727,445.38699940033257,0.016474099829792976,0.11387160047888756,1.0,2.2317113988101482,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
30,0,30,0,,,,,,,,,,,,,,,,,,,447.65390210039914,0.00044239871203899384,0.09755210019648075,453.6537271011621,6.030977599322796,453.80366450175643,0.046866899356245995,0.14764289930462837,459.8036414999515,6.014161499217153,459.87012890167534,0.0167263001203537,0.1138784009963274,0.0,1.7317615002393723,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
31,0,31,0,,,,,,,,,,,,,,,,,,,461.63716020062566,0.0006902012974023819,0.09710020013153553,467.6369283013046,6.030495900660753,467.7867569010705,0.04731300100684166,0.14706280082464218,473.7870181016624,6.013754500076175,473.8536291010678,0.016593700274825096,0.1138967014849186,0.0,1.0646339002996683,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
32,0,32,0,,,,,,,,,,,,,,,,,,,474.95396500080824,0.0007269997149705887,0.09674219973385334,480.97015660069883,6.013654600828886,481.08679170161486,0.029048901051282883,0.13053030148148537,487.069915400818,6.030233500525355,487.17002400010824,0.016224300488829613,0.11362280137836933,0.0,1.06503969989717,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
33,0,33,0,,,,,,,,,,,,,,,,,,,488.270419601351,0.0004006996750831604,0.09855099953711033,494.2700137011707,6.031836301088333,494.4036106001586,0.027217499911785126,0.13216020166873932,500.3866610005498,6.031815500929952,500.48718440160155,0.018366901203989983,0.11511620134115219,2.0,1.0648832004517317,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
34,0,34,0,,,,,,,,,,,,,,,,,,,501.5867832005024,0.0002485997974872589,0.09893029928207397,507.60339040122926,6.015537800267339,507.7704070005566,0.058077599853277206,0.18255719915032387,513.7700215000659,6.015440799295902,513.8031755015254,0.018320899456739426,0.11548580043017864,1.0,1.065158499404788,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
35,0,35,0,,,,,,,,,,,,,,,,,,,514.9034307003021,0.0004105009138584137,0.09772860072553158,520.9032483007759,6.030904199928045,521.0365513004363,0.027889201417565346,0.13103730045259,527.0366076007485,6.030949700623751,527.1364599000663,0.03356740064918995,0.13096200115978718,0.0,1.131725199520588,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
36,0,36,0,,,,,,,,,,,,,,,,,,,528.3035586010665,0.00022219866514205933,0.0991360992193222,534.3032660000026,5.999047299847007,534.4196874015033,0.013725198805332184,0.11570239998400211,540.4198123011738,6.015688698738813,540.5364699009806,0.035075800493359566,0.13218539953231812,1.0,0.8983035013079643,6.099187599495053,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
37,0,37,0,,,,,,,,,,,,,,,,,,,541.4702758006752,0.0004253014922142029,0.0980962011963129,547.4697568006814,6.014657000079751,547.5864787008613,0.02156190201640129,0.11473480053246021,553.5869651008397,6.014684401452541,553.7031766008586,0.0340541023761034,0.13124260120093822,0.0,1.0647966004908085,6.097904400900006,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
38,0,38,0,,,,,,,,,,,,,,,,,,,554.8032257016748,0.0004797987639904022,0.09728479944169521,560.8197864014655,6.013980099931359,560.9530155006796,0.045929599553346634,0.14729229919612408,566.9532540012151,6.013934100046754,567.0197139009833,0.016807399690151215,0.11426850035786629,0.0,0.9981412999331951,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
39,0,39,0,,,,,,,,,,,,,,,,,,,568.05348720029,0.0006237011402845383,0.09775160066783428,574.0531939007342,6.031186999753118,574.2363831009716,0.08651879988610744,0.18099670112133026,580.2363854013383,6.0145168006420135,580.2697383016348,0.017106201499700546,0.11431160196661949,0.0,1.0982209015637636,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
40,0,40,0,,,,,,,,,,,,,,,,,,,581.4030587002635,0.0009070001542568207,0.09762340039014816,587.3861732017249,6.0141608994454145,587.5199217014015,0.02563069947063923,0.11439390107989311,593.5027540009469,6.014095099642873,593.6027522999793,0.030754700303077698,0.13072120025753975,2.0,0.9334714002907276,,6.097408199682832,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
41,0,41,0,,,,,,,,,,,,,,,,,,,594.5697473008186,0.0005063004791736603,0.11403570137917995,600.5696250014007,6.030509199947119,600.7194530013949,0.05396740138530731,0.14711190201342106,606.719598300755,6.01381810195744,606.7860918007791,0.01645120233297348,0.11375410109758377,0.0,1.2649780996143818,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
42,0,42,0,,,,,,,,,,,,,,,,,,,608.0866343006492,0.00025160051882267,0.09921940043568611,614.0862522013485,5.9992567002773285,614.2028238009661,0.014108899980783463,0.11586619913578033,620.2029188014567,6.015855100005865,620.3028443008661,0.01848510093986988,0.11592620052397251,1.0,0.9316857997328043,6.099174398928881,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
43,0,43,0,,,,,,,,,,,,,,,,,,,621.2697602007538,0.0004766993224620819,0.09719580039381981,627.2694962006062,6.030522000044584,627.4194923005998,0.04751470126211643,0.14731379970908165,633.4195029009134,6.013787200674415,633.4862318001688,0.01634420081973076,0.11374590173363686,1.0,0.7317032013088465,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
44,0,44,0,,,,,,,,,,,,,,,,,,,634.2528479006141,0.0009671002626419067,0.09672269970178604,640.2694709002972,6.013299001380801,640.3860526010394,0.02863290160894394,0.1299998015165329,646.3860916011035,6.029955200850964,646.4693188015372,0.015347801148891449,0.11303900182247162,0.0,1.2990113012492657,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
45,0,45,0,,,,,,,,,,,,,,,,,,,647.8029759004712,0.0006015002727508545,0.09727879986166954,653.8193910010159,6.013955499976873,653.9527478013188,0.04551690071821213,0.14732789993286133,659.9527093004435,6.013860600069165,660.0194671005011,0.015571901574730873,0.11417350172996521,2.0,1.0658165011554956,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
46,0,46,0,,,,,,,,,,,,,,,,,,,661.1195509005338,0.0006616991013288498,0.0970929004251957,667.1193211004138,6.030417300760746,667.3693803008646,0.1252261009067297,0.24735140055418015,,6.0138379000127316,673.3358324002475,0.016305601224303246,0.11360909976065159,0.0,1.2317147012799978,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
47,0,47,0,,,,,,,,,,,,,,,,,,,674.6028623003513,0.000428101047873497,0.09752329997718334,680.6025823000818,6.030809801071882,680.7526057008654,0.046529801562428474,0.14745140075683594,686.7525833006948,6.014093201607466,686.8192370999604,0.0169094018638134,0.11417040228843689,0.0,1.064835101366043,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
48,0,48,0,,,,,,,,,,,,,,,,,,,687.9194678999484,0.00022689998149871826,0.09912490099668503,693.9358679000288,6.015710601583123,694.0526004005224,0.031204501166939735,0.1323673017323017,700.0526039004326,6.032354900613427,700.1523631010205,0.03508530184626579,0.13233590126037598,0.0,0.8316591009497643,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
49,0,49,0,,,,,,,,,,,,,,,,,,,701.019408300519,0.00022930093109607697,0.09904889948666096,707.0191524010152,6.032309100031853,707.1858138013631,0.06122579984366894,0.16582310013473034,713.1857785005122,6.032225500792265,713.2524632010609,0.03507860004901886,0.13219690136611462,0.0,1.2646610997617245,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
50,0,50,0,,,,,,,,,,,,,,,,,,,714.552748400718,0.0007252991199493408,0.09721449948847294,720.5689454004169,6.013739500194788,720.6857895012945,0.027062200009822845,0.1305420007556677,726.6857218015939,6.030265299603343,726.7857464011759,0.03294510021805763,0.13033520057797432,0.0,1.0983836986124516,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
51,0,51,0,,,,,,,,,,,,,,,,,,,727.9192498009652,0.0006490014493465424,0.09706110134720802,733.9190104007721,6.030369900166988,734.0689336005598,0.04794910177588463,0.14722120203077793,740.0522271003574,6.013476900756359,740.1356126014143,0.014923201873898506,0.11364150233566761,0.0,1.2329459991306067,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
52,0,52,0,,,,,,,,,,,,,,,,,,,741.4027074016631,0.00024189986288547516,0.09924709983170033,747.4023144003004,5.9991635996848345,747.5188208017498,0.013568000867962837,0.11579900048673153,753.5189627017826,6.015824900940061,753.6189976017922,0.016845300793647766,0.11564600095152855,1.0,0.700178699567914,6.0991459004580975,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
53,0,53,0,,,,,,,,,,,,,,,,,,,754.3531355001032,0.0007061008363962173,0.09702260047197342,760.3689166009426,6.013671001419425,760.4854517001659,0.03368390165269375,0.1302069015800953,766.4855265002698,6.030161300674081,766.5853564012796,0.0325625017285347,0.13016030192375183,2.0,0.8322516996413469,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
54,0,54,0,,,,,,,,,,,,,,,,,,,767.4525621011853,0.0003133993595838547,0.0984231997281313,773.468875201419,6.014994900673628,773.5856722015887,0.03754019923508167,0.13205750100314617,779.5686492007226,6.031578499823809,779.6688037011772,0.016702599823474884,0.11485830135643482,2.0,2.2659933995455503,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
55,0,55,0,,,,,,,,,,,,,,,,,,,781.9691906012595,0.00022100098431110382,0.09923180006444454,787.9687761999667,5.999122999608517,788.0853498000652,0.025134000927209854,0.11589710041880608,794.0854118000716,6.0157811008393764,794.1853794008493,0.018535301089286804,0.11596620082855225,2.0,2.4314499013125896,6.099149100482464,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
56,0,56,0,,,,,,,,,,,,,,,,,,,796.6522592008114,0.00045219995081424713,0.0975273996591568,802.6521616000682,6.0310165993869305,802.8186742011458,0.055379100143909454,0.16414600051939487,808.8187091015279,6.030802899971604,808.885342400521,0.03336550109088421,0.13071569986641407,0.0,1.1317544002085924,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
57,0,57,0,,,,,,,,,,,,,,,,,,,810.052255500108,0.0005307998508214951,0.0971841998398304,816.0519818011671,6.030359599739313,816.2020288016647,0.045266300439834595,0.1471996996551752,822.2019606009126,6.013650801032782,822.2687466014177,0.01634190045297146,0.11378330178558826,0.0,1.165037501603365,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
58,0,58,0,,,,,,,,,,,,,,,,,,,823.4688128009439,0.0006738007068634033,0.09726490080356598,829.4685896001756,6.030550600960851,829.6518657002598,0.07703790068626404,0.18054070137441158,835.6519149001688,6.01377160102129,835.6851263009012,0.01680460013449192,0.11378800123929977,0.0,0.931267099454999,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
59,0,59,0,,,,,,,,,,,,,,,,,,,836.6521902009845,0.000435899943113327,0.09725289978086948,842.6518441010267,6.030546700581908,842.78502940014,0.03540419973433018,0.1304445005953312,848.7851513009518,6.0304905995726585,848.8850633017719,0.03320780023932457,0.13065870106220245,0.0,0.9649043995887041,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
60,0,60,0,,,,,,,,,,,,,,,,,,,849.8851707000285,0.0002459995448589325,0.09918859973549843,855.8851298000664,5.999024899676442,856.0016967002302,0.02126380056142807,0.11571860127151012,862.0017294008285,6.015702400356531,862.101754501462,0.018046600744128227,0.11585690081119537,1.0,1.6654417999088764,6.099216300994158,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
61,0,61,0,,,,,,,,,,,,,,,,,,,863.8018458001316,0.0006319992244243622,0.09732919931411743,869.81841680035,6.013954600319266,869.951633701101,0.05788259953260422,0.14727120101451874,875.9517076015472,6.013941900804639,876.0183260012418,0.016754500567913055,0.11377650126814842,0.0,1.664852600544691,,,8827,Visual,2024-07-09_11h34.48.845,Visual_Condition_v2,2022.2.5,30.01399553135653,
