loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.548654209438247,0.0008057999657467008,0.11627959995530546,11.87688779993914,12.143553789972794,12.760386689950247,13.077055000001565,13.343637289979961,13.676881299936213,0.002027900074608624,0.09966219996567816,33.676867999951355,19.99954870005604,20.09960980003234,33.7768562999554,8.230004459619522e-05,0.099545200006105,34.22667979996186,space,1.1471306999446824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.42630449996796,245.42630449996796,0.001258599921129644,0.09825509996153414,1.0,2.898283899994567,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,248.35977929993533,0.000242199981585145,0.09774130000732839,254.35949099995196,6.030954399961047,254.55964280001353,254.55964280001353,0.09337040001992136,0.19787350005935878,6.031008500023745,260.65932590002194,260.65932590002194,260.65932590002194,0.08813200006261468,0.19776890007779002,266.3594882999314,266.5595378000289,6.031081700115465,6.130838100099936,272.5594184999354,12.030905900057405,272.6927446000045,272.6927446000045,0.031061700079590082,0.13080360007006675,up,0.8247264999663457,273.5761135999346,4.0899962186813354e-05,0.09769379999488592,279.59255870000925,279.59255870000925,0.024491499993018806,0.11468599992804229,1.0,1.857840499957092,,,,,,,260.55944300000556,260.55944300000556,272.6594153000042,272.6594153000042,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.49273539998103,281.49273539998103,0.0066936000948771834,0.09930440003518015,1.0,0.5935403999174014,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1429180999985,282.1429180999985,0.007742899935692549,0.11422019999008626,1.0,0.674034700030461,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.84275579999667,282.84275579999667,0.006759000010788441,0.09933720005210489,1.0,1.0600201999768615,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.94260299997404,283.94260299997404,0.007293300004675984,0.09822460007853806,1.0,0.6255305000813678,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.6093071999494,284.6093071999494,0.006409300025552511,0.09898489993065596,1.0,1.2274220999097452,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.87631189997774,285.87631189997774,0.007424399955198169,0.09758239996153861,7.0,1.0576555000152439,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.976121100015,286.976121100015,0.0007003999780863523,0.09892599994782358,7.0,1.8994137999834493,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,288.90967830002774,0.00037889997474849224,0.09729549998883158,294.909446900012,6.030769199947827,295.10915229993407,295.10915229993407,0.08631099993363023,0.1972871000180021,6.030830399948172,301.20939019997604,301.20939019997604,301.20939019997604,0.0876810000045225,0.19754049996845424,306.9092700999463,307.1092937999638,6.030606199987233,6.130520900012925,313.1092210999923,12.030632399953902,313.2425648999633,313.2425648999633,0.03078500006813556,0.13051210006233305,down,0.55490689992439,313.8425849999767,4.950002767145634e-05,0.09775720001198351,319.85928099998273,319.85928099998273,0.023206799989566207,0.11454740003682673,7.0,1.6591687999898568,,,,,,,301.1093053999357,301.1093053999357,313.2092952999519,313.2092952999519,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.57604369998444,321.57604369998444,0.008035600068978965,0.11459330003708601,7.0,1.1745190999936312,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.7758774999529,322.7758774999529,0.007688699988648295,0.09751760005019605,1.0,0.9242986999452114,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.74263390002307,323.74263390002307,0.007359400042332709,0.09809009998571128,1.0,0.3250114999245852,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.10931919992436,324.10931919992436,0.007233400014229119,0.09781230008229613,1.0,0.4584537000628188,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6091128999833,324.6091128999833,0.006991500034928322,0.09737450000829995,1.0,0.4916447999421507,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.1595081000123,325.1595081000123,0.012277800007723272,0.11484259995631874,1.0,0.5367517000995576,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.72587550000753,325.72587550000753,0.0016692000208422542,0.09762170002795756,1.0,2.363840500009246,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,328.1258730000118,0.0002442999975755811,0.09823119989596307,334.1258664999623,6.031626499956474,334.3260649999138,334.3260649999138,0.08548599993810058,0.19841269997414201,6.031491199973971,340.42606620001607,340.42606620001607,340.42606620001607,0.08559789997525513,0.19836699997540563,346.1256916000275,346.3258305999916,6.03153919999022,6.131464599980973,352.325769099989,12.031480800011195,352.45924220001325,352.45924220001325,0.03169410000555217,0.1314161999616772,up,1.5535206000786275,354.0590813999297,4.870002157986164e-05,0.09781220008153468,360.05909909994807,360.05909909994807,0.005639999988488853,0.09765120001975447,7.0,1.893102900008671,,,,,,,340.3259271000279,340.3259271000279,352.4257935999194,352.4257935999194,360.05909909994807,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0092062000185,362.0092062000185,0.0077436999417841434,0.11427489994093776,1.0,1.40759670000989,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.44221509993076,363.44221509993076,0.006594200036488473,0.09919470001477748,1.0,0.2941315999487415,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.77568700001575,363.77568700001575,0.006645600078627467,0.09939590003341436,1.0,0.29339949996210635,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.1089985999279,364.1089985999279,0.006543399998918176,0.09904999996069819,1.0,0.32687250000890344,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.4757710000267,364.4757710000267,0.006942400010302663,0.09749670000746846,1.0,0.5247767999535426,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0423453999683,365.0423453999683,0.009999200003221631,0.09788590006064624,1.0,0.488660900038667,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.57592339999974,365.57592339999974,0.0007000999758020043,0.09933490003459156,7.0,1.4329595000017434,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,367.0427410999546,0.0003223000094294548,0.0972546999109909,373.0590187999187,6.0138452999526635,373.2257332999725,373.2257332999725,0.06984769995324314,0.18085300002712756,6.013865199987777,379.3257048999658,379.3257048999658,379.3257048999658,0.06818549998570234,0.18077430000994354,385.0256198999705,385.2254744999809,6.013695499976166,6.113842400023714,391.225523000001,12.013756799977273,391.35901389992796,391.35901389992796,0.014002299983985722,0.11361750005744398,down,1.1337547999573871,392.5422620999161,3.50000336766243e-05,0.09810120007023215,398.55887069995515,398.55887069995515,0.023001400055363774,0.11485840007662773,7.0,1.9928009000141174,,,,,,,379.2256749999942,379.2256749999942,391.32556479994673,391.32556479994673,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.5921895999927,400.5921895999927,0.008506500045768917,0.09909580007661134,1.0,1.7247724999906495,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3588362999726,402.3588362999726,0.007219600025564432,0.09805649996269494,1.0,0.5249622000847012,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.92549179994967,402.92549179994967,0.006936199963092804,0.09885289997328073,1.0,0.693081000004895,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.6589771999279,403.6589771999279,0.007234299904666841,0.09806419990491122,7.0,1.2250088000437245,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9421776999952,404.9421776999952,0.008306700037792325,0.1142904000589624,1.0,0.9072473999112844,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8755839000223,405.8755839000223,0.007075599976815283,0.09815380000509322,1.0,0.49213570007123053,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.4090189000126,406.4090189000126,0.0006701999809592962,0.09921289992053062,1.0,2.1328228999627754,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,408.57559939997736,0.0001354000996798277,0.09907760005444288,414.5923285000026,6.015677300048992,414.7588857000228,414.7588857000228,0.07919720001518726,0.1823467001086101,6.0158833001041785,420.8588552000001,420.8588552000001,420.8588552000001,0.07671860011760145,0.18255560006946325,426.5588020000141,426.7587575999787,6.015636200085282,6.115757800056599,432.7587705999613,12.015677700052038,432.89219199994113,432.89219199994113,0.015781200141645968,0.11560990009456873,up,0.7448002999881282,433.69207699992694,3.899994771927595e-05,0.09801469999365509,439.7253671999788,439.7253671999788,0.025352900032885373,0.13143880001734942,1.0,1.8741398999700323,,,,,,,420.74198369996157,420.74198369996157,432.858710099943,432.858710099943,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.62536679999903,441.62536679999903,0.0063377999467775226,0.09893690003082156,5.0,2.027038700063713,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.692156599951,443.692156599951,0.006468800012953579,0.0990134000312537,1.0,1.426892300019972,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.1588923999807,445.1588923999807,0.006749199936166406,0.09721209993585944,1.0,1.2581992000341415,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.4585517999949,446.4585517999949,0.007061399985104799,0.09926759998779744,5.0,2.059826400014572,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.5585422000149,448.5585422000149,0.006383099942468107,0.09914720000233501,1.0,1.293978999950923,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.89200509991497,449.89200509991497,0.007156399893574417,0.0973164999159053,1.0,0.5578479999676347,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.4921802999452,450.4921802999452,0.001291800057515502,0.09791160002350807,3.0,4.7976713998941705,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,455.3255890000146,0.0002128001069650054,0.09810430009383708,461.3252636999823,6.031524899997748,461.50842009996995,461.50842009996995,0.07022380002308637,0.18141680012922734,6.014891000115313,467.6089239999419,467.6089239999419,467.6089239999419,0.07463550008833408,0.1816627001389861,473.30852710001636,473.50866509997286,6.014895500149578,6.114718900062144,479.50850699993316,12.014725900138728,479.6420777000021,479.6420777000021,0.014991800067946315,0.11467840010300279,down,1.3627901000436395,481.04186619992834,4.329998046159744e-05,0.09750089992303401,487.0751571999863,487.0751571999863,0.025363099994137883,0.130696399952285,7.0,2.2730306000448763,,,,,,,467.5086002999451,467.5086002999451,479.60854379995726,479.60854379995726,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.39211749995593,489.39211749995593,0.010361399967223406,0.11385239998344332,1.0,1.1380135000217706,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.5583146000281,490.5583146000281,0.006494500092230737,0.09935680008493364,1.0,0.5270272999769077,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.1251684000017,491.1251684000017,0.006418400094844401,0.09916520002298057,1.0,0.5272534999530762,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.6917621999746,491.6917621999746,0.007028399966657162,0.09768210002221167,7.0,1.1915764000732452,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.9250116000185,492.9250116000185,0.006436200113967061,0.09904100000858307,1.0,0.927220799960196,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.8919524999801,493.8919524999801,0.006940999999642372,0.09934229997452348,1.0,0.5602809999836609,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.4917087999638,494.4917087999638,0.0007023999933153391,0.0991922999965027,1.0,1.8330308999866247,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,496.358627300011,0.00037269992753863335,0.09771949995774776,502.3584034999367,6.0310186999849975,502.5418559999671,502.5418559999671,0.07508430001325905,0.18099789996631444,6.0142148999730125,508.6417966999579,508.6417966999579,508.6417966999579,0.07318820001091808,0.1811811999650672,514.3417986999266,514.5417036999715,6.014323899988085,6.114400999969803,520.5416726999683,12.014295100001618,520.6749827999156,520.6749827999156,0.01444409997202456,0.1142414000350982,down,0.6186219999799505,521.3416700999951,6.54000323265791e-05,0.09779629996046424,527.3588750999188,527.3588750999188,0.025127500062808394,0.1145562999881804,1.0,2.8570899000624195,,,,,,,508.54170369997155,508.54170369997155,520.641623799922,520.641623799922,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.2581983000273,530.2581983000273,0.007679400034248829,0.09743520000483841,1.0,0.5909344999818131,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.9085849999683,530.9085849999683,0.009102399926632643,0.11479949997738004,7.0,1.2400114999618381,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.1749191000126,532.1749191000126,0.007235000026412308,0.0992683001095429,1.0,2.226422999985516,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.4416002000216,534.4416002000216,0.006852600025013089,0.09914299997035414,1.0,0.6934445999795571,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.1748403999954,535.1748403999954,0.007382699986919761,0.09933019999880344,1.0,0.5929222999839112,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.8253636999289,535.8253636999289,0.007366999983787537,0.11355200002435595,7.0,1.3739951000316069,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.2249709999887,537.2249709999887,0.0011761999921873212,0.09797150001395494,1.0,1.5980619000038132,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,538.8584984999616,0.00013960001524537802,0.09931760001927614,544.8584524999605,5.999406700022519,545.0248876999831,545.0248876999831,0.05491279996931553,0.16621119994670153,5.999241900048219,551.1247725000139,551.1247725000139,551.1247725000139,0.060758600011467934,0.16609389998484403,556.8249326000223,557.0248522999464,5.999198900070041,6.099374899989925,563.0247978999978,11.99914590001572,563.1581581999781,563.1581581999781,-3.899994771927595e-05,0.09880030003841966,up,0.43083729990758,563.6248289999785,3.360002301633358e-05,0.09807720000389963,569.6416506000096,569.6416506000096,0.0089372000657022,0.11487350007519126,1.0,1.4069305999437347,,,,,,,551.0248548999662,551.0248548999662,563.124804400024,563.124804400024,569.6416506000096,6.099154399940744,6.099209500011057,12.099157099961303,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.0746855000034,571.0746855000034,0.006206999998539686,0.09928680001758039,1.0,0.6273847999982536,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.7413407999557,571.7413407999557,0.006520899944007397,0.09918679995462298,1.0,0.4938308000564575,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.2745968999807,572.2745968999807,0.006566899945028126,0.09951599990017712,1.0,0.5268769999966025,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.8415007999865,572.8415007999865,0.006675900076515973,0.09922800003550947,1.0,0.7602335999254137,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.6414316999726,573.6414316999726,0.008696499979123473,0.09759459993802011,7.0,1.1233859999338165,,,,,,,,,,,,,,,668,Moral,2024-02-15_17h39.07.456,MoralCondition_v2,2022.2.5,29.941796141968588,
