loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.65118058002845,0.0008279000030597672,0.10030669999832753,15.951500500013935,16.218346320002457,16.53516350001155,16.81850722001109,17.135214300011285,17.435262420008076,17.75176040000224,17.75176040000224,0.03358479999587871,0.13365929998690262,32.76856830000179,15.017005599991535,32.86853810001048,0.01710459998867009,0.11694049998186529,33.33501090000209,space,2.583408699996653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,35.96872170000279,0.002638699996168725,0.09783800000150222,41.98519850001321,6.014462300008745,42.21848810001393,42.21848810001393,0.10476039999048226,0.24783529998967424,6.014466099994024,48.26864390000992,48.26864390000992,48.26864390000992,0.07222839999303687,0.1979655999894021,53.96852380000928,54.168543400010094,6.031220299992128,6.131259499990847,60.168493900011526,12.031230799984769,60.26850330000161,60.26850330000161,60.301843799999915,60.301843799999915,0.031363299989607185,0.13114139997924212,up,1.2614123999956064,61.60180910000054,1.8999999156221747e-05,0.09921539999777451,67.63518510000722,67.63518510000722,0.029008299999986775,0.13240159999986645,2.0,9.104680200005532,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.78531950000615,76.78531950000615,0.00998980000440497,0.11443640000652522,1.0,3.6051023000036366,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.43519840000954,80.43519840000954,0.009307200001785532,0.11466020000807475,5.0,3.8730675000115298,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.35189920000266,84.35189920000266,0.011461399990366772,0.11407519999193028,2.0,2.8369715000008,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2351129000017,87.2351129000017,0.009343199999420904,0.1146908000082476,4.0,2.6064172000042163,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88522250000096,89.88522250000096,0.0108015999867348,0.1157449999882374,3.0,4.272514399999636,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.20192710000265,94.20192710000265,0.010322400004952215,0.11437730000761803,3.0,3.7385536000074353,,,,,,,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.96838660001231,97.96838660001231,0.0011579999991226941,0.09833829999843147,7.0,6.498531700010062,,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,104.50206530001014,0.00031939998734742403,0.09788309999566991,110.50178660001257,6.031195399991702,110.75185510001029,110.75185510001029,0.13832039998669643,0.2478895999956876,6.014605499993195,116.78511270000308,116.78511270000308,116.78511270000308,0.06952979997731745,0.18122959998436272,122.48517300000822,122.68522310000844,6.01463929998863,6.114559499983443,128.68532460001006,12.014750099988305,128.785186100009,128.785186100009,128.81851650000317,128.81851650000317,0.014763099970878102,0.11453359997540247,down,1.8649083999916911,130.7185041000048,4.990000161342323e-05,0.09777370000665542,136.71851750000496,136.71851750000496,0.008365500005311333,0.0976482000114629,5.0,5.357140099993558,,,,,,,136.71851750000496,,,,,,2760,Moral,2025-02-25_16h19.24.199,MoralCondition_v2,2022.2.5,29.970574888815037,
