loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.117717780079692,0.0008012000471353531,0.10855069989338517,11.449409000109881,11.71603967002593,12.015853200107813,12.299680970003829,12.61608440009877,12.915991870081053,13.232602700125426,13.232602700125426,0.007495099678635597,0.10870399978011847,28.23261780012399,15.008644099812955,28.332794399932027,0.008851399645209312,0.10876709967851639,28.799309799913317,space,2.1514791999943554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,31.016079099848866,0.0016615004278719425,0.09823740040883422,37.03264639992267,6.014868900179863,37.26572259981185,37.26572259981185,0.11939170025289059,0.24822690011933446,6.014907400123775,43.3327293000184,43.3327293000184,43.3327293000184,0.08931870013475418,0.21491739992052317,49.032603200059384,49.19946390017867,6.015108900144696,6.1149523998610675,55.19937950000167,12.01502550020814,55.31559950020164,55.31559950020164,0.014855499844998121,0.11471370002254844,down,0.9079451002180576,56.265908599831164,4.959991201758385e-05,0.097575300373137,62.29951119981706,62.29951119981706,62.29951119981706,0.018693000078201294,0.1310318000614643,1.0,8.13016889989376,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.44939879979938,70.44939879979938,0.008810100145637989,0.09928259998559952,6.0,4.191496699582785,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6822780999355,74.6822780999355,0.00915120029821992,0.09919660026207566,2.0,3.291063299868256,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.03288580011576,78.03288580011576,0.009790100157260895,0.11584739992395043,6.0,2.140846900176257,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.21588010014966,80.21588010014966,0.009814299643039703,0.1150593999773264,5.0,2.7732480000704527,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.03244780004025,83.03244780004025,0.011920100077986717,0.11413990007713437,7.0,1.9699630001559854,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.03240780020133,85.03240780020133,0.00817849999293685,0.09909259993582964,5.0,1.9587070997804403,,,,,,,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.03240460017696,87.03240460017696,0.001626799814403057,0.0981997000053525,2.0,7.331229399889708,,,,,,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,94.39955940004438,0.00013560010120272636,0.09906490007415414,100.39917539991438,5.999214000068605,100.58266949979588,100.58266949979588,0.0788885997608304,0.1827117996290326,6.01573249977082,106.68239129986614,106.68239129986614,106.68239129986614,0.07659679977223277,0.18237089971080422,112.38250719988719,112.58261559996754,6.015881999861449,6.115777999628335,118.58250020025298,12.015752799808979,118.71581770014018,118.71581770014018,0.01597349951043725,0.1157266995869577,up,1.139497600030154,119.91586419986561,4.930002614855766e-05,0.09786010021343827,,125.93239950016141,125.93239950016141,0.02394569991156459,0.11424699984490871,1.0,5.2584114000201225,,,,,,,6.09891019994393,106.58249589987099,106.58249589987099,118.68257360020652,118.68257360020652,,,674,Moral,2024-04-03_12h11.45.632,MoralCondition_v2,2022.2.5,30.004791763308273,
