loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.310239400249,448.310239400249,0.007416300009936094,0.09784079995006323,7.0,1.5582181997597218,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.9101610002108,449.9101610002108,0.007992599625140429,0.09822519961744547,4.0,3.391397699713707,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.36010170029476,453.36010170029476,0.007948500104248524,0.11430390039458871,1.0,1.2407420999370515,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.6266703000292,454.6266703000292,0.00663129985332489,0.09928599977865815,1.0,1.427057999651879,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0935786999762,456.0935786999762,0.0010974998585879803,0.09831729996949434,1.0,2.265201799571514,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,458.39362369989976,0.0003872998058795929,0.09730379981920123,464.39332959987223,6.030578200239688,464.59318310022354,464.59318310022354,0.09060159977525473,0.19730030000209808,6.030514900106937,470.69353559985757,470.69353559985757,470.69353559985757,0.09114430006593466,0.1972229997627437,476.3933081999421,476.59331130003557,6.030568799935281,6.130514399614185,482.59328019991517,12.03053079964593,482.6933114998974,482.6933114998974,482.7267367001623,482.7267367001623,0.030756099615246058,0.1305423998273909,up,0.3910547001287341,483.15993600012735,5.50001859664917e-05,0.09796980023384094,,489.1771370000206,489.1771370000206,0.025833699852228165,0.11445430014282465,4.0,2.0897977999411523,,,,,,,470.59335369989276,470.59335369989276,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.30991500010714,491.30991500010714,0.007439299952238798,0.09831729996949434,2.0,1.991972700227052,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.3433497999795,493.3433497999795,0.0070962002500891685,0.09803010011091828,6.0,2.492394800297916,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.8764686002396,495.8764686002396,0.006400199607014656,0.09920059982687235,2.0,3.027909299824387,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.94317220011726,498.94317220011726,0.007371900137513876,0.09845119994133711,1.0,1.8922762000001967,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.8764129001647,500.8764129001647,0.006644600071012974,0.09856540011242032,2.0,2.226086299866438,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.1430915999226,503.1430915999226,0.006390899885445833,0.0992152001708746,2.0,1.4276604996994138,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.6098724999465,504.6098724999465,0.001173499971628189,0.09767810022458434,7.0,2.131153100170195,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,506.7768383999355,0.00023780018091201782,0.09846850018948317,512.79317119997,6.0150303998962045,512.9596870001405,512.9596870001405,0.08156319987028837,0.18169490015134215,6.014978399965912,519.0601256000809,519.0601256000809,519.0601256000809,0.0671009998768568,0.18153110006824136,524.7600584002212,524.9599172002636,6.015137999784201,6.114974699914455,530.9598300000653,12.015031199902296,531.0429845000617,531.0429845000617,531.0931422999129,531.0931422999129,0.01489829970523715,0.11493329983204603,down,0.3445939999073744,531.4929773001932,1.2699980288743973e-05,0.09909299993887544,,537.5096305999905,537.5096305999905,0.027630599681288004,0.11625090008601546,1.0,2.2560751996934414,,,,,,,518.9430162999779,518.9430162999779,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.8097991002724,539.8097991002724,0.007160699926316738,0.09850549977272749,5.0,3.6252756002359092,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.493141700048,543.493141700048,0.009191699791699648,0.11471380013972521,1.0,2.139631699770689,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.6766797001474,545.6766797001474,0.008605800103396177,0.11456899996846914,6.0,3.3734240997582674,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0763885001652,549.0763885001652,0.006823899690061808,0.09926659986376762,1.0,2.19322540005669,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.3097601002082,551.3097601002082,0.007407499942928553,0.09872920019552112,7.0,1.3918321002274752,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.7434836002067,552.7434836002067,0.007213300094008446,0.0974177997559309,1.0,5.39086649985984,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.1764429002069,558.1764429002069,0.0012836996465921402,0.09777759993448853,1.0,4.19765210011974,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,562.4099594000727,0.00031269993633031845,0.09744209982454777,568.426338700112,6.014028899837285,568.5931584001519,568.5931584001519,0.07805359968915582,0.1809431998990476,6.014169199857861,574.6930764000863,574.6930764000863,574.6930764000863,0.0703206998296082,0.1808230997994542,580.3929825001396,580.5929812998511,6.014061699621379,6.114063799846917,586.5929689002223,12.014218699652702,586.6929307999089,586.6929307999089,586.7263603000902,586.7263603000902,0.014185999520123005,0.11417149938642979,down,1.2399229002185166,588.0095987999812,5.13000413775444e-05,0.09776590019464493,594.0095222000964,594.0095222000964,594.0095222000964,0.006701699923723936,0.09791469993069768,1.0,3.1920853997580707,,,,,,,574.5930026001297,574.5930026001297,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2427588999271,597.2427588999271,0.006850400008261204,0.0992986997589469,1.0,1.693313100375235,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.9763946998864,598.9763946998864,0.00710330018773675,0.09832190023735166,5.0,3.792109100148082,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.8097399002872,602.8097399002872,0.006475500296801329,0.09845530008897185,7.0,1.3595861997455359,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.2264673998579,604.2264673998579,0.0077619003131985664,0.11472130008041859,2.0,1.9412428000941873,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.192902599927,606.192902599927,0.00629349984228611,0.09881279990077019,1.0,1.0935002998448908,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.3261317000724,607.3261317000724,0.007516200188547373,0.09923919988796115,6.0,4.4597955998033285,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.8261183002032,611.8261183002032,0.0006928001530468464,0.09925279999151826,1.0,2.5328885996714234,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,614.3928200001828,0.00025120005011558533,0.09807519987225533,620.4095951998606,6.014944499824196,620.5761032002047,620.5761032002047,0.07856229972094297,0.1815894995816052,6.015025299973786,626.6760030002333,626.6760030002333,626.6760030002333,0.07699529966339469,0.181717399507761,632.3762516002171,632.5761028002016,6.01491369958967,6.114901899825782,638.576339200139,12.015136199537665,638.6761006000452,638.6761006000452,638.7094246000051,638.7094246000051,0.015062599442899227,0.11488529946655035,down,0.47279979987069964,639.2427791999653,5.4200179874897e-05,0.09765359992161393,,645.2592839999124,645.2592839999124,0.024975799955427647,0.1144306999631226,7.0,1.85723269963637,,,,,,,626.5761346002109,626.5761346002109,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.1591930002905,647.1591930002905,0.006953199859708548,0.09843769995495677,1.0,1.6257444000802934,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.825875800103,648.825875800103,0.006321500055491924,0.09902759967371821,6.0,8.36060189967975,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2260100999847,657.2260100999847,0.006648399867117405,0.0990709001198411,7.0,1.1605225000530481,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.4258693000302,658.4258693000302,0.006716799922287464,0.09945530025288463,1.0,1.860194600187242,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.326107100118,660.326107100118,0.00816759979352355,0.09753149980679154,1.0,0.823763900436461,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.2096820999868,661.2096820999868,0.008197799790650606,0.11473459983244538,1.0,0.7406233996152878,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.9760313001461,661.9760313001461,0.0018210997804999352,0.09748010011389852,1.0,1.7301917998120189,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,663.7428743001074,0.00031010014936327934,0.09754540026187897,669.7426347001456,6.030782300047576,669.942449899856,669.942449899856,0.09132150001823902,0.1973712001927197,6.030844599939883,676.0425932998769,676.0425932998769,676.0425932998769,0.09034499991685152,0.19765060022473335,681.7426271000877,681.942754900083,6.030894299969077,6.131104200147092,687.9425965999253,12.030742600094527,688.0259402999654,688.0259402999654,688.0595002002083,688.0595002002083,0.014231899753212929,0.11428169999271631,up,1.2989694997668266,689.3925769999623,9.039975702762604e-05,0.0977905998006463,695.4093808000907,695.4093808000907,695.4093808000907,0.009323099628090858,0.11428599990904331,1.0,1.5729078999720514,,,,,,,675.9426460000686,675.9426460000686,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.0092055001296,697.0092055001296,0.007628300227224827,0.09770110016688704,1.0,1.9247692003846169,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.9758454998955,698.9758454998955,0.007608499843627214,0.09742649970576167,7.0,2.224272800143808,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.2425059000961,701.2425059000961,0.007332200184464455,0.09769840026274323,1.0,1.858304999768734,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.1425834000111,703.1425834000111,0.006544199772179127,0.09925389988347888,7.0,1.526946000289172,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.7257003001869,704.7257003001869,0.008211799897253513,0.11408729990944266,6.0,5.540361799765378,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.292446100153,710.292446100153,0.006878499872982502,0.09919569967314601,1.0,1.7600318002514541,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0924561000429,712.0924561000429,0.0015404000878334045,0.09787770034745336,1.0,1.864563699811697,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,713.992833700031,0.00016279984265565872,0.09844009997323155,719.9925878001377,6.031852500047535,720.1925506000407,720.1925506000407,0.09820149978622794,0.19837479991838336,6.0316530000418425,726.2925781998783,726.2925781998783,726.2925781998783,0.09423509985208511,0.19853129982948303,731.9926120000891,732.1924057002179,6.031678499653935,6.131600799970329,738.1924029001966,12.03166119987145,738.2756210998632,738.2756210998632,738.3090865002014,738.3090865002014,0.015034799464046955,0.11494489945471287,down,0.6013273997232318,738.9758170000277,4.1800085455179214e-05,0.09782689996063709,,745.0089952000417,745.0089952000417,0.025586300063878298,0.1313403001986444,5.0,4.9070206000469625,,,,,,,726.1924765999429,726.1924765999429,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.9423631001264,749.9423631001264,0.006833199877291918,0.09888980025425553,1.0,3.1605599001049995,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.1422915002331,753.1422915002331,0.007839299738407135,0.09820269979536533,7.0,1.6245887000113726,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.8090110998601,754.8090110998601,0.006727100349962711,0.09957010019570589,7.0,0.726736499927938,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.575646399986,755.575646399986,0.0077504003420472145,0.09828930022194982,1.0,1.291180099826306,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.9088953998871,756.9088953998871,0.007069099694490433,0.0982027999125421,1.0,0.8258956000208855,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.7756408001296,757.7756408001296,0.007528200279921293,0.0979657000862062,5.0,2.624979800079018,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.4422352998517,760.4422352998517,0.0014547002501785755,0.09723479999229312,1.0,1.5637103002518415,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,762.0425121001899,0.00013459986075758934,0.09913209965452552,768.0589681998827,6.015707999933511,768.2589471000247,768.2589471000247,0.10640599997714162,0.21596389962360263,6.015862199943513,774.3253770000301,774.3253770000301,774.3253770000301,0.06993089942261577,0.18229369958862662,780.0256373002194,780.2258235998452,6.015956299845129,6.115519099868834,786.2255750000477,12.015717799775302,786.3088169000112,786.3088169000112,786.3420342998579,786.3420342998579,0.015569199342280626,0.09896069951355457,up,0.3758163000456989,786.7755619999953,4.540011286735535e-05,0.0979933999478817,,792.808872200083,792.808872200083,0.026045999955385923,0.13124040002003312,4.0,4.222506399732083,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0754507002421,797.0754507002421,0.014850399922579527,0.11596229998394847,2.0,2.5860816002823412,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.6920863999985,799.6920863999985,0.007049900013953447,0.0991052002646029,1.0,1.4930238001979887,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.2253350000829,801.2253350000829,0.007333899848163128,0.09914459986612201,1.0,1.5928509999066591,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.8756816000678,802.8756816000678,0.013283499982208014,0.11434690002351999,1.0,1.1020260001532733,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.0254199001938,804.0254199001938,0.009470200166106224,0.11478779977187514,7.0,2.0063189999200404,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0587169998325,806.0587169998325,0.007901799865067005,0.09944320004433393,1.0,2.292443800251931,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.3921240000054,808.3921240000054,0.0010373000986874104,0.09818639978766441,7.0,3.1317048999480903,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,811.5589515999891,0.00026750005781650543,0.09785040002316236,817.5754029001109,6.014562900178134,817.7757624001242,817.7757624001242,0.10259760031476617,0.21446890011429787,6.014393900055438,823.8417992000468,823.8417992000468,823.8417992000468,0.07809570012614131,0.18107260018587112,829.5421356000006,829.742334799841,6.014704800210893,6.114454800263047,835.742254300043,12.014610799960792,835.8421348002739,835.8421348002739,835.8753889002837,835.8753889002837,0.014632599893957376,0.11436690017580986,up,0.6990264998748899,836.6087128999643,4.860013723373413e-05,0.09793600020930171,842.6253463001922,842.6253463001922,842.6253463001922,0.009808800183236599,0.1147150001488626,1.0,1.7393196998164058,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.3921151999384,844.3921151999384,0.006542100105434656,0.09702569991350174,7.0,1.3917093998752534,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.842318400275,845.842318400275,0.007915600202977657,0.11417770013213158,1.0,1.5740966997109354,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.4419901999645,847.4419901999645,0.0062675997614860535,0.09821929968893528,5.0,1.6597962002269924,,,,,,,,,,8770,Moral,2024-10-03_17h10.18.848,MoralCondition_v2,2022.2.5,30.022285527001944,
