loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,Instructions_Affinity_Score.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,23.736466099508107,0.0007845996879041195,0.11115279980003834,24.318227409943937,24.918333110027014,25.518231010157614,25.834833499975502,25.834833499975502,0.027734799776226282,0.12801749957725406,40.81814330024645,15.011048599611968,15.094416999723762,40.93492140015587,0.027873599901795387,0.1278058998286724,41.43491890002042,space,2.878985600080341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.8682150999084,133.8682150999084,0.006299099884927273,0.0984450001269579,2.0,1.4596285000443459,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.36819220008329,135.36819220008329,0.007608199957758188,0.09751220000907779,1.0,1.1578478999435902,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.56816560029984,136.56816560029984,0.006806300021708012,0.09849540004506707,3.0,1.1592112998478115,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.7682378999889,137.7682378999889,0.00834239972755313,0.098299500066787,2.0,1.1573469997383654,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9851031000726,138.9851031000726,0.008251999970525503,0.1145192002877593,4.0,1.507261899765581,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5183942001313,140.5183942001313,0.006823900155723095,0.09925269987434149,3.0,1.093614799901843,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.6516010002233,141.6516010002233,0.001297099981456995,0.09738919977098703,1.0,6.664036799687892,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,148.35166819998994,0.00013640010729432106,0.0996624999679625,154.35167980007827,5.999433100223541,6.099315600004047,154.51799400011078,154.51799400011078,0.05282530002295971,0.1658185999840498,5.999145899899304,160.61823760019615,160.61823760019615,160.61823760019615,0.05216330010443926,0.16613119980320334,166.31810040026903,166.51830090023577,5.999380600173026,6.099070500116795,172.51810600003228,11.999251499772072,172.6516093001701,172.6516093001701,8.270004764199257e-05,0.0992081998847425,down,0.6064034998416901,173.30144939990714,5.4200179874897e-05,0.098033900372684,179.31802160013467,179.31802160013467,0.02609529998153448,0.11458540009334683,3.0,0.2895202003419399,,,,,,,172.61812720028684,172.61812720028684,160.51823320006952,160.51823320006952,6.09934200020507,12.099214499816298,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.65139190014452,179.65139190014452,0.008220000192523003,0.09752950025722384,6.0,3.623678599949926,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.31797500001267,183.31797500001267,0.0077089001424610615,0.09752510022372007,5.0,1.7910143001936376,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.1514461999759,185.1514461999759,0.0066176000982522964,0.09927730029448867,7.0,1.0268798000179231,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.21816259995103,186.21816259995103,0.007396599743515253,0.09759299969300628,5.0,1.8911942997947335,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.15129119995981,188.15129119995981,0.006559299770742655,0.09939400013536215,4.0,1.6939089996740222,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.88476660009474,189.88476660009474,0.006382400169968605,0.09915050026029348,3.0,1.4267023000866175,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3514867001213,191.3514867001213,0.0012908000499010086,0.0977274002507329,1.0,2.331105399876833,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,193.71825870033354,0.00026059988886117935,0.09823670005425811,199.71802610019222,6.031553099863231,,199.88486350001767,199.88486350001767,0.0627136998809874,0.1649134997278452,6.031561299692839,206.00141050014645,206.00141050014645,206.00141050014645,0.06760039972141385,0.18159989966079593,211.70141760027036,211.90140630025417,6.014910999685526,6.114979899954051,217.90138739999384,12.014930299948901,218.03471489995718,218.03471489995718,0.01504989992827177,0.11472329962998629,up,0.5669427001848817,218.65138480020687,0.0001071002334356308,0.09805760020390153,224.65125619992614,224.65125619992614,0.00788420019671321,0.09814359992742538,4.0,2.757695300038904,,,,,,,218.00137409986928,218.00137409986928,205.8679438000545,205.8679438000545,,,224.65125619992614,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.45133790001273,227.45133790001273,0.006928900256752968,0.0989024001173675,3.0,1.0932196001522243,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.58477680012584,228.58477680012584,0.007223799824714661,0.0980744999833405,4.0,1.1919513000175357,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.83490499993786,229.83490499993786,0.007863500155508518,0.11446310020983219,2.0,1.0408665998838842,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.91821769997478,230.91821769997478,0.00883009983226657,0.11469430010765791,3.0,1.1731585003435612,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.13488190015778,232.13488190015778,0.007553900126367807,0.11401439970359206,7.0,1.6084030997008085,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.76797290006652,233.76797290006652,0.007760999724268913,0.0980744999833405,1.0,1.4245084999129176,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.2346990001388,235.2346990001388,0.0020173997618258,0.09747959999367595,7.0,3.9965637996792793,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,239.26802950026467,0.0004365001805126667,0.09732830012217164,245.26801180001348,6.0307380999438465,,245.46806479990482,245.46806479990482,0.08585770009085536,0.19760610023513436,6.0306792999617755,251.5678449999541,251.5678449999541,251.5678449999541,0.0856874999590218,0.1973044998012483,257.26797030027956,257.4679902000353,6.030795999802649,6.130643399897963,263.4679938000627,12.030703499913216,263.6014081002213,263.6014081002213,0.031049999874085188,0.1306344997137785,down,0.9041415001265705,264.5679441001266,5.8399979025125504e-05,0.09794319979846478,270.58459650026634,270.58459650026634,0.010525699704885483,0.1147902999073267,4.0,2.6053756000474095,,,,,,,263.5680794999935,263.5680794999935,251.46802029991522,251.46802029991522,,,270.58459650026634,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.2179594999179,273.2179594999179,0.00715319998562336,0.09742530016228557,1.0,1.7245884998701513,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.98455619998276,274.98455619998276,0.007482599932700396,0.0983572001568973,3.0,1.1584415002726018,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.1844422998838,276.1844422998838,0.006065600086003542,0.09879419999197125,5.0,1.393738199956715,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.6178311002441,277.6178311002441,0.007017999887466431,0.09807129995897412,6.0,2.158692799974233,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.81797889992595,279.81797889992595,0.006894899997860193,0.09828799962997437,4.0,2.2254325998947024,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.10132860019803,282.10132860019803,0.00931580038741231,0.11429170006886125,7.0,1.13983070012182,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.2679922003299,283.2679922003299,0.0012411000207066536,0.09785179980099201,1.0,2.231243399903178,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,285.5347851999104,0.00015259999781847,0.09932579984888434,291.534472099971,6.015768399927765,,291.76779100019485,291.76779100019485,0.11977649992331862,0.2324971999041736,5.999367000069469,297.8344199000858,297.8344199000858,297.8344199000858,0.09325010003522038,0.1992770000360906,303.5345316003077,303.70115670002997,5.999202999752015,6.099152700044215,309.70117440028116,11.999196500051767,309.83452140027657,309.83452140027657,0.00011129956692457199,0.09911239985376596,up,0.4472238998860121,310.3344829999842,4.009995609521866e-05,0.0981255997903645,316.3513719001785,316.3513719001785,0.008419400081038475,0.11477999994531274,7.0,2.6072576995939016,,,,,,,309.83452140027657,309.83452140027657,,,6.099172699730843,12.099107899703085,316.3513719001785,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.98439759993926,318.98439759993926,0.007004600018262863,0.09928319975733757,4.0,1.2599362996406853,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.30122460005805,320.30122460005805,0.010468400083482265,0.11381130013614893,3.0,1.0709485998377204,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.40116479992867,321.40116479992867,0.008544699754565954,0.09784979978576303,3.0,1.190082499757409,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.6513930000365,322.6513930000365,0.008512699976563454,0.11400010017678142,3.0,0.9730388997122645,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.6512372000143,323.6512372000143,0.007010799832642078,0.09800260001793504,2.0,0.9586868002079427,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6680322000757,324.6680322000757,0.009279099758714437,0.1142575996927917,2.0,1.5394262997433543,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.23455649986863,326.23455649986863,0.0012249001301825047,0.09783390024676919,7.0,10.73084620013833,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,337.0013574003242,0.0002691000699996948,0.09748109988868237,343.00114740012214,6.0310996999032795,,343.2343995999545,343.2343995999545,0.12178659997880459,0.2312356997281313,6.030948499683291,349.30126450024545,349.30126450024545,349.30126450024545,0.08625019993633032,0.19763709977269173,355.0010830000974,355.20123769994825,6.0311733996495605,6.130977099761367,361.201021600049,12.031085799913853,361.3008038001135,361.3008038001135,0.014128399547189474,0.09735519951209426,up,1.797010799869895,363.1509925001301,5.5499840527772903e-05,0.09767200006172061,369.15127089992166,369.15127089992166,0.006851600017398596,0.09773370018228889,7.0,2.891950700432062,,,,,,,361.2842335999012,361.2842335999012,,,,,369.15127089992166,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.08447950007394,372.08447950007394,0.006444899830967188,0.09935809997841716,3.0,1.3610551999881864,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.48459260025993,373.48459260025993,0.0074038999155163765,0.09799280017614365,3.0,1.2580495001748204,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.7842230000533,374.7842230000533,0.00784670002758503,0.09790070028975606,2.0,0.8246120000258088,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.66783880023286,375.66783880023286,0.007539300248026848,0.11410810006782413,3.0,0.8742244001477957,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.56748649990186,376.56748649990186,0.007132499944418669,0.09838580014184117,1.0,1.459082799963653,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0849526999518,378.0849526999518,0.009142499882727861,0.11404139967635274,3.0,1.1725432998500764,,,,,,,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.28431840008125,379.28431840008125,0.0012888000346720219,0.09757919982075691,7.0,4.130731400102377,,,,,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,383.45100919995457,0.0005243998020887375,0.0973280998878181,389.4676799001172,6.014039499685168,,389.6513431998901,389.6513431998901,0.0870793997310102,0.19739039987325668,6.030678699724376,395.7508259001188,395.7508259001188,395.7508259001188,0.09103089990094304,0.19737989967688918,401.45106940018013,401.65098300017416,6.03069659974426,6.13066599983722,407.65093720005825,12.030670499894768,407.78427760023624,407.78427760023624,0.030936799477785826,0.1305677997879684,up,0.5141003001481295,408.35094220004976,3.8899946957826614e-05,0.09777599992230535,414.38438780000433,414.38438780000433,0.025646100286394358,0.1311301002278924,3.0,2.0729861999861896,,,,,,,407.75097989989445,407.75097989989445,395.6509648999199,395.6509648999199,,,,3777,Moral,2024-10-08_12h39.27.553,MoralCondition_v2,2022.2.5,30.016599172950084,
