loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,connecting_message.started,sync_beep_1.started,sync_beep_2.started,sync_beep_2.stopped,textbox.started,instructions.started,key_resp.started,key_resp.keys,key_resp.rt,cross.started,cross.stopped,disgust_image.started,disgust_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,48.364421300000686,52.495936740028995,53.192229220000264,53.617245499999626,53.617245499999626,84.09477909999987,84.09477909999987,space,10.493330299997979,,,,,666,Visual,2024-01-15_18h23.09.784,Visual_Condition,2022.2.5,59.89745555623767,
,,,,,,,,,,,,,94.61000609999974,100.6601111,100.6601111,106.65185680000104,,,,,,,
