Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1752.269832599908,0.032015400007367134,0.13129169959574938,1758.2864107997157,6.0147374998778105,1758.3532569999807,1758.3532569999807,0.014746199827641249,0.1148807997815311,space,2.7878466001711786,1761.2031175000593,1761.2031175000593,4.319986328482628e-05,0.09819620009511709,num_9,0.7216093000024557,1761.9697802398355,0.0020039998926222324,0.09803539980202913,1762.2697310997173,1762.753018240072,1763.069757499732,1763.5530144400896,1763.8697417997755,1763.9530432997271,1771.9531434997916,1771.9531434997916,1771.9530948396773,0.014779099728912115,0.11465309979394078,1772.9697110000998,1773.9530336000025,1774.153043099679,1774.653052299749,10.014557399787009,,1782.086205800064,0.017413299530744553,1782.086205800064,0.11437399964779615,5.0,3.3316108998842537,1785.4532749997452,0.0015426999889314175,0.09924039989709854,1791.4529766999185,1791.6362246396952,6.215683700051159,6.299517199862748,1792.6361953997985,1811.6360817398877,1811.6193756000139,26.215615099761635,26.315830799750984,1812.636128500104,1814.636205200106,1814.636205200106,0.01581489946693182,0.11578899947926402,1844.635960899759,30.01552589982748,30.098967399448156,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1844.7528802999295,0.00010619964450597763,0.09925709944218397,1850.769406199921,6.015611999668181,1850.8697071000934,1850.8697071000934,0.015620199497789145,0.11572809936478734,space,2.735347699839622,1853.6693969001062,1853.6693969001062,4.0500424802303314e-05,0.09806880028918386,num_9,1.1840884000994265,1854.9027791396716,0.0022296998649835587,0.09803949994966388,1855.2194802998565,1855.686074039992,,1856.4860426397995,1856.7861325996928,1856.8861301997676,1864.8860744996928,1864.8860744996928,1864.8858886399307,0.014786900021135807,0.11471599992364645,1865.8860387997702,1866.902718000114,1867.0860628997907,1867.585947100073,10.014562299940735,10.0978695997037,1875.0024798000231,0.0003156997263431549,1875.0024798000231,0.09775939956307411,5.0,2.2653076997958124,1877.3029461000115,0.001990899909287691,0.0987288998439908,1883.3024546997622,1883.4859531397,6.215326400008053,6.315268099773675,,1903.5026123398916,1903.502560199704,26.231984799727798,26.331902499776334,1904.5195164000615,1906.5025591999292,1906.5025591999292,0.0010820995084941387,0.09866519970819354,1936.5024171001278,30.031851899810135,,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1936.6191378999501,0.015915099531412125,0.11498779943212867,1942.6357427998446,6.031775899697095,1942.7359537999146,1942.7359537999146,0.031815299298614264,0.14836359955370426,space,2.037336100358516,1944.819056800101,1944.819056800101,2.5200191885232925e-05,0.09873530035838485,num_9,1.3617579001002014,1946.2190905400553,0.0019438997842371464,0.09760560002177954,1946.519051199779,1947.0023752400652,1947.3190581998788,1947.8190527400934,,1948.2023705998436,1956.2191749997437,1956.2191749997437,1956.2191447397695,0.001254499889910221,0.09759540017694235,,1958.2190163997002,1958.4191804998554,1958.9022556999698,10.01404510019347,,1966.3355085998774,0.01740399980917573,1966.3355085998774,0.11411979980766773,2.0,2.731276800390333,1969.1025892999023,0.002548899967223406,0.09785189991816878,1975.1189386998303,1975.2856172398665,6.2144084996543825,6.314491999801248,1976.2855100999586,1995.2855667398312,1995.2856699000113,26.21453889971599,26.314211499877274,1996.2853836999275,1998.2858607000671,1998.2858607000671,0.014657299499958754,0.11455989954993129,2028.302075599786,30.030939899384975,,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.4187400997616,0.014476099517196417,0.13092609960585833,30.030783999711275,2058.435283300001,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2058.53535869997,0.03268529940396547,0.13075979938730597,2064.5352520998567,6.03073569945991,2064.6352503998205,2064.6352503998205,0.030859999358654022,0.13076489930972457,space,2.569434799719602,2067.268701599911,2067.268701599911,2.8300099074840546e-05,0.09725419990718365,num_9,1.536526100244373,2068.868724139966,0.0022156001068651676,0.09766310034319758,2069.1685434998944,2069.652072140109,2069.9519166997634,2070.4519279399888,2070.751843399834,2070.851892699953,2078.868430600036,2078.868430600036,2078.8685777397827,0.0011647003702819347,0.11428660014644265,,2080.8850718000904,2081.0518911997788,2081.5685592000373,10.014393400400877,,2088.9851120999083,0.015415600035339594,2088.9851120999083,0.11433700006455183,5.0,2.666431600227952,2091.685399199836,0.0025218999944627285,0.09745430015027523,2097.6849980000407,2097.868385640066,6.214125500060618,6.314116100315005,2098.8684680997394,2117.8851099397057,2117.88521629991,26.23090280033648,26.330753600224853,2118.90158519987,,2120.901574399788,0.015788599848747253,0.13070459989830852,2150.901653899811,30.014155299868435,,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2151.001591099892,0.014663099776953459,0.11391289997845888,2157.0182598996907,6.030754100065678,2157.118298499845,2157.118298499845,0.030643499922007322,0.1305868998169899,space,3.047087700571865,2160.218268000055,2160.218268000055,7.280008867383003e-05,0.09800600027665496,num_9,1.2267205999232829,2161.4848712399603,0.0013974998146295547,0.09878849983215332,2161.8016961999238,2162.2848844398745,2162.6018181000836,2163.068223839719,2163.368253099732,2163.468219799921,2171.468204199802,2171.468204199802,2171.4682092397475,0.015414800029248,0.11527669988572598,2172.4681279999204,2173.4682932998985,2173.66821100004,2174.168211899698,10.015201599802822,10.098659900017083,2181.5851720999926,0.002080099657177925,2181.5851720999926,0.09877489972859621,2.0,3.3306430000811815,2184.9517997000366,0.0026846001856029034,0.0973046999424696,2190.9514508000575,2191.1346847397276,6.213890099897981,6.314044100232422,2192.1346096000634,2211.1348114401103,2211.1347714001313,26.213997799903154,26.31385080004111,2212.151397699956,2214.1513882,2214.1513882,-0.00046950019896030426,0.09722179966047406,2244.151259599719,30.03043089993298,,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2244.2679403997026,0.014499899931252003,0.11383749963715672,2250.2846046998166,6.030370099935681,2250.384695899673,2250.384695899673,0.030523899476975203,0.1305053997784853,space,2.7885314002633095,2253.2179501997307,2253.2179501997307,4.590023308992386e-05,0.09821860026568174,num_9,0.9630799004808068,2254.217769739777,0.0011944998987019062,0.09926010016351938,2254.517851599958,2255.001138540078,2255.334573399741,2255.784558639955,2256.1014731000178,2256.1844278001226,2264.184637699742,2264.184637699742,2264.184532039892,-0.0007282998412847519,0.09894069982692599,2265.2012122999877,2266.201212400105,2266.401195500046,2266.9012118000537,10.015598299913108,10.099161699879915,2274.317784300074,0.0022835000418126583,2274.317784300074,0.09921219991520047,6.0,2.5978391002863646,2276.9514068998396,0.002526999916881323,0.09760249964892864,2282.9342259000987,2283.1343881400303,6.210722599644214,6.29404929978773,2284.151150299702,2303.134404440038,2303.1343907997943,26.21437820000574,26.314353900030255,2304.1510944999754,2306.151037099771,2306.151037099771,-2.800021320581436e-05,0.09763299953192472,2336.1509500998072,30.03093779971823,,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2336.2842665999196,0.031524899415671825,0.1309253997169435,2342.2843439998105,6.0308658997528255,2342.3842750997283,2342.3842750997283,0.030946599319577217,0.13065339950844646,space,2.101019899826497,2344.551190599799,2344.551190599799,4.079984501004219e-05,0.09774400014430285,num_9,1.581886500120163,2346.1676354399883,0.001131800003349781,0.09874390019103885,2346.467509499751,2346.9507405400277,2347.2508276998997,2347.7676095400006,2348.067688799929,2348.167537699919,2356.167538299691,2356.167538299691,2356.1675626398996,0.0019461000338196754,0.09869890008121729,,2358.184192500077,2358.3675281000324,2358.850714900065,10.032002500258386,,2366.300769600086,0.034751399885863066,2366.300769600086,0.13193720020353794,5.0,2.5650806999765337,2368.9010661998764,0.002427699975669384,0.09829219989478588,2374.917437199969,2375.0840662397445,6.214814400300384,6.298262900207192,2376.100763699971,2395.100686139986,2395.100760499947,26.231583900284022,26.33147390000522,2396.117295899894,2398.1006896998733,2398.1006896998733,0.0003800000995397568,0.09815869992598891,2428.0838842000812,30.01471189968288,30.098059100098908,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2428.200609100051,-0.00047770002856850624,0.0981060997582972,2434.2005560998805,6.031379499938339,2434.3339304998517,2434.3339304998517,0.03148239990696311,0.13145209988579154,space,2.214723900426179,2436.5838899998926,2436.5838899998926,3.4499913454055786e-05,0.09789209999144077,num_9,1.0694372998550534,2437.717266040016,0.002589999698102474,0.09830159973353148,2438.0171678997576,2438.517210739758,2438.817124399822,2439.317457540054,2439.6171379997395,2439.700551299844,2447.7005174998194,2447.7005174998194,2447.7005193397404,0.014791999943554401,0.11475219996646047,2448.700499000028,2449.6837085997686,2449.88367379969,2450.383923399728,10.014514099806547,10.09802299970761,2457.816978899762,0.0021071997471153736,2457.816978899762,0.09803619980812073,2.0,3.330227999947965,2461.184020999819,0.0029589999467134476,0.09791680006310344,2467.183811099734,2467.383895239886,6.23105930024758,6.331183699890971,2468.400568299927,2487.3671223401093,2487.3672735998407,26.21463520033285,26.31441010022536,2488.366975999903,2490.3670581998304,2490.3670581998304,0.014447799883782864,0.11438329983502626,2520.3835966000333,30.030945600010455,,,,,,,,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520.517006899696,0.031165000051259995,0.13096509966999292,30.030773399863392,2550.51677430002,7461,Gustatory,2025-02-19_18h42.29.822,Gustatory_Condition_v2,2022.2.5,29.9961874590356,
