loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.105500829825177,0.0005644001066684723,0.09613650012761354,15.785619610128924,16.202306900173426,16.202306900173426,0.029040500055998564,0.12911139987409115,31.21905710035935,15.01242859987542,31.319058699999005,31.319058699999005,0.012588900048285723,0.11243159975856543,space,5.305683800019324,,,,,,,,,,,,,,,,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
0,0,0,0,,,,,,,,,,,,,,,,,36.68607809999958,0.01064400002360344,0.09789300011470914,42.685746000148356,6.03127899998799,42.869256200268865,0.05811470001935959,0.18140009976923466,6.014615699648857,48.86907389992848,48.90234690019861,0.017380699981004,0.11469139996916056,1.0,4.764663599897176,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
1,0,1,0,,,,,,,,,,,,,,,,,53.702629500068724,0.0005197003483772278,0.09724700031802058,59.70237860037014,6.03048160020262,59.85233970033005,0.046471800189465284,0.14713599998503923,6.013793600257486,65.85238850023597,65.91903260024264,0.016258500050753355,0.11386050004512072,0.0,1.8316236003302038,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
2,0,2,0,,,,,,,,,,,,,,,,,67.78596290014684,0.0005592000670731068,0.09715640032663941,73.78570990031585,6.030490200035274,73.93564700009301,0.058691699989140034,0.14713430032134056,6.01379460003227,79.93575910013169,80.00231660017744,0.016650899779051542,0.11373799992725253,0.0,1.29827870009467,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
3,0,3,0,,,,,,,,,,,,,,,,,81.3359449999407,0.0006086998619139194,0.09717299975454807,87.33564680023119,6.030334599781781,87.46888260031119,0.03374709980562329,0.13051369972527027,6.030340399593115,93.45231900038198,93.55228119995445,0.016182199586182833,0.11373769957572222,0.0,1.4985501002520323,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
4,0,4,0,,,,,,,,,,,,,,,,,95.08595179999247,0.0005355002358555794,0.09702250035479665,101.08576099993661,6.030228900257498,101.21898919995874,0.03486290015280247,0.1301442002877593,6.0301399999298155,107.20230150036514,107.30248280009255,0.016136399935930967,0.1135232001543045,1.0,1.5981477997265756,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
5,0,5,0,,,,,,,,,,,,,,,,,108.93603840004653,0.000574400182813406,0.09728040033951402,114.93576640030369,6.0305409003049135,115.0856475001201,0.04609570000320673,0.14714290015399456,6.013807199895382,121.08572480035946,121.15248240018263,0.017610299866646528,0.11377940000966191,1.0,2.2971677999012172,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
6,0,6,0,,,,,,,,,,,,,,,,,123.4859652002342,0.0002206997014582157,0.09899419965222478,129.50247640023008,6.01574350008741,129.63567550014704,0.043094399850815535,0.14909689966589212,6.015712399967015,135.63583260029554,135.702406400349,0.018013699911534786,0.11593899969011545,2.0,1.3319803001359105,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
7,0,7,0,,,,,,,,,,,,,,,,,137.06937779998407,0.0005101002752780914,0.09752800036221743,143.08573550032452,6.014342000242323,143.21902990015224,0.045415600296109915,0.14746070001274347,6.0142069002613425,149.21909270016477,149.28567930031568,0.016518800053745508,0.1140352999791503,0.0,2.1650326000526547,,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
8,0,8,0,,,,,,,,,,,,,,,,,151.48584340000525,0.0004267999902367592,0.09775399975478649,157.48563260026276,6.0144342998974025,157.60242000035942,0.02218789979815483,0.11435919953510165,6.0143595999106765,163.60246370034292,163.70245570037514,0.017163199372589588,0.11431069951504469,0.0,1.4648020002059639,6.097731099929661,,3777,Visual,2024-10-08_12h20.34.313,Visual_Condition_v2,2022.2.5,29.966766846714794,
