Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_18.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1718.959955399856,0.014963999856263399,0.11402089986950159,1724.9601403996348,6.014054299797863,,1725.060195500031,1725.060195500031,0.01414719969034195,0.11408469965681434,space,2.2187013998627663,1727.326880699955,1727.326880699955,3.150012344121933e-05,0.0982153001241386,num_9,1.9197968002408743,1729.293194559589,0.0006524003110826015,0.11625900026410818,1729.610024599824,1730.0600021599791,,1730.8599127598106,1731.1601350000128,1731.259881499689,1739.2601301996037,1739.2601301996037,1739.2599776598624,-0.00023570004850625992,0.09972220007330179,1740.2598473997787,1741.2599509996362,1741.4768183999695,1741.976594499778,10.016204399988055,1749.4098497997038,0.016675100196152925,1749.4098497997038,0.11628030007705092,2.0,2.233981099911034,1751.676919999998,0.001546600367873907,0.09924420015886426,1757.6932263998315,1757.8599854597821,6.21577770030126,6.315856100060046,,1777.8432246597483,1777.843165899627,26.199101600330323,26.299148100428283,1778.8600178998895,1780.8598047997802,1780.8598047997802,0.015778400003910065,0.11579569987952709,1810.8762781997211,30.032235600054264,,,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1811.0096580996178,0.032932600006461143,0.1322061000391841,1817.009590999689,6.032220399938524,,1817.10984359961,1817.10984359961,0.03235059976577759,0.13221109984442592,space,1.6897709001787007,1818.8430031999014,1818.8430031999014,5.7499855756759644e-05,0.09791880007833242,num_9,1.2517029996961355,1820.1430236596614,0.0022916002199053764,0.09787659998983145,1820.4429577998817,1820.9430891598574,1821.2429712996818,1821.7262133599259,1822.0262000998482,1822.126306699589,1830.1263550999574,1830.1263550999574,1830.1262996599078,0.014772600028663874,0.114591000135988,1831.1429188000038,1832.1263580997474,1832.3095534997992,1832.809820199851,10.014437499921769,1840.2427844996564,0.0013401000760495663,1840.2427844996564,0.0980710000731051,3.0,2.9974743998609483,1843.2765015996993,0.002079600002616644,0.09848310006782413,1849.2928683999926,1849.459397559706,6.231773300096393,6.331778299994767,,1869.4593708596192,1869.459453099873,26.21509059984237,26.315063700079918,1870.4593594996259,1872.4761159997433,1872.4761159997433,0.0007858998142182827,0.0983552997931838,1902.4926387998275,30.015049200039357,10.09787720022723,,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1902.5927622998133,0.01517909998074174,0.1149509996175766,1908.6092618997209,6.031527899671346,,1908.6926434999332,1908.6926434999332,0.014951599761843681,0.11486289976164699,space,2.362696200143546,1911.1093029999174,1911.1093029999174,4.12999652326107e-05,0.09806820005178452,num_9,1.1775919999927282,1912.3427083596587,0.002395299728959799,0.09809779981151223,1912.6424917997792,1913.1426104597747,1913.4592517996207,1913.9259547597728,1914.2429581996985,1914.3428991995752,,1922.3593204999343,1922.359252559673,0.017530299723148346,0.11470260005444288,,1924.359328399878,1924.5259650996886,1925.0258647999726,10.014632199890912,1932.459061499685,0.016317199915647507,1932.459061499685,0.11460689967498183,2.0,3.0658391998149455,1935.5594291999005,0.002555999904870987,0.09754849970340729,1941.5591737995856,1941.7424492600373,6.214288299903274,6.314157799817622,1942.759120799601,1961.7423259599134,1961.7423814996146,26.21414339961484,26.31410830002278,1962.7424055999145,1964.7590040997602,1964.7590040997602,-0.00021450035274028778,0.0973842996172607,1994.7589218998328,30.030663799494505,,,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.8922766000032,0.030938499607145786,0.13060399936512113,2024.9087999998592,30.013852599542588,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2024.975496399682,0.015859699342399836,0.11394359963014722,2030.9921303996816,6.030483999289572,,2031.075453999918,2031.075453999918,0.013862599153071642,0.1137728993780911,space,1.6921947002410889,2032.8087889999151,2032.8087889999151,3.700004890561104e-05,0.09728109976276755,num_9,2.166643500328064,2035.0087593600153,0.0022550998255610466,0.09759810008108616,2035.308792699594,2035.7919554595835,2036.1087567997165,2036.592111259885,2036.8920607999898,2037.008733799681,2045.008741799742,2045.008741799742,2045.0087433598935,0.0008892999030649662,0.09748560003936291,,2047.025366100017,2047.1920884000137,2047.6752453995869,10.01399839995429,2055.1086827996187,0.0007155998609960079,2055.1086827996187,0.09734060009941459,5.0,3.364438900258392,2058.5088739995845,0.0016207997687160969,0.09939789958298206,2064.5086866999045,2064.6753778599204,6.215542399790138,6.315805899910629,2065.691988499835,2084.691791459639,2084.6919264998287,26.215759299695492,26.315652399789542,2085.6918875998817,2087.6918184999377,2087.6918184999377,0.015665199607610703,0.11565039958804846,2117.674931799993,30.015321699436754,10.097434900235385,30.098664599470794,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2117.808336699847,-0.0004450003616511822,0.09865259937942028,2123.808181399945,6.0155213996768,6.098589899484068,2123.891545499675,2123.891545499675,0.01561779947951436,0.09879869921132922,space,1.8676494997926056,2125.791448299773,2125.791448299773,1.0699965059757233e-05,0.09969809977337718,num_9,1.1519709997810423,2126.9916198600085,0.0015274998731911182,0.09917319985106587,2127.291772000026,2127.774914959632,2128.0916589000262,2128.5749302596787,2128.891555799637,2128.975151799619,2136.975003299769,2136.975003299769,2136.975012959633,0.015587899833917618,0.11560800019651651,2137.9916935996152,2138.991651999764,2139.1749489000067,2139.67510129977,10.015483200084418,2147.091498799622,0.00017250003293156624,2147.091498799622,0.09886140003800392,2.0,2.3663911996409297,2149.491928800009,0.002390800043940544,0.09804739989340305,2155.491601599846,2155.691568060033,6.231364899780601,6.33122539985925,2156.708164599724,2175.6747560596095,2175.674835999962,26.214624600019306,26.314587499946356,2176.6917183999904,2178.674830199685,2178.674830199685,0.014613599516451359,0.11455699987709522,2208.6578680998646,30.014290699735284,10.09864309988916,30.097876799758524,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2208.791440599598,0.0001317993737757206,0.09792159963399172,2214.7914704997092,6.031253099441528,,2214.924680599943,2214.924680599943,0.03117659967392683,0.13129619928076863,space,1.4903051001019776,2216.4581624995917,2216.4581624995917,7.640011608600616e-05,0.09755950001999736,num_9,1.1724634999409318,2217.6913711598145,0.002464599907398224,0.09804710000753403,2217.9912169999443,2218.474621659797,2218.79129369976,2219.291330459714,2219.5913095995784,2219.6746265999973,2227.674782099668,2227.674782099668,2227.6746538599955,0.014894899912178516,0.11470980010926723,2228.6911423997954,2229.691345699597,2229.874653100036,2230.3746373998,10.014562199823558,2237.8079101997428,0.017241999972611666,2237.8079101997428,0.11487670009955764,5.0,2.298481599893421,2240.1411853996105,0.002998699899762869,0.0971560999751091,2246.141205099877,2246.3244680596517,6.213673799764365,6.313670000061393,2247.341197399888,2266.324431459606,2266.3244857997634,26.213666799943894,26.31368809984997,2267.3411157997325,2269.3244717000052,2269.3244717000052,0.013713599648326635,0.11369089968502522,2299.341033199802,30.03018829971552,,,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2299.4743263996206,0.030759199522435665,0.13009429955855012,2305.4911453998648,6.013443199452013,,2305.5575536997057,2305.5575536997057,0.0135448994114995,0.11353779956698418,space,1.6571312001906335,2307.2576183998026,2307.2576183998026,4.990026354789734e-05,0.0977126001380384,num_9,1.1574442000128329,2308.4742955599913,0.0022585000842809677,0.09798200009390712,2308.7908460996114,2309.257512559835,2309.5574574996717,2310.057482159883,2310.3743041995913,2310.4742737999186,,2318.490927899722,2318.491039159894,0.01749729970470071,0.11447639996185899,2319.490899599623,2320.5075938999653,2320.6575614996254,2321.140916499775,10.014400999993086,2328.574046500027,0.0011720997281372547,2328.574046500027,0.09778859978541732,4.0,2.397984600160271,2331.007766299881,0.0019496004097163677,0.09912770008668303,2337.024177099578,2337.190844759997,6.215782900340855,6.315873400308192,2338.207446199842,2357.186988259852,2357.1704323999584,26.212102200370282,26.29910090006888,,2360.19075910002,2360.19075910002,0.015748000238090754,0.11569030024111271,2390.1906205997802,30.01560760010034,10.097828099969774,,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2390.3239767998457,0.016249400097876787,0.11531929997727275,2396.3405828997493,6.0322074997238815,,2396.4239521999843,2396.4239521999843,0.015462299808859825,0.1154972999356687,space,1.7506524003110826,2398.223905199673,2398.223905199673,5.640042945742607e-05,0.09814850008115172,num_9,1.2308267001062632,2399.4905732597226,0.002324699889868498,0.09789620013907552,2399.7905580997467,2400.273784559872,2400.590560399927,2401.073811759893,2401.390548599884,2401.473903999664,2409.4905498996377,2409.4905498996377,2409.4905781598763,0.0013896999880671501,0.09785010013729334,2410.50706289988,2411.5072132996283,2411.657049200032,2412.1573373000138,10.01442679995671,2419.5903922999278,0.0008861999958753586,2419.5903922999278,0.09800100000575185,1.0,2.6648388002067804,2422.290495299734,0.0016001001931726933,0.11572910007089376,2428.2904977998696,2428.4735853599386,6.215464999899268,6.298809799831361,2429.4904322996736,2448.4738097597847,2448.473886099644,26.215898300055414,26.315591000020504,2449.4903662996367,2451.490330199711,2451.490330199711,0.0015312996692955494,0.09915150003507733,2481.490193299949,30.032342799939215,10.097684900276363,,,,,,,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481.6070384997874,0.015728499740362167,0.11555619956925511,2511.623436999973,30.031976899597794,5749,Gustatory,2025-02-17_16h02.48.719,Gustatory_Condition_v2,2022.2.5,29.999355012448376,
