loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,Instructions_Affinity_Score.stopped,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,325.4330994999036,0.0002266999799758196,0.09871399984695017,331.43314810004085,6.031938900006935,331.61631209985353,331.61631209985353,0.07713219989091158,0.18189899972639978,6.015175399836153,337.71628970000893,337.71628970000893,337.71628970000893,0.07782049966044724,0.18194579984992743,343.4164203000255,343.6164287000429,6.015131999738514,6.115115599706769,349.61644200002775,12.015170899685472,349.7162508999463,349.7162508999463,349.73291469994,349.73291469994,0.014929399592801929,0.09869409957900643,down,0.8894219999201596,350.6664015999995,4.5000109821558e-05,0.09776080003939569,356.6833080998622,356.6833080998622,0.009351800195872784,0.11436350014992058,5.0,4.806048800004646,,,,,,,356.6833080998622,,337.6164597000461,337.6164597000461,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.5165911000222,361.5165911000222,0.006889200070872903,0.09829910006374121,5.0,0.7924977000802755,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.34980980004184,362.34980980004184,0.007912399945780635,0.09815460001118481,5.0,1.9917562000919133,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.3830817998387,364.3830817998387,0.006656799931079149,0.09910280001349747,1.0,1.0934978001751006,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.51622119988315,365.51622119988315,0.008047100156545639,0.09804430021904409,1.0,0.35756280017085373,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.9333267000038,365.9333267000038,0.007844500010833144,0.11420729989185929,1.0,0.40741819981485605,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.36669089994393,366.36669089994393,0.007112100021913648,0.09779380005784333,1.0,0.7582564000040293,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1663005000446,367.1663005000446,0.0010277999099344015,0.09887149999849498,2.0,2.0984336000401527,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,369.30011409986764,0.00014359992928802967,0.0994148999452591,375.3163930999581,6.0159636999014765,375.48287419998087,375.48287419998087,0.08183289994485676,0.18273029988631606,6.0160121999215335,381.5835656998679,381.5835656998679,381.5835656998679,0.07325389981269836,0.182851999765262,387.28303479985334,387.4830805999227,6.016023899894208,6.116095399716869,393.4832623000257,12.016192499781027,393.5831875000149,393.5831875000149,393.61638040002435,393.61638040002435,0.016312399646267295,0.11596449976786971,up,1.5573674999177456,395.233060099883,4.5900000259280205e-05,0.09796659997664392,401.2499802999664,401.2499802999664,0.02550119999796152,0.11431299988180399,1.0,2.189732200000435,,,,,,,,,381.483083399944,381.483083399944,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.49993049982004,403.49993049982004,0.008574799867346883,0.1144306999631226,1.0,0.7735107999760658,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.2997910999693,404.2997910999693,0.007265300024300814,0.09772930014878511,1.0,0.591430600034073,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9499826999381,404.9499826999381,0.008481899974867702,0.11480540013872087,1.0,0.840629099868238,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.81632609991357,405.81632609991357,0.007721300004050136,0.09772010007873178,6.0,1.3576841000467539,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.23310499987565,407.23310499987565,0.008277999935671687,0.11452990001998842,1.0,1.5072908999864012,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.76635499997064,408.76635499997064,0.0077574001625180244,0.09873079997487366,1.0,0.4589734000619501,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.26619399990886,409.26619399990886,0.001468299888074398,0.09767919988371432,7.0,1.163965999847278,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,410.46651599998586,0.0002874999772757292,0.09778099996037781,416.48295209999196,6.014284499920905,416.6495594999287,416.6495594999287,0.07866979972459376,0.18136289971880615,6.0143233998678625,422.74968729983084,422.74968729983084,422.74968729983084,0.0759607998188585,0.1810997996944934,428.44985949993134,428.6498708999716,6.01457369979471,6.114538699621335,434.6496233998332,12.014307899633422,434.74959030002356,434.74959030002356,434.78300479985774,434.78300479985774,0.014435299672186375,0.11426709964871407,down,0.702953799860552,435.533094599843,8.919998072087765e-05,0.09786189999431372,441.53277319995686,441.53277319995686,0.00868550012819469,0.0976784999947995,1.0,2.823478300124407,,,,,,,441.53277319995686,,422.64973169984296,422.64973169984296,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.39974659984,444.39974659984,0.006899300031363964,0.09912910009734333,7.0,1.393318200018257,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.8328156999778,445.8328156999778,0.006627700058743358,0.09910680004395545,7.0,1.9608765000011772,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.8329524998553,447.8329524998553,0.007072199834510684,0.09861200000159442,1.0,1.0926039000041783,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.9831599998288,448.9831599998288,0.007680799812078476,0.11414979980327189,1.0,0.34068370005115867,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.34965989994816,449.34965989994816,0.006476900074630976,0.09908590000122786,1.0,0.4604974000249058,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.86648670001887,449.86648670001887,0.008337600156664848,0.11411339999176562,1.0,0.573625799966976,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.46642259997316,450.46642259997316,0.0013033999130129814,0.09865559986792505,1.0,1.2986290000844747,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,451.7997836000286,0.0003019999712705612,0.0976537000387907,457.81650129985064,6.0145775999408215,457.98292679991573,457.98292679991573,0.06680339993909001,0.1810087999328971,6.014362399931997,464.08280929992907,464.08280929992907,464.08280929992907,0.06871049990877509,0.18125569983385503,469.78291189996526,469.9828782998957,6.014378299936652,6.114214199827984,475.98289019986987,12.014444599859416,476.0829131999053,476.0829131999053,476.11619199998677,476.11619199998677,0.014514299808070064,0.11442679981701076,down,0.5137414999771863,476.68298119981773,4.820013418793678e-05,0.09802959999069571,482.69939299998805,482.69939299998805,0.024855200201272964,0.11466479999944568,1.0,2.090618000132963,,,,,,,,,463.98291180003434,463.98291180003434,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.8328740999568,484.8328740999568,0.006429299945011735,0.09914409997873008,1.0,0.6940634998027235,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.5661239998881,485.5661239998881,0.006648499984294176,0.0986788000445813,6.0,1.6596631999127567,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.2662410000339,487.2662410000339,0.006555199855938554,0.0992463999427855,1.0,1.2603223000187427,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.56616209982894,488.56616209982894,0.006965999957174063,0.09898520004935563,1.0,0.6273922000546008,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.23276939988136,489.23276939988136,0.007721200119704008,0.09768990008160472,6.0,2.057855200022459,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3326818998903,491.3326818998903,0.007938200142234564,0.09768110001459718,1.0,1.9243646999821067,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.2997085999232,493.2997085999232,0.0006772999186068773,0.099041499895975,2.0,2.7662102999165654,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,496.0997730998788,0.00040760007686913013,0.097505500074476,502.0995816998184,6.031112199882045,502.29957209993154,502.29957209993154,0.08433129987679422,0.19761209981516004,6.031064399983734,508.39958889991976,508.39958889991976,508.39958889991976,0.08705319976434112,0.19757269974797964,514.0994343999773,514.2994584999979,6.031055599683896,6.130892899818718,520.2997435999569,12.031257899710909,520.3995601998176,520.3995601998176,520.4329017000273,520.4329017000273,0.031246499624103308,0.13123249961063266,down,1.6372990999370813,522.115929499967,4.239985719323158e-05,0.09803809993900359,528.1165622000117,528.1165622000117,0.009213200071826577,0.09778110007755458,1.0,1.9897590999025851,,,,,,,528.1165622000117,,508.29947089985944,508.29947089985944,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.1491723000072,530.1491723000072,0.0076286999974399805,0.09772749990224838,7.0,1.425126199843362,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.632853699848,531.632853699848,0.009888299973681569,0.11521829990670085,1.0,1.439795200014487,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1163605998736,533.1163605998736,0.008561500115320086,0.11394029995426536,1.0,0.6068311999551952,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.749330499908,533.749330499908,0.008174400078132749,0.09835890005342662,1.0,0.45768390013836324,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.249513000017,534.249513000017,0.006783399963751435,0.09916149987839162,1.0,0.5601812000386417,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.849533499917,534.849533499917,0.006577500142157078,0.09898709994740784,1.0,0.6602632999420166,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.5495451998431,535.5495451998431,0.0011777000036090612,0.09796310006640851,7.0,1.3646673001348972,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,536.9494784998242,0.0004868998657912016,0.09691679989919066,542.9660487000365,6.013532999902964,543.1494303999934,543.1494303999934,0.08426919975318015,0.19693569978699088,6.030175299849361,549.2495339999441,549.2495339999441,549.2495339999441,0.08580869971774518,0.19689929974265397,554.9493414999451,555.1493593999185,6.030266499845311,6.130148299736902,561.1493069999851,12.03021499980241,561.2494620999787,561.2494620999787,561.2826251999941,561.2826251999941,0.03052049968391657,0.130154799669981,up,1.0360556000377983,562.3826458998956,4.7999899834394455e-05,0.11449659988284111,568.3991928999312,568.3991928999312,0.02520809997804463,0.11444539995864034,7.0,2.290353500051424,,,,,,,,,549.1493232999928,549.1493232999928,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.7325483998284,570.7325483998284,0.006576499901711941,0.09911499987356365,1.0,1.1937763001769781,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.982669999823,571.982669999823,0.009130200138315558,0.11557070002891123,1.0,0.30762739991769195,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.3158455998637,572.3158455998637,0.00739159993827343,0.09800729993730783,1.0,0.2586525999940932,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.6327074000146,572.6327074000146,0.008326000068336725,0.11418240005150437,1.0,0.373640300007537,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.0327124998439,573.0327124998439,0.008238200098276138,0.09758480009622872,1.0,0.490419200155884,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5659932999406,573.5659932999406,0.006590900011360645,0.09942639991641045,1.0,0.4936162999365479,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.0991668000352,574.0991668000352,0.0016989998985081911,0.09807539987377822,7.0,1.3311165000777692,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,575.4660982999485,0.00026650005020201206,0.09783690003678203,581.4658542999532,6.031126100104302,581.6658927998506,581.6658927998506,0.08667410002090037,0.197770900093019,6.031089199939743,587.765953599941,587.765953599941,587.765953599941,0.08712319983169436,0.1980492000002414,593.465883199824,593.6658450998366,6.0311162997968495,6.131129699992016,599.665824299911,12.031097099883482,599.7658658998553,599.7658658998553,599.7993109999225,599.7993109999225,0.03133819974027574,0.131067699752748,down,0.7986728001851588,600.649171799887,5.159992724657059e-05,0.09751240001060069,606.665803299984,606.665803299984,0.025325499940663576,0.11417509987950325,7.0,2.4565810000058264,,,,,,,,,587.665851800004,587.665851800004,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.1825876999646,609.1825876999646,0.008146299980580807,0.11398080014623702,1.0,1.6399909001775086,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.8490986998659,610.8490986998659,0.007206199923530221,0.09800400002859533,1.0,0.6249675001017749,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.5157869998366,611.5157869998366,0.007691799895837903,0.0976342000067234,1.0,0.4909981000237167,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0660126998555,612.0660126998555,0.007881200173869729,0.11443870002403855,1.0,0.5408451999537647,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.6326390998438,612.6326390998438,0.007023100042715669,0.09791640006005764,1.0,1.6251831001136452,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.2992234998383,614.2992234998383,0.008124300045892596,0.09752820013090968,7.0,1.557527600089088,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.8993092998862,615.8993092998862,0.000731299864128232,0.09931849990971386,1.0,2.233349099988118,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,618.1658272999339,0.0002794000320136547,0.09857810009270906,624.1658065998927,6.031925600022078,624.365814199904,624.365814199904,0.0871793997939676,0.1984738998580724,6.031822099816054,630.4658957000356,630.4658957000356,630.4658957000356,0.0875724998768419,0.1985023997258395,636.1658995999023,636.3657201998867,6.03187709976919,6.131785599747673,642.3658698999789,12.032037299824879,642.4657598000485,642.4657598000485,642.4990731000435,642.4990731000435,0.032072299625724554,0.13199479971081018,down,0.7956647998653352,643.3324118000455,3.4499913454055786e-05,0.0977978000883013,649.349267499987,649.349267499987,0.009539399994537234,0.11442809994332492,1.0,3.2060068999417126,,,,,,,649.349267499987,,630.3657567000482,630.3657567000482,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.5823043000419,652.5823043000419,0.0077228001318871975,0.0979069999884814,1.0,0.5912407001014799,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.2155366998632,653.2155366998632,0.00729390000924468,0.09795180009678006,7.0,1.6250141998752952,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.8823055999819,654.8823055999819,0.007166699972003698,0.09943910012952983,7.0,0.8599332000594586,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.7821422999259,655.7821422999259,0.008676599944010377,0.09747310006059706,1.0,1.689641600009054,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.5158151998185,657.5158151998185,0.006595600163564086,0.09919810015708208,1.0,0.527450299821794,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.0990925999358,658.0990925999358,0.008208499988541007,0.1138428000267595,1.0,0.6740055999252945,,,,,,,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.799056999851,658.799056999851,0.0012393000070005655,0.09795670001767576,1.0,1.7313814000226557,,,,,,,671,Moral,2024-03-15_17h16.06.447,MoralCondition_v2,2022.2.5,30.00032700954687,
