Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.884663340228144,0.0004856999730691314,0.09114849998150021,15.381716279953253,15.648488200036809,15.865087179990951,16.14846229995601,16.14846229995601,0.007106099976226687,0.1080352000426501,31.148402699967846,15.008062800043263,31.248421199969016,0.010578399989753962,0.10787330009043217,,,,,,,
