Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,Instruction.started,p_port_17.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1684.6364629999734,0.014943099580705166,0.11435459973290563,1690.6532244998962,6.030956799630076,1690.753136999905,1690.753136999905,0.031212199479341507,0.13093769969418645,space,1.4906626003794372,1692.303118699696,1692.303118699696,4.860013723373413e-05,0.09796850010752678,num_9,1.763859800528735,1694.1197578395718,0.0026975004002451897,0.09819870023056865,,1694.9197805399076,,1695.7031074395404,1696.0029961997643,1696.102976099588,1704.1030793995596,1704.1030793995596,1704.1030366398395,0.014891200233250856,0.11486950004473329,1705.1031326996163,1706.103032599669,1706.3030585995875,1706.803041699808,10.03122550016269,,1714.2362916995771,1714.2362916995771,0.017009099945425987,0.11459270026534796,4.0,1.1655057999305427,1715.4365523997694,0.0015434003435075283,0.09919420024380088,1721.4529766999185,1721.619575539697,6.215793299954385,6.315799000207335,1722.6196163999848,1741.6361985398457,1741.636430399958,26.19904679991305,26.299075399991125,1742.652868999634,,1744.6528496998362,0.017380000092089176,0.11573059996590018,1774.652749700006,30.015557599719614,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1774.7527633998543,0.016305800061672926,0.11557269981130958,1780.7527397996746,6.015553599689156,1780.8529012999497,1780.8529012999497,0.015857199672609568,0.11551919998601079,space,3.118618900422007,1784.036018599756,1784.036018599756,3.900006413459778e-05,0.09821119997650385,num_9,1.326877100393176,1785.4027253399604,0.002187000121921301,0.09788169991225004,1785.7026879996993,1786.1860180395656,1786.502703699749,1787.002654139977,1787.3192689996213,1787.3860167996027,1795.4026542999782,1795.4026542999782,1795.4028592399322,0.0013009998947381973,0.11474099988117814,1796.4192960998043,1797.4193045999855,1797.5861363997683,1798.0859999000095,10.014509900007397,,1805.5191920995712,1805.5191920995712,0.01687239995226264,0.11443979991599917,4.0,0.732252599671483,1806.2862501000054,0.0015561003237962723,0.09915150003507733,1812.3025781996548,1812.4692215398886,6.215746500063688,6.315751200076193,1813.4691841998138,1832.4859154397623,1832.485843299888,26.199097000062466,26.29899280006066,1833.5025231000036,,1835.5024882997386,0.017395999748259783,0.11564760003238916,1865.5023713996634,30.015497699845582,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1865.6023858999833,0.016131999902427197,0.11550569999963045,1871.6023416998796,6.015484899748117,1871.7023339997977,1871.7023339997977,0.015600599814206362,0.11552469991147518,space,1.277008400298655,1873.0356879997998,1873.0356879997998,5.3099822252988815e-05,0.0980990999378264,num_9,1.1278750007040799,1874.202339439746,0.0023691998794674873,0.09801349975168705,1874.502535799984,1875.0023166398519,1875.302295499947,1875.8022632399575,1876.1023013996892,1876.2023087996058,1884.2023086999543,1884.2023086999543,1884.2022805396468,0.0013170000165700912,0.09793670009821653,1885.202250099741,1886.1855180999264,1886.3855912997387,1886.885589899961,10.014587900135666,10.097770200110972,1894.3021028996445,1894.3021028996445,-0.0009942003525793552,0.09779019979760051,4.0,2.3999363998882473,1896.7356578996405,0.0016059000045061111,0.09891489986330271,1902.7521599996835,1902.9187020399609,6.2156404997222126,6.315653899684548,,1922.9187596399338,1922.9187784995884,26.21562679996714,26.315599099732935,,1925.935411799699,1925.935411799699,0.0012973998673260212,0.09893299965187907,1955.9519781996496,30.015486399643123,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.0519469999708,0.015761999413371086,0.11550239939242601,1986.0684972996823,30.032100499607623,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,1986.1685436996631,0.03442719951272011,0.13209479954093695,1992.1851633996703,6.015312699601054,1992.2518146997318,1992.2518146997318,0.015369299333542585,0.1317361993715167,space,0.9515250003896654,1993.2685952996835,1993.2685952996835,4.679989069700241e-05,0.0975846997462213,num_9,1.6630286006256938,1994.9852754395456,0.00278700003400445,0.0977246998809278,1995.3017764999531,1995.785323939845,1996.1017983998172,1996.568318239972,1996.8851363998838,1996.968455299735,2004.9684314997867,2004.9684314997867,2004.9684198397213,0.014391399919986725,0.11452559987083077,,2006.9684612997808,2007.16840399988,2007.6851056995802,10.030928699765354,,2015.1182476999238,2015.1182476999238,0.03356779972091317,0.1311901998706162,4.0,2.098251599818468,2017.2520745997317,0.003347699996083975,0.09932210016995668,2023.2683913996443,2023.4348546397873,6.215530899818987,6.298803700134158,2024.451662699692,2043.4348009397277,2043.434928899631,26.21560510015115,26.315575200133026,2044.4515706999227,2046.451499399729,2046.451499399729,-0.00017040036618709564,0.0989051996730268,2076.468221799936,30.015416499692947,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2076.568250999786,0.015984099823981524,0.11544219963252544,2082.5683120000176,6.015382699668407,2082.668148599565,2082.668148599565,0.015550699550658464,0.11558359954506159,space,0.9028711002320051,2083.634888799861,2083.634888799861,4.060007631778717e-05,0.09824580000713468,num_9,1.3601457001641393,2085.0349442396314,0.0018418002873659134,0.09816500032320619,2085.3512569000013,2085.8179783398286,2086.1179486997426,2086.6348850397394,2086.951404399704,2087.018135899678,2095.034734599758,2095.034734599758,2095.0347974399106,0.0012370003387331963,0.0981100001372397,2096.051477999892,2097.0346920997836,2097.2181215998717,2097.718004199676,10.014511400368065,10.097932800184935,2105.134539499879,2105.134539499879,0.0008684000931680202,0.09809520002454519,4.0,0.8312588999979198,2106.001577099785,0.0020873998291790485,0.09946959977969527,2112.0181033997796,2112.1679198398256,6.199138099793345,6.29909129999578,2113.167837899644,2132.184427439794,2132.1845413995907,26.21575290011242,26.31571129988879,2133.184637299739,2135.2012625997886,2135.2012625997886,0.0014972998760640621,0.0990166999399662,2165.201049799565,29.999007299542427,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2165.317750899587,0.016282799653708935,0.11538099963217974,2171.3343903999776,6.0322060994803905,2171.417706299573,2171.417706299573,0.015622999519109726,0.11551319947466254,space,0.3451851005665958,2171.8010128997266,2171.8010128997266,3.6899931728839874e-05,0.09804730024188757,num_9,1.1304811001755297,2172.9677001397126,0.0019024997018277645,0.0981251997873187,,2173.750908339955,2174.050929099787,2174.5511371396483,2174.850947599858,2174.951029899996,2182.967634599656,2182.967634599656,2182.967639239598,0.0013150996528565884,0.09820819972082973,2183.984223099891,2184.9676134996116,2185.1677731997333,2185.667649399955,10.014651199802756,10.098067699931562,2193.067565099802,2193.067565099802,0.0015292996540665627,0.09795049950480461,4.0,1.83094900008291,2194.9343348997645,0.001557299867272377,0.09939510002732277,2200.9509247997776,2201.117516439967,6.2157839997671545,6.315753399860114,2202.1174574997276,2221.1175045399928,2221.117458799854,26.215733400080353,26.3156979996711,2222.1342372996733,2224.1174649996683,2224.1174649996683,0.015747399535030127,0.11566319968551397,2254.13396429969,30.03225309960544,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2254.2673127995804,0.03296179976314306,0.13225439935922623,2260.2673295997083,6.032196899410337,2260.367312199902,2260.367312199902,0.03231989964842796,0.13217379944399,space,0.26029250025749207,2260.6673103999346,2260.6673103999346,4.850002005696297e-05,0.09847499988973141,num_9,1.3996061002835631,2262.117289039865,0.0026418003253638744,0.09810780035331845,2262.433928599581,2262.9006076395513,2263.200756199658,2263.700574839581,,2264.1006351998076,2272.1172797000036,2272.1172797000036,2272.117287739739,0.001542100217193365,0.09804660035297275,2273.1339236996137,2274.1339958999306,2274.300565399695,2274.800589899998,10.01457290025428,10.097835800144821,2282.217183599714,2282.217183599714,0.00043429993093013763,0.09783879993483424,4.0,1.8319761003367603,2284.0840990999714,0.0037441998720169067,0.0976002998650074,2290.06701359991,2290.2671670397744,6.214174299966544,6.314240999985486,2291.283993099816,2310.266909239907,2310.2670877999626,26.214156500063837,26.314109799917787,2311.2837065998465,2313.283730899915,2313.283730899915,4.609953612089157e-05,0.0974267995916307,2343.2835794999264,30.030718399677426,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2343.4170681997202,0.031349099706858397,0.13082729978486896,2349.416910099797,6.030698299407959,2349.516906199977,2349.516906199977,0.030711499508470297,0.13055909937247634,space,0.5826017004437745,2350.150243499782,2350.150243499782,4.1200313717126846e-05,0.09799739997833967,num_9,1.7088142004795372,2351.900309539959,0.002355600241571665,0.09791500028222799,2352.2002217997797,2352.7003293396906,,2353.48355503995,2353.7834790996276,2353.8835318000056,2361.90010039974,2361.90010039974,2361.9001894398593,0.0005764001980423927,0.11466340022161603,,2363.916830699891,2364.083506499883,2364.5834551998414,10.01428240025416,10.097728100139648,2372.0001150998287,2372.0001150998287,0.0010732999071478844,0.0976849002763629,4.0,0.9979523997753859,2373.0337321995758,0.0022932998836040497,0.09805079968646169,2379.0334580997005,2379.2166851396673,6.214810399804264,6.314690499566495,2380.233426099643,2399.216696139984,2399.21670039976,26.214680599980056,26.314601499587297,2400.233353599906,2402.2167856995948,2402.2167856995948,0.014783999416977167,0.11460759956389666,2432.216527399607,30.014548299834132,,,,,,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432.349887999706,0.014653199352324009,0.11446179961785674,2462.349758999888,30.01433949964121,,3266,Gustatory,2025-02-24_09h40.51.549,Gustatory_Condition_v2,2022.2.5,29.995755613657266,
