Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,Instruction.started,p_port_17.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1723.6180644985288,0.016459200531244278,0.11587280221283436,6.0322807021439075,1729.6346971001476,1729.7347039990127,1729.7347039990127,0.032512200996279716,0.1322706025093794,space,2.4271253999322653,1732.2013652995229,1732.2013652995229,6.54999166727066e-05,0.09803069941699505,num_9,1.496161000803113,1733.7513359997422,0.002207500860095024,0.09820920042693615,1734.0679994989187,1734.5513457998634,1734.868046399206,1735.3346689984203,1735.6345485989004,1735.7346744984388,1743.734691599384,1743.734691599384,1743.7344242993743,0.014854300767183304,0.11474210023880005,1744.7344997990876,1745.734655899927,1745.9512906000018,1746.451343299821,10.01453890092671,10.097931599244475,1753.851344499737,1753.851344499737,0.0011829007416963577,0.09800860099494457,2.0,2.3647358007729053,1756.251552099362,0.0015484001487493515,0.0989851001650095,1762.2512034997344,1762.4343265991658,6.215547600761056,6.29901560023427,,1782.4511211987585,1782.4511543996632,26.23238519951701,26.33228550106287,1783.4677498992532,,1785.4677827991545,0.01733120158314705,0.11558480188250542,1815.484312299639,30.0320889018476,,,,,,,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1815.5843402985483,0.0328328013420105,0.13211770169436932,6.032105401158333,1821.5674572996795,1821.667585099116,1821.667585099116,0.015363302081823349,0.11539160087704659,space,2.582249902188778,1824.2841462995857,1824.2841462995857,3.7299469113349915e-05,0.09769519977271557,num_9,2.0136665012687445,1826.3342659983784,0.0007102005183696747,0.11573459953069687,1826.634217299521,1827.1007976986468,1827.4178709983826,1827.9008965983987,1828.2176083996892,1828.3177718985826,1836.3343407995999,1836.3343407995999,1836.3342186983675,0.0027067996561527252,0.09944489970803261,1837.3340940997005,1838.3341604992747,1838.484048999846,1839.0008507985622,9.999165499582887,10.08255079947412,1846.4175362996757,1846.4175362996757,0.016000300645828247,0.11581560038030148,4.0,1.064266199246049,1847.5178699996322,0.002349400892853737,0.09787620045244694,1853.5177552998066,1853.7006682984531,6.21442580036819,6.2978803012520075,1854.7174973990768,1873.7175232999027,1873.7175321988761,26.23130850121379,26.331106301397085,1874.7172403000295,1876.717300798744,1876.717300798744,0.00017560087144374847,0.09780310094356537,1906.7173517998308,30.031083600595593,,,,,,,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1906.8339622989297,0.01492450200021267,0.1144363023340702,6.014419602230191,1912.833914199844,1912.933993699029,1912.933993699029,0.014369701966643333,0.1143169030547142,space,2.1081650014966726,1915.1005358994007,1915.1005358994007,4.8801302909851074e-05,0.09782730042934418,num_9,1.3570862021297216,1916.5006523996592,0.0019217990338802338,0.09812759980559349,1916.817197099328,1917.3005750000477,1917.6171948984265,1918.1005311988295,1918.4171817991883,1918.4838656000793,1926.5004726983607,1926.5004726983607,1926.5006094992161,0.001345999538898468,0.09771229885518551,1927.5171762984246,1928.500693500042,1928.6837828997523,1929.1668841000646,10.031030099838972,,1936.617036698386,1936.617036698386,0.01542619988322258,0.11451569944620132,5.0,2.0001132003962994,1938.6508032996207,0.0017060991376638412,0.09948530048131943,1944.6670787986368,1944.83357109949,6.199081599712372,6.29915089905262,1945.8335894998163,1964.833614398539,1964.8336203992367,26.215776400640607,26.31596210040152,1965.8504886999726,1967.833647498861,1967.833647498861,0.01582840085029602,0.1158744003623724,1997.8336819000542,30.01582690142095,,,,,,,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.9668908994645,0.01604370027780533,0.11562300100922585,2027.9833665993065,30.032120801508427,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2028.0834592990577,0.03452320210635662,0.1321549005806446,6.032121600583196,2034.0833027996123,2034.1666602995247,2034.1666602995247,0.01547110266983509,0.11543270200490952,space,2.362488202750683,2036.5833689998835,2036.5833689998835,5.290098488330841e-05,0.09781539998948574,num_9,1.802197402343154,2038.4499348986894,0.002398598939180374,0.09765280038118362,2038.7499147001654,2039.2332383997739,2039.5499698985368,2040.0499337993563,2040.349924698472,2040.4499686993659,2048.44989329949,2048.44989329949,2048.4498931996523,0.0011093001812696457,0.09758269973099232,2049.466475199908,2050.4499952998012,2050.6499396990985,2051.1330555994064,10.030902000144124,,2058.5664399992675,2058.5664399992675,0.017360899597406387,0.11423949897289276,6.0,2.1977970991283655,2060.8001469988376,0.0025511998683214188,0.09764360077679157,2066.816515399143,2066.999793899059,6.231105700135231,6.331026701256633,2068.016512999311,2086.9829554993657,2086.9830621983856,26.214274000376463,26.314364099875093,,2089.9830449987203,2089.9830449987203,0.014259301126003265,0.1143043003976345,2119.9661019984633,30.01393200084567,30.097319601103663,,,,,,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2120.099472599104,0.030624601989984512,0.11391080170869827,6.0138986017555,2126.099421398714,2126.1995514985174,2126.1995514985174,0.03128630109131336,0.13072090223431587,space,2.729567000642419,2128.982882598415,2128.982882598415,3.8800761103630066e-05,0.09784340113401413,num_9,1.7950292006134987,2130.8163300983606,0.0023961011320352554,0.09763590060174465,2131.1161144990474,2131.5996930997817,2131.899563299492,2132.399405999854,2132.7161600999534,2132.799516899511,2140.8161524999887,2140.8161524999887,2140.81614799872,0.0008516013622283936,0.0975944995880127,,2142.8329826984555,2142.9994376990944,2143.4994668997824,10.014144400134683,,2150.932730799541,2150.932730799541,0.017151901498436928,0.11402250081300735,3.0,2.0982119999825954,2153.066403700039,0.002749999985098839,0.09781809896230698,2159.066080899909,2159.2495403986422,6.214350299909711,6.314433800056577,2160.266231900081,2179.2494884997604,2179.2493781987578,26.214406399056315,26.314339799806476,2180.249285399914,2182.249292898923,2182.249292898923,0.014356400817632675,0.11427690088748932,2212.265790898353,30.03082980029285,,,,,,,6.097268400713801,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2212.399156998843,0.0315616000443697,0.1308218017220497,6.014127800241113,2218.415801199153,2218.482612499967,2218.482612499967,0.014263801276683807,0.114205501973629,space,1.2225594017654657,2219.749151200056,2219.749151200056,4.119984805583954e-05,0.09796639904379845,num_9,1.6120116002857685,2221.415673400089,0.000897599384188652,0.09946869872510433,2221.7157352995127,2222.1823726993052,2222.4991028998047,2222.999037698656,2223.298963099718,2223.4157570991665,2231.4158579986542,2231.4158579986542,2231.415571699664,0.0009086001664400101,0.09915610030293465,,2233.398960698396,2233.5990518983454,2234.115736698732,9.99928499944508,10.099039800465107,2241.5156594999135,2241.5156594999135,9.419955313205719e-05,0.09922640025615692,4.0,1.033271700143814,2242.582763100043,0.0016256999224424362,0.09970019944012165,2248.5823343992233,2248.7489850994198,6.199186699464917,6.29915039986372,2249.7489733994007,2268.7655456986276,2268.7656088992953,26.215811798349023,26.315735898911953,2269.765613200143,2271.7822099998593,2271.7822099998593,0.0016204006969928741,0.09920459985733032,2301.7820841986686,30.032336000353098,,,,,,,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2301.915654199198,0.032336400821805,0.13226640038192272,6.032216999679804,2307.9154739994556,2308.0153828989714,2308.0153828989714,0.03236300125718117,0.13219409994781017,space,3.2105604019016027,2311.282218499109,2311.282218499109,4.279986023902893e-05,0.0979910995811224,num_9,1.4948599003255367,2312.8320571992545,0.00281360000371933,0.09789310023188591,2313.148669099435,2313.61555679962,2313.9153622984886,2314.415186698362,2314.7152231987566,2314.815362200141,2322.8153339996934,2322.8153339996934,2322.8153197996317,0.014681098982691765,0.11462589912116528,,2324.832002898678,2325.015234299004,2325.532098399475,10.01446820050478,,2332.948670499027,2332.948670499027,0.01751900091767311,0.11430850066244602,3.0,3.132023001089692,2336.1156462989748,0.002423301339149475,0.09798770025372505,2342.131767800078,2342.315193499252,6.23134640045464,6.331269500777125,2343.3151941001415,2362.298378099501,2362.2985006999224,26.214591201394796,26.314607601612806,2363.315236499533,2365.2984531000257,2365.2984531000257,0.014568701386451721,0.11451640166342258,2395.2983227986842,30.014409702271223,30.097990302369,,,,,,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2395.415151499212,-0.0004954971373081207,0.0977226011455059,6.014199301600456,2401.3981461990625,2401.5149459000677,2401.5149459000677,0.03159530274569988,0.13105410151183605,space,2.6623270995914936,2404.2149378992617,2404.2149378992617,3.4499913454055786e-05,0.0979548990726471,num_9,1.6022965013980865,2405.8649258993564,0.0021762996912002563,0.09813519939780235,2406.1652012001723,2406.6482637997715,2406.9482485987246,2407.448082499951,2407.7483965996653,2407.8482847996056,2415.8650629986078,2415.8650629986078,2415.864854798466,0.0014826003462076187,0.09800679981708527,2416.864793200046,2417.881520099938,2418.048250898719,2418.5648685991764,10.031223999336362,,2425.998038198799,2425.998038198799,0.034251900389790535,0.1311975996941328,5.0,2.598004400730133,2428.6317960992455,0.0036051999777555466,0.09754150174558163,2434.6146230995655,2434.8314327996222,6.23072550073266,6.330876901745796,2435.8481734991074,2454.814629998803,2454.8147292993963,26.214066199958324,26.314081601798534,2455.814596498385,2457.8313662,2457.8313662,-0.0002395976334810257,0.09731290116906166,2487.831212999299,30.030544500797987,,,,,,,6.097635501995683,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2487.9646911993623,0.030850602313876152,0.13051050156354904,2517.9643562994897,30.030387302860618,,8827,Gustatory,2024-07-09_10h49.55.828,Gustatory_Condition_v2,2022.2.5,29.997492288329838,
