loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,p_port_9.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
26,0,26,0,,,,,,,,,,,,,,,,,,401.6372446999885,0.0005760998465120792,0.09725729981437325,407.6370095999446,6.030538399936631,407.8035269000102,0.06414469983428717,0.16376689984463155,6.030400699703023,413.8036003999878,,413.8702598998789,0.03306629974395037,0.13032969972118735,0.0,1.8983092999551445,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
27,0,27,0,,,,,,,,,,,,,,,,,,415.8038387999404,0.0006766000296920538,0.0973654999397695,421.8035653999541,6.030519800027832,421.93679249985144,0.037468499736860394,0.1303821997717023,6.030503999907523,427.93685429985635,,428.02014889987186,0.016319899819791317,0.11422509979456663,2.0,1.5317691001109779,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
28,0,28,0,,,,,,,,,,,,,,,,,,429.58708660001867,0.0004610000178217888,0.09757309989072382,435.5868515998591,6.030784500064328,435.7368981000036,0.04845129977911711,0.14772239979356527,6.013995899818838,441.73680119984783,,441.80359270004556,0.016587899764999747,0.11393769970163703,2.0,1.8649200999643654,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
29,0,29,0,,,,,,,,,,,,,,,,,,443.70378619991243,0.000256099971011281,0.09910489991307259,449.7033187998459,6.015528799965978,449.8366292999126,0.04103339998982847,0.13236759998835623,5.999088899930939,455.8367324999999,6.09898169990629,455.9032965998631,0.0024205998051911592,0.09890739992260933,0.0,2.364218900213018,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
30,0,30,0,,,,,,,,,,,,,,,,,,458.30375800002366,0.00022220006212592125,0.09919070010073483,464.320155599853,6.015899900114164,464.57030440005474,0.1156230999622494,0.2659823000431061,5.999046399956569,,6.098952899919823,470.5365331999492,0.03488119994290173,0.13236939976923168,0.0,1.6985110000241548,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
31,0,31,0,,,,,,,,,,,,,,,,,,472.27026119991206,0.0005640999879688025,0.09758529998362064,478.2866448999848,6.014193299924955,478.40331869991496,0.030046899802982807,0.13105439976789057,6.030851199757308,484.403237799881,,484.48643759987317,0.0159102997276932,0.11408149963244796,3.0,1.8992526000365615,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
32,0,32,0,,,,,,,,,,,,,,,,,,486.4201980999205,0.00024359999224543571,0.09901879983954132,492.43654699996114,6.0155395998153836,492.5530613998417,0.03273699968121946,0.13220319990068674,6.032144699711353,498.55321539985016,,498.65321839996614,0.03485379973426461,0.13229089975357056,2.0,1.5982078998349607,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
33,0,33,0,,,,,,,,,,,,,,,,,,500.2867095998954,0.0004781999159604311,0.09723379998467863,506.26993159996346,6.013891899958253,506.43635319988243,0.048832499887794256,0.1471904998179525,6.013850299874321,512.4365109000355,,512.5029666000046,0.016328899888321757,0.11377829988487065,2.0,2.165137199917808,6.097197100054473,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
34,0,34,0,,,,,,,,,,,,,,,,,,514.7034831000492,0.00021689990535378456,0.09927219990640879,520.7197350000497,6.015702100005001,520.8364251998719,0.03045999980531633,0.13262179982848465,5.999102599918842,526.8365189998876,6.099049899959937,526.9030563000124,0.0021744996774941683,0.09899179986678064,1.0,1.3644743000622839,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
35,0,35,0,,,,,,,,,,,,,,,,,,528.3030443999451,0.0006631000433117151,0.09702549991197884,534.30299440003,6.030361599987373,534.4362782000098,0.03513199998997152,0.1303930999711156,6.0304132997989655,540.4363525998779,,540.5362432999536,0.033130499767139554,0.1301266998052597,0.0,1.5647059998009354,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
36,0,36,0,,,,,,,,,,,,,,,,,,542.1364060000051,0.00021760002709925175,0.09921270003542304,548.1361420999747,6.015755700180307,548.2528234999627,0.018944199895486236,0.11588549986481667,6.0158665999770164,554.2529340998735,,554.3527436999138,0.01814529998227954,0.11578609980642796,0.0,1.4321556000504643,6.099228900158778,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
37,0,37,0,,,,,,,,,,,,,,,,,,555.8198708998971,0.0005332001019269228,0.09744140016846359,561.8195533999242,6.030761400004849,561.9695013999008,0.050206199986860156,0.14737490005791187,6.014083500020206,567.9695210999344,,568.0361873998772,0.016760499915108085,0.113874799804762,0.0,1.3320196999702603,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
38,0,38,0,,,,,,,,,,,,,,,,,,569.4030734999105,0.0002289998810738325,0.09913939982652664,575.40281530004,5.999016699846834,575.5361244999804,0.028762499801814556,0.13251059991307557,6.032353499904275,581.5361222999636,,581.6360212999862,0.03503869962878525,0.13225229969248176,1.0,1.3316792999394238,6.099002599949017,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
39,0,39,0,,,,,,,,,,,,,,,,,,583.0029787998646,0.0005440001841634512,0.09747939999215305,589.0027475999668,6.030662100063637,589.169258599868,0.06644489988684654,0.16394619992934167,6.030589800095186,595.1694006999023,,595.2359593999572,0.03349129995331168,0.13046159991063178,2.0,1.4647703000809997,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
40,0,40,0,,,,,,,,,,,,,,,,,,596.7360964999534,0.0002373000606894493,0.09911800012923777,602.7192402000073,6.015625200001523,602.8694287999533,0.021829599980264902,0.1324577999766916,5.9990227001253515,608.8693186999299,6.099056700011715,608.9359277999029,0.0022677998058497906,0.09889629995450377,0.0,2.031037400010973,6.099114400101826,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
41,0,41,0,,,,,,,,,,,,,,,,,,611.002671699971,0.00022200006060302258,0.09922069986350834,617.0026123998687,5.999278799863532,617.1191942999139,0.016318899812176824,0.11572919995523989,6.015840699896216,623.1192395000253,,623.2193938998971,0.017540799686685205,0.11582419974729419,3.0,1.2660318000707775,6.099140499951318,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
42,0,42,0,,,,,,,,,,,,,,,,,,624.5195462000556,0.0005470998585224152,0.09744589985348284,630.5359107998665,6.01402679993771,630.6524930999149,0.029516699723899364,0.13072109990753233,6.030668199760839,636.6527050998993,,636.7525201998651,0.03339759982191026,0.13061799970455468,0.0,2.065108299953863,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
43,0,43,0,,,,,,,,,,,,,,,,,,638.8528165998869,0.0002405000850558281,0.09906120016239583,644.8525127999019,5.9990086001344025,644.9689741998445,0.021703300066292286,0.11573649989441037,6.015716399997473,650.9690904999152,,651.0692829999607,0.018350199796259403,0.11574179981835186,0.0,1.0315408001188189,6.099056200124323,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
44,0,44,0,,,,,,,,,,,,,,,,,,652.1359915998764,0.0005045998841524124,0.09708849992603064,658.1357620998751,6.030556200072169,658.2691837998573,0.02748039993457496,0.13078819983638823,6.03050999995321,664.2690576000605,,664.36895309994,0.03324559982866049,0.13044929970055819,0.0,1.4315470999572426,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
45,0,45,0,,,,,,,,,,,,,,,,,,665.8360867998563,0.0006085999775677919,0.09704020014032722,671.8523405999877,6.013433299958706,671.9690612999257,0.028334700036793947,0.1301768000703305,6.030086699873209,677.9690047998447,,678.0522564998828,0.015088799875229597,0.1133539997972548,3.0,1.8325449998956174,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
46,0,46,0,,,,,,,,,,,,,,,,,,679.9191542000044,0.000667500076815486,0.0970274000428617,685.918967399979,6.030343800084665,686.0687281000428,0.04985129996202886,0.14726689993403852,6.01361529994756,692.0689192998689,,692.1355216999073,0.015225499868392944,0.1134545998647809,3.0,1.265952300047502,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
47,0,47,0,,,,,,,,,,,,,,,,,,693.4358025998808,0.0004390999674797058,0.09769089985638857,699.4355506000575,6.030933799920604,699.5855268999003,0.04932499979622662,0.1476280998904258,6.014227599836886,705.5855584000237,,705.6520966000389,0.016959899803623557,0.1141335996799171,2.0,1.2981395998504013,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
48,0,48,0,,,,,,,,,,,,,,,,,,706.9858719999902,0.000530000077560544,0.09739569993689656,712.9854961000383,6.03067129990086,713.1354964000639,0.04987049987539649,0.1472969998139888,6.01398739987053,719.1354648999404,,719.2020294999238,0.01648249989375472,0.1138564997818321,0.0,1.6318320999853313,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
49,0,49,0,,,,,,,,,,,,,,,,,,720.8690154000651,0.00021489989012479782,0.09920359984971583,726.8687811000273,5.999268800020218,727.5521486999933,0.4100649997126311,0.682677999837324,6.0121569999028,,6.095380399841815,733.068597999867,0.01393819972872734,0.09902019961737096,0.0,1.4861773001030087,6.099106799811125,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
50,0,50,0,,,,,,,,,,,,,,,,,,734.6025079998653,0.0005887001752853394,0.09727840009145439,740.6186796000693,6.014047299977392,740.7352109998465,0.03692750004120171,0.13072520005516708,6.03073520003818,746.7353282000404,,746.8186655999161,0.016422199783846736,0.1138751998078078,0.0,1.4651477998122573,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
51,0,51,0,,,,,,,,,,,,,,,,,,748.3188636000268,0.000238100066781044,0.09921720018610358,754.3355095000006,6.015769500052556,754.451838699868,0.03064700006507337,0.13238280010409653,5.999091400066391,760.4522283000406,6.099071400007233,760.5184603999369,0.002284499816596508,0.09902349999174476,0.0,1.3976875999942422,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
52,0,52,0,,,,,,,,,,,,,,,,,,761.9519714999478,0.0006933999247848988,0.09710219991393387,767.9518754999153,6.0302774999290705,768.1019114998635,0.047026399755850434,0.14697979972697794,6.013534399913624,774.1019039999228,,774.1685415999964,0.016071099787950516,0.11346779973246157,1.0,1.3316867998801172,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
53,0,53,0,,,,,,,,,,,,,,,,,,775.5352680999786,0.00022369995713233948,0.09935629996471107,781.5518097998574,6.015841500135139,781.6684528000187,0.031224299920722842,0.13281490001827478,5.999199599958956,787.6684439999517,6.099142499966547,787.7352998999413,0.0021642998326569796,0.09910339978523552,2.0,1.3312290001194924,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
54,0,54,0,,,,,,,,,,,,,,,,,,789.102034999989,0.00048619997687637806,0.09722890006378293,795.1017386000603,6.030543199973181,795.2851088999305,0.07706559984944761,0.18053240003064275,6.013996199937537,801.2681778999977,,801.3183384998702,0.015641499776393175,0.11382209998555481,0.0,1.0657375000882894,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
55,0,55,0,,,,,,,,,,,,,,,,,,802.4184327998664,0.0005273001734167337,0.09718800010159612,808.4185041999444,6.030616600066423,808.6517582999077,0.10835020011290908,0.2304275999777019,6.030319100013003,,,814.651571800001,0.03309629997238517,0.13019509986042976,2.0,1.2649498998653144,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
56,0,56,0,,,,,,,,,,,,,,,,,,815.9518635000568,0.0006314001511782408,0.09711019997484982,821.9515990999062,6.030417000176385,822.1015170000028,0.051238700048998,0.14732709992676973,6.013817199971527,828.101576599991,,828.1682019999716,0.016302299918606877,0.11371019994840026,0.0,1.4649612000212073,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
57,0,57,0,,,,,,,,,,,,,,,,,,829.668634600006,0.0007748000789433718,0.09712009993381798,835.6848585000262,6.013686100021005,835.7847489998676,0.025193199981004,0.1137389000505209,6.013549200026318,841.7848928000312,,841.88485939987,0.016148099908605218,0.11354709975421429,1.0,2.1651544000487775,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
58,0,58,0,,,,,,,,,,,,,,,,,,844.0852200000081,0.0002305000089108944,0.09907669993117452,850.0848719000351,5.999008199898526,850.2180746998638,0.030454399762675166,0.1323185998480767,6.032299799844623,856.2181383999996,,856.3179412998725,0.035063899820670485,0.13231749972328544,2.0,1.1980594999622554,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
59,0,59,0,,,,,,,,,,,,,,,,,,857.5517605999485,0.00022370018996298313,0.09911130019463599,863.5514016998932,5.9990126001648605,863.7013518000022,0.04432659992016852,0.1492353999055922,6.0157192999031395,869.7013465999626,,869.7680361999664,0.018282599980011582,0.11569979996420443,2.0,1.2316246998962015,6.099045100156218,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
60,0,60,0,,,,,,,,,,,,,,,,,,871.0350349000655,0.000565800117328763,0.09722439991310239,877.0513385999948,6.013769699959084,877.1679507999215,0.031280600000172853,0.13074369984678924,6.030440700007603,883.1679918000009,,883.2679711000528,0.03330159978941083,0.13045009993948042,0.0,1.6980149000883102,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
61,0,61,0,,,,,,,,,,,,,,,,,,885.0015857999679,0.0002397999633103609,0.0989701000507921,891.0179469999857,6.015726000070572,891.1511383999605,0.054889299906790257,0.1489857998676598,6.01560529996641,897.1513314000331,,897.2178436999675,0.018045099917799234,0.11555889993906021,1.0,1.6317169999238104,,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
62,0,62,0,,,,,,,,,,,,,,,,,,898.8847850998864,0.00022680009715259075,0.09929449995979667,904.8847900000401,5.999299000017345,905.0010694998782,0.02134549990296364,0.11587029998190701,6.015829699812457,911.0012129999232,,911.1011928999797,0.018553299829363823,0.11584699992090464,2.0,1.4319263000506908,6.099212100030854,1550,Visual,2025-03-11_14h01.47.860,Visual_Condition_v2,2022.2.5,29.952656818832722,
