loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,p_port_3.started,textbox.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
23,0,23,0,,,,,,,,,,,,,,,,352.4872341998853,0.0002172999083995819,0.09928529988974333,358.48680009972304,5.999272699933499,358.6035501998849,0.020477199461311102,0.1161992996931076,6.015984499827027,364.60345949977636,364.70351499971,0.01888229977339506,0.11595629947260022,1.0,1.1314912997186184,6.0992785999551415,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
24,0,24,0,,,,,,,,,,,,,,,,365.8701554997824,0.00023799994960427284,0.09919289965182543,371.87005959963426,6.015792699996382,371.98681839974597,0.012321499641984701,0.11608009971678257,6.015849999617785,377.98685049964115,378.08687660004944,0.0186403994448483,0.11604699958115816,2.0,0.9979456001892686,6.099060900043696,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
25,0,25,0,,,,,,,,,,,,,,,,379.1203658999875,0.000658900011330843,0.09686229983344674,385.1201816997491,6.030246499925852,385.2702436996624,0.0453681000508368,0.14706170000135899,6.013481699861586,391.27014079969376,391.3368019000627,0.016074399929493666,0.11350720003247261,2.0,1.4651011996902525,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
26,0,26,0,,,,,,,,,,,,,,,,392.8367792000063,0.0003291000612080097,0.11461760010570288,398.83680539997295,6.031428100075573,398.9870731998235,0.04022530000656843,0.1480459999293089,6.014593999832869,404.98680819990113,405.05357139976695,0.017646499909460545,0.1145734996534884,2.0,1.6979077002033591,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
27,0,27,0,,,,,,,,,,,,,,,,406.7868417999707,0.0005719000473618507,0.09709220007061958,412.80345189990476,6.013766800053418,412.9373073000461,0.04129059985280037,0.14722449984401464,6.013675800058991,418.936940100044,419.0034157000482,0.01639389991760254,0.11365759978070855,0.0,1.065166899934411,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
28,0,28,0,,,,,,,,,,,,,,,,420.1035274998285,0.00024029985070228577,0.0995931001380086,426.10347229987383,5.999240099918097,426.2201248998754,0.013979800045490265,0.11592260003089905,6.016034400090575,432.2201430997811,432.3199877999723,0.018679500091820955,0.11591670010238886,1.0,1.698471000418067,6.099396000150591,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
29,0,29,0,,,,,,,,,,,,,,,,434.05354239977896,0.0004779999144375324,0.09743419988080859,440.05341860000044,6.030822899658233,440.1867666998878,0.029307599645107985,0.13081829948350787,6.030760699883103,446.1700430996716,446.27004379965365,0.01709379954263568,0.11400199960917234,0.0,1.0981942997314036,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
30,0,30,0,,,,,,,,,,,,,,,,447.4034384000115,0.00024330010637640953,0.09894890012219548,453.4201030000113,6.015634000301361,453.5366976996884,0.028532400261610746,0.1322876000776887,5.999135999940336,459.5367936999537,459.60340189980343,0.0023644999600946903,0.09892479982227087,2.0,0.9974655001424253,,6.098953800275922,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
31,0,31,0,,,,,,,,,,,,,,,,460.6368030998856,0.0008940999396145344,0.09651999967172742,466.6367807998322,6.0298611000180244,466.78679569996893,0.05346209974959493,0.1467363997362554,6.013119199778885,472.7867447999306,472.85333059960976,0.015802799724042416,0.11296039959415793,1.0,1.9985174001194537,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
32,0,32,0,,,,,,,,,,,,,,,,474.8870224999264,0.00022820010781288147,0.09908309997990727,480.90341809997335,6.015746300108731,481.0368442996405,0.04534849990159273,0.14899539994075894,6.015711500309408,487.0367358997464,487.10337959975004,0.018301399890333414,0.1157009000889957,0.0,0.9984138999134302,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
33,0,33,0,,,,,,,,,,,,,,,,488.13677369989455,0.0005748998373746872,0.09713510004803538,494.15340639976785,6.013754699844867,494.26997759984806,0.027979199774563313,0.13041559979319572,6.030359299853444,500.2700922996737,500.36992699978873,0.03308869991451502,0.13034990010783076,1.0,2.0982555001974106,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
34,0,34,0,,,,,,,,,,,,,,,,502.50363059993833,0.0004491000436246395,0.0972302001900971,508.48660649964586,6.013789500109851,508.6199797997251,0.011313300114125013,0.11403649998828769,6.013869300018996,514.6201283996925,514.7199323000386,0.016568100079894066,0.11375160003080964,2.0,0.764877799898386,6.0971550000831485,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
35,0,35,0,,,,,,,,,,,,,,,,515.5203335997649,0.000462499912828207,0.09754979982972145,521.5365908998065,6.014163899701089,521.6532858000137,0.031642299611121416,0.1309323995374143,6.030891199596226,527.6533369999379,527.7535357996821,0.03358159959316254,0.1307553993538022,2.0,1.2318072002381086,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
36,0,36,0,,,,,,,,,,,,,,,,529.0200493996963,0.00040029967203736305,0.09838569955900311,535.0366911999881,6.01517659984529,535.153378199786,0.029311599675565958,0.13162979949265718,6.031564899720252,541.1534715997986,541.2365167997777,0.01693249959498644,0.11487889941781759,0.0,1.0989353000186384,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
37,0,37,0,,,,,,,,,,,,,,,,542.3701927997172,0.0005099000409245491,0.09750969987362623,548.3866550000384,6.013902799692005,548.503475099802,0.028183099813759327,0.13080229982733727,6.030457600019872,554.4864953998476,554.5864931000397,0.01433239970356226,0.1135836998000741,0.0,0.9669868000783026,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
38,0,38,0,,,,,,,,,,,,,,,,555.5866739000194,0.0005731997080147266,0.09686539974063635,561.6033220998943,6.013563999906182,561.7199332998134,0.026881299912929535,0.13048759987577796,6.03025609953329,567.7198399999179,567.8032728000544,0.015810399781912565,0.11367189977318048,1.0,0.8321189000271261,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
39,0,39,0,,,,,,,,,,,,,,,,568.6701011997648,0.0005860999226570129,0.09692490007728338,574.6699762996286,6.0303989998064935,574.9028657996096,0.1403434998355806,0.2302377000451088,6.013507899828255,,580.8863943996839,0.016414399724453688,0.11346379993483424,0.0,0.9981205002404749,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
40,0,40,0,,,,,,,,,,,,,,,,581.920004799962,0.00048530008643865585,0.09707640018314123,587.9031741996296,6.01375799998641,588.0368931996636,0.023522600065916777,0.1137755997478962,6.014210799708962,594.0367172998376,594.136470399797,0.016414699610322714,0.11400729976594448,1.0,0.9652570001780987,6.097010400146246,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
41,0,41,0,,,,,,,,,,,,,,,,595.136586099863,0.00042660022154450417,0.09715080028399825,601.1365923997946,6.030550800263882,601.6868111998774,0.2915517003275454,0.5473500001244247,6.010202900040895,,607.3326165997423,0.012059799861162901,0.09321640012785792,0.0,1.519208500161767,,6.0935905002988875,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
42,0,42,0,,,,,,,,,,,,,,,,608.9034420996904,0.00045010028406977654,0.0975301000289619,614.9032149999402,6.030858300160617,615.0365744000301,0.025218100287020206,0.130802100058645,6.030989800114185,621.0365478997119,621.1364921997301,0.0334026999771595,0.13095299992710352,0.0,1.1318394001573324,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
43,0,43,0,,,,,,,,,,,,,,,,622.3035017000511,0.00023850006982684135,0.09954490000382066,628.319834199734,6.015824300237,628.4365264000371,0.030704200267791748,0.13254050025716424,5.9991318001411855,634.4364763996564,634.5031806998886,0.0024349000304937363,0.09903219994157553,0.0,1.064439400099218,,6.099163200240582,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
44,0,44,0,,,,,,,,,,,,,,,,635.6034802999347,0.00038819992914795876,0.09793070005252957,641.6031504999846,6.031312400009483,641.7534758998081,0.04445460019633174,0.1481821001507342,6.014565099962056,647.753095800057,647.8196689998731,0.017225199844688177,0.11460650013759732,0.0,1.1650286000221968,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
45,0,45,0,,,,,,,,,,,,,,,,649.0200551999733,0.0006300001405179501,0.09705990040674806,655.0198121997528,6.0304648000746965,655.1529846000485,0.03361980011686683,0.1304089999757707,6.030348599888384,661.1531118997373,661.2529976000078,0.03306369995698333,0.13036289997398853,0.0,1.0654671001248062,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
46,0,46,0,,,,,,,,,,,,,,,,662.3534568999894,0.00022009992972016335,0.09925279999151826,668.353114800062,5.999153499957174,668.4695874997415,0.024178499821573496,0.11576419975608587,6.015756399836391,674.4697399996221,674.5700129996985,0.016798099502921104,0.11596989957615733,2.0,1.49994090013206,6.099160999991,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
47,0,47,0,,,,,,,,,,,,,,,,676.103454399854,0.0002778000198304653,0.09902149997651577,682.0862414999865,6.015692299697548,682.2197320000269,0.013244299683719873,0.11566599970683455,6.0156107996590436,688.2198463999666,688.3195885997266,0.018447499722242355,0.11560139944776893,1.0,0.9647063002921641,6.098935599904507,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
48,0,48,0,,,,,,,,,,,,,,,,689.3199165998958,0.000663799699395895,0.0970695000141859,695.3197042997926,6.030403499957174,695.486287899781,0.06585549982264638,0.1636713999323547,6.03034139983356,701.4863301999867,701.5531093999743,0.033206799533218145,0.13030239986255765,0.0,0.8981196000240743,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
49,0,49,0,,,,,,,,,,,,,,,,702.486541299615,0.00024109985679388046,0.09921990009024739,708.5030117998831,6.0158263999037445,708.6197293000296,0.033208999782800674,0.13275109976530075,5.999145899899304,714.6196849998087,714.6861879997887,0.002363299485296011,0.09926039958372712,0.0,0.9647621996700764,,6.09925019973889,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
50,0,50,0,,,,,,,,,,,,,,,,715.6864113998599,0.0006320998072624207,0.0971611998975277,721.703213499859,6.013775900006294,721.8195877997205,0.028352899942547083,0.13051829999312758,6.030464199837297,727.8029590998776,727.9195876000449,0.033058099914342165,0.13033919967710972,2.0,1.4650946999900043,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
51,0,51,0,,,,,,,,,,,,,,,,729.4199643000029,0.0007482999935746193,0.09697289997711778,735.4196319999173,6.0303453002125025,735.5695470999926,0.05414350004866719,0.14699390018358827,6.013672800268978,741.5697081997059,741.6362426998094,0.016010799910873175,0.11358910007402301,2.0,1.131991199683398,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
52,0,52,0,,,,,,,,,,,,,,,,742.8030512998812,0.0004898002371191978,0.09754170011729002,748.8030509999953,6.030914700124413,748.9529204997234,0.05335820000618696,0.14754829974845052,6.014095699880272,754.9529635999352,755.019483699929,0.015703399665653706,0.11405849969014525,0.0,1.0994979003444314,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
53,0,53,0,,,,,,,,,,,,,,,,756.1531904996373,0.0002937000244855881,0.09850589977577329,762.1362786996178,6.015102199744433,762.2864664997905,0.03112509986385703,0.13193249981850386,6.031718099955469,768.2862279000692,768.3861559997313,0.034707299899309874,0.13165839947760105,0.0,1.2981134001165628,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
54,0,54,0,,,,,,,,,,,,,,,,769.7199892997742,0.0005053998902440071,0.09806990018114448,775.7362379999831,6.0147591000422835,775.9531486998312,0.08867429988458753,0.23167999973520637,6.031510999891907,,781.9528133999556,0.03397460002452135,0.1314210998825729,0.0,1.0648737996816635,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
55,0,55,0,,,,,,,,,,,,,,,,783.0531633999199,0.0005008000880479813,0.09707510005682707,789.0694953999482,6.013624900020659,789.1861405000091,0.03205549996346235,0.1304211998358369,6.030373799614608,795.1861454998143,795.2860455997288,0.03346729977056384,0.1303403996862471,0.0,2.164410199970007,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
56,0,56,0,,,,,,,,,,,,,,,,797.4861959000118,0.0007619000971317291,0.09710020013153553,803.4861812000163,6.030402600299567,803.6193802999333,0.028727400116622448,0.13062829989939928,6.030385499820113,809.6026735999621,809.7028250996955,0.015731699764728546,0.11364470003172755,0.0,0.5657174997031689,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
57,0,57,0,,,,,,,,,,,,,,,,810.3030590000562,0.0003506997600197792,0.09822149993851781,816.3027864997275,6.031544599682093,816.4528743000701,0.047797299921512604,0.1484421999193728,6.0148928998969495,822.4359784997068,822.5193803999573,0.016914399806410074,0.11470149969682097,1.0,1.1988655999302864,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
58,0,58,0,,,,,,,,,,,,,,,,823.7530867997557,0.00022300006821751595,0.09866529982537031,829.7360294000246,6.0155472997576,829.869380899705,0.01618380006402731,0.11558320000767708,6.015596299897879,835.8694234997965,835.9693665998057,0.018249899614602327,0.11560169979929924,0.0,2.0316131999716163,6.098933400120586,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
59,0,59,0,,,,,,,,,,,,,,,,838.036131599918,0.0005971002392470837,0.09715430019423366,844.0527201998048,6.01378280017525,844.1860908996314,0.038620800245553255,0.1472491999156773,6.013836599886417,850.1860382999294,850.2526285997592,0.01627339981496334,0.11360729997977614,0.0,0.965096099767834,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
60,0,60,0,,,,,,,,,,,,,,,,851.2528802999295,0.0005069999024271965,0.09755450021475554,857.2693770998158,6.014155399985611,857.385900199879,0.031131200026720762,0.13082389999181032,6.031044600065798,863.38607459981,863.4693413996138,0.016715699806809425,0.11405729968100786,1.0,0.8315922999754548,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
61,0,61,0,,,,,,,,,,,,,,,,864.3364196000621,0.000520399771630764,0.0976084996946156,870.352703299839,6.014425699599087,870.4693587999791,0.02913349959999323,0.1307943998835981,6.0307685998268425,876.4694783999585,876.5691893999465,0.03345559956505895,0.13075019977986813,0.0,0.9648833996616304,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
62,0,62,0,,,,,,,,,,,,,,,,877.5695634000003,0.00022369995713233948,0.0991457998752594,883.5859482996166,6.015798000153154,883.7026096996851,0.030356199946254492,0.132615199778229,5.999049799982458,889.7026916998439,889.7691935999319,0.0021809996105730534,0.0989316999912262,0.0,0.5644615003839135,,6.099009799771011,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
63,0,63,0,,,,,,,,,,,,,,,,890.3695606999099,0.000493600033223629,0.09737249976024032,896.369482500013,6.030934299807996,896.5358846997842,0.06063449988141656,0.16400889959186316,6.030711699742824,902.5358947999775,902.5857468000613,0.016422199551016092,0.11387549946084619,0.0,1.031871700193733,,,3266,Visual,2025-02-24_09h20.26.718,Visual_Condition_v2,2022.2.5,30.037002553989897,
