loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,19.584448139276358,0.0005430001765489578,0.10500300023704767,19.984476199839264,20.267728260159494,20.684392999857664,20.684392999857664,0.02176270028576255,0.12185940006747842,35.68446579994634,15.021947599947453,35.81780990026891,35.81780990026891,0.02195279998704791,0.12194640003144741,space,7.4305896000005305,,,,,,,,,,,,,,,,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
0,0,0,0,,,,,,,,,,,,,,,,,,43.28460930008441,0.001710999757051468,0.09814319992437959,49.30119859986007,6.014834200032055,49.46771160000935,0.08502319967374206,0.1815266995690763,6.014892499893904,55.46776430029422,55.50094129983336,0.017499399837106466,0.11472379975020885,1.0,3.1480501000769436,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
1,0,1,0,,,,,,,,,,,,,,,,,,58.684699499979615,0.0006592003628611565,0.09696310013532639,64.68453070009127,6.030311900191009,64.8176402002573,0.026893199887126684,0.13018380012363195,6.030114800203592,70.81774890003726,70.9175680000335,0.032834399957209826,0.13018980016931891,2.0,2.9983621002174914,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
2,0,2,0,,,,,,,,,,,,,,,,,,73.95133739989251,0.00027089985087513924,0.09892909973859787,79.95119820022956,5.999099299777299,80.20135960029438,0.10445389989763498,0.2489973995834589,6.015541799832135,,86.16772630019113,0.018340599723160267,0.1158151994459331,0.0,3.064897600095719,6.099132899660617,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
3,0,3,0,,,,,,,,,,,,,,,,,,89.26795350015163,0.0007029999978840351,0.09729659976437688,95.28435879992321,6.01390969986096,95.45100989984348,0.0771437999792397,0.18078000005334616,6.014017399866134,101.4510141001083,101.48424050025642,0.016555799636989832,0.11388509999960661,2.0,2.49845049995929,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
4,0,4,0,,,,,,,,,,,,,,,,,,104.01787859993055,0.00041109975427389145,0.09758300008252263,110.03432059986517,6.014412499964237,110.16768100019544,0.051459299866110086,0.14782009972259402,6.014221099670976,116.16767759993672,116.23427170002833,0.016801199875772,0.1141608995385468,0.0,2.631788400001824,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
5,0,5,0,,,,,,,,,,,,,,,,,,118.9012000001967,0.0004684003069996834,0.09834080003201962,124.90099730016664,6.03079150011763,125.05095930024981,0.04797809990122914,0.14740899996832013,6.014041000045836,131.05095090018585,131.11753559997305,0.016961799934506416,0.11413849983364344,2.0,3.1646332000382245,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
6,0,6,0,,,,,,,,,,,,,,,,,,134.31795899989083,0.0005061998963356018,0.09754210012033582,140.3342781001702,6.013933599926531,140.8177264998667,0.2434362000785768,0.49744549999013543,6.010198699776083,,146.5508432998322,0.03321269992738962,0.13050039997324347,0.0,3.1317023998126388,,6.097170799970627,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
7,0,7,0,,,,,,,,,,,,,,,,,,149.71791699994355,0.000224200077354908,0.0990565000101924,155.7175783002749,6.032334599643946,155.86737040011212,0.04679019981995225,0.1488567995838821,6.015672499779612,161.86756910011172,161.93435209989548,0.01842489978298545,0.1155819995328784,0.0,1.831599600147456,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
8,0,8,0,,,,,,,,,,,,,,,,,,163.80091680027544,0.00022429972887039185,0.09910619957372546,169.78414849983528,6.015721999574453,169.93442140007392,0.031152999494224787,0.13242419948801398,5.999083999544382,175.934222899843,176.00084930006415,0.001524999737739563,0.09897399973124266,2.0,2.165171999949962,,6.098981499671936,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
9,0,9,0,,,,,,,,,,,,,,,,,,178.20089509990066,0.0005453997291624546,0.09723499976098537,184.20091050025076,6.0305703999474645,184.33430169988424,0.03394729970023036,0.13067999947816133,6.03044889960438,190.33417840022594,190.41741120023653,0.016406999435275793,0.1136827995069325,0.0,2.3649416002444923,,,7329,Visual,2024-10-01_17h15.28.190,Visual_Condition_v2,2022.2.5,29.958507437240407,
