loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.257747580483553,0.0008367002010345459,0.11150480061769485,20.579858399927616,20.84634894002229,21.14646909944713,21.44652143921703,21.746462799608707,22.046372939459978,22.363147599622607,22.363147599622607,0.028022400103509426,0.12808100041002035,37.37989440001547,15.011439700610936,37.480064399540424,0.011466600932180882,0.11161470133811235,37.94659649953246,space,2.7850274005904794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,40.796550899744034,0.007021400146186352,0.09835069999098778,46.79659859929234,6.031778700649738,47.09649539925158,47.09649539925158,0.1578715005889535,0.2982434006407857,6.031736300326884,53.129843699745834,53.129843699745834,53.129843699745834,0.09810310136526823,0.2316579008474946,58.829961999319494,58.99661389924586,6.0318185007199645,6.1317034009844065,64.9965956993401,12.031776101328433,65.12994849961251,65.12994849961251,0.03195360116660595,0.1318994015455246,up,5.9374707993119955,71.12988779973239,5.089957267045975e-05,0.08566789980977774,77.16359819937497,77.16359819937497,0.01667569950222969,0.11888759955763817,3.0,6.136757699772716,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.32977549917996,83.32977549917996,0.00914790015667677,0.0992128998041153,5.0,10.62450909987092,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.99653499945998,93.99653499945998,0.009218699298799038,0.09795579966157675,4.0,4.4898739997297525,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52992409933358,98.52992409933358,0.011132299900054932,0.09778840001672506,3.0,20.054388499818742,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.6298485994339,118.6298485994339,0.010317799635231495,0.09780669957399368,5.0,5.621909299865365,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.31338069960475,124.31338069960475,0.010193400084972382,0.11426899954676628,4.0,7.871652199886739,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.2298812996596,132.2298812996596,0.011060100048780441,0.11417710036039352,3.0,3.3377450006082654,,,,,,,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.59670429956168,135.59670429956168,0.000727800652384758,0.099065400660038,4.0,9.166092799976468,,,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,144.79685739986598,0.0002934001386165619,0.09731980040669441,150.79664069972932,6.030657200142741,151.06329689919949,151.06329689919949,0.1558908000588417,0.2639238005504012,6.0306044006720185,157.0967277996242,157.0967277996242,157.0967277996242,0.09024270065128803,0.19730220083147287,162.79670899920166,162.99686779920012,6.030932300724089,6.130949201062322,168.99672449938953,12.030721200630069,169.1301853992045,169.1301853992045,0.03112540114670992,0.13062120135873556,up,1.7934692008420825,170.96336429938674,4.0199607610702515e-05,0.09785120002925396,176.99657009914517,176.99657009914517,0.028194299899041653,0.13125189952552319,5.0,6.803929199464619,,,,,,,169.0968643995002,169.0968643995002,,,,,,,8536,Moral,2024-12-10_12h22.48.282,MoralCondition_v2,2022.2.5,30.011878701200324,
