loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,connecting_message.started,connecting_message.stopped,sync_beep_1.started,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,Game_Start_Text.started,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,19.65872130030766,19.75883290031925,19.75894621028565,20.07549520023167,20.358867910364644,20.663287700153887,20.947413710085677,21.258848800323904,21.558894410403447,22.177635699976236,22.177635699976236,56.175718100275844,56.65904480032623,space,2.838746899738908,,1000,Moral,2023-08-18_14h50.37.107,MoralCondition,2022.2.4,59.946611629665895,
,,,,,,,,,,,,,,,,,,,59.5258047003299,,,,,,,
