Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_1.stopped,Rinse_Spit.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,11.25802400012035,0.000520500005222857,0.10127970000030473,11.524750499986112,11.757844749995275,12.024542999977712,12.257862049952383,12.54122199997073,0.001554100017528981,0.1178520999965258,15.001232000009622,27.54113809997216,27.64132709999103,0.0068669000174850225,0.11789839999983087,6.014405900030397,33.65778599999612,33.74113149999175,33.74113149999175,0.0013433000422082841,0.11793950002174824,space,2.6871971000218764,36.45420139998896,36.45420139998896,2.069998299703002e-05,0.10296749998815358,num_9,3.1415036999969743,39.624474950000874,0.0009728000150062144,0.11601890000747517,40.42097074996563,41.207837349950566,41.52444619999733,41.60780729999533,49.62471969996113,49.62471969996113,49.60779304998577,0.016120499989483505,0.1290539000183344,51.64137749996735,51.80784919997677,52.30787649995182,9.99919120001141,10.099200399999972,59.74128579994431,0.00036619999445974827,59.74128579994431,0.13255590002518147,4.0,4.549694300047122,64.32481889997143,0.0023511999752372503,0.11450949998106807,70.32457739999518,70.50421054997132,6.210836899990682,6.314458799955901,71.52456159994472,90.50785934999003,90.50787479995051,26.21451659995364,26.327614000008907,91.52459729998372,93.52082859998336,0.011478599975816905,0.11083569994661957,123.52454989997204,30.014563599950634,,,666,Gustatory,2024-10-24_11h10.30.365,Gustatory_Condition_v2,2022.2.5,59.97120182602823,
,,,,,,,,,,,,,,,,,,,,123.62108279997483,0.011209300020709634,0.11095900001237169,6.0144708000007086,129.62455169996247,129.7413799999631,129.7413799999631,0.014586600009351969,0.14419740001903847,space,4.222793699998874,133.99138219997985,133.99138219997985,1.6200006939470768e-05,0.09944550000363961,num_9,2.292483900033403,136.30791864996428,0.0005867999861948192,0.1291588000021875,137.09126795000049,137.90425184995985,138.22463819995755,138.29122219997225,146.30803109996486,146.30803109996486,146.29126474998776,0.016117899969685823,0.12911809998331591,148.3212720999727,148.49124799994752,148.9913227999932,9.999398299958557,10.099473699985538,156.42476359999273,0.0006082999752834439,156.42476359999273,0.13278689997969195,4.0,3.466702500008978,159.92469779995736,0.0010440999758429825,0.11582040000939742,165.92457459995057,166.09134324999178,6.212260000000242,6.3121994999819435,,186.09123804994744,186.09124589996645,26.199170299980324,26.29926699999487,,189.08766099996865,0.012214499991387129,0.1123537999810651,,,136.62460429995554,189.08766099996865,,,,,,,
