Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Rinse_Spit.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1732.5086912000552,0.03156429948285222,0.1310236994177103,6.030873499810696,1738.5086803003214,1738.608668900095,1738.608668900095,0.031171799637377262,0.1308739995583892,space,2.1387819997034967,1740.8086934001185,1740.8086934001185,5.5999960750341415e-05,0.09791160002350807,num_9,1.4589249999262393,1742.308701680135,0.001802399754524231,0.09809109987691045,1742.6086638001725,1743.1086992803962,1743.4252687999979,1743.9086859799922,1744.225337699987,1744.2751790001057,1752.2752157002687,1752.3086421000771,1752.3085980802775,0.03144990000873804,0.13139269966632128,1753.3085028999485,1754.308695600368,1754.508629300166,1754.9920164002106,10.014534199610353,10.097898199688643,1762.4084906000644,0.0008139996789395809,1762.4084906000644,0.09796719951555133,5.0,2.3981433999724686,1764.8421795000322,0.0015747998841106892,0.09933799970895052,1770.8418987002224,1771.0086016800255,6.199276200029999,6.299340900033712,1772.0252503002994,1791.0085048802198,1791.0084768999368,26.199216399807483,26.299194399733096,1792.0250694002025,1794.0084408000112,-0.0007959003560245037,0.09921489981934428,1824.008289300371,29.999024499673396,1794.0084408000112,,,,,,,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1824.1583211002871,0.016477799508720636,0.1158120995387435,6.0323883993551135,1830.1750801000744,1830.2750124000013,1830.2750124000013,0.03249119967222214,0.13233859930187464,space,1.0166114997118711,1831.341616500169,1831.341616500169,4.190020263195038e-05,0.09825009992346168,num_9,2.4778152997605503,1833.8583688802087,0.0020666001364588737,0.09783959994092584,1834.1581910001114,1834.6418957799674,1834.9583069002256,1835.441590180248,1835.7582517000847,1835.8416206003167,1843.841691700276,1843.841691700276,1843.8416418801994,0.01475819991901517,0.11444760020822287,1844.8582355999388,1845.8582948003896,1846.0415558000095,1846.558244400192,10.01451179990545,10.097800199873745,1853.9581745001487,0.001779399812221527,1853.9581745001487,0.09782169992104173,4.0,2.796990799717605,1856.7917909002863,0.0036281002685427666,0.0975063000805676,1862.7914966000244,1862.9915347803385,6.230751300230622,6.330798299983144,1864.008167500142,1882.9748125803658,1882.9747653999366,26.214240400120616,26.314074700232595,1883.9746987000108,1885.9747226000763,0.014029900077730417,0.11402219999581575,1915.991275400389,30.030611000023782,1885.9747226000763,,,,,,,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1916.1079375003465,0.014434000011533499,0.11394119961187243,6.013994399923831,1922.107942700386,1922.2081422000192,1922.2081422000192,0.014022799674421549,0.11386309983208776,space,1.3869583001360297,1923.6412530001253,1923.6412530001253,5.990033969283104e-05,0.09788470016792417,num_9,1.410316000226885,1925.1079996801914,0.0025206003338098526,0.09806500002741814,1925.4080857001245,1925.8912514803,1926.2080365000293,1926.708024680242,1927.0079994001426,1927.0912097999826,1935.0911880000494,1935.0911880000494,1935.0911523803138,0.014695300254970789,0.11467580031603575,1936.1078834999353,1937.091183600016,1937.2911704001017,1937.8078943002038,10.014799900352955,,1945.2243920001201,0.017700300086289644,1945.2243920001201,0.11445540003478527,3.0,1.8314569001086056,1947.0913831000216,0.0016748998314142227,0.0996098998002708,1953.0911465003155,1953.2578447801993,6.199331999756396,6.299228999763727,1954.2578722001053,1973.2577544800938,1973.2576952003874,26.199234999716282,26.29905469994992,1974.2576109003276,1976.2743256003596,0.01593209942802787,0.11584869958460331,2006.2741344003007,30.015618399716914,1976.2743256003596,30.098945299629122,,,,,,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.3909291001037,-0.00018090056255459785,0.09909609938040376,2036.4074701000936,30.0156260994263,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2036.5076403999701,0.01756629953160882,0.11560229957103729,6.015629499219358,2042.5074587999843,2042.6074127000757,2042.6074127000757,0.01570459920912981,0.11573599930852652,space,2.7321113999933004,2045.3740678001195,2045.3740678001195,3.8300175219774246e-05,0.09748490015044808,num_9,1.1974439001642168,2046.6075004801155,0.0024319998919963837,0.09778889967128634,2046.9073284002952,2047.3906541802921,2047.707473400049,2048.207549880352,2048.507414500229,2048.6075202999637,2056.6073806001805,2056.6073806001805,2056.607444280386,0.0010135998018085957,0.09767329972237349,2057.6071886001155,2058.62413820019,2058.790682000108,2059.2907074000686,10.014177700039,,2066.723839600105,0.01714449981227517,2066.723839600105,0.11410289956256747,5.0,2.5980329997837543,2069.3573030000553,0.002458900213241577,0.09774440014734864,2075.373968800064,2075.5405665799976,6.230991800315678,6.3311777003109455,2076.557267300319,2095.5405230802485,2095.5405713999644,26.214392400346696,26.314267300069332,2096.5571389002725,2098.540747200139,0.014527100138366222,0.11427929997444153,2128.540526200086,30.014294700231403,2098.540747200139,,,,,,,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2128.6737409001216,0.014756999909877777,0.11410759994760156,6.030799999833107,2134.69039000012,2134.7903674002737,2134.7903674002737,0.030846899840980768,0.13078089989721775,space,1.956644400022924,2136.790370200295,2136.790370200295,3.6300159990787506e-05,0.09810940036550164,num_9,1.1890696003101766,2138.023785280157,0.001863500103354454,0.09798819990828633,2138.340370700229,2138.8070660802537,2139.1071024001576,2139.60704458002,2139.9069876000285,2140.0069679999724,2148.023730300367,2148.023730300367,2148.023875380028,0.0007569999434053898,0.09795730002224445,2149.040372400079,2150.0403468003497,2150.2236780002713,2150.7236501001753,10.014429499860853,10.097771800123155,2158.1234699999914,0.0003806999884545803,2158.1234699999914,0.09790570009499788,2.0,1.5317568997852504,2159.6905778003857,0.002718700096011162,0.0979099003598094,2165.6902620000765,2165.8903030800634,6.231155200395733,6.331130400300026,2166.906887100078,2185.873565380089,2185.8735301000997,26.214465900324285,26.31441960018128,2186.8901630002074,2188.87351220008,0.014474499970674515,0.11435490008443594,2218.890006700065,30.030945400241762,2188.87351220008,,,,,,,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2219.006673700176,0.015076899901032448,0.11422380013391376,6.030869700014591,2225.0233167000115,2225.1233163001016,2225.1233163001016,0.031185699626803398,0.1308606998063624,space,1.6561445002444088,2226.8234306001104,2226.8234306001104,4.0499959141016006e-05,0.09771700017154217,num_9,0.9315598998218775,2227.79004538022,0.001580399926751852,0.09867500001564622,2228.0899599003606,2228.57345418036,2228.889826599974,2229.373221880384,2229.6899887002073,2229.789973200299,,2237.8065989003517,2237.8066690802575,0.017975499853491783,0.11515370011329651,2238.8065325003117,2239.8066193000413,2239.956420100294,2240.4732588999905,10.015177600085735,,2247.906494300347,0.018213799688965082,2247.906494300347,0.11511209979653358,4.0,1.8644816000014544,2249.80673710024,0.002559400163590908,0.09688240010291338,2255.8231727001257,2256.006597680133,6.230174200143665,6.330267600249499,,2275.9898339799606,2275.9897561003454,26.213455200195312,26.31343000009656,2276.9897549003363,2279.0065593002364,-0.0007851999253034592,0.0967365000396967,2309.022973299958,30.013299699872732,2279.0065593002364,,,,,,,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2309.1229575001635,0.013972499873489141,0.11327799968421459,6.0299460999667645,2315.1396008003503,2315.2395927002653,2315.2395927002653,0.030046799685806036,0.12994309980422258,space,2.3398122997023165,2317.6228293003514,2317.6228293003514,4.719989374279976e-05,0.09778250008821487,num_9,1.0287922001443803,2318.6898823800498,0.0018839999102056026,0.09757139999419451,2318.9895770000294,2319.472969479952,2319.7895961999893,2320.2730060802774,2320.5895760003477,2320.6896127001382,,2328.7062331000343,2328.7065610802733,0.016960399691015482,0.1142095997929573,2329.706071500201,2330.722866000142,2330.889674700331,2331.3894704002887,10.030876299832016,,2338.8227528003044,0.033838999923318624,2338.8227528003044,0.1307225995697081,3.0,4.331299700308591,2343.1896995003335,0.0015615997835993767,0.09919360000640154,2349.2061364999972,2349.3561471804046,6.199103199876845,6.299455199856311,,2369.3726927801968,2369.3727362002246,26.215779799968004,26.315908699762076,2370.389322699979,2372.3893818003125,0.001964699476957321,0.09903549961745739,2402.389224400278,30.03224669955671,2372.3893818003125,,,,,,,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2402.5059345001355,0.01614299975335598,0.11557009955868125,6.015499299392104,2408.4890833003446,2408.589194000233,2408.589194000233,-0.0005017006769776344,0.0988509994931519,space,2.0785226998850703,2410.7225628001615,2410.7225628001615,4.359986633062363e-05,0.09797579981386662,num_9,1.0487955999560654,2411.822628580127,0.0026592002250254154,0.0978085002861917,2412.1391982003115,2412.605806380138,2412.905785900075,2413.4058482801543,2413.705831600353,2413.8057896001264,2421.802224200219,2421.802224200219,2421.8189421799966,0.010787900071591139,0.09756739996373653,2422.839376400225,2423.805844299961,2424.0057972003706,2424.4890495999716,10.014498200267553,,2431.938990100287,0.017396400216966867,2431.938990100287,0.1144353998824954,6.0,2.497921499889344,2434.4727092999965,0.0015817000530660152,0.09926819987595081,2440.4890495999716,2440.6391031803564,6.199223599862307,6.29921709978953,2441.6389810000546,2460.6390211801977,2460.6389876003377,26.19915789971128,26.29914189968258,2461.6389814000577,2463.655661799945,0.016076599713414907,0.11574999941512942,2493.672170200385,30.032326099462807,2463.655661799945,,,,,,,6.0987773993983865,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493.8055449002422,0.03258149977773428,0.13229159964248538,2523.8053937000223,30.032147399615496,,7150,Gustatory,2024-10-18_11h27.25.667,Gustatory_Condition_v2,2022.2.5,29.98973751048809,
