loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,p_port_6.started,fixation_cross.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,p_port_10.started,accept_reject.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.05841800011694,149.05841800011694,0.006655300036072731,0.13244309974834323,6.0,6.526757299900055,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6419966001995,155.6419966001995,0.007933299988508224,0.14771129982545972,7.0,3.3738591000437737,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0415729000233,159.0415729000233,0.007204500027000904,0.13081469992175698,5.0,4.924743699841201,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.00830570003018,164.00830570003018,0.006573500111699104,0.1323800003156066,5.0,2.8267907998524606,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.89178489986807,166.89178489986807,0.008534600026905537,0.14800010016188025,3.0,8.507043399848044,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.42493059998378,175.42493059998378,0.005606099963188171,0.13254699995741248,5.0,5.527774000074714,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.99176019988954,180.99176019988954,0.000709600280970335,0.13253220031037927,3.0,4.133100300095975,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,185.15854519978166,0.00015850039198994637,0.13260090025141835,6.0159459002316,191.1749986000359,191.39132629986852,191.39132629986852,0.12853580014780164,0.26588950026780367,5.99921469995752,197.45830139983445,197.45830139983445,197.45830139983445,0.08838400011882186,0.23281149985268712,203.19151329994202,203.35821219999343,5.999220300000161,6.1324557000771165,11.999209300149232,209.3915309999138,209.49163600010797,209.49163600010797,0.03276690002530813,0.16584639996290207,up,2.2279272000305355,211.77491569984704,4.2300205677747726e-05,0.1310594999231398,217.80816299980506,217.80816299980506,0.025557800196111202,0.16444069985300303,1.0,4.0398411001078784,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8747085998766,221.8747085998766,0.006934999953955412,0.13241440011188388,1.0,1.059834299609065,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.97488320013508,222.97488320013508,0.006838000379502773,0.13184950035065413,1.0,0.9261890999041498,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.94151839986444,223.94151839986444,0.006704899948090315,0.1324201002717018,6.0,2.8268415997736156,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.80813420005143,226.80813420005143,0.007513599935919046,0.13128909980878234,2.0,4.458106699865311,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.32476679980755,231.32476679980755,0.008248199708759785,0.14719709986820817,1.0,2.7400350999087095,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.09165749978274,234.09165749978274,0.006845700088888407,0.13266950007528067,1.0,1.3599702003411949,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.49162459978834,235.49162459978834,0.0013451999984681606,0.13075429992750287,6.0,2.5974584999494255,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,238.12502680020407,0.00013489974662661552,0.11563199991360307,6.01571760000661,244.12466080021113,244.4080205000937,244.4080205000937,0.16728699952363968,0.3158213999122381,6.015808399766684,250.4082510001026,250.4082510001026,250.4082510001026,0.06909809960052371,0.21582759963348508,256.1413922999054,256.30807550018653,6.015805799514055,6.149090899620205,12.015741899609566,262.3414151999168,262.441398399882,262.441398399882,0.01611569942906499,0.14911059942096472,down,1.982065100222826,264.458074899856,3.150012344121933e-05,0.13142939982935786,270.5081135001965,270.5081135001965,0.04349570022895932,0.18144880002364516,7.0,4.8054666998796165,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.3413953999989,275.3413953999989,0.006880899891257286,0.1326057999394834,6.0,6.626762799918652,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.02494079992175,282.02494079992175,0.008583000395447016,0.1477928003296256,6.0,3.040059800259769,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.10830859979615,285.10830859979615,0.009802200365811586,0.14707910036668181,4.0,4.2383323004469275,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.39138580020517,289.39138580020517,0.008096400182694197,0.14801130024716258,6.0,4.10750799998641,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.52469549980015,293.52469549980015,0.007323599886149168,0.13110409956425428,5.0,2.724766700062901,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.29158619977534,296.29158619977534,0.007804000284522772,0.1309628002345562,1.0,3.057611099909991,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.39145149989054,299.39145149989054,0.0006935000419616699,0.13261449988931417,3.0,3.999956099782139,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,303.42495909985155,0.0002617998979985714,0.13139719981700182,6.014725999906659,309.4413641002029,309.60812960006297,309.60812960006297,0.0707449996843934,0.21475059958174825,6.014670999720693,315.70780610013753,315.70780610013753,315.70780610013753,0.06750949984416366,0.21467689983546734,321.4415684998967,321.64131940016523,6.014753099530935,6.148021299391985,12.014698299579322,327.6746180001646,327.7412971998565,327.7412971998565,0.014852199703454971,0.14796899957582355,down,1.418253700248897,329.20794080011547,4.6199653297662735e-05,0.13097769999876618,335.2414481001906,335.2414481001906,0.02527739992365241,0.16421879967674613,3.0,5.6400623000226915,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.9078553998843,340.9078553998843,0.006537300068885088,0.13238490000367165,6.0,2.160185699816793,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.1078833001666,343.1078833001666,0.006639000028371811,0.1323730000294745,5.0,3.093557700049132,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.2412378001027,346.2412378001027,0.007030200213193893,0.13087749993428588,6.0,5.391570299863815,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.6743936999701,351.6743936999701,0.007390599697828293,0.13165139965713024,1.0,2.392270699609071,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1078483997844,354.1078483997844,0.007375500164926052,0.13075670041143894,4.0,4.091067699715495,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.24115009978414,358.24115009978414,0.007729100063443184,0.1311539001762867,5.0,3.024466299917549,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.30781600018963,361.30781600018963,0.000668100081384182,0.13258600002154708,3.0,4.9998474000021815,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,366.34116409998387,0.00024109985679388046,0.13196829985827208,6.031865899916738,372.37460900004953,372.5243103001267,372.5243103001267,0.0774097996763885,0.21518259961158037,6.015180299524218,378.62460590014234,378.62460590014234,378.62460590014234,0.07635039975866675,0.21524829976260662,384.3578082998283,384.55780160008,6.01515969960019,6.148493299726397,12.015118799638003,390.59110270021483,390.6577941002324,390.6577941002324,0.015305199660360813,0.14847979974001646,up,1.782362800091505,392.49147679982707,4.039984196424484e-05,0.13099549990147352,398.52458949992433,398.52458949992433,0.0256288000382483,0.16421830002218485,1.0,5.006140900310129,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.5744778001681,403.5744778001681,0.007624299731105566,0.14742569997906685,1.0,3.2072691000066698,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.8246589000337,406.8246589000337,0.00814220029860735,0.14756710035726428,1.0,1.8070608000271022,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.67462820000947,408.67462820000947,0.011145700234919786,0.1480432003736496,5.0,3.871754900086671,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.5743623999879,412.5743623999879,0.0070279003120958805,0.1323683001101017,1.0,2.526169499848038,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.1578832999803,415.1578832999803,0.00899739982560277,0.1473767999559641,1.0,1.0059058000333607,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.1909468998201,416.1909468998201,0.0064905001781880856,0.13259200006723404,1.0,1.193857999984175,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.42434290004894,417.42434290004894,0.0017999997362494469,0.130689499899745,6.0,5.463443899992853,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,422.9246220001951,0.00027590012177824974,0.13081840006634593,6.030868300236762,428.9576477999799,429.12454870017245,429.12454870017245,0.09095830004662275,0.2308117002248764,6.0307571003213525,435.22442079987377,435.22442079987377,435.22442079987377,0.08918430004268885,0.2308113002218306,440.9576352997683,441.1243178001605,6.030842199921608,6.164092500228435,12.030754200182855,447.1576414001174,447.25763050001115,447.25763050001115,0.031076899729669094,0.16408309992402792,down,1.7100170003250241,449.02426300011575,4.700012505054474e-05,0.1312661999836564,455.0745092998259,455.0745092998259,0.04266629973426461,0.18106660014018416,6.0,4.672812900040299,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.7911082999781,459.7911082999781,0.008094499818980694,0.14720379980280995,5.0,4.773778500035405,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.5909027000889,464.5909027000889,0.007663600146770477,0.13098759995773435,1.0,2.5578348999843,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.1907104002312,467.1907104002312,0.006995399948209524,0.1325897998176515,6.0,3.5265200999565423,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.75754750007764,470.75754750007764,0.0058327000588178635,0.13231160026043653,5.0,2.494365599937737,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.3077985998243,473.3077985998243,0.008567099925130606,0.1478116000071168,5.0,1.4732645000331104,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.8241643998772,474.8241643998772,0.009462099988013506,0.14766979962587357,6.0,5.506099999882281,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.3575985999778,480.3575985999778,0.0006471001543104649,0.13228300027549267,3.0,4.599549499806017,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,484.99109400017187,0.00031899986788630486,0.13105650013312697,6.031030800193548,491.0241121998988,491.1907223002054,491.1907223002054,0.08512039994820952,0.23136759968474507,6.031086199916899,497.2909369999543,497.2909369999543,497.2909369999543,0.08591010002419353,0.23103149980306625,503.02407409995794,503.1907572997734,6.031034199986607,6.1643212996423244,12.031122399959713,509.2240726999007,509.3241914999671,509.3241914999671,0.031162299681454897,0.1642711996100843,up,1.435708800330758,510.807435200084,4.409998655319214e-05,0.1311574997380376,516.8406608998775,516.8406608998775,0.027049999684095383,0.16421489976346493,2.0,3.4048385000787675,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.2739912997931,520.2739912997931,0.00799230020493269,0.13109289994463325,2.0,2.390555700287223,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.7071850001812,522.7071850001812,0.007544899825006723,0.13122159987688065,1.0,1.5244475002400577,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.2740206001326,524.2740206001326,0.0065284003503620625,0.13247270043939352,1.0,0.7939093997702003,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.1243401998654,525.1243401998654,0.009079399984329939,0.1472379001788795,6.0,2.272515899967402,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.4242143998854,527.4242143998854,0.007777299731969833,0.13097319984808564,1.0,2.224310299847275,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.6907059000805,529.6907059000805,0.006873200181871653,0.1315594003535807,1.0,1.2260413998737931,,,,,,,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.9574698000215,530.9574698000215,0.0006958995945751667,0.13269009999930859,6.0,2.8329830998554826,3599,Moral,2024-11-20_14h32.54.226,MoralCondition_v2,2022.2.5,59.84927555154056,
