loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,22.085449159378186,0.0008574000094085932,0.10104059998411685,22.667709469911642,22.967757000005804,23.267753969994374,23.567757299984805,23.867701569921337,24.20113419997506,24.20113419997506,0.0020886000711470842,0.10124510002788156,39.20117829996161,15.00129000004381,39.30118439998478,0.0012621000641956925,0.10118970007169992,39.76787239999976,space,1.3475275000091642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.90119040000718,143.90119040000718,0.008358900086022913,0.09761450008954853,5.0,5.156950499978848,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.1010643999325,149.1010643999325,0.0064224000088870525,0.09920180006884038,3.0,4.627740599913523,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.78485149994958,153.78485149994958,0.008066499955020845,0.11402670003008097,5.0,3.240376300062053,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.05117290001363,157.05117290001363,0.007674599997699261,0.09795269998721778,3.0,4.857893700012937,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.96818219998386,161.96818219998386,0.007119600079022348,0.11400230007711798,3.0,2.5094175999984145,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.50125649990514,164.50125649990514,0.007152699981816113,0.09804730000905693,2.0,2.925178600009531,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.46790439996403,167.46790439996403,0.0007568999426439404,0.09895010001491755,2.0,8.699499899987131,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,176.20170619990677,0.00040470005478709936,0.0974740000674501,182.2012085999595,6.030654200003482,182.40103939990513,182.40103939990513,0.08806420001201332,0.1974192000925541,6.03065540001262,188.50137109996285,188.50137109996285,188.50137109996285,0.0888675000751391,0.1977398000890389,194.20125249994453,194.40125429991167,6.030725800083019,6.130687000113539,200.40129089995753,12.030748300021514,200.5012172999559,200.5012172999559,200.534585999907,200.534585999907,0.030809600139036775,0.13061480014584959,up,2.149086599936709,202.71792329999153,5.170004442334175e-05,0.09780640003737062,208.73455449996982,208.73455449996982,208.73455449996982,0.008871000027284026,0.11461270006839186,4.0,4.939821199979633,,,,,,,188.40122959995642,188.40122959995642,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.70128119993024,213.70128119993024,0.007665600045584142,0.09784659999422729,5.0,3.491318400017917,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.2347596999025,217.2347596999025,0.00629980000667274,0.09938779997173697,3.0,2.7605343000032008,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.03443120000884,220.03443120000884,0.007462300010956824,0.09789670002646744,2.0,3.991341899964027,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.06800969992764,224.06800969992764,0.007881699944846332,0.09746429999358952,3.0,4.89042359997984,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.00141239992809,229.00141239992809,0.007613699999637902,0.09759100002702326,3.0,2.2576893999939784,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.30131389992312,231.30131389992312,0.007093499996699393,0.09925750002730638,4.0,3.4929786999709904,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.8346756999381,234.8346756999381,0.0013195000356063247,0.09780750004574656,4.0,7.097700299927965,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,241.96813209995162,0.00013390008825808764,0.09928470000158995,247.98453219991643,6.015944899991155,248.1678636999568,248.1678636999568,0.08388070005457848,0.19923300005029887,5.999269400024787,254.234635300003,254.234635300003,254.234635300003,0.05983770010061562,0.1664658001391217,259.93464399990626,260.1345694999909,5.999356600106694,6.099295100080781,266.13456239993684,11.999309500097297,266.23455099994317,266.23455099994317,266.2679019999923,266.2679019999923,0.0003719001542776823,0.09929700009524822,up,1.0229331000009552,267.3345913999947,3.729993477463722e-05,0.09808639995753765,273.3512064999668,273.3512064999668,273.3512064999668,0.008239499991759658,0.1147345999488607,3.0,3.3406673000426963,,,,,,,254.234635300003,254.234635300003,6.099280600086786,12.09931200009305,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.71788000001106,276.71788000001106,0.006344499997794628,0.09924240002874285,4.0,2.1274011000059545,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.8848424999742,278.8848424999742,0.006839299923740327,0.09920619998592883,2.0,4.526700000045821,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.45134219992906,283.45134219992906,0.007434899918735027,0.09796439995989203,3.0,1.9250219999812543,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.417957299971,285.417957299971,0.006651800009422004,0.0991965999128297,3.0,2.8936644999776036,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3512522999663,288.3512522999663,0.006477699964307249,0.0993159000063315,4.0,2.4273616999853402,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.8179259999888,290.8179259999888,0.006603799993172288,0.09906070004217327,2.0,3.160138600040227,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.01778519991785,294.01778519991785,0.0014152999501675367,0.09788559994194657,4.0,3.164737300015986,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,297.2180410999572,0.0003423000453040004,0.09764729999005795,303.2178786000004,6.031010700040497,303.4177575999638,303.4177575999638,0.09276620007585734,0.19764400005806237,6.031205900013447,309.5011202999158,309.5011202999158,309.5011202999158,0.0694746000226587,0.18098840001039207,315.20135699992534,315.40132449998055,6.014543500030413,6.114301600027829,321.4012691999087,12.014477800112218,321.50124689994846,321.50124689994846,321.5345792999724,321.5345792999724,0.014534400077536702,0.11430440004914999,up,0.9404078000225127,322.5178763999138,4.0499959141016006e-05,0.09808889997657388,,328.55119139992166,328.55119139992166,0.025999599951319396,0.13148699991870672,2.0,3.706311700050719,,,,,,,309.4011281999992,309.4011281999992,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.2845677000005,332.2845677000005,0.007199799991212785,0.09918269992340356,5.0,3.1264798999764025,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.4681292999303,335.4681292999303,0.008309900062158704,0.11411419999785721,6.0,1.8736938999500126,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.36774879996665,337.36774879996665,0.007131899939849973,0.09812159999273717,2.0,2.2252531000413,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.6346157999942,339.6346157999942,0.006722999969497323,0.09944879997055978,3.0,2.42677330004517,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.11813329998404,342.11813329998404,0.00793540000449866,0.11463179998099804,4.0,3.207692199968733,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.35109169990756,345.35109169990756,0.006309499964118004,0.09911299997474998,2.0,2.460492499987595,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.85122339997906,347.85122339997906,0.0006974999560043216,0.09934690000955015,2.0,6.26660929992795,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,354.1515235999832,0.00016430008690804243,0.0992538999998942,360.16791989991907,6.0159815000370145,360.33465919992886,360.33465919992886,0.0723747001029551,0.18296180001925677,6.016022500116378,366.4345974000171,366.4345974000171,366.4345974000171,0.06896310008596629,0.18263280007522553,372.13460899994243,372.33453120000195,6.016084400122054,6.1159124000696465,378.33473479992244,12.016209400026128,378.43454129993916,378.43454129993916,378.4678203999065,378.4678203999065,0.01609360007569194,0.11596750013995916,up,1.5116729999426752,380.0345362999942,3.9599952287971973e-05,0.09769880003295839,386.0343887999188,386.0343887999188,386.0343887999188,0.009659599978476763,0.09782259992789477,4.0,3.55559370003175,,,,,,,366.3345011000056,366.3345011000056,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.63447910000104,389.63447910000104,0.007366599980741739,0.09794979996513575,2.0,2.7918526000576094,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.46779049991164,392.46779049991164,0.008154100039973855,0.09795239998493344,3.0,2.757672999985516,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.28487769991625,395.28487769991625,0.008746300009079278,0.1139098999556154,2.0,2.00602530001197,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.3347005000105,397.3347005000105,0.008212200016714633,0.11456209991592914,2.0,2.940687800059095,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.3012116999598,400.3012116999598,0.007510599913075566,0.09802639996632934,4.0,2.4914635999593884,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.8514229999855,402.8514229999855,0.008150800014846027,0.1140544000081718,3.0,3.7066871999995783,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.5846966999816,406.5846966999816,0.001117600011639297,0.0982922000112012,4.0,2.3314979999559,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,408.9512222999474,0.0002853000769391656,0.09785969997756183,414.95130549999885,6.031411200063303,415.15110219991766,415.15110219991766,0.08738430007360876,0.19807290006428957,6.031204200000502,421.2510439999169,421.2510439999169,421.2510439999169,0.0839789001038298,0.1978825000114739,426.9511535000056,427.15113919996656,6.03120820003096,6.131183600053191,433.15124899998773,12.031343600014225,433.2511582999723,433.2511582999723,433.28448959998786,433.28448959998786,0.03138180007226765,0.13126530009321868,up,2.310732400044799,435.6511507999385,4.099996294826269e-05,0.0977431999053806,,441.66764649993274,441.66764649993274,0.024717199965380132,0.11488899996038526,5.0,4.291016299976036,,,,,,,421.15114909992553,421.15114909992553,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0011880999664,446.0011880999664,0.006752200075425208,0.09928229998331517,3.0,1.6936277999775484,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.734928599908,447.734928599908,0.007734999991953373,0.0974551000399515,2.0,1.6241916998988017,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.40100519999396,449.40100519999396,0.006804600008763373,0.09914750000461936,3.0,1.8613875999581069,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.3176180999726,451.3176180999726,0.007825199980288744,0.11306989996228367,2.0,1.4895271999994293,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.83447989996057,452.83447989996057,0.0057649000082165,0.09940609999466687,2.0,3.0614572999766096,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.9514033999294,455.9514033999294,0.008095200057141483,0.11451210000086576,3.0,2.107284600031562,,,,,,,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0846675999928,458.0846675999928,0.0013645000290125608,0.09786300000268966,4.0,4.797766399919055,,,,,,1660,Moral,2025-03-04_17h31.15.868,MoralCondition_v2,2022.2.5,29.962394198714776,
