Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,taste_sound_3.stopped,spit_sound.stopped,p_port_18.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1958.075317800045,0.0315822996199131,0.13057939987629652,1964.0753004997969,6.030816399957985,1964.1752772997133,1964.1752772997133,0.030989599879831076,0.1305252998135984,space,3.408007999882102,1967.625271299854,1967.625271299854,5.770009011030197e-05,0.0979329003021121,num_9,3.0140592996031046,1970.6920028798747,0.0025933999568223953,0.0981470001861453,1971.0085979998112,1971.4753058799076,1971.7751239999197,1972.2920305798295,1972.6753746997565,1980.6751866000704,1980.6751866000704,1980.6752691799309,0.014831900130957365,0.11470340006053448,1982.6752339000814,1982.875271299854,1983.375394999981,12.014588900376111,1992.791725100018,-0.00015910016372799873,1992.791725100018,0.09782390017062426,5.0,3.599131300114095,1996.4255127999932,0.0016345004551112652,0.0992070003412664,2002.4250727999024,2002.591804579785,6.199188200291246,6.299046500120312,2003.6084364997223,2032.6083138798829,2032.6082806000486,36.215737600345165,36.315756500232965,2033.6082059997134,2035.6082329000346,2035.6082329000346,0.01569399982690811,0.11578950006514788,2065.624778599944,30.032233700156212,,1972.6085266000591,,12.097783800214529,,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,2065.7415475999005,0.016063400078564882,0.11558170011267066,2071.7414313000627,6.0155186001211405,2071.8414567001164,2071.8414567001164,0.015587199945002794,0.11548430006951094,space,2.0618789000436664,2073.9580850000493,2073.9580850000493,3.859959542751312e-05,0.09831489995121956,num_9,4.80965800024569,2078.8247961797288,0.0023115002550184727,0.09809060022234917,2079.1246569999494,2079.6079835798128,2079.9080090001225,2080.407993379934,2080.808035799768,2088.808035899885,2088.808035899885,2088.808138980018,0.014815300237387419,0.11472870036959648,2090.807996300049,2091.02466190001,2091.5248302998953,12.014790000393987,2100.9412487000227,0.016716300044208765,2100.9412487000227,0.11492109997197986,5.0,2.932333800010383,2103.90817550011,0.0015589999966323376,0.09923209995031357,2109.891079899855,2110.074726880016,6.2155106998980045,6.298816799651831,,2140.091086579906,2140.0911169997416,36.215624699834734,36.31560209998861,2141.1077803997323,2143.1077088001184,2143.1077088001184,0.0014436994679272175,0.09894989943131804,2173.107621999923,30.03213009983301,,2080.708032900002,2089.8079567998648,,,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,2173.240954199806,0.0327245993539691,0.13207479938864708,2179.2575729996897,6.015413699671626,2179.3242353997193,2179.3242353997193,0.015502599533647299,0.11533939931541681,space,2.490906599909067,2181.857658099849,2181.857658099849,1.5399884432554245e-05,0.09940800024196506,num_9,1.8214910998940468,2183.724292579992,0.0018448000773787498,0.09813569998368621,2184.02414159989,2184.5074313799387,2184.807535899803,2185.3074119798375,2185.7241165000014,,2193.740851999726,2193.7409674799537,0.017347899731248617,0.11470869975164533,2195.757484599948,2195.9241363001056,2196.4240415999666,12.031357399653643,2205.8573583997786,0.03428119979798794,2205.8573583997786,0.1313067995943129,4.0,2.931611900217831,2208.8241574000567,0.0015660999342799187,0.0990069997496903,2214.8240616000257,2214.990664879745,6.199040399864316,6.282241200096905,2216.007454399951,2244.990670680022,2244.990597299766,36.19910079985857,36.299048599787056,2246.007406400051,2248.007255299948,2248.007255299948,0.01579169975593686,0.11569679994136095,2278.0237798998132,30.032297699712217,,,2194.7577108000405,,,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278.157076300122,0.03251739963889122,0.1322992998175323,30.015279999468476,2308.156773099676,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2308.2569423997775,0.03407579939812422,0.13206199975684285,2314.2568922000937,6.032039999496192,2314.356908199843,2314.356908199843,0.0321364994160831,0.13202899927273393,space,3.106727299746126,2317.523544599768,2317.523544599768,4.1800085455179214e-05,0.09784930013120174,num_9,4.459913500119001,2322.0402327798774,0.002005899790674448,0.09796309983357787,2322.3567939000204,2322.823691379698,2323.140306599904,2323.6234997799156,2324.0234948997386,2332.04010559991,2332.04010559991,2332.0401480798146,-0.000956099946051836,0.09768510004505515,2334.0399489998817,2334.206673100125,2334.7067594998516,12.01426520012319,2344.1566607998684,0.014955199789255857,2344.1566607998684,0.11427449993789196,4.0,4.133639399893582,2348.323641099967,0.0016238000243902206,0.099348200019449,2354.3400137997232,2354.5067653799897,6.216061000246555,6.315871100407094,2355.5066121998243,2384.5064819799272,2384.5065651000477,36.21587500022724,36.31583490036428,,2387.506479999982,2387.506479999982,0.015827400144189596,0.11579160019755363,2417.523025599774,30.03232470015064,,2323.9400619999506,2333.0567366001196,,,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2417.6397231998853,0.016109599731862545,0.11577170016244054,2423.656337399967,5.999038000125438,2423.7230473998934,2423.7230473998934,-0.00025640008971095085,0.09892180003225803,space,2.4837633999995887,2426.2568612000905,2426.2568612000905,5.250005051493645e-05,0.09740940015763044,num_9,2.669931299984455,2428.989804679947,0.002464400138705969,0.09795980015769601,2429.2897493001074,2429.7729601799047,2430.0895981998183,2430.5729988798967,2430.9897761996835,2438.9896399998106,2438.9896399998106,2438.989648779808,0.0013934001326560974,0.0978966997936368,2441.0063783000223,2441.172947099898,2441.6897820997983,12.014309899881482,2451.08942069998,0.031017699744552374,2451.08942069998,0.13110539969056845,5.0,3.033586499746889,2454.156467499677,0.001519099809229374,0.09917369997128844,2460.1561696999706,2460.3231068797877,6.199125099927187,6.299217599909753,2461.3397002001293,2490.339301079931,2490.33936870005,36.21561810001731,36.315620199777186,2491.3561205998994,2493.339372599963,2493.339372599963,0.01571929967030883,0.1155932997353375,2523.3558510998264,30.032151299528778,,2430.8896941998973,2439.989623100031,12.097619600128382,6.098954900167882,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2523.4725379999727,0.016028599813580513,0.11568819964304566,2529.489134499803,6.032071199733764,2529.5891736000776,2529.5891736000776,0.03223259933292866,0.13208629935979843,space,2.3463447000831366,2531.972482000012,2531.972482000012,4.939967766404152e-05,0.09763789968565106,num_9,2.5153164002113044,2534.5225169797895,0.0020979000255465508,0.09805080015212297,2534.8390480000526,2535.3058385797312,,2536.122617879836,2536.5057851998135,2544.505743099842,2544.505743099842,2544.5057896798944,0.014761200174689293,0.11440260009840131,2546.522399299778,2546.6888935999013,2547.189053399954,12.031301700044423,2556.6389156999066,0.016735800076276064,2556.6389156999066,0.11448549991473556,5.0,5.6988326003775,2562.372617899906,0.0015750997699797153,0.0994663997553289,2568.3723105001263,2568.5389655800072,6.1991746998392045,6.29931869963184,2569.5724542001262,2598.555532779964,2598.555584100075,36.2158576999791,36.31571380002424,,2601.555460299831,2601.555460299831,0.015832999721169472,0.11567469965666533,2631.5722083998844,29.99904209980741,30.098997199442238,2536.439110300038,,,,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2631.6720062000677,0.0008142995648086071,0.09891789965331554,2637.6886240998283,6.015663199592382,2637.805299299769,2637.805299299769,0.032308499328792095,0.13217519968748093,space,2.6179714002646506,2640.4888963997364,2640.4888963997364,3.2300129532814026e-05,0.09875610005110502,num_9,2.5904500000178814,2643.138628379861,0.0021972996182739735,0.09817179990932345,2643.4385466999374,2643.921950379806,2644.238768799696,2644.7218583798503,2645.12190729985,2653.1386811998673,2653.1386811998673,2653.138638179703,0.0016378997825086117,0.09802289959043264,2655.1386698000133,2655.321875699796,2655.8050882997923,12.031332599930465,2665.2551306998357,0.01720949960872531,2665.2551306998357,0.1147411996498704,2.0,3.298294299747795,2668.5888398997486,0.002802100032567978,0.09749280009418726,2674.6050963001326,2674.7716059800705,6.213889500126243,6.297294000163674,2675.7883461997844,2704.788309080014,2704.7883087997325,36.23069510003552,36.330838799942285,2705.7882399996743,2707.7882476998493,2707.7882476998493,-0.00030509987846016884,0.0974006000906229,2737.7881416999735,30.030495199840516,,2645.038520100061,2654.138534399681,,,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2737.9048147001304,0.014526600018143654,0.11377689987421036,2743.9214480998926,6.030406199861318,2744.0214569997042,2744.0214569997042,0.030532999895513058,0.13038969971239567,space,2.042050499934703,2746.121325999964,2746.121325999964,4.879990592598915e-05,0.09805089980363846,num_9,2.5496928999200463,2748.721457479941,0.0021485998295247555,0.09784159995615482,2749.0380045999773,2749.504644180136,,2750.304658279708,2750.704737899825,2758.7214187998325,2758.7214187998325,2758.721648380114,0.001375899650156498,0.09813659964129329,2760.7381770000793,2760.904580099974,2761.421366599854,12.014518599957228,2770.83780309977,0.017768099904060364,2770.83780309977,0.11439889995381236,5.0,2.6645654998719692,2773.5383306001313,0.0015290002338588238,0.0995384999550879,2779.5211171000265,2779.7046009799933,6.1992608001455665,6.29930580034852,,2809.704514879687,2809.7044601999223,36.199199800379574,36.29914870020002,,2812.721095399931,2812.721095399931,0.015828799922019243,0.11581089999526739,2842.7208289001137,30.015537600032985,30.09883960010484,2750.6046732999384,2759.7380723999813,,,,,,,,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842.83768819971,-0.00040300004184246063,0.09921590005978942,30.03228159993887,2872.837482799776,,672,Gustatory,2024-03-21_11h21.10.212,Gustatory_Condition_v2,2022.2.5,29.90802685967661,
