loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,p_port_3.started,textbox.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,,350.7815132001415,0.0009471001103520393,0.12973769987002015,356.8148798998445,6.0296431998722255,356.93159209983423,0.046441199723631144,0.17970470013096929,6.013221299741417,362.96499809995294,362.9982433998957,0.01564399991184473,0.14628349989652634,1.0,1.7981732999905944,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
20,0,20,0,,,,,,,,,,,,,,,,,364.8316629999317,0.0007353001274168491,0.1302768997848034,370.84799560019746,6.013635599985719,370.9647300001234,0.029336099978536367,0.16362940007820725,6.030235199723393,376.99803839996457,377.06461040023714,0.03309399960562587,0.1634345999918878,0.0,3.698105599731207,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
21,0,21,0,,,,,,,,,,,,,,,,,380.7983510000631,0.0005418998189270496,0.130848899949342,386.8315742998384,6.031038300134242,386.94797979993746,0.05717349983751774,0.18082839995622635,6.014138400088996,392.9813765999861,393.0151106999256,0.01476689986884594,0.14754009991884232,1.0,3.433770500123501,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
22,0,22,0,,,,,,,,,,,,,,,,,396.48159100022167,0.00024610012769699097,0.1326896999962628,402.5146196000278,5.999113400001079,402.5977974999696,0.02492759982123971,0.14908699970692396,6.015736599918455,408.63128540012985,408.6978283999488,0.018483999650925398,0.14884529961273074,1.0,1.8648609998635948,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
23,0,23,0,,,,,,,,,,,,,,,,,410.59826799994335,0.000250800047069788,0.13229800015687943,416.6145945000462,6.015591600444168,416.7313315998763,0.035537800285965204,0.16570929996669292,6.032176699955016,422.76447689998895,422.83113409997895,0.03486410016193986,0.16531970025971532,0.0,1.231562600005418,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
24,0,24,0,,,,,,,,,,,,,,,,,424.09806860005483,0.00024319998919963837,0.13266529981046915,430.11454779980704,6.015997499693185,430.23125750012696,0.04236259963363409,0.1657749996520579,5.999217699747533,436.26468379981816,436.33103840006515,0.03523819986730814,0.16561299981549382,0.0,0.8647857001051307,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
25,0,25,0,,,,,,,,,,,,,,,,,437.2311920998618,0.00046429969370365143,0.1310934997163713,443.2644328000024,6.031074800062925,443.364400499966,0.028255799785256386,0.16453929990530014,6.03106899978593,449.39790689991787,449.46430769981816,0.03350209956988692,0.16423499956727028,0.0,1.0999831003136933,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
26,0,26,0,,,,,,,,,,,,,,,,,450.597774699796,0.0006134002469480038,0.13043340016156435,456.59764449996874,6.0135002001188695,456.7311379001476,0.025890199933201075,0.16353580029681325,6.0301733002997935,462.7643801998347,462.83100500004366,0.032219700049608946,0.16344350017607212,1.0,5.598913399968296,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
27,0,27,0,,,,,,,,,,,,,,,,,468.4646669998765,0.0002770000137388706,0.1325832000002265,474.48098770016804,6.015882799867541,474.9643271001987,0.25266420003026724,0.5323811997659504,6.016024199780077,,480.6604316998273,0.013993799686431885,0.11207959987223148,0.0,0.9194843000732362,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
28,0,28,0,,,,,,,,,,,,,,,,,481.6311657000333,0.0002520997077226639,0.13237519981339574,487.64759569987655,6.015711199957877,487.7975098998286,0.0627764998935163,0.1990274996496737,5.999009299557656,493.8309104000218,493.8643106999807,0.03495359979569912,0.16548449965193868,0.0,1.1316869999282062,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
29,0,29,0,,,,,,,,,,,,,,,,,495.031189000234,0.0005536000244319439,0.13030940014868975,501.0642095999792,6.030233600176871,501.18074820004404,0.05463310005143285,0.180396500043571,6.013597600162029,507.2140183998272,507.24753599986434,0.014267799910157919,0.14675049996003509,0.0,8.433536999858916,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
30,0,30,0,,,,,,,,,,,,,,,,,515.71446869988,0.0005529997870326042,0.13009099988266826,521.7140183998272,6.013368399813771,521.8473275001161,0.028575499542057514,0.16389069985598326,6.030214199796319,527.8807493001223,527.9473509998061,0.032989599741995335,0.163572299759835,1.0,2.498203699942678,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
31,0,31,0,,,,,,,,,,,,,,,,,530.4809896000661,0.0007105995900928974,0.13079519988968968,536.4975208998658,6.014078099746257,536.6972473999485,0.11884479969739914,0.24737519957125187,6.030678799841553,,542.7144120000303,0.033393699675798416,0.16394779970869422,0.0,0.8651514002121985,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
32,0,32,0,,,,,,,,,,,,,,,,,543.6141014001332,0.0002594003453850746,0.13258020021021366,549.6473178998567,5.99917500000447,549.7639390002005,0.055270500015467405,0.1824973002076149,6.0157690001651645,555.7973784999922,555.8305770000443,0.019162800163030624,0.14914810005575418,2.0,2.764121300075203,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
33,0,33,0,,,,,,,,,,,,,,,,,558.6308512999676,0.0004930999130010605,0.13084709970280528,564.6639498998411,6.030834099743515,564.7805623998865,0.048138799611479044,0.1808086996898055,6.014243099838495,570.8140758001246,570.8472082000226,0.01610279968008399,0.14741819957271218,1.0,0.7989204004406929,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
34,0,34,0,,,,,,,,,,,,,,,,,571.6808592998423,0.0007661003619432449,0.13037800043821335,577.7139603998512,6.03032340016216,577.8138136002235,0.0409578001126647,0.16360170021653175,6.0303478999994695,583.8472400000319,583.9138722000644,0.03301159990951419,0.16367350006476045,0.0,1.1315005999058485,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
35,0,35,0,,,,,,,,,,,,,,,,,585.080731799826,0.0005649998784065247,0.13054870022460818,591.0804730998352,6.013439900241792,591.2137732999399,0.03384889988228679,0.1636915998533368,6.030288700014353,597.2472004001029,597.3137298999354,0.03314869990572333,0.16355929989367723,0.0,0.8646734999492764,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
36,0,36,0,,,,,,,,,,,,,,,,,598.2141431001946,0.0005184002220630646,0.13069340027868748,604.2304336000234,6.0141767002642155,604.4807523000054,0.1170783000998199,0.2976939002983272,6.030719300266355,,610.4470747001469,0.03164849989116192,0.16379819996654987,0.0,1.7000024998560548,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
37,0,37,0,,,,,,,,,,,,,,,,,612.1806657998823,0.0008038999512791634,0.1306277997791767,618.2137668002397,6.030506600160152,618.3303903001361,0.050428600050508976,0.180356299970299,6.013758399989456,624.3637129999697,624.3969107000157,0.017020199913531542,0.14696439960971475,0.0,11.53101440006867,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
38,0,38,0,,,,,,,,,,,,,,,,,635.9638859000988,0.0005849003791809082,0.1308969003148377,641.9802773999982,6.01418050006032,642.096855300013,0.028828900307416916,0.16425759997218847,6.03086750023067,648.1303007998504,648.1968777999282,0.0333317001350224,0.16411340003833175,0.0,2.165070599876344,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
39,0,39,0,,,,,,,,,,,,,,,,,650.397259300109,0.0004956000484526157,0.13062300020828843,656.4137136000209,6.014038300141692,656.5635493001901,0.07412939984351397,0.19727029977366328,6.030644699931145,662.5969238001853,662.6301775001921,0.03339049965143204,0.1640828000381589,0.0,0.6314888000488281,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
40,0,40,0,,,,,,,,,,,,,,,,,663.2970723998733,0.0009103002957999706,0.13055989984422922,669.3302110000513,6.0304026999510825,669.4301876998506,0.030509999953210354,0.16363260010257363,6.0305575001984835,675.4635505001061,675.5301045002416,0.03320450009778142,0.16378619987517595,1.0,5.664973100181669,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
41,0,41,0,,,,,,,,,,,,,,,,,681.2304409998469,0.00024720001965761185,0.13227170007303357,687.2634160001762,6.032263199798763,687.3635191000067,0.04110639961436391,0.16557219997048378,6.032164099626243,693.3968968000263,693.4633587999269,0.03482929989695549,0.16545689990743995,0.0,0.9650083999149501,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
42,0,42,0,,,,,,,,,,,,,,,,,694.4637746000662,0.000439599622040987,0.13109999988228083,700.4968463000841,6.030955299735069,700.6132975998335,0.046325099654495716,0.18097549956291914,6.014031999744475,706.6297849998809,706.6798343001865,0.014786799438297749,0.14731839951127768,2.0,2.500015300232917,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
43,0,43,0,,,,,,,,,,,,,,,,,709.2131782001816,0.00016609998419880867,0.11571400007233024,715.2466493002139,5.999088500160724,715.346506900154,0.041250300128012896,0.16584460018202662,5.999142900109291,721.3799474998377,721.4466391000897,0.03534220019355416,0.16565730003640056,0.0,1.0316007998771966,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
44,0,44,0,,,,,,,,,,,,,,,,,722.5135955000296,0.0006002997979521751,0.1309756999835372,728.5301212999038,6.014174699783325,728.6797958998941,0.0653312997892499,0.1974148997105658,6.030724699608982,734.7132357000373,734.7465687999502,0.033377399668097496,0.16390009969472885,0.0,0.7318535000085831,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
45,0,45,0,,,,,,,,,,,,,,,,,735.5134299001656,0.00027299998328089714,0.13248189957812428,741.5465410999022,5.999230899848044,741.7635856000707,0.12789889983832836,0.28240179968997836,6.015698699746281,,747.7297784001566,0.01852699974551797,0.14893639972433448,1.0,1.1319085001014173,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
46,0,46,0,,,,,,,,,,,,,,,,,748.8968731001951,0.00027110008522868156,0.13218390010297298,754.9131562002003,6.015493500046432,755.0298635000363,0.029631299898028374,0.16552150016650558,6.0320331999100745,761.0631320998073,761.1130630001426,0.018078200053423643,0.14891570014879107,2.0,3.564965699799359,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
47,0,47,0,,,,,,,,,,,,,,,,,764.7134035998024,0.0007066000252962112,0.1304047000594437,770.7297426001169,6.013662100303918,770.9467555000447,0.09928219998255372,0.26375919999554753,6.030374099966139,,776.9463770999573,0.03288140008226037,0.16387630021199584,0.0,0.7984023001044989,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
48,0,48,0,,,,,,,,,,,,,,,,,777.7798878001049,0.0002005002461373806,0.13243940006941557,783.7963684001006,6.0156295001506805,784.0795603999868,0.18985609989613295,0.33226530021056533,5.999121500179172,,790.0130071002059,0.03537820000201464,0.16552409995347261,0.0,3.8981413999572396,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
49,0,49,0,,,,,,,,,,,,,,,,,793.9463122999296,0.0004302002489566803,0.13129930011928082,799.9629835002124,6.014732399955392,800.079514299985,0.040168399922549725,0.16472399979829788,6.031173700001091,806.1129569998011,806.1795132998377,0.03500849986448884,0.16452169977128506,0.0,0.8641511998139322,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
50,0,50,0,,,,,,,,,,,,,,,,,807.0796602000482,0.0002498999238014221,0.13261450035497546,813.11291240016,5.999215800315142,813.2294378001243,0.04719159984961152,0.18258129991590977,6.015855700243264,819.2630405998789,819.296199799981,0.018370899837464094,0.14930240018293262,0.0,0.6317150997929275,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
51,0,51,0,,,,,,,,,,,,,,,,,819.9630641001277,0.0009011998772621155,0.13063749996945262,825.9796821000054,6.013991399668157,826.0960471997969,0.039708299562335014,0.1643003998324275,6.030829199589789,832.1295429999009,832.179387900047,0.015425099525600672,0.1471657995134592,0.0,0.7327418001368642,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
52,0,52,0,,,,,,,,,,,,,,,,,832.9464048999362,0.0005262000486254692,0.1305705001577735,838.9628122001886,6.013870500028133,839.0962896002457,0.05809290008619428,0.18079129979014397,6.013826699927449,845.1294521000236,845.1626896001399,0.016633599996566772,0.14727919967845082,2.0,3.0314209000207484,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
53,0,53,0,,,,,,,,,,,,,,,,,848.2297553000972,0.0005429000593721867,0.1304339999333024,854.2460293001495,6.030410499777645,854.362656599842,0.027102899737656116,0.16381949977949262,6.0304246000014246,860.3960961000994,860.4627113998868,0.033220299519598484,0.16380989970639348,2.0,4.5648751999251544,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
54,0,54,0,,,,,,,,,,,,,,,,,865.0629994999617,0.0006556003354489803,0.1308723003603518,871.0793546000496,6.014057300053537,871.1961370999925,0.029506899882107973,0.16443829983472824,6.030710800085217,877.2293628999032,877.2959054000676,0.03334510000422597,0.163943599909544,0.0,1.1986380000598729,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
55,0,55,0,,,,,,,,,,,,,,,,,878.5295875999145,0.000273099634796381,0.13261429965496063,884.5626261001453,5.999175699893385,884.6791725000367,0.05575519986450672,0.18252419959753752,6.015852099750191,890.7125956998207,890.7459109998308,0.018558599520474672,0.14913179958239198,1.0,0.9314802000299096,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
56,0,56,0,,,,,,,,,,,,,,,,,891.7128508002497,0.0005044001154601574,0.13244440034031868,897.7459026002325,5.999056700151414,897.8458964000456,0.032221199944615364,0.1659694998525083,5.999211300164461,903.8792508002371,903.9457597001456,0.0346093000844121,0.1656240001320839,1.0,0.6996715003624558,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
57,0,57,0,,,,,,,,,,,,,,,,,904.6794146001339,0.0005232002586126328,0.13082250021398067,910.6958516999148,6.014026099815965,910.8126387000084,0.03583279997110367,0.16403109999373555,6.030526999849826,916.8457034998573,916.8957996000536,0.01808109972625971,0.14711449993774295,0.0,3.146709400229156,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
58,0,58,0,,,,,,,,,,,,,,,,,920.0791654000059,0.0006603999063372612,0.1310299001634121,926.1125131999142,6.030975400004536,926.2290920000523,0.04815719975158572,0.18099129991605878,6.014303899835795,932.2624336997978,932.295696800109,0.017157599795609713,0.14760469971224666,1.0,2.064669799990952,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
59,0,59,0,,,,,,,,,,,,,,,,,934.39577679988,0.0005812002345919609,0.13089099992066622,940.429080599919,6.030726700089872,941.0458606998436,0.3864245000295341,0.6809112997725606,6.030747700016946,,946.6289776000194,0.03339989995583892,0.16391009977087379,0.0,3.99823459982872,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
60,0,60,0,,,,,,,,,,,,,,,,,950.6624564998783,0.0005716001614928246,0.1307974001392722,956.662210599985,6.013997300062329,956.7956340000965,0.03189529990777373,0.16412209998816252,6.030695000197738,962.8290091999806,962.8954940000549,0.03370029991492629,0.1640940997749567,0.0,0.9981825998984277,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
61,0,61,0,,,,,,,,,,,,,,,,,963.9291873998009,0.0005175000987946987,0.13082340033724904,969.9622972002253,6.0307913003489375,970.062721400056,0.027309699915349483,0.16413669986650348,6.03076730016619,976.0956203998066,976.1622699000873,0.03373509971424937,0.164069099817425,1.0,0.598178000189364,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
62,0,62,0,,,,,,,,,,,,,,,,,976.7958252001554,0.0005040997639298439,0.1313168997876346,982.828913600184,6.031068599782884,982.9455117001198,0.04747049976140261,0.18140779994428158,6.014378499705344,988.9789225999266,989.0121217002161,0.016492999624460936,0.14773419965058565,1.0,2.132034400012344,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
63,0,63,0,,,,,,,,,,,,,,,,,991.1791607998312,0.0005734004080295563,0.13074270030483603,997.1955050001852,6.013977600261569,997.3454316002317,0.06854839995503426,0.1972749000415206,6.0304585001431406,1003.3788470001891,1003.412221999839,0.033173699863255024,0.16389669990167022,1.0,2.8983871997334063,5914,Visual,2024-11-13_18h39.23.101,Visual_Condition_v2,2022.2.5,59.948839675440794,
