loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.33530499972403,0.0005918999668210745,0.09805299993604422,16.016716560069472,16.416694900020957,16.416694900020957,0.014513200032524765,0.11466620001010597,36.416727300034836,20.014546400052495,36.55013520002831,36.55013520002831,0.014846100006252527,0.11464000004343688,space,14.983614899916574,,,,,,,,,,,,,,,,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
0,0,0,0,,,,,,,,,,,,,,,,,51.56681450002361,0.0017041000537574291,0.09790439996868372,57.583448000019416,6.014515300048515,57.71697400009725,0.04367310006637126,0.14803719997871667,6.014479300007224,63.71676880004816,63.783149900031276,0.01711710006929934,0.11465390003286302,0.0,2.531613799976185,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
1,0,1,0,,,,,,,,,,,,,,,,,66.35022190003656,0.00036340008955448866,0.09758729999884963,72.35016630007885,6.031104500056244,72.48324020009022,0.0335543000837788,0.13119490002281964,6.03092730010394,78.48332910006866,78.56656140007544,0.01602790004108101,0.11425620003137738,2.0,5.465820399927907,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
2,0,2,0,,,,,,,,,,,,,,,,,84.06697819998953,0.0003706999123096466,0.0984413999831304,90.06664360000286,6.031768299988471,90.21686789998785,0.05230089998804033,0.14845330000389367,6.015069999964908,96.21661840006709,96.28332739998586,0.018222699989564717,0.11496799997985363,0.0,4.364509899984114,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
3,0,3,0,,,,,,,,,,,,,,,,,100.6833327000495,0.0002470000181347132,0.09895779995713383,106.69995560008101,6.0155897999648005,106.8164694000734,0.037521100020967424,0.13220580003689975,6.032214500010014,112.81665470008738,112.91667030006647,0.03509300004225224,0.13241459999699146,2.0,3.364761700038798,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
4,0,4,0,,,,,,,,,,,,,,,,,116.3166989000747,0.0007888000691309571,0.09661240002606064,122.31656220008153,6.029928000061773,122.46642900002189,0.05087100004311651,0.1467216000892222,6.013220300083049,128.46667800005525,128.5331938000163,0.016227600048296154,0.11320950009394437,1.0,1.831451499951072,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
5,0,5,0,,,,,,,,,,,,,,,,,130.4001247000415,0.0002562999725341797,0.09918989997822791,136.41652259998955,6.015643600025214,136.53314720001072,0.037489700014702976,0.13234580005519092,6.032320199999958,142.53323510009795,142.63312310003676,0.035187600064091384,0.13222490006592125,3.0,1.498092900030315,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
6,0,6,0,,,,,,,,,,,,,,,,,144.16690760001075,0.0004010000266134739,0.097813899978064,150.1665284000337,6.031033499981277,150.31659470009618,0.05156160006299615,0.14777350006625056,6.014255300047807,156.31648270005826,156.38335130002815,0.01720170013140887,0.11439400003291667,2.0,10.36475840001367,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
7,0,7,0,,,,,,,,,,,,,,,,,166.7831906999927,0.00036509998608380556,0.09764159994665533,172.78306670009624,6.030865699984133,172.91651720006485,0.03091069997753948,0.13109040004201233,6.030862100073136,178.91654480004217,179.0163934000302,0.03388590004760772,0.1307716000592336,3.0,1.3313458999618888,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
8,0,8,0,,,,,,,,,,,,,,,,,180.3834767000517,0.00022209994494915009,0.09917229996062815,186.39973330008797,6.015610599890351,186.51637329999357,0.04138439998496324,0.13255819992627949,5.999054200015962,192.5163884999929,192.58295400009956,0.002382699982263148,0.09914629999548197,1.0,2.197671400033869,6.09899069997482,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
9,0,9,0,,,,,,,,,,,,,,,,,194.81671060004737,0.00022759998682886362,0.09897110005840659,200.8162407000782,6.015591199975461,200.93296640005428,0.020468999980948865,0.11538209998980165,6.015358500066213,206.93294870003592,207.03286400006618,0.01782250008545816,0.11522270005661994,0.0,1.7986080999253318,,6.098632900044322,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
10,0,10,0,,,,,,,,,,,,,,,,,208.86642460001167,0.0006447000196203589,0.09739559993613511,214.8829970000079,6.013905599946156,214.99949750001542,0.03950650000479072,0.13053369999397546,6.0306519999867305,220.99992100009695,221.09961440006737,0.033310099970549345,0.13067630003206432,0.0,3.4315056999912485,,,670,Visual,2024-02-29_13h02.23.652,Visual_Condition_v2,2022.2.5,30.077223274030068,
