loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.585011307150126,0.0007462017238140106,0.09950900077819824,18.900989400222898,19.150614240951835,19.450670501217246,19.76742294039577,20.067297101020813,20.350738741271197,20.650571700185537,20.650571700185537,-0.00043839961290359497,0.09985930100083351,35.667384300380945,15.016449701040983,35.80080780014396,0.016478201374411583,0.11612110212445259,36.267346100881696,space,1.4119260981678963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,37.734111400321126,0.0013154000043869019,0.098574198782444,43.75066629983485,6.014972498640418,43.967321099713445,43.967321099713445,0.10113210044801235,0.23166210018098354,6.0316620990633965,50.067499900236726,50.067499900236726,50.067499900236726,0.09782670065760612,0.23162540048360825,55.76732570119202,55.93425440043211,5.999190600588918,6.09829879924655,61.9340204000473,12.03172709979117,62.05055190064013,62.05055190064013,0.03163599967956543,0.13178560137748718,up,2.093767298385501,64.20085570029914,5.7499855756759644e-05,0.09759340062737465,70.21725459955633,70.21725459955633,70.21725459955633,0.004789900034666061,0.11419619992375374,3.0,8.62716150097549,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8672714997083,78.8672714997083,0.006700299680233002,0.0988306999206543,3.0,1.4266325011849403,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.35079549998045,80.35079549998045,0.01002660021185875,0.11412580125033855,2.0,2.071788800880313,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.45081230066717,82.45081230066717,0.009208600968122482,0.09695659950375557,1.0,1.9889122992753983,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.48403530009091,84.48403530009091,0.006610101088881493,0.09918530099093914,4.0,2.5934557989239693,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.13400710001588,87.13400710001588,0.012949399650096893,0.11442800052464008,2.0,2.6359474007040262,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81735660135746,89.81735660135746,0.011844199150800705,0.1136917993426323,2.0,1.4360666014254093,,,,,,,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.28399530053139,91.28399530053139,0.0016095004975795746,0.09805100038647652,4.0,10.497161900624633,,,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,101.81754299998283,0.000390099361538887,0.09805809892714024,107.81725290045142,6.031465100124478,108.08364900015295,108.08364900015295,0.15311869978904724,0.2648847997188568,6.031354200094938,114.11730720102787,114.11730720102787,114.11730720102787,0.0907405000180006,0.19801069982349873,119.8173936009407,120.01738619990647,6.031556600704789,6.131407700479031,126.01705880090594,12.031228000298142,126.15051840059459,126.15051840059459,0.031519100069999695,0.1313645001500845,up,1.2403780985623598,127.45055610127747,4.779919981956482e-05,0.0975301992148161,,133.46706520020962,133.46706520020962,0.024525798857212067,0.114521699026227,4.0,4.857614999637008,,,,,,,126.11717280000448,126.11717280000448,,,,,,9462,Moral,2024-07-09_18h42.26.091,MoralCondition_v2,2022.2.5,30.000776966666695,
