Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,connecting_message.started,connecting_message.stopped,sync_beep_1.started,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,cross.started,instructions.started,spacebar_hit.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.82493369979784,47.103231200017035,47.1025452409871,47.360165500082076,47.59217586978339,48.09814926986583,48.37315439991653,48.37315439991653,72.74952089972794,78.71326519967988,78.71326519967988,,,,,,,
