loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,28.323106195777655,0.0008533000946044922,0.10083690099418163,28.640222100540996,28.906603019498288,29.20661609992385,29.50654092039913,30.10661651920527,30.42330309934914,30.42330309934914,0.017646601423621178,0.11772840097546577,45.40656000003219,15.00095490179956,15.084297500550747,45.52358849905431,0.017994200810790062,0.11766610108315945,46.02338100038469,space,2.2698905020952225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,48.34013669937849,0.0018013007938861847,0.09841769933700562,54.34003029949963,6.03169790096581,54.590187799185514,54.590187799185514,0.11693990044295788,0.24820800125598907,6.0149071011692286,60.6567297000438,60.6567297000438,60.6567297000438,0.08055710047483444,0.21508620120584965,66.35665619932115,66.52330769971013,6.014951700344682,6.11492140032351,72.52342510037124,12.01511250063777,72.65679690055549,72.65679690055549,0.01516670174896717,0.11486220173537731,up,3.172997899353504,75.89004809968174,5.6298449635505676e-05,0.09754589945077896,81.90659379959106,81.90659379959106,81.90659379959106,0.0078113991767168045,0.11435939930379391,2.0,9.424438199028373,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.35659969970584,91.35659969970584,0.009133901447057724,0.09892320074141026,3.0,17.690975800156593,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.08982400037348,109.08982400037348,0.008917100727558136,0.09807679988443851,1.0,5.623682800680399,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.77338179945946,114.77338179945946,0.01739249937236309,0.115642499178648,1.0,3.0327655002474785,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.83985519967973,117.83985519967973,0.008966399356722832,0.0992760993540287,5.0,4.5583017989993095,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.45660310052335,122.45660310052335,0.012509200721979141,0.11455820128321648,1.0,3.4034098014235497,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.90687029995024,125.90687029995024,0.011316001415252686,0.11416260153055191,1.0,1.7036889996379614,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.63988620042801,127.63988620042801,0.001529701054096222,0.0976864006370306,6.0,12.197320699691772,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,139.8734137993306,0.0002579987049102783,0.09783229976892471,145.8898159004748,6.014612698927522,146.07304090075195,146.07304090075195,0.08668649941682816,0.19773569889366627,6.031099699437618,152.15652479976416,152.15652479976416,152.15652479976416,0.08384530059993267,0.18108429946005344,157.85649389959872,158.05658149905503,6.014528900384903,6.114452600479126,164.05645629949868,12.014487499371171,164.18979850038886,164.18979850038886,0.014626400545239449,0.11434669978916645,down,0.7670721001923084,165.00648009963334,4.5301392674446106e-05,0.09795220009982586,,171.023060599342,171.023060599342,0.023842500522732735,0.11457480117678642,2.0,4.791976001113653,,,,,,,152.0733110997826,152.0733110997826,164.15648720040917,164.15648720040917,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.85647770017385,175.85647770017385,0.006870299577713013,0.09922190010547638,6.0,5.626668898388743,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.54007060080767,181.54007060080767,0.007703401148319244,0.11418789997696877,5.0,9.740980200469494,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.306386500597,191.306386500597,0.007485698908567429,0.09749399870634079,1.0,1.9261004999279976,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.27298050001264,193.27298050001264,0.008274700492620468,0.0982678011059761,4.0,3.7577553000301123,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0730716995895,197.0730716995895,0.00706540048122406,0.09924869984388351,1.0,1.4931195005774498,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.6063905004412,198.6063905004412,0.00737369991838932,0.09914389997720718,1.0,2.526138899847865,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.17300130054355,201.17300130054355,0.0012180991470813751,0.09849659912288189,3.0,11.398054700344801,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,212.60663029924035,0.00031969882547855377,0.09781049937009811,218.60631649941206,6.031180499121547,218.8061998002231,218.8061998002231,0.08497519977390766,0.19789030030369759,6.031204599887133,224.88961360044777,224.88961360044777,224.88961360044777,0.08484720066189766,0.1814299002289772,230.58961739949882,230.78957040049136,6.014363300055265,6.114456498995423,236.78952980041504,12.014320500195026,236.9229447990656,236.9229447990656,0.014657899737358093,0.11460440047085285,down,0.794030200690031,237.7729394994676,4.3701380491256714e-05,0.09789600037038326,,243.78958410024643,243.78958410024643,0.026656901463866234,0.11466880142688751,1.0,3.322460299357772,,,,,,,224.80635000020266,224.80635000020266,236.88963999971747,236.88963999971747,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.17307350039482,247.17307350039482,0.008350599557161331,0.11438100039958954,1.0,1.34028510004282,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.53950209915638,248.53950209915638,0.007660800591111183,0.09765890054404736,1.0,1.0912379994988441,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.67291430011392,249.67291430011392,0.005433700978755951,0.09940849989652634,6.0,4.128363998606801,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.839679999277,253.839679999277,0.007476000115275383,0.09799559973180294,1.0,6.158364299684763,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0398239996284,260.0398239996284,0.006484599784016609,0.09930719994008541,1.0,3.1938362009823322,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2729330006987,263.2729330006987,0.006599700078368187,0.09906329959630966,1.0,1.4601961988955736,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.77309259958565,264.77309259958565,0.0018894001841545105,0.09760640002787113,1.0,4.630398999899626,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,269.4398113004863,0.00025449879467487335,0.09867249988019466,275.4562004990876,6.014966299757361,275.67266290076077,275.67266290076077,0.11897679977118969,0.23163940012454987,6.0146609004586935,281.7226657997817,281.7226657997817,281.7226657997817,0.06840820051729679,0.18167840130627155,287.439370399341,287.6394458003342,6.031627900898457,6.131596399471164,293.6393951997161,12.031577000394464,293.77292829938233,293.77292829938233,0.03195120021700859,0.131597101688385,down,5.568400600925088,299.4063076004386,4.700012505054474e-05,0.09844719991087914,,305.4228796996176,305.4228796996176,0.025468099862337112,0.11467760056257248,1.0,3.990471599623561,,,,,,,,,293.73942149989307,293.73942149989307,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.45608700066805,309.45608700066805,0.007140299305319786,0.09795740060508251,1.0,1.3251728005707264,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.8228034004569,310.8228034004569,0.007576100528240204,0.09823690168559551,5.0,4.958000799641013,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.8228339999914,315.8228339999914,0.007408499717712402,0.09803349897265434,2.0,3.158015200868249,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0226380992681,319.0226380992681,0.009130900725722313,0.09943610057234764,5.0,3.1911377999931574,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
