loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.25601469911635,322.25601469911635,0.006901700049638748,0.09937120042741299,1.0,1.8934512007981539,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.189336899668,324.189336899668,0.0075720008462667465,0.09831120073795319,5.0,2.1587354000657797,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.3898690007627,326.3898690007627,0.0018950998783111572,0.09756330028176308,1.0,7.529883900657296,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,333.9563510995358,0.00013330020010471344,0.09918750077486038,339.9559687990695,5.999159101396799,340.12279349938035,340.12279349938035,0.061761802062392235,0.16606290079653263,5.999318201094866,346.22247809916735,346.22247809916735,346.22247809916735,0.05834760144352913,0.16582870110869408,351.9224721007049,352.1559746004641,5.999141801148653,6.09912390075624,358.155908100307,11.999089000746608,358.2559353001416,358.2559353001416,4.560127854347229e-05,0.09906030260026455,up,1.8377676010131836,360.1559154000133,6.539933383464813e-05,0.0980122983455658,366.1558488998562,366.1558488998562,366.1558488998562,0.0040092989802360535,0.09816629998385906,6.0,8.995259899646044,,,,,,,346.12273829989135,346.12273829989135,358.2225994002074,358.2225994002074,6.099181501194835,6.09925870038569,12.09916390106082,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.2061884999275,375.2061884999275,0.008273700252175331,0.11402199976146221,1.0,2.2399093005806208,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.4726654998958,377.4726654998958,0.007181800901889801,0.09798210114240646,1.0,0.8584160003811121,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.3725528996438,378.3725528996438,0.00794840045273304,0.09780360013246536,6.0,3.7243247013539076,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.13913559913635,382.13913559913635,0.006686300039291382,0.09917370043694973,1.0,1.227344399318099,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.4056084007025,383.4056084007025,0.006666900590062141,0.0994074996560812,1.0,0.8602009993046522,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.3058780003339,384.3058780003339,0.00645819865167141,0.09932509995996952,1.0,1.2604074012488127,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.6057884003967,385.6057884003967,0.0017579998821020126,0.09707210026681423,7.0,2.0312639996409416,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,387.6726204007864,0.00041809864342212677,0.097113698720932,393.6892684996128,6.013960998505354,393.88902140036225,393.88902140036225,0.11210479959845543,0.21379940025508404,6.013808699324727,399.9560835007578,399.9560835007578,399.9560835007578,0.07081889919936657,0.18056079931557178,405.65580479986966,405.8558188006282,6.013847399502993,6.113734699785709,411.8559421002865,12.013949800282717,411.98907870054245,411.98907870054245,0.014281900599598885,0.11366339959204197,down,2.4883278012275696,414.53912490047514,4.569999873638153e-05,0.09796490147709846,420.5557576995343,420.5557576995343,420.5557576995343,0.009350400418043137,0.11447560042142868,1.0,2.0730098988860846,,,,,,,,,411.9560902994126,411.9560902994126,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.67261189967394,422.67261189967394,0.008364900946617126,0.11401290073990822,6.0,3.8399827983230352,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.53888300061226,426.53888300061226,0.0066386014223098755,0.09947280026972294,1.0,3.860350601375103,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.4558905996382,430.4558905996382,0.00800660066306591,0.11389410123229027,6.0,2.0068727992475033,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.50596030056477,432.50596030056477,0.008812298998236656,0.11442139931023121,1.0,2.306692700833082,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.8560256008059,434.8560256008059,0.008051199838519096,0.11433569900691509,1.0,1.007260100916028,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.8892510998994,435.8892510998994,0.006887299939990044,0.09855750016868114,1.0,2.0592289995402098,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.98893870040774,437.98893870040774,0.001232299953699112,0.09751260094344616,1.0,2.7973301000893116,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,440.8225130997598,0.00013449974358081818,0.09922019951045513,446.83894979953766,6.015981800854206,447.0057554002851,447.0057554002851,0.07208940014243126,0.18259629979729652,6.016094701364636,453.08864960074425,453.08864960074425,453.08864960074425,0.06688580103218555,0.16597720049321651,458.78889640048146,459.02225849963725,5.999122701585293,6.099158300086856,465.02223639935255,11.999098401516676,465.1222077999264,465.1222077999264,-0.0003306977450847626,0.09911350160837173,down,1.6272260006517172,466.80590320006013,5.000084638595581e-05,0.09780650027096272,472.82263189926744,472.82263189926744,472.82263189926744,0.008748400956392288,0.1145543996244669,5.0,11.773382000625134,,,,,,,453.00585990026593,453.00585990026593,465.0888835005462,465.0888835005462,,,12.099103201180696,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.62218889966607,484.62218889966607,0.007259199395775795,0.0976537000387907,1.0,1.2591602988541126,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.9220943003893,485.9220943003893,0.0073451995849609375,0.09750089980661869,5.0,1.6242849994450808,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.5887174997479,487.5887174997479,0.007123701274394989,0.09817430004477501,5.0,1.7587665002793074,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.3887421991676,489.3887421991676,0.006901901215314865,0.0990965012460947,1.0,1.5600733999162912,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.00564930029213,491.00564930029213,0.007787499576807022,0.11451520025730133,6.0,5.107633600011468,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.13870250061154,496.13870250061154,0.005608398467302322,0.09913389943540096,1.0,1.394369600340724,,,,,,,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.57233230024576,497.57233230024576,0.0019237995147705078,0.09747609868645668,1.0,2.4633080009371042,,,,,,,,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,500.0722109992057,0.00015480071306228638,0.09946309961378574,506.0888550002128,6.016138199716806,506.25540450029075,506.25540450029075,0.07577810063958168,0.18257430009543896,6.015931000933051,512.3385707996786,512.3385707996786,512.3385707996786,0.06582050025463104,0.16620850004255772,518.0386811997741,518.2387080006301,5.999309601262212,6.099314101040363,524.2386697996408,11.999217601493001,524.3727410007268,524.3727410007268,-0.00041859783232212067,0.09944280050694942,down,2.1847185008227825,526.6053023990244,5.0399452447891235e-05,0.09780720062553883,532.6221587993205,532.6221587993205,532.6221587993205,0.00983319990336895,0.11451850086450577,5.0,3.9724920988082886,,,,,,,512.238586500287,512.238586500287,524.3386224005371,524.3386224005371,,,12.09920110180974,6664,Moral,2024-07-08_10h56.39.255,MoralCondition_v2,2022.2.5,30.037886658803874,
