loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
46,0,46,0,,,,,,,,,,,,,,,,,,672.2715559999924,0.0005295999580994248,0.09754380001686513,678.2713430000003,6.0308581999270245,678.4379420999903,0.07088160002604127,0.1641348999692127,6.03063159994781,684.4380611999659,684.4879769999534,0.016618099994957447,0.11420269997324795,0.0,4.53154849994462,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
47,0,47,0,,,,,,,,,,,,,,,,,,689.0548560000025,0.0006779000395908952,0.09705470001790673,695.0546144000255,6.0304822999751195,695.204514299985,0.0533794000511989,0.14727379998657852,6.0136943000834435,701.2045585999731,701.2711937000277,0.017347400076687336,0.11363560007885098,1.0,2.8306146000977606,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
48,0,48,0,,,,,,,,,,,,,,,,,,704.137866999954,0.0007405000505968928,0.0970575000392273,710.1544953000266,6.013694999972358,710.2711574999848,0.0350419000023976,0.13017920008860528,6.0303054000250995,716.2711676999461,716.3709916999796,0.03334480011835694,0.13022230006754398,0.0,1.231220299960114,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
49,0,49,0,,,,,,,,,,,,,,,,,,717.6380148000317,0.0005229999078437686,0.09733639995101839,723.6377948999871,6.0306074999971315,723.7710217999993,0.027110999915748835,0.13061879994347692,6.030555399949662,729.7711123999907,729.854382499936,0.016253800014965236,0.11388990003615618,0.0,1.965300599928014,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
50,0,50,0,,,,,,,,,,,,,,,,,,731.8547189999372,0.0005702999187633395,0.09711450000759214,737.8544463999569,6.030423999996856,738.0042431999464,0.049516099970787764,0.14708809996955097,6.01363359997049,744.0043888000073,744.0709437000332,0.01648580003529787,0.1136145000346005,0.0,1.331576400087215,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
51,0,51,0,,,,,,,,,,,,,,,,,,745.4379702999722,0.0006956999422982335,0.09741029993165284,751.4544837999856,6.013969899970107,751.5709159999387,0.028957500006072223,0.130629500024952,6.030486800009385,757.5542509999359,757.6541235999903,0.014280100003816187,0.11393500003032386,0.0,1.6338130000513047,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
52,0,52,0,,,,,,,,,,,,,,,,,,759.3210206000367,0.0007652000058442354,0.09714159998111427,765.3375951000489,6.013835899997503,765.5042395000346,0.0896482999669388,0.1804798999801278,6.013548200018704,771.4874073000392,771.5375856000464,0.01515530003234744,0.1136958000715822,0.0,1.333208900061436,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
53,0,53,0,,,,,,,,,,,,,,,,,,772.9043727000244,0.00022419996093958616,0.09889799996744841,778.8873949999688,6.015372700057924,779.020748800016,0.015252400073222816,0.11551640008110553,6.015714699984528,785.020890600048,785.120746999979,0.01819710002746433,0.11544830002821982,0.0,1.631609300035052,6.098823499982245,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
54,0,54,0,,,,,,,,,,,,,,,,,,786.7875594999641,0.0007413000566884875,0.09699700004421175,792.7875077000353,6.030302900006063,792.9374237000011,0.04847810009960085,0.14692180010024458,6.01354790001642,798.9206777999643,799.0039759000065,0.015653900103643537,0.11346660007257015,0.0,1.2987938999431208,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
55,0,55,0,,,,,,,,,,,,,,,,,,800.3374854000285,0.0004638000391423702,0.09754410001914948,806.3374503999949,6.030888799927197,806.520675900043,0.08824159996584058,0.180823800037615,6.014123599976301,812.520765000023,812.5541572000366,0.016680900007486343,0.11432390008121729,0.0,1.9651264999993145,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
56,0,56,0,,,,,,,,,,,,,,,,,,814.5544376999605,0.00022299995180219412,0.09896360000129789,820.570707899984,6.015640400000848,820.6871965000173,0.04297640000004321,0.13229470001533628,6.032299599959515,826.6873799000168,826.7706320999423,0.0181824000319466,0.11584350001066923,0.0,1.7316179999615997,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
57,0,57,0,,,,,,,,,,,,,,,,,,828.5374085999792,0.0004648000467568636,0.09749680000822991,834.5375488999998,6.031057500047609,834.6706552000251,0.024753800011239946,0.1307319999905303,6.030784500064328,840.6706034999806,840.7705956000136,0.03380570001900196,0.130891100037843,0.0,1.4646966999862343,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
58,0,58,0,,,,,,,,,,,,,,,,,,842.2707091999473,0.00023840006906539202,0.09919690003152937,848.2706054999726,5.999107000068761,848.4540383999702,0.0517288000555709,0.1824640000704676,6.015772400074638,854.4539326999802,854.4870763999643,0.018740700092166662,0.11591240006964654,0.0,1.4648514000000432,6.099127900088206,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
59,0,59,0,,,,,,,,,,,,,,,,,,855.9873590000207,0.0005400000372901559,0.097404700005427,861.9871953999391,6.030717900022864,862.1371148000471,0.0487008000491187,0.147339400020428,6.013979000039399,868.1371710000094,868.203839499969,0.016527700005099177,0.11409570008981973,0.0,1.3985795999178663,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
60,0,60,0,,,,,,,,,,,,,,,,,,869.6371686999919,0.00041019998025149107,0.0976220000302419,875.6203143999446,6.014096800005063,875.7537011000095,0.010470300097949803,0.11423649999778718,6.014315500040539,881.7537827000488,881.8537005999824,0.01702520006801933,0.11415130004752427,0.0,1.1648486000485718,6.0974955999990925,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
61,0,61,0,,,,,,,,,,,,,,,,,,883.0537890000269,0.0004105000989511609,0.09748230001423508,889.070391700021,6.014201300102286,889.1868970999494,0.030934700043872,0.13075670006219298,6.03076910006348,895.187037799973,895.2869374000002,0.033235000097192824,0.13061020011082292,0.0,1.4317314000800252,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
62,0,62,0,,,,,,,,,,,,,,,,,,896.753688900033,0.0005813000025227666,0.0967048000311479,902.7703589999583,6.013594700023532,902.9036637999816,0.05554530001245439,0.14692200010176748,6.013370000058785,908.9036485999823,908.970261999988,0.015335700125433505,0.11330490012187511,0.0,1.365573100047186,,,3191,Visual,2025-03-03_13h19.34.272,Visual_Condition_v2,2022.2.5,29.999975992851546,
