loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,32.018272498389706,0.0008030999451875687,0.10717849992215633,32.33283009985462,32.61614129994996,32.91602780018002,33.2329443001654,33.532912199851125,33.81612650002353,34.14949969993904,34.14949969993904,0.006337599828839302,0.10729479975998402,49.166152799967676,15.024051799904555,49.26618860010058,0.024113899562507868,0.12396599957719445,49.71619019983336,space,2.5576816997490823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,52.31620329990983,0.001233699731528759,0.09853659989312291,58.31614140002057,6.031873599626124,58.54947220021859,58.54947220021859,0.09615839971229434,0.23183629987761378,6.031867299694568,64.63275119988248,64.63275119988248,64.63275119988248,0.09049769956618547,0.2152468995191157,70.333003600128,70.49947459995747,6.01518389955163,6.11516539985314,76.4994772002101,12.015224499627948,76.63284139987081,76.63284139987081,0.015457499772310257,0.11519919941201806,up,1.5451899995096028,78.21611399995163,4.750024527311325e-05,0.09761090017855167,84.23301720013842,84.23301720013842,84.23301720013842,0.010486300103366375,0.11435810010880232,2.0,6.021355799864978,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.29981649992988,90.29981649992988,0.00772510003298521,0.11371099995449185,6.0,4.807196100242436,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1326064998284,95.1326064998284,0.009709599893540144,0.09934499999508262,3.0,3.090759100392461,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.28268699999899,98.28268699999899,0.00808680010959506,0.11427519982680678,3.0,2.907168200239539,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23270379984751,101.23270379984751,0.010586900170892477,0.1138671999797225,3.0,4.1043799999170005,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.36596840014681,105.36596840014681,0.007588900160044432,0.09760779980570078,2.0,3.857568900100887,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2659511002712,109.2659511002712,0.007632500026375055,0.09776639984920621,2.0,1.8247306998819113,,,,,,,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.13277640007436,111.13277640007436,0.0012841001152992249,0.0978947002440691,6.0,6.197526399977505,,,,,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,117.36625260021538,0.0002934001386165619,0.0978888999670744,123.3660345999524,6.030750399921089,123.56601459998637,123.56601459998637,0.08840329991653562,0.19755719974637032,6.030728599987924,129.632550700102,129.632550700102,129.632550700102,0.06839819997549057,0.16404119972139597,135.33287939988077,135.566031599883,6.030734299682081,6.130810299888253,141.5660270000808,12.030729899648577,141.6993495002389,141.6993495002389,0.030814699828624725,0.13041949970647693,down,0.8457987001165748,142.59929700009525,8.219992741942406e-05,0.11473899986594915,,148.6327331000939,148.6327331000939,0.02798659959807992,0.13146529998630285,3.0,5.838135899975896,,,,,,,129.5493417000398,129.5493417000398,141.6328006000258,141.6328006000258,9560,Moral,2025-02-10_14h32.14.468,MoralCondition_v2,2022.2.5,29.99688031466091,
