loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.747356599662453,0.000860600033774972,0.10796039993874729,17.064607299864292,17.331212060013787,17.93109065988101,18.231081099947914,18.547885759919883,18.864521899959072,18.864521899959072,0.010874100029468536,0.1081415000371635,33.88121459982358,15.024773599812761,33.964548599906266,0.00822839979082346,0.10808309982530773,34.43126729992218,space,9.431346599943936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.66464450000785,269.66464450000785,0.0069824999663978815,0.09785089991055429,2.0,0.19172829994931817,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8978436999023,269.8978436999023,0.006515600020065904,0.0993526999372989,2.0,0.19395469990558922,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1310050999746,270.1310050999746,0.009041600162163377,0.099339600186795,2.0,0.19147740001790226,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.36434909980744,270.36434909980744,0.007246500113978982,0.09788960008881986,2.0,0.19171870010904968,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.59791869996116,270.59791869996116,0.0067483000457286835,0.09929189993999898,2.0,0.1938523999415338,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.83120749983937,270.83120749983937,0.00099539989605546,0.0978840000461787,2.0,0.9979074001312256,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,271.8645988998469,0.0003548001404851675,0.09775250009261072,277.88104499992914,6.014349500183016,278.0308507999871,278.0308507999871,0.06593789998441935,0.16432969993911684,6.031134200049564,284.14755979995243,284.14755979995243,284.14755979995243,0.0661866997834295,0.1810246999375522,289.8477084999904,290.0476774999406,6.014351699966937,6.114345999900252,296.0477314000018,12.014408899936825,296.1477623998653,296.1477623998653,296.1813550000079,296.1813550000079,0.014639199711382389,0.1145264997612685,down,0.5608143000863492,296.78106429986656,3.5899924114346504e-05,0.09801129996776581,302.81430979981087,302.81430979981087,0.026280400110408664,0.13129339995793998,2.0,1.3728165999054909,,,,,,,284.0144350999035,284.0144350999035,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.21442599990405,304.21442599990405,0.008243300020694733,0.09797560004517436,2.0,0.22396820015273988,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.48095320002176,304.48095320002176,0.009258599951863289,0.09948650002479553,2.0,0.22438759985379875,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.74752839980647,304.74752839980647,0.0064067000057548285,0.09954029996879399,2.0,0.19412650004960597,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.98099919990636,304.98099919990636,0.007638600189238787,0.0979228001087904,2.0,0.19130860012955964,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.2142796998378,305.2142796998378,0.006392000010237098,0.09934980003163218,2.0,0.22731840005144477,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.48095469991677,305.48095469991677,0.0072610999923199415,0.09792830003425479,2.0,0.22498549986630678,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.74756809999235,305.74756809999235,0.002197700086981058,0.09753599995747209,2.0,0.2297165000345558,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,306.0144487998914,0.00045080017298460007,0.09709940012544394,312.01458920002915,6.030739800073206,312.28083379985765,312.28083379985765,0.16062130010686815,0.263757900102064,6.030512199969962,318.31427129986696,318.31427129986696,318.31427129986696,0.08918959996663034,0.19711549999192357,324.0143314998131,324.21432149992324,6.030454499879852,6.130427199881524,330.2143090998288,12.03043229994364,330.3142724998761,330.3142724998761,330.34777410002425,330.34777410002425,0.030581799801439047,0.1303943998645991,down,9.242887299973518,339.64765229984187,5.320017226040363e-05,0.09788940008729696,345.6475674000103,345.6475674000103,0.00868960004299879,0.09779490018263459,2.0,9.290148000000045,,,,,,,,,345.6475674000103,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.98082949989475,354.98082949989475,0.0072372001595795155,0.09782710019499063,2.0,0.22490899986587465,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.2474997998215,355.2474997998215,0.007333299843594432,0.09794280002824962,2.0,0.19163840007968247,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4978624000214,355.4978624000214,0.00956359994597733,0.11594649986363947,2.0,0.2071767000015825,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.73077469994314,355.73077469994314,0.008264400064945221,0.09802919998764992,2.0,0.19085110002197325,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.9641919999849,355.9641919999849,0.00655279983766377,0.09879339998587966,2.0,0.1932496998924762,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.19762929994613,356.19762929994613,0.007553800009191036,0.09755559987388551,2.0,0.19101910013705492,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.43101949989796,356.43101949989796,0.001706999959424138,0.09706919989548624,2.0,0.19651590008288622,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,356.66451669996604,0.0003684000112116337,0.09741469984874129,362.6809731000103,6.014077899977565,362.8474766998552,362.8474766998552,0.06679359986446798,0.18075559986755252,6.014079799875617,368.9475500998087,368.9475500998087,368.9475500998087,0.06737179984338582,0.1808942996431142,374.64764490001835,374.84761099983007,6.014103999827057,6.1140580996870995,380.8476032000035,12.014114699792117,380.9475358999334,380.9475358999334,380.98093639989384,380.98093639989384,0.014256799593567848,0.11403929954394698,down,8.161418700125068,389.18092009983957,3.7899939343333244e-05,0.09798659989610314,395.1975389998406,395.1975389998406,0.009611999848857522,0.11449649999849498,3.0,3.372561200056225,,,,,,,368.84759170003235,368.84759170003235,395.1975389998406,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.59737770003267,398.59737770003267,0.007662000134587288,0.09751300001516938,3.0,0.1911301000509411,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8307899998035,398.8307899998035,0.0065454000141471624,0.0992658999748528,3.0,0.19422940001823008,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.06423639995046,399.06423639995046,0.006498800124973059,0.09875780018046498,3.0,0.1931065001990646,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.2978244998958,399.2978244998958,0.008047000039368868,0.09737020009197295,3.0,0.19037640001624823,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.53103980002925,399.53103980002925,0.007430700119584799,0.0977016999386251,3.0,0.15818669996224344,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.7308630000334,399.7308630000334,0.007145300041884184,0.09751610015518963,3.0,0.15820679999887943,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9310009998735,399.9310009998735,0.0007044998928904533,0.0992803000845015,3.0,0.1998028999660164,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,400.16451589995995,0.000264700036495924,0.09818749991245568,406.16423160000704,6.031413499964401,406.3640430998057,406.3640430998057,0.09140889998525381,0.19802599982358515,6.031325099989772,412.4642111000139,412.4642111000139,412.4642111000139,0.08380789984948933,0.19806959968991578,418.16418630001135,418.364218799863,6.031404599780217,6.131348299793899,424.3641778999008,12.031365299830213,424.46420499985106,424.46420499985106,424.49751399992965,424.49751399992965,0.0315549997612834,0.13133329967968166,down,0.6283499000128359,425.1641928998288,3.709993325173855e-05,0.09761049994267523,431.1806788998656,431.1806788998656,0.023703600047156215,0.11428579990752041,3.0,2.324828499928117,,,,,,,412.3642412999179,412.3642412999179,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.5476539998781,433.5476539998781,0.007471299963071942,0.09821549989283085,3.0,0.3248262999113649,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.91404479998164,433.91404479998164,0.007522600004449487,0.09743550000712276,3.0,0.2575858999043703,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.21405289997347,434.21405289997347,0.0071992999874055386,0.09726910013705492,3.0,0.25796509999781847,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.5140994999092,434.5140994999092,0.00887309992685914,0.09778960002586246,3.0,0.289553799899295,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.86441899999045,434.86441899999045,0.00866330019198358,0.1145044001750648,3.0,0.30679479986429214,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.1973529998213,435.1973529998213,0.00774729996919632,0.09798550000414252,3.0,0.2910611000843346,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.53094279998913,435.53094279998913,0.002102999947965145,0.09714469988830388,3.0,1.2961890001315624,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,436.8642495998647,0.00013369997031986713,0.09918440016917884,442.8808483998291,6.015867199981585,443.0474477999378,443.0474477999378,0.07753619994036853,0.18241199990734458,6.015771500067785,449.14728389983065,449.14728389983065,449.14728389983065,0.07365829986520112,0.1824056999757886,454.8474653000012,455.04748329985887,6.015806699870154,6.1157506997697055,461.0474739000201,12.015798299806193,461.14748859987594,461.14748859987594,461.1808368000202,461.1808368000202,0.016000599833205342,0.11574559984728694,up,2.8577582999132574,464.09745429991744,4.039984196424484e-05,0.09798289998434484,470.1141518999357,470.1141518999357,0.009262599982321262,0.11467589996755123,2.0,10.839579700026661,,,,,,,449.0475271998439,449.0475271998439,470.1141518999357,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.9807312998455,480.9807312998455,0.007867500185966492,0.09732300019823015,2.0,0.19052149984054267,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.2139516999014,481.2139516999014,0.007074399851262569,0.09800899983383715,2.0,0.19183839997276664,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.4473565998487,481.4473565998487,0.006674299947917461,0.09910420002415776,2.0,0.1932714998256415,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.68071400001645,481.68071400001645,0.006624900037422776,0.09915959998033941,2.0,0.19370750011876225,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.91427239985205,481.91427239985205,0.0062074000015854836,0.09990389994345605,2.0,0.1941800001077354,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.14749529981054,482.14749529981054,0.007715699961408973,0.09862189996056259,2.0,0.6585351000539958,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.84763899981044,482.84763899981044,0.0016749000642448664,0.09775259997695684,2.0,0.7304795999079943,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,483.61426809988916,0.00025589996948838234,0.09814150002785027,489.5973318000324,6.014506799867377,489.7805647000205,489.7805647000205,0.05692259990610182,0.16448809998109937,6.031185599975288,495.91391699993983,495.91391699993983,495.91391699993983,0.08904799981974065,0.19781419984064996,501.61403409997,501.81405319995247,6.031188399763778,6.131147099658847,507.81422429997474,12.031359399668872,507.91403599991463,507.91403599991463,507.94735989999026,507.94735989999026,0.03133519971743226,0.1311160996556282,down,6.058583700098097,514.064011399867,4.5000109821558e-05,0.09773169993422925,520.0643764999695,520.0643764999695,0.009337899973616004,0.09783340012654662,1.0,3.322716800030321,,,,,,,495.78078779997304,495.78078779997304,520.0643764999695,6.09774179989472,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.4476103000343,523.4476103000343,0.008118199883028865,0.1143314999062568,1.0,0.17360069998539984,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.6472098999657,523.6472098999657,0.006515000015497208,0.09920259984210134,1.0,0.22700880002230406,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.9141772999428,523.9141772999428,0.007236900040879846,0.0979500999674201,1.0,0.19175689993426204,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.1640982998069,524.1640982998069,0.008704600157216191,0.11388329998590052,1.0,0.2395150000229478,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.4474373999983,524.4474373999983,0.00803520018234849,0.11404330004006624,1.0,0.24070739978924394,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.7139909998514,524.7139909998514,0.007758700056001544,0.09758479986339808,1.0,0.5241231000982225,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.2808399000205,525.2808399000205,0.0006997999735176563,0.0994061001110822,1.0,1.0664264999795705,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,526.3809295999818,0.00031409994699060917,0.09755200007930398,532.3974291998893,6.014026999939233,532.5638893998694,532.5638893998694,0.0681301997974515,0.1806679000146687,6.013953799847513,538.6472181999125,538.6472181999125,538.6472181999125,0.06508619990199804,0.16399939986877143,544.3474709999282,544.5805287000258,6.0305324997752905,6.130636099725962,550.5806089998223,12.030654999893159,550.63046939997,550.63046939997,550.6972870000172,550.6972870000172,0.014039099682122469,0.11398359970189631,down,0.5886248000897467,551.3306495000143,4.179985262453556e-05,0.0976152999792248,557.347228899831,557.347228899831,0.008643500041216612,0.11425750004127622,2.0,7.339983799960464,,,,,,,538.54711389984,538.54711389984,557.347228899831,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.7137613999657,564.7137613999657,0.006421900121495128,0.09918760019354522,2.0,0.4602711000479758,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.2137310998514,565.2137310998514,0.007093199994415045,0.0981127000413835,2.0,0.39189940015785396,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.6473359998781,565.6473359998781,0.007722199894487858,0.0976632998790592,2.0,0.39096900005824864,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.080559700029,566.080559700029,0.0066321000922471285,0.09923469997011125,2.0,0.4268279999960214,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.5470449998975,566.5470449998975,0.007570100016891956,0.09802889986895025,2.0,0.35804320010356605,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.9471575999632,566.9471575999632,0.006541399983689189,0.09938510018400848,2.0,0.39362429990433156,,,,,,,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.3806484998204,567.3806484998204,0.0013644001446664333,0.09764500008895993,2.0,0.3974298997782171,,,,,,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,567.8142148999032,0.00015460001304745674,0.09925150009803474,573.8305748000275,6.0157876999583095,573.9971530998591,573.9971530998591,0.06865020003169775,0.18247490003705025,6.015980300027877,580.0803945998196,580.0803945998196,580.0803945998196,0.0672891999129206,0.16577239986509085,585.7805235998239,586.0137344999239,6.0322720997501165,6.132420499809086,592.0138411999214,11.999091099947691,592.0804726998322,592.0804726998322,592.1138819998596,592.1138819998596,-0.00011180015280842781,0.09911359986290336,down,10.5967502000276,602.7471367998514,3.8300175219774246e-05,0.09816540009342134,608.7470320998691,608.7470320998691,0.01021180022507906,0.0981712001375854,3.0,5.855429199989885,,,,,,,579.9974539999384,579.9974539999384,608.7470320998691,,12.099113199859858,666,Moral,2024-09-19_16h32.50.514,MoralCondition_v2,2022.2.5,30.013563110154486,
