loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
21,0,21,0,,,,,,,,,,,,,,,,,328.3425467999987,0.0005519000005733687,0.09731029999966267,334.3422533999983,6.0306670000027225,334.49229099999866,0.04685780000363593,0.1474376000041957,340.49220819999755,6.0139831000014965,340.5754296999985,0.03293600000324659,0.13054030000421335,1.0,0.8650907000010193,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
22,0,22,0,,,,,,,,,,,,,,,,,341.475774999999,0.0005180000007385388,0.09711779999997816,347.4922039999983,6.013721499999519,347.6088275000002,0.0327811000024667,0.13056390000201645,353.6088017000002,6.030456800002867,353.70902119999664,0.03307450000284007,0.13056930000311695,1.0,1.7648103999999876,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
23,0,23,0,,,,,,,,,,,,,,,,,355.50909489999685,0.00054929999896558,0.09752239999943413,361.52545089999694,6.014163100000587,361.6421778999975,0.029929500000434928,0.13107180000224616,367.6421399999999,6.030800300002738,367.7420833999968,0.0334095000034722,0.13076230000297073,2.0,0.9983967000007397,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
24,0,24,0,,,,,,,,,,,,,,,,,368.77609689999736,0.0002206999997724779,0.09901660000105039,374.79215099999783,6.015795200000866,374.90871809999953,0.03144250000332249,0.13234970000121393,380.908765199998,5.999011400002928,380.97553100000005,0.0022918000031495467,0.09881630000381847,3.0,2.0642804999988584,6.098975900004007,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
25,0,25,0,,,,,,,,,,,,,,,,,383.075726199997,0.000483600000734441,0.09747250000145868,389.0921058999993,6.014129700000922,389.2086221999998,0.035627700002805796,0.1309218000023975,395.20870959999957,6.030830600000627,395.29197699999713,0.016596100002061576,0.11407720000352128,2.0,1.5650119999991148,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
26,0,26,0,,,,,,,,,,,,,,,,,396.89233109999986,0.000536299998202594,0.09715610000057495,402.90875529999903,6.014028199999302,403.05894439999975,0.05911489999925834,0.16401179999957094,409.05871209999896,6.030657600000268,409.1252796999979,0.03303580000283546,0.13071470000068075,0.0,1.0318217000021832,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
27,0,27,0,,,,,,,,,,,,,,,,,410.1922444999982,0.00021360000027925707,0.09921850000318955,416.19203279999783,5.999183800002356,416.3085745999997,0.012167000004410511,0.11573910000151955,422.3085968999985,6.015702000004239,422.40862599999673,0.018199200003437,0.11566620000303374,3.0,1.831636899998557,,6.098890200002643,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
28,0,28,0,,,,,,,,,,,,,,,,,424.2755907999999,0.00021430000197142363,0.09943610000118497,430.29200149999815,6.015951400000631,430.4588193999989,0.06264110000120127,0.18283700000029057,436.45863429999736,6.0158706000001985,436.49182989999827,0.018599100003484637,0.11586840000381926,2.0,1.3315150000016729,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
29,0,29,0,,,,,,,,,,,,,,,,,437.8588858999974,0.0005181000014999881,0.0974677000012889,443.84188209999775,6.013964400000987,444.0088505999993,0.04182770000261371,0.14756990000023507,450.0086022999967,6.013947100000223,450.0752493999971,0.01645950000238372,0.11390750000282424,0.0,1.0320200999994995,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
30,0,30,0,,,,,,,,,,,,,,,,,451.14206179999746,0.00023910000163596123,0.09963120000247727,457.14193519999753,6.032388100000389,457.27518359999885,0.029814100002113264,0.1322950000030687,463.27525219999734,5.999021300001914,463.3417522999989,0.0020029000042995904,0.0991050000047835,2.0,0.8995209999993676,6.098968500002229,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
31,0,31,0,,,,,,,,,,,,,,,,,464.2753731999983,0.0004759999974339735,0.09704059999785386,470.2918712999999,6.013828899998771,470.4085159999995,0.02457439999852795,0.1306164000015997,476.4085438999973,6.030435199998465,476.5084330999998,0.03319000000192318,0.1302432000011322,1.0,0.8647252999980992,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
32,0,32,0,,,,,,,,,,,,,,,,,477.4087170999992,0.00022159999934956431,0.09923980000166921,483.4251355999986,6.015813699999853,483.5418080999989,0.037600100000418024,0.1326777000031143,489.5417929999967,5.999094300001161,489.60833099999945,0.0015439000017067883,0.09909950000292156,2.0,2.0983938999997918,6.099011500002234,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
33,0,33,0,,,,,,,,,,,,,,,,,491.7420870999995,0.000216500000533415,0.09914879999996629,497.74162689999866,6.0157521000001,497.8583230999975,0.026138100001844577,0.11576660000355332,503.8418959999981,6.0157309000023815,503.941641399997,0.0015188000033958815,0.09899540000333218,0.0,1.5317108999988704,6.099000800004433,6.099018500000966,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
34,0,34,0,,,,,,,,,,,,,,,,,505.50864029999866,0.0005534999982046429,0.09728619999805233,511.508431299997,6.030584100000851,511.6416680000002,0.028545500001200708,0.13070250000237138,517.6417170999994,6.030550700001186,517.7416413999999,0.03309330000411137,0.13048020000132965,0.0,1.4316177000000607,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
35,0,35,0,,,,,,,,,,,,,,,,,519.2085927999979,0.0005280999976093881,0.0975239999970654,525.2250528999975,6.0141355999985535,525.3417736999982,0.029707199999393197,0.1310325999984343,531.3416781999986,6.030783499998506,531.4249031999971,0.016293200002110098,0.11403600000267033,1.0,4.198740600000747,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
36,0,36,0,,,,,,,,,,,,,,,,,535.6585782000002,0.0005468000017572194,0.09721160000117379,541.658345099997,6.030624300001364,541.8081894999996,0.044073600001866,0.1472514000015508,547.8083465999989,6.0138469000012265,547.8749606999991,0.016269700005068444,0.11406840000199736,1.0,0.9654530000007071,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
37,0,37,0,,,,,,,,,,,,,,,,,548.8751192999989,0.0003968999990320299,0.09743809999781661,554.8749690999975,6.030769799999689,555.0247933999999,0.045088400001986884,0.14735099999961676,561.0249597999973,6.014017199999216,561.091500999999,0.016656700001476565,0.1139727000008861,1.0,1.1649071000028925,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
38,0,38,0,,,,,,,,,,,,,,,,,562.2918159999972,0.0005386000011640135,0.09757150000223191,568.2915193999979,6.0306097000029695,568.4414209999995,0.05294050000156858,0.14732640000147512,574.4415769999978,6.01398870000412,574.5080658999977,0.01657820000400534,0.11387440000544302,1.0,1.0982775000011316,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
39,0,39,0,,,,,,,,,,,,,,,,,575.6416976999972,0.0005166000009921845,0.09713529999862658,581.6415087999994,6.030409399998462,581.7917626999988,0.04741750000175671,0.14720610000222223,587.774740599998,6.013823900000716,587.858290199998,0.015644600003724918,0.11362200000075973,0.0,1.0656926000010571,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
40,0,40,0,,,,,,,,,,,,,,,,,588.9580317,0.0001568000006955117,0.09886430000187829,594.9582612999984,5.999160800001846,595.0748254999999,0.013836400001309812,0.11581910000313655,601.0748207999968,6.01578210000298,601.1746612999996,0.018795300005876925,0.11578260000533191,3.0,1.464606100002129,,6.099119300000893,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
41,0,41,0,,,,,,,,,,,,,,,,,602.6748879999977,0.00047369999811053276,0.09736619999966933,608.6747709999981,6.0306367999983195,608.8248667999978,0.05359550000139279,0.1472968000016408,614.8248095999988,6.013909900000726,614.8913321,0.01655880000180332,0.11383460000433843,0.0,1.2315331999998307,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
42,0,42,0,,,,,,,,,,,,,,,,,616.1580995999975,0.00022329999774228781,0.09923969999726978,622.1580461999984,5.99923839999974,622.2745493000002,0.026335200000175973,0.11596869999993942,628.2748158999966,6.01596690000224,628.3745794999995,0.018693700003495906,0.115560700003698,0.0,0.9982253999987734,,6.099033999998937,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
43,0,43,0,,,,,,,,,,,,,,,,,629.4081534999968,0.00021800000104121864,0.09937300000092364,635.4080303999981,5.999216200001683,635.5246291999974,0.02103470000292873,0.11603700000341632,641.5247352999977,6.015779300003487,641.6246608000001,0.018481100003555184,0.1157593000025372,2.0,1.1984023000004527,,6.099155100000644,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
44,0,44,0,,,,,,,,,,,,,,,,,642.8583175999993,0.00022080000053392723,0.09930120000353782,648.8746814999977,6.015795100000105,648.991247599999,0.0429210000038438,0.13263500000175554,654.9913806999975,5.9991975000048114,655.0578906999981,0.0023283000045921654,0.09914230000504176,0.0,1.0643909000027634,6.099080200001481,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
45,0,45,0,,,,,,,,,,,,,,,,,656.1581939999996,0.0005246000000624917,0.09735160000127507,662.1746461999974,6.013868400001229,662.2746458999973,0.022794400003476767,0.11397340000257827,668.2912986999982,6.030477100001008,668.3910971999976,0.03307340000174008,0.13047650000225985,1.0,1.0320752000006905,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
46,0,46,0,,,,,,,,,,,,,,,,,669.4582441999992,0.0006213999986357521,0.09744449999925564,675.4745545999976,6.01364150000154,675.5912723000001,0.02823280000302475,0.13033350000114297,681.5912458999992,6.030356700000993,681.6743761999969,0.01611120000234223,0.11360200000490295,3.0,1.2316611999995075,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
47,0,47,0,,,,,,,,,,,,,,,,,682.9415234999979,0.0005425000017567072,0.09762820000105421,688.9580100999992,6.014120300002105,689.6246143999997,0.42426550000163843,0.6807198000024073,,6.010384800003521,695.1707513999972,0.02970630000345409,0.12678450000385055,1.0,1.0686930000010761,6.097405600001366,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
48,0,48,0,,,,,,,,,,,,,,,,,696.2746950000001,0.0004924999993818346,0.09780769999997574,702.274292799997,6.01441629999681,702.4245090999975,0.04048229999898467,0.1479765000003681,708.424489699999,6.0145445999987714,708.4912525999971,0.01704010000321432,0.11432240000067395,2.0,1.731373500002519,,6.097623300000123,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
49,0,49,0,,,,,,,,,,,,,,,,,710.2581503000001,0.0004702000005636364,0.09719240000049467,716.2744628,6.013939799999207,716.3910335999972,0.03178900000057183,0.13089860000036424,722.3910516999968,6.030618700002378,722.4743529999978,0.016269200004899176,0.1137983000044187,0.0,1.3652924000016355,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
50,0,50,0,,,,,,,,,,,,,,,,,723.8746560999971,0.00048719999904278666,0.09760390000155894,729.8742992999978,6.014135299999907,730.0077932999993,0.03216260000044713,0.13111840000055963,736.0078788999999,6.030837500002235,736.1076383,0.03300350000426988,0.13064270000177203,3.0,0.8321782999992138,,6.097534100001212,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
51,0,51,0,,,,,,,,,,,,,,,,,736.9746395000002,0.0004728999992948957,0.09744520000094781,742.9909982999998,6.014091400000325,743.1080779999975,0.035673800000949996,0.13089039999977103,749.1077215999976,6.030622900001617,749.2077881999976,0.03336680000211345,0.13062170000193873,0.0,1.2315502999990713,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
52,0,52,0,,,,,,,,,,,,,,,,,750.474621399997,0.0004726000006485265,0.09792540000125882,756.474363399997,6.031221200002619,756.6243365999981,0.04700230000162264,0.1480178000019805,762.6243059999979,6.014819600004557,762.6908132999997,0.017039000005752314,0.1144373000061023,2.0,1.164933000000019,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
53,0,53,0,,,,,,,,,,,,,,,,,763.8911688999979,0.0006928000002517365,0.09738819999984116,769.9074927999973,6.013864699998521,770.0242803999972,0.028379700001096353,0.1307760000017879,776.0244645999992,6.030518200001097,776.1241669999981,0.03265010000177426,0.13027340000189724,3.0,0.9653228999995918,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
54,0,54,0,,,,,,,,,,,,,,,,,777.124541899997,0.00022499999977299012,0.09908050000012736,783.1409273999998,6.01578100000188,783.2576575999992,0.03150930000265362,0.1327013000009174,789.257648499999,5.99905640000361,789.3241923999994,0.0023455000045942143,0.09884400000373716,0.0,1.4309527000004891,6.099209300002258,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
55,0,55,0,,,,,,,,,,,,,,,,,790.7911077999997,0.0004888000003120396,0.09761290000096778,796.7908278999967,6.0307849000018905,796.957416199999,0.06712130000232719,0.16437080000105198,802.9575052999971,6.030827800001134,803.0074009999989,0.015831300002901116,0.11399750000418862,0.0,0.9324411000015971,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
56,0,56,0,,,,,,,,,,,,,,,,,803.9742995999986,0.0005046000005677342,0.09739450000051875,809.9741771999979,6.030824800000119,810.1242132999978,0.05475680000381544,0.14763050000328803,816.1240964999997,6.0140578000027745,816.1907846999966,0.01658250000400585,0.11419570000362,2.0,1.0316907999986142,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
57,0,57,0,,,,,,,,,,,,,,,,,817.2577926999984,0.0006186999999044929,0.09743650000018533,823.2740870999987,6.014094300000579,823.3910142999994,0.03706160000001546,0.13103599999885773,829.3907792999998,6.030723800002306,829.4741173000002,0.014722200001415331,0.11424150000311784,0.0,2.266868800001248,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
58,0,58,0,,,,,,,,,,,,,,,,,831.7742872999988,0.0004933999989589211,0.09758949999741162,837.7740775999991,6.030835199999274,837.907531599998,0.030086899998423178,0.13098429999809014,843.9073898999995,6.030747799999517,844.0073922999982,0.03353550000247196,0.13076660000297124,1.0,0.7981465000011667,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
59,0,59,0,,,,,,,,,,,,,,,,,844.8410319999966,0.000569200001336867,0.09729700000025332,850.8406907999997,6.03044669999872,851.0572624999986,0.11796890000186977,0.21398040000349283,,6.013737000001129,857.0573110999976,0.016320900002028793,0.11370760000500013,0.0,1.331723499999498,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
60,0,60,0,,,,,,,,,,,,,,,,,858.4242816999977,0.0004932000010740012,0.09733890000279644,864.4406181999984,6.013876400000299,864.6241035999992,0.06065200000375626,0.1974532000022009,870.6239535999994,6.03054880000127,870.6572553999977,0.033115900005213916,0.13044140000420157,0.0,0.8650076999983867,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
61,0,61,0,,,,,,,,,,,,,,,,,871.5576039999978,0.0005401999987952877,0.09753880000062054,877.5571816999982,6.014166100001603,877.6906635999985,0.020888400002149865,0.1307602000015322,883.6907601999992,6.030764200000704,883.773792,0.014383900004759198,0.11392590000468772,1.0,0.9672147999990557,,6.097309299999324,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
62,0,62,0,,,,,,,,,,,,,,,,,884.7742316999975,0.00021810000180266798,0.09928050000235089,890.790576899999,6.015817700001207,890.907314,0.030005000004166504,0.1327240000027814,896.9071805999993,5.999128000003111,896.9739736999982,0.002342300005693687,0.09930820000590757,0.0,1.131013999998686,6.099117600002501,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
63,0,63,0,,,,,,,,,,,,,,,,,898.1407685999984,0.0006169999978737906,0.0973137000000861,904.1572110999987,6.013778699998511,904.2737766999999,0.03629410000212374,0.13043950000064797,910.2740122999967,6.030622599999333,910.3571432999997,0.015918700002657715,0.11372420000043348,0.0,1.932304900001327,,,677,Visual,2024-09-06_15h17.33.866,Visual_Condition_v2,2022.2.5,29.973350694013963,
