loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,disgust_image.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,,,312.8539885999635,0.0008929999894462526,0.0970003999536857,318.8538494000095,6.030367299972568,319.0037061999901,0.052723500004503876,0.14697220001835376,6.013748599973042,325.07034109998494,0.015994800021871924,0.11352870002156124,0.0,1.4985545999952592,,324.98705300001893,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
20,0,20,0,,,,,,,,,,,,,,,,,,326.6040899999789,0.0006024000467732549,0.09731440001633018,332.60380649997387,6.030596400029026,332.7536666999804,0.0531182000413537,0.1471340000280179,6.013898800069001,338.8204254999873,0.01697520009474829,0.11372950009535998,3.0,2.0644137999624945,,338.73697660001926,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
21,0,21,0,,,,,,,,,,,,,,,,,,340.9206966999918,0.00021590001415461302,0.09916209999937564,346.9370667000185,6.015873899974395,347.05361050000647,0.03298680001171306,0.13239270000485703,5.999031200015452,353.12035909999395,0.002589500043541193,0.09903400001348928,0.0,1.8641028000274673,,353.0538091000053,6.099041000008583,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
22,0,22,0,,,,,,,,,,,,,,,,,,355.02063639997505,0.0005414000479504466,0.0973006000276655,361.00352349999594,6.013827200047672,361.22045490000164,0.07179770001675934,0.19750130001921207,6.0304383000475354,367.2370230999659,0.016414400073699653,0.11412770004244521,0.0,1.498433499946259,6.0972693000221625,367.203735099989,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
23,0,23,0,,,,,,,,,,,,,,,,,,368.7704766999814,0.0002270000404678285,0.0993777000112459,374.7869614000083,6.015897000033874,374.9036063000094,0.03170910006156191,0.13282210001489148,5.999235200055409,380.9701698999852,0.002225400065071881,0.09926070005167276,4.0,1.5645793000003323,,380.9035685000126,6.09910710004624,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
24,0,24,0,,,,,,,,,,,,,,,,,,382.57055200001923,0.0006334999925456941,0.0970005999552086,388.57024229998933,6.030352799978573,388.7376366999815,0.07138949999352917,0.16378840000834316,6.0303829999757,394.80347340001026,0.032934000017121434,0.1301984000019729,4.0,1.2315634999540634,,394.73689499998,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
25,0,25,0,,,,,,,,,,,,,,,,,,396.0705106999958,0.00022149999858811498,0.09935199999017641,402.0701580999885,5.999209099973086,402.1701697999961,0.010084700013976544,0.0993839000002481,5.999127099988982,408.27011219999986,0.0023889000294730067,0.0990565000101924,2.0,1.96460260002641,6.099372699973173,408.17021199996816,6.099193000001833,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
26,0,26,0,,,,,,,,,,,,,,,,,,410.27044210000895,0.0004202999989502132,0.0977149999816902,416.27015100000426,6.030996099987533,416.4201394999982,0.045657699985895306,0.14770929998485371,6.014201399986632,422.48665289999917,0.01677320001181215,0.11414350004633889,0.0,1.3650276000262238,,422.42008890002035,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
27,0,27,0,,,,,,,,,,,,,,,,,,423.8870652000187,0.0002723000361584127,0.09923180000623688,429.9033596999943,6.015878300007898,430.036627399968,0.0449833000311628,0.1490524000255391,6.015668200037908,436.1032876999816,0.017911600065417588,0.115637700073421,0.0,1.2320245999726467,,436.03669290000107,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
28,0,28,0,,,,,,,,,,,,,,,,,,437.37038809998194,0.00047530001029372215,0.09750989999156445,443.3700279999757,6.030795999977272,443.5034697999945,0.031227300001773983,0.13097850000485778,6.0307413000264205,449.5866118000122,0.01615560002392158,0.11403780005639419,0.0,1.7988141000387259,,449.50330979999853,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
29,0,29,0,,,,,,,,,,,,,,,,,,451.4204372999957,0.0005268999957479537,0.09718899999279529,457.4199068999733,6.030489699973259,457.5700891999877,0.04930279997643083,0.1475194999948144,6.013928600004874,463.63649770000484,0.01657310000155121,0.1137748000328429,2.0,2.5313408999936655,,463.56989250000333,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
30,0,30,0,,,,,,,,,,,,,,,,,,466.2033419999643,0.0005881999968551099,0.09696339996298775,472.2032131999731,6.030313999974169,472.33642429998145,0.03678989998297766,0.13032170000951737,6.0301974000176415,478.43640389997745,0.032845100038684905,0.13037170004099607,4.0,1.5650578000349924,,478.33649780001724,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
31,0,31,0,,,,,,,,,,,,,,,,,,480.03675299999304,0.0004993999609723687,0.09690040000714362,486.0531723999884,6.013687799975742,486.1698212000192,0.030579500016756356,0.13046070002019405,6.030173700011801,492.26978909998434,0.03355590003775433,0.13015920005273074,3.0,2.097615299979225,,492.1529181000078,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
32,0,32,0,,,,,,,,,,,,,,,,,,494.40344680001726,0.0002538000117056072,0.09919159999117255,500.4197383999708,6.0159784000134096,500.53638820000924,0.04132230003597215,0.13257030001841486,5.9992090000305325,506.6030573999742,0.0025967000401578844,0.0991807000245899,0.0,1.6641793999588117,,506.53637579997303,6.099156700016465,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
33,0,33,0,,,,,,,,,,,,,,,,,,508.3030815999955,0.00022360001457855105,0.09902259998489171,514.3030206999974,6.0323994000209495,514.4529135000193,0.04820890002883971,0.1489716000505723,6.015608000045177,520.5196593999863,0.018422700057271868,0.11572580004576594,0.0,2.0314763000351377,,520.4530402999953,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
34,0,34,0,,,,,,,,,,,,,,,,,,522.5866104000015,0.0005797999911010265,0.09868509997613728,528.6029489999637,6.015292399970349,529.2863939999952,0.43835569999646395,0.6988662999938242,6.011582100007217,534.8028585999855,0.017969700042158365,0.1153953000321053,0.0,1.164884899975732,,,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
35,0,35,0,,,,,,,,,,,,,,,,,,536.0032229999779,0.0006319999811239541,0.09738940000534058,542.019530199992,6.014024399977643,542.1362385000102,0.0295194000354968,0.13070030004018918,6.030641000019386,548.2193990999949,0.01626490004127845,0.11395380005706102,0.0,0.9320748000172898,,548.1362021999666,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
36,0,36,0,,,,,,,,,,,,,,,,,,549.1863490999676,0.00025460001779720187,0.09888549998868257,555.1863602999947,6.032451300008688,555.3361278999946,0.04910000000381842,0.14888480002991855,6.015476700034924,561.4027147999732,0.018585700017865747,0.11567000002833083,2.0,1.7645276000257581,,561.3361121999915,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
37,0,37,0,,,,,,,,,,,,,,,,,,563.2028030999936,0.0005322999786585569,0.09686920000240207,569.1859273000155,6.013341800018679,569.3193199000088,0.011122900003101677,0.11346449999837205,6.013448200013954,575.4192915000021,0.016069800010882318,0.11351140006445348,0.0,1.6317526000202633,6.096759799984284,575.319388200005,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
38,0,38,0,,,,,,,,,,,,,,,,,,577.0865195000079,0.00023930001771077514,0.09908830001950264,583.0692234999733,6.015510100056417,583.2029414999997,0.012675800069700927,0.11581770004704595,6.0156223000376485,589.2861979000154,0.001868200080934912,0.09910540009150282,0.0,3.1982811999623664,6.098877700045705,589.1859092999948,6.098862100043334,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
39,0,39,0,,,,,,,,,,,,,,,,,,592.5194204999716,0.0006561999907717109,0.09707679995335639,598.5192697999883,6.030594199954066,598.6691493999679,0.04912829998647794,0.14713130000745878,6.013703099975828,604.7358568999916,0.016190399997867644,0.11372090002987534,3.0,1.932251499965787,,604.6692382000037,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
40,0,40,0,,,,,,,,,,,,,,,,,,606.7029025999946,0.00047259998973459005,0.09715679998043925,612.7025570999831,6.0305362999788485,612.8524273000075,0.04657120001502335,0.1471214999910444,6.013791800010949,618.9191089000087,0.015551200020126998,0.11383550002938136,2.0,2.065811600012239,,618.8525006999844,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
41,0,41,0,,,,,,,,,,,,,,,,,,621.019446899998,0.00019150000298395753,0.09889789996668696,627.0358451000066,6.0155568000045605,627.1524791999836,0.04375150002306327,0.1322158999973908,6.032161400013138,633.2356977000018,0.017851200012955815,0.11547480005538091,4.0,2.2651209000032395,,633.1524535000208,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
42,0,42,0,,,,,,,,,,,,,,,,,,635.5357850000146,0.00022149999858811498,0.09909189998870715,641.5524015999981,6.01570809999248,641.6690561000141,0.03040990000590682,0.13236230000620708,5.999059299996588,647.7357114999904,0.0023202000302262604,0.09899050003150478,4.0,1.5642656999989413,,647.6691028000205,6.099086900008842,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
43,0,43,0,,,,,,,,,,,,,,,,,,649.3357989999931,0.00022409996017813683,0.09943000000203028,655.3523616999737,6.015714699984528,655.4690909999772,0.03317429998423904,0.1325704000191763,5.999018999980763,661.5356580999796,0.002314700046554208,0.09905200003413484,4.0,1.8310557999648154,,661.4690076999832,6.0990482000052,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
44,0,44,0,,,,,,,,,,,,,,,,,,663.4023589999997,0.00026509998133406043,0.09898299997439608,669.402132200019,6.015724600001704,669.5190141999628,0.01627990003908053,0.11580480000702664,6.01558990002377,675.6189031999675,0.018270600063260645,0.11570470005972311,4.0,1.6648468000348657,6.099261499999557,675.5190535999718,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
45,0,45,0,,,,,,,,,,,,,,,,,,677.319208699977,0.0004687000182457268,0.09728410001844168,683.3189430999919,6.030687100021169,683.4689926999854,0.04320540005574003,0.14736710005672649,6.013899500074331,689.5355015000096,0.01631280005676672,0.11384320008801296,1.0,1.4321859999909066,,689.468850300007,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
46,0,46,0,,,,,,,,,,,,,,,,,,691.0024358999799,0.0002761000068858266,0.09925070003373548,697.0021954000113,5.999233400041703,697.135635100014,0.024054300040006638,0.13249170006019995,5.999121500062756,703.2020596999791,0.0022629000595770776,0.09901480004191399,2.0,1.7645878000184894,6.099188700027298,703.1354837999679,6.099132900068071,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
47,0,47,0,,,,,,,,,,,,,,,,,,705.0024423999712,0.00023780000628903508,0.09908990003168583,711.0188124999986,6.015621500031557,711.1354815000086,0.03021140000782907,0.13255570002365857,5.999020900053438,717.2019863000023,0.0023589000338688493,0.09886860003462061,0.0,1.6310713000129908,,717.135407499969,6.0989552000537515,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
48,0,48,0,,,,,,,,,,,,,,,,,,718.8687547000009,0.0007083999807946384,0.0969955999753438,724.8518130999873,6.013358099968173,725.0024132999824,0.020799699996132404,0.13054990000091493,6.030249600007664,731.1020203999942,0.03292460000375286,0.13014400005340576,0.0,1.3648842999828048,6.097036199993454,731.0020297999727,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
49,0,49,0,,,,,,,,,,,,,,,,,,732.5022830999806,0.0005041999975219369,0.09714049997273833,738.5186239000177,6.013772799982689,738.6517871000106,0.051409300009254366,0.1471392000094056,6.013881299993955,744.7185003000195,0.01641160005237907,0.11371270002564415,2.0,3.5650775999529287,,744.651961800002,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
50,0,50,0,,,,,,,,,,,,,,,,,,748.3189180999761,0.0004943000385537744,0.09757710003759712,754.3352393999812,6.014150400005747,754.4517623999855,0.03832730004796758,0.13092990004224703,6.031017400033306,760.5517843000125,0.033265700039919466,0.1307650000671856,0.0,1.4320281999534927,,760.4519363999716,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
51,0,51,0,,,,,,,,,,,,,,,,,,762.018563999969,0.0007666000165045261,0.09662950003985316,768.035211200011,6.013282500032801,768.1518456999911,0.028154400060884655,0.13016420003259555,6.030032300041057,774.2517711999826,0.032649600063450634,0.1298779000644572,3.0,1.5316629000008106,,774.1520575999748,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
52,0,52,0,,,,,,,,,,,,,,,,,,775.8188075000071,0.0004420999903231859,0.09751049999613315,781.8184330000076,6.030787099967711,781.9517904999666,0.03064710000762716,0.1307385999825783,6.0307232000050135,788.0517471999628,0.03333180001936853,0.13069280004128814,3.0,1.26509519998217,,787.9517537999782,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
53,0,53,0,,,,,,,,,,,,,,,,,,789.3521574999904,0.00044929998693987727,0.09753349999664351,795.3349419999868,6.0139816999435425,795.5185351999826,0.057808700017631054,0.1642631000140682,6.030823600012809,801.5682823999668,0.01593759999377653,0.11393330001737922,0.0,1.3657695999718271,6.0972738999989815,801.5016454000142,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
54,0,54,0,,,,,,,,,,,,,,,,,,802.968378999969,0.0005950999911874533,0.09712480002781376,808.9683491999749,6.0304475000011735,809.1015276999678,0.02984100003959611,0.13039580004988238,6.030359000025783,815.201535900007,0.032564900058787316,0.13022920006187633,1.0,1.1987192999804392,,815.1016463999986,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
55,0,55,0,,,,,,,,,,,,,,,,,,816.435023500002,0.0002443999983370304,0.0992534999968484,822.4348234999925,6.015986400016118,822.5515630000154,0.009032300033140928,0.11614190007094294,6.015856100071687,828.6515071999747,0.018346000055316836,0.11580860009416938,0.0,2.0317225999897346,6.098937800037675,828.5516170000192,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
56,0,56,0,,,,,,,,,,,,,,,,,,830.7184695000178,0.00048400001833215356,0.09742160001769662,836.7180699000019,6.014015900029335,836.8347411999712,0.019803900038823485,0.11412550002569333,6.014043000061065,842.934855200001,0.0164267000509426,0.11417640006402507,3.0,1.5653007000219077,6.097357399994507,842.8348527000053,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
57,0,57,0,,,,,,,,,,,,,,,,,,844.5350391999818,0.0002411000314168632,0.09913430002052337,850.5347859999747,5.999019100039732,850.6513987999642,0.02518440003041178,0.11586390004958957,6.015630100038834,856.7514731999836,0.01835570007096976,0.11564130004262552,0.0,1.5982988000032492,6.099005600030068,856.651444499963,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
58,0,58,0,,,,,,,,,,,,,,,,,,858.385011699982,0.0005521000130102038,0.09739790001185611,864.4014514000155,6.013655000017025,864.5179731000098,0.032388600055128336,0.13064970000414178,6.030334600014612,870.6179852000205,0.033030100050382316,0.13017910002963617,2.0,1.698105100018438,,870.5180420000106,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
59,0,59,0,,,,,,,,,,,,,,,,,,872.3517474000109,0.00022089999401941895,0.09916969999903813,878.3683490999974,6.015749800018966,878.4845668000053,0.0302945000003092,0.13237950002076104,5.999040900031105,884.5512768999906,0.0017137000686489046,0.09895240003243089,4.0,1.7981601000064984,,884.484643600008,6.09895700000925,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
60,0,60,0,,,,,,,,,,,,,,,,,,886.3850260999752,0.0002142000012099743,0.09911529999226332,892.384678900009,5.999203399987891,892.501415900013,0.014480700017884374,0.115840999991633,6.015652500034776,898.6012668000185,0.018134500016458333,0.11560740001732484,0.0,1.4986076999921352,6.099224400008097,898.5012772000046,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
61,0,61,0,,,,,,,,,,,,,,,,,,900.1348896999843,0.0006749000167474151,0.11326150002423674,906.1344668999664,6.01323580002645,906.2677732000011,0.036834800033830106,0.13006770005449653,6.030057299998589,912.367795499973,0.03299280005740002,0.1298235000576824,1.0,1.531245400023181,,912.2678610999719,,4186,Visual,2024-07-22_15h32.21.325,Visual_Condition_v2,2022.2.5,29.962591705435134,
