Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_3.stopped,p_port_14.stopped,p_port_18.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,1722.6728147999384,0.014554099645465612,0.1140617998316884,1728.6727674999274,6.014068499673158,1728.772742500063,1728.772742500063,0.01420479966327548,0.11403579963371158,space,0.8128487998619676,1729.6394409001805,1729.6394409001805,3.9200298488140106e-05,0.09813190018758178,num_9,1.3857085001654923,1731.0728855899536,0.0018974998965859413,0.09798960015177727,1731.3727322998457,1731.856055990141,1732.172770800069,1732.6560033902526,1733.0392689998262,1741.039493500255,1741.0729288002476,1741.072837790288,0.03164320020005107,0.1313805002719164,1742.0726342000999,1743.0559485000558,1743.2560439999215,1743.756059799809,10.01448140013963,1751.1725057000294,0.0007662000134587288,1751.1725057000294,0.09777780016884208,6.0,2.064988300204277,1753.2730470998213,0.0027704997919499874,0.09765309980139136,1759.2893060999922,1759.455874290131,6.2142680999822915,6.314388900063932,1760.4726569000632,1779.4725829901174,1779.4725406998768,26.23089180001989,26.331016699783504,1780.4890775000677,1782.4725383999757,1782.4725383999757,-0.0005411002784967422,0.09759609960019588,1812.4556177002378,30.013949799817055,1732.9726402000524,30.09737619990483,10.097809600178152,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
3,0,3,0,3,0,3,0,,,,,,,,,,,,1812.5724969999865,0.030894299503415823,0.13071229960769415,1818.5890533002093,6.0140672996640205,1818.7057261001319,1818.7057261001319,0.030866699758917093,0.1307358997873962,space,0.9356944998726249,1819.7057627998292,1819.7057627998292,4.059961065649986e-05,0.09812500001862645,num_9,1.5362345995381474,1821.3057267901488,0.0028029000386595726,0.09811810031533241,1821.6223547998816,1822.0891002899036,1822.4057370000519,1822.9058764901013,1823.289233200252,1831.2890635002404,1831.2890635002404,1831.2891916900874,0.014749200083315372,0.11467160005122423,1832.3056852999143,1833.2890174002387,1833.4890903998166,1833.9891411000863,10.03147769998759,1841.4389041000977,0.03393629984930158,1841.4389041000977,0.13116060011088848,2.0,1.8321833000518382,1843.3058970998973,0.0015761996619403362,0.09920449974015355,1849.3058172999881,1849.4723103901372,6.199209699872881,6.299215799663216,1850.4723920999095,1869.488707389962,1869.4720248999074,26.215421399567276,26.31564879976213,1870.505536200013,1872.4722262001596,1872.50555420015,-0.0009325002320110798,0.09916359977796674,1902.5053888000548,30.032232699450105,1823.2223446001299,,,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
3,0,3,0,4,0,4,0,,,,,,,,,,,,1902.638731900137,0.03299139952287078,0.13214809959754348,1908.6554498001933,6.015583499334753,1908.7220151000656,1908.7220151000656,0.015569399576634169,0.11548249935731292,space,0.3110008998773992,1909.088696999941,1909.088696999941,3.6899931728839874e-05,0.09800540003925562,num_9,1.6090100998990238,1910.7387584902347,0.0027960999868810177,0.09805859997868538,1911.0384688000195,1911.522027690243,1911.8220055000857,1912.3221392899752,1912.738512299955,1920.738649399951,1920.738649399951,1920.7387720898726,0.0018134000711143017,0.09804200008511543,1921.755291200243,1922.755375099834,1922.9219805002213,1923.4220051001757,10.014551400206983,1930.8552319998853,0.01747690001502633,1930.8552319998853,0.11455830000340939,6.0,2.231474199797958,1933.1223412002437,0.0029380000196397305,0.09779160004109144,1939.121930600144,1939.3051565902308,6.214401300065219,6.314388699829578,1940.3217577999458,1959.3050556902774,1959.3051239000633,26.214357799850404,26.314297299832106,1960.3217698000371,1962.3051297999918,1962.3051297999918,0.014374399557709694,0.11431769980117679,1992.321605199948,30.03075229981914,1912.6219485001639,,,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.438318300061,0.014336299616843462,0.11415989976376295,2022.4548860001378,30.030710599385202,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
4,0,4,0,0,0,0,0,,,,,,,,,,,,2022.5548841999844,0.03267169930040836,0.1306980992667377,2028.5715618999675,6.013947599567473,2028.6212619999424,2028.6212619999424,0.014112699311226606,0.09738949919119477,space,0.7082479000091553,2029.3882096000016,2029.3882096000016,3.719981759786606e-05,0.09790450008586049,num_9,1.861320599913597,2031.3049999902025,0.00228899996727705,0.09759490005671978,2031.6047873999923,2032.0881051898934,2032.4048323002644,2032.8880497899838,2033.2881506998092,2041.2881424999796,2041.2881424999796,2041.2883238902316,0.014336999971419573,0.11424370016902685,2042.304905500263,2043.3047934002243,2043.5049507999793,2044.0214919000864,10.014035600237548,2051.4213866000064,0.016873099841177464,2051.4213866000064,0.11419259989634156,1.0,5.164760800078511,2056.6217817999423,0.002087799832224846,0.09827880002558231,2062.638057200238,2062.8046355902216,6.214838800020516,6.314615299925208,2063.8213650002144,2082.8046193898654,2082.804769199807,26.214897600002587,26.314676700159907,2083.8045936999843,2085.804606200196,2085.804606200196,0.014765999745577574,0.11468510003760457,2115.821182399988,30.031306999735534,2033.187964899931,,,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
4,0,4,0,1,0,1,0,,,,,,,,,,,,2115.954555199947,0.031944799702614546,0.13129849964752793,2121.954443300143,6.03119509993121,2122.0544688999653,2122.0544688999653,0.031368499621748924,0.13119439966976643,space,0.2827104995958507,2122.3878466002643,2122.3878466002643,3.4300144761800766e-05,0.09806809993460774,num_9,1.1576237995177507,2123.5878068900665,0.0016839001327753067,0.09807789977639914,2123.9044635999016,2124.371096090227,2124.671064299997,2125.187742990255,2125.571634899825,2133.5878575001843,2133.5878575001843,2133.58810128998,0.001738599967211485,0.09832620015367866,2134.6045042001642,2135.604744799901,2135.7710426999256,2136.2710743998177,10.014800800010562,2143.6875346000306,0.0017645000480115414,2143.6875346000306,0.098269899841398,4.0,2.230836399830878,2145.954618900083,0.0015887999907135963,0.09951929980888963,2151.954280300066,2152.12115319008,6.1992779998108745,6.299364699982107,,2172.137617490068,2172.137695999816,26.2160089998506,26.31702970014885,2173.154233899899,2175.137569000013,2175.137569000013,0.01591609977185726,0.11588649963960052,2205.154118000064,29.99904409982264,2125.50462550018,30.099043000023812,10.0982928997837,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
4,0,4,0,2,0,2,0,,,,,,,,,,,,2205.2541352999397,0.00041999947279691696,0.09909879975020885,2211.2707891999744,6.015661799814552,2211.370738199912,2211.370738199912,0.015808199532330036,0.11564099974930286,space,0.5591453998349607,2211.9707335000858,2211.9707335000858,1.9399914890527725e-05,0.09919250011444092,num_9,1.9425881993956864,2213.9708133901468,0.0006821001879870892,0.09935670020058751,2214.270676500164,2214.7375805902293,2215.0540932002477,2215.554102590121,2215.9373814999126,2223.9373651002534,2223.9373651002534,2223.9372757899573,-0.0005378997884690762,0.09927970031276345,2224.9542156001553,2225.9373910999857,2226.1373491999693,2226.637355899904,9.999278200324625,2234.0541524998844,0.016266200225800276,2234.0541524998844,0.11590930027887225,2.0,2.2308438001200557,2236.320600300096,0.0027517997659742832,0.09746489999815822,2242.3206058000214,2242.5206321899777,6.23075329978019,6.331023400183767,2243.5205556000583,2262.5205598900093,2262.520589100197,26.230788600165397,26.33081049984321,2263.5204560998827,2265.520515799988,2265.520515799988,-0.00020460039377212524,0.09736679960042238,2295.5203949999996,30.030595999676734,2215.87064980017,,10.082925300113857,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
4,0,4,0,3,0,3,0,,,,,,,,,,,,2295.65374920005,0.031300199683755636,0.13052849983796477,2301.6538525000215,6.030522399581969,2301.7370241000317,2301.7370241000317,0.013996499590575695,0.11384689947590232,space,0.6561548998579383,2302.437119500246,2302.437119500246,2.7600210160017014e-05,0.0982024003751576,num_9,1.4366652998141944,2303.937074590288,0.0028503998182713985,0.11520999995991588,2304.2536622998305,2304.7201934901996,2305.0203168001026,2305.520374689996,2305.920373499859,2313.9203082998283,2313.9203082998283,2313.920306389965,0.014724799897521734,0.11448360001668334,2314.9202244998887,2315.9202336999588,2316.120334799867,2316.6203236002475,10.014663300011307,2324.036788099911,-0.0008942000567913055,2324.036788099911,0.09789229976013303,6.0,3.099808800034225,2327.1702680001035,0.00278700003400445,0.09762350004166365,2333.153453200124,2333.370277589932,6.230782200116664,6.3308258997276425,2334.3703168998472,2353.353376790229,2353.3535810001194,26.21420399984345,26.314005400054157,2354.3534042998217,2356.353510700166,2356.353510700166,0.01414289977401495,0.11404959997162223,2386.353355499916,30.01396709959954,2305.8202287000604,,10.098105099983513,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
4,0,4,0,4,0,4,0,,,,,,,,,,,,2386.4867167999037,0.014636299572885036,0.11391459964215755,2392.5034473999403,6.030570099595934,2392.603343400173,2392.603343400173,0.030688099563121796,0.13052659947425127,space,0.9897782001644373,2393.6367609999143,2393.6367609999143,3.519980236887932e-05,0.0974138998426497,num_9,1.3805161998607218,2395.0533446900545,0.002227799966931343,0.09733609994873405,2395.36986610014,2395.836673490051,2396.153287900146,2396.6532975899054,2397.03665249981,2405.053305800073,2405.053305800073,2405.053304789867,0.0006443997845053673,0.0971981999464333,2406.0532137001865,2407.036505300086,2407.236695200205,2407.7365780998953,10.014153699856251,2415.1697752000764,0.016894199885427952,2415.1697752000764,0.11405809968709946,6.0,3.5648038000799716,2418.7702023000456,0.0016149003058671951,0.0992850000038743,2424.786649300251,2424.9364586899055,6.199318700004369,6.299280300270766,2425.9532836000435,2444.9364276899023,2444.9364189002663,26.199226300232112,26.29939500009641,2445.9531213999726,2447.9530454999767,2447.9530454999767,0.01586659997701645,0.11585929989814758,2477.9696531998925,29.99910859996453,2396.95318840025,30.098895399831235,,,,,,,,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2478.069633900188,-0.00030430033802986145,0.09909689985215664,2508.069502099883,30.032336100004613,1981,Gustatory,2024-08-20_11h33.10.589,Gustatory_Condition_v2,2022.2.5,30.028704429907222,
