loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.038047349499537,0.000897199846804142,0.11571889976039529,13.352852900046855,13.619744249666109,13.919601599685848,14.219853149773552,14.51958779990673,14.819494549697264,15.15286079980433,0.00128099974244833,0.0993286999873817,30.152927899733186,14.99947899999097,15.09912330005318,30.252937299665064,-0.00033930037170648575,0.099274099804461,30.719578499905765,space,4.166835500393063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.235547399614,377.235547399614,0.0007133996114134789,0.09957579988986254,2.0,8.599933099932969,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,385.86899139964953,0.00013669999316334724,0.09910620003938675,391.85182169964537,5.999024100136012,392.0185446999967,392.0185446999967,0.04334930004552007,0.1491902000270784,6.015967899933457,398.1519539998844,398.1519539998844,398.1519539998844,0.07114350004121661,0.18241010000929236,403.851920499932,404.05220869975165,6.015995900146663,6.115737400017679,410.05194679973647,12.015750700142235,410.1852742996998,410.1852742996998,0.01592679973691702,0.11565679963678122,up,1.3722266000695527,411.60197660000995,2.6499852538108826e-05,0.09866919973865151,417.60182749992236,417.60182749992236,0.009850599803030491,0.09848569985479116,4.0,2.1235019001178443,,,,,,,410.15196199994534,410.15196199994534,417.60182749992236,398.0186759000644,398.0186759000644,,,6.082439499907196,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.7684484999627,419.7684484999627,0.007419799920171499,0.0978795001283288,7.0,3.3247905001044273,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.1351858996786,423.1351858996786,0.007405899930745363,0.09804089972749352,4.0,3.5916891996748745,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.76858379971236,426.76858379971236,0.008542099967598915,0.09918239992111921,1.0,2.591562900226563,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.4018653999083,429.4018653999083,0.0067623998038470745,0.09917770000174642,5.0,2.5936161000281572,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0351661997847,432.0351661997847,0.007303100079298019,0.09801789978519082,7.0,1.9918093997985125,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0686371996999,434.0686371996999,0.0077713001519441605,0.09769520023837686,6.0,4.757655499968678,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.8690396999009,438.8690396999009,0.0014239000156521797,0.09783910028636456,2.0,8.397227599751204,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,447.30210469989106,0.00013509998098015785,0.09929380007088184,453.3184739998542,6.015781300142407,453.5516256997362,453.5516256997362,0.14643449988216162,0.2491525001823902,6.01573419990018,459.5851358999498,459.5851358999498,459.5851358999498,0.07956179976463318,0.1825886000879109,465.28517049970105,465.48506869981065,6.015738899819553,6.115828599780798,471.4850685996935,12.015741500072181,471.6182573996484,471.6182573996484,0.016014799941331148,0.11565259983763099,up,1.7955443002283573,473.4518721997738,4.239985719323158e-05,0.09739529993385077,479.485026799608,479.485026799608,0.026163799688220024,0.13077359972521663,5.0,4.105579499620944,,,,,,,471.58514759968966,471.58514759968966,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.61815779982135,483.61815779982135,0.007119399961084127,0.09939520014449954,7.0,2.659882899839431,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.31826809979975,486.31826809979975,0.007800200022757053,0.09909970033913851,1.0,1.925658299587667,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.2850031000562,488.2850031000562,0.006809999700635672,0.09944949997588992,5.0,5.6935630002990365,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.01834809966385,494.01834809966385,0.006742000114172697,0.09915480017662048,6.0,1.226873700041324,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.2848926000297,495.2848926000297,0.007890100125223398,0.09925410011783242,4.0,3.692245699930936,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0181354000233,499.0181354000233,0.00729720015078783,0.0980799999088049,4.0,1.8584002000279725,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.91825569979846,500.91825569979846,0.0014165998436510563,0.09808090003207326,2.0,4.864432899747044,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,505.81861039996147,0.00014030002057552338,0.09947409993037581,511.8182520000264,5.999483100138605,512.0018442999572,512.0018442999572,0.07033720007166266,0.18274950003251433,6.016015199944377,518.1016953997314,518.1016953997314,518.1016953997314,0.07224870007485151,0.18296469980850816,523.8017341997474,524.001526999753,6.016092299949378,6.11599380010739,530.0015382999554,12.01603819988668,530.1348243998364,530.1348243998364,0.016246499959379435,0.11594439996406436,up,1.7110136006958783,531.9021035996266,4.950026050209999e-05,0.09798210021108389,537.9013641998172,537.9013641998172,0.009628599975258112,0.09808490006253123,1.0,3.3894715001806617,,,,,,,530.1015490000136,530.1015490000136,537.9013641998172,518.0015598000027,518.0015598000027,,,6.099499400239438,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.33485189965,541.33485189965,0.006686999928206205,0.09922019997611642,7.0,10.360215699765831,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.7347284997813,551.7347284997813,0.007388800382614136,0.09841320011764765,6.0,2.8250776999630034,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.601323899813,554.601323899813,0.006711900234222412,0.09904990019276738,4.0,1.8931956002488732,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.5516178999096,556.5516178999096,0.00771640008315444,0.11453080037608743,5.0,5.607431400101632,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.2016388997436,562.2016388997436,0.008148299995809793,0.11458330042660236,5.0,2.6404468999244273,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.8684299997985,564.8684299997985,0.005518900230526924,0.09731069998815656,4.0,1.5929335998371243,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.5015887999907,566.5015887999907,0.0007132003083825111,0.09913270035758615,2.0,5.766158299986273,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,572.3012876999564,0.00041820015758275986,0.09703770000487566,578.3179496000521,6.0136040998622775,578.5180116998963,578.5180116998963,0.09816960012540221,0.21372220013290644,6.013625899795443,584.5847938000225,584.5847938000225,584.5847938000225,0.06874509993940592,0.1803676998242736,590.2845772998407,590.4845509999432,6.013624100014567,6.113499399740249,596.484581799712,12.013730600010604,596.6178590999916,596.6178590999916,0.013736999593675137,0.11358339991420507,up,1.3717338000424206,598.0512095000595,5.519995465874672e-05,0.09799929987639189,604.0680660996586,604.0680660996586,0.009121499955654144,0.1148254000581801,3.0,7.673516999930143,,,,,,,596.5845106998459,596.5845106998459,604.0680660996586,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7846617000178,611.7846617000178,0.008455200120806694,0.11439750017598271,1.0,3.4072449998930097,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.2179264998995,615.2179264998995,0.006589099764823914,0.09896449977532029,4.0,2.360312200151384,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.6176662999205,617.6176662999205,0.006789000239223242,0.09834730019792914,3.0,2.3593254000879824,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0178229999729,620.0178229999729,0.006624099798500538,0.0990365999750793,3.0,2.359994400292635,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.4344759997912,622.4344759997912,0.010486099869012833,0.11433789972215891,1.0,1.938156499993056,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.4009821000509,624.4009821000509,0.006670000031590462,0.09942869981750846,6.0,2.960629400331527,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.4010103996843,627.4010103996843,0.0007034000009298325,0.09915729984641075,6.0,3.1330829998478293,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,630.5679275998846,0.00028719985857605934,0.09758770000189543,636.5676920996048,6.03089249972254,636.7844181000255,636.7844181000255,0.10516989976167679,0.21422709990292788,6.014161299914122,642.8509974996559,642.8509974996559,642.8509974996559,0.07116319984197617,0.18112819967791438,648.5509990998544,648.7509983000346,6.014207399915904,6.114303899928927,654.7509396998212,12.014212099835277,654.8843161999248,654.8843161999248,0.01431989949196577,0.1141526997089386,up,1.2018841002136469,656.1509610000066,3.820005804300308e-05,0.09808250004425645,662.1842420999892,662.1842420999892,0.026461699977517128,0.13122739968821406,6.0,5.806084899697453,,,,,,,654.8509672996588,654.8509672996588,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0176033996977,668.0176033996977,0.006669799797236919,0.09903379995375872,5.0,2.160068899858743,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.2174936998636,670.2174936998636,0.006879100110381842,0.09933890029788017,1.0,4.7600624999031425,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0173569996841,675.0173569996841,0.0068708001635968685,0.09944579983130097,4.0,5.193589699920267,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.2676393999718,680.2676393999718,0.00885480036959052,0.11393280001357198,5.0,2.1725725000724196,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.4673979999498,682.4673979999498,0.007512100040912628,0.09752850001677871,7.0,2.1912491000257432,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.7007392998785,684.7007392998785,0.007652000058442354,0.09806270012632012,5.0,6.6245647999458015,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.3673650999554,691.3673650999554,0.0007242998108267784,0.09892869973555207,3.0,5.7667053998447955,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,697.1676542996429,0.00024609966203570366,0.0979777998290956,703.1840575998649,6.014482399914414,703.3675728999078,703.3675728999078,0.08860289957374334,0.19792129984125495,6.031272799707949,709.4674068000168,709.4674068000168,709.4674068000168,0.08985129976645112,0.19789249962195754,715.1673270999454,715.367457699962,6.031244699377567,6.13107719970867,721.3673878000118,12.031183599494398,721.4839582997374,721.4839582997374,0.014477599412202835,0.11438579950481653,up,1.5624043005518615,723.0839844997972,3.310013562440872e-05,0.09845050005242229,729.1009430000558,729.1009430000558,0.009254599921405315,0.11488359980285168,3.0,3.8733048997819424,,,,,,,721.4505431996658,721.4505431996658,729.1009430000558,709.3673584000207,709.3673584000207,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0175715000369,733.0175715000369,0.00845070043578744,0.11421110015362501,1.0,2.139955500140786,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.1838459996507,735.1838459996507,0.007213300094008446,0.09816229995340109,6.0,2.0253905998542905,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.2505466998555,737.2505466998555,0.006392400246113539,0.09902910003438592,1.0,1.9269631998613477,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.2172588999383,739.2172588999383,0.007126000244170427,0.09890299988910556,4.0,5.326232399791479,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.5837985998951,744.5837985998951,0.0072882999666035175,0.0985155999660492,3.0,1.6922781001776457,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.3170916000381,746.3170916000381,0.006636899895966053,0.09916000021621585,3.0,1.9268446997739375,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.2839119997807,748.2839119997807,0.0011718999594449997,0.09799350006505847,6.0,6.2647231998853385,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,754.584028000012,0.0002804999239742756,0.09736409969627857,760.5670308000408,6.013862600084394,760.7505723997019,760.7505723997019,0.06341409962624311,0.1639965996146202,6.030577199999243,766.8840316999704,766.8840316999704,766.8840316999704,0.08599159959703684,0.19726569950580597,772.5838466999121,772.7837449996732,6.030584699939936,6.130588499829173,778.7837093998678,12.030567799694836,778.917062799912,778.917062799912,0.030688099563121796,0.13052779948338866,up,0.9928637002594769,779.9503925000317,3.9800070226192474e-05,0.09787409985437989,785.9507034998387,785.9507034998387,0.008021699730306864,0.09800029965117574,3.0,3.657427200116217,,,,,,,778.8836904000491,778.8836904000491,785.9507034998387,766.7504177996889,766.7504177996889,,,6.097195699810982,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.6503250999376,789.6503250999376,0.0072290003299713135,0.09797160001471639,1.0,2.5587931000627577,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.2501197997481,792.2501197997481,0.006850299891084433,0.09795140009373426,4.0,2.0923417997546494,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.3836745000444,794.3836745000444,0.006749799940735102,0.09914950001984835,3.0,3.626739799976349,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0671199997887,798.0671199997887,0.008441600017249584,0.11442549992352724,6.0,2.006806599907577,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.1002966999076,800.1002966999076,0.006620800122618675,0.09948919992893934,3.0,2.4603283000178635,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.600320499856,802.600320499856,0.006730999797582626,0.09922519978135824,1.0,1.793648799881339,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.4336168998852,804.4336168998852,0.0007035997696220875,0.09898429969325662,6.0,12.133039699867368,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,816.6003678999841,0.00016329996287822723,0.09857509983703494,822.6169546996243,6.014862099662423,822.7833667998202,822.7833667998202,0.07342159980908036,0.1817126995883882,6.014903899747878,828.8836417999119,828.8836417999119,828.8836417999119,0.06846849946305156,0.18153199972584844,834.5832283999771,834.7834305996075,6.014723099768162,6.114647099748254,840.7834125999361,12.01480419980362,840.9167786999606,840.9167786999606,0.014983899425715208,0.11455119960010052,up,1.5210392004810274,842.483548999764,3.71001660823822e-05,0.09797060023993254,848.5001362999901,848.5001362999901,0.008164600003510714,0.11482950020581484,3.0,4.940677800215781,,,,,,,840.8834199998528,840.8834199998528,848.5001362999901,828.7834867998026,828.7834867998026,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.4666368998587,853.4666368998587,0.007740099914371967,0.09794909972697496,1.0,2.591383300255984,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0999485999346,856.0999485999346,0.006713199894875288,0.0985272997058928,4.0,1.8261660002171993,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.9667221996933,857.9667221996933,0.00925870006904006,0.0977325001731515,6.0,2.0227066995576024,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0499692996964,860.0499692996964,0.008053900208324194,0.11465140013024211,3.0,3.54072290007025,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
