loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.038047349499537,0.000897199846804142,0.11571889976039529,13.352852900046855,13.619744249666109,13.919601599685848,14.219853149773552,14.51958779990673,14.819494549697264,15.15286079980433,0.00128099974244833,0.0993286999873817,30.152927899733186,14.99947899999097,15.09912330005318,30.252937299665064,-0.00033930037170648575,0.099274099804461,30.719578499905765,space,4.166835500393063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.6165966000408,863.6165966000408,0.006802099756896496,0.09925729967653751,3.0,2.7605539998039603,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.4166059996933,866.4166059996933,0.006753500085324049,0.09933919971808791,1.0,2.660087399650365,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.1165823000483,869.1165823000483,0.0007198997773230076,0.0992007995955646,6.0,6.233000000007451,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,875.3835220998153,0.00013979990035295486,0.09941529994830489,881.3832202996127,5.999468700028956,881.5499517996795,881.5499517996795,0.06597309978678823,0.1661863001063466,5.999122300185263,887.6498328996822,887.6498328996822,887.6498328996822,0.055704599712044,0.16621770011261106,893.3498436999507,893.5499316998757,5.999364099930972,6.099332800135016,899.5498607996851,11.999296700116247,899.6831616996787,899.6831616996787,-0.00015250034630298615,0.0992112997919321,up,1.1063086003996432,900.8333123996854,4.91999089717865e-05,0.0978927998803556,906.8496612999588,906.8496612999588,0.025540600065141916,0.11464329995214939,6.0,5.923322600312531,,,,,,,899.6329651996493,899.6329651996493,,887.5500014997087,887.5500014997087,6.099455299787223,12.099026099778712,6.0991634000092745,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.8162878998555,912.8162878998555,0.007343200035393238,0.09807519987225533,4.0,2.7583486000075936,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.616609599907,915.616609599907,0.006637800019234419,0.09916169987991452,7.0,1.7270033000968397,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.3831742997281,917.3831742997281,0.007002399768680334,0.09909809986129403,5.0,2.226456900127232,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.6496555996127,919.6496555996127,0.0067010000348091125,0.09913909994065762,4.0,3.6269418001174927,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.3165343999863,923.3165343999863,0.007946799974888563,0.09770140005275607,5.0,2.1905185002833605,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.549645899795,925.549645899795,0.008529200218617916,0.0982063002884388,2.0,3.6243376000784338,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.216348899994,929.216348899994,0.0013840002939105034,0.09740519989281893,3.0,3.69760869955644,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,932.9497155998833,0.0002578003332018852,0.09834020026028156,938.9497207999229,6.03184280032292,939.1663003000431,939.1663003000431,0.10649990011006594,0.21504030004143715,6.014913400169462,945.2498289998621,945.2498289998621,945.2498289998621,0.09455240005627275,0.1987291001714766,950.9495799997821,951.1495476998389,6.031505899969488,6.131473599933088,957.1495529999956,12.0315094999969,957.2828417997807,957.2828417997807,0.03163379989564419,0.13141690008342266,up,1.811450100503862,959.1495145000517,4.369998350739479e-05,0.09772900026291609,965.1495151999407,965.1495151999407,0.006795600056648254,0.0978108998388052,3.0,5.0921813999302685,,,,,,,957.249531599693,957.249531599693,965.1495151999407,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.2827131999657,970.2827131999657,0.007504299748688936,0.0979633997194469,3.0,2.424631299916655,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.7661520000547,972.7661520000547,0.009012799710035324,0.11422999994829297,4.0,2.2393526998348534,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0327874999493,975.0327874999493,0.006737499963492155,0.09916500002145767,6.0,6.026757599785924,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.0995316999033,981.0995316999033,0.006726100109517574,0.09916889993473887,4.0,2.4603992998600006,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.5992074999958,983.5992074999958,0.0079369000159204,0.09809840004891157,7.0,2.9926697998307645,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.6327121998183,986.6327121998183,0.006796900182962418,0.09820030024275184,1.0,1.7923118998296559,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.4661344997585,988.4661344997585,0.0012986999936401844,0.09837180003523827,3.0,4.531103500165045,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,993.0329672996886,0.0001346999779343605,0.09921080013737082,999.0326604996808,5.999120800290257,999.1993396999314,999.1993396999314,0.06673219986259937,0.16608679993078113,5.999123299960047,1005.2992716999725,1005.2992716999725,1005.2992716999725,0.06499490002170205,0.16598370019346476,1010.9993050997145,1011.2326663997956,5.999094699975103,6.099459600169212,1017.2325480999425,11.999073899816722,1017.3325757998973,1017.3325757998973,0.00010439986363053322,0.0990927997045219,up,1.3932088003493845,1018.7660521999933,4.150019958615303e-05,0.09802190028131008,1024.765821899753,1024.765821899753,0.006143500097095966,0.09811969986185431,7.0,3.1596026001498103,,,,,,,1017.2993528000079,1017.2993528000079,1024.765821899753,1005.1993054999039,1005.1993054999039,6.09922800026834,12.099219399970025,6.0992018999531865,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.965751599986,1027.965751599986,0.008838800247758627,0.09920450020581484,4.0,4.0248073996044695,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.0324385999702,1032.0324385999702,0.006489399820566177,0.09930930007249117,5.0,1.6270372001454234,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.6993255000561,1033.6993255000561,0.0077887000516057014,0.09894709987565875,7.0,2.425501400139183,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.182689299807,1036.182689299807,0.007734099868685007,0.11433180002495646,6.0,1.7741935001686215,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.982489399612,1037.982489399612,0.006602500099688768,0.09929230017587543,4.0,2.093850300181657,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.1158050000668,1040.1158050000668,0.0065946998074650764,0.0992393996566534,1.0,3.0269839996472,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.1825314997695,1043.1825314997695,0.0012388001196086407,0.09737450024113059,1.0,3.9307523001916707,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1047.1492989999242,0.0003336002118885517,0.09761429997161031,1053.1656861999072,6.014144100248814,1053.3323377999477,1053.3323377999477,0.0728516997769475,0.18092079972848296,6.01402990007773,1059.4324126997963,1059.4324126997963,1059.4324126997963,0.07456739991903305,0.1810087999328971,1065.1323669999838,1065.332350499928,6.014111999887973,6.113964699674398,1071.3323186999187,12.014015699736774,1071.4656145996414,1071.4656145996414,0.014120099600404501,0.11413229955360293,up,1.4844971005804837,1072.9990050997585,5.589984357357025e-05,0.09796090004965663,1079.015816600062,1079.015816600062,0.025484499987214804,0.11460579978302121,4.0,3.856881400104612,,,,,,,1071.432286199648,1071.432286199648,,1059.3323579998687,1059.3323579998687,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.915520099923,1082.915520099923,0.008061399683356285,0.09802010003477335,1.0,2.457980599720031,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.4156053997576,1085.4156053997576,0.006959899794310331,0.09970259992405772,3.0,2.560115000233054,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.015590599738,1088.015590599738,0.006574300117790699,0.0992354997433722,3.0,2.493811100255698,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.5487248999998,1090.5487248999998,0.007370200008153915,0.09918629983440042,6.0,2.09273809986189,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.6822314998135,1092.6822314998135,0.007615100126713514,0.0979067999869585,3.0,2.1912719001993537,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.915417299606,1094.915417299606,0.006493999622762203,0.0992631996050477,1.0,2.8609145996160805,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.8155980999582,1097.8155980999582,0.001984099857509136,0.0978362001478672,6.0,3.6303630000911653,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1101.4823639998212,0.0002981000579893589,0.09773360006511211,1107.4821028998122,6.0310420002788305,1107.6652023000643,1107.6652023000643,0.07600970007479191,0.18105390015989542,6.014299700036645,1113.7655829996802,1113.7655829996802,1113.7655829996802,0.06983469985425472,0.18100730003789067,1119.4653914999217,1119.6653711996041,6.014342399779707,6.114391099661589,1125.6655970998108,12.014543899800628,1125.7986918999813,1125.7986918999813,0.014510300010442734,0.11422749981284142,up,1.119376000482589,1126.9654626999982,4.3800100684165955e-05,0.09792330022901297,1132.9652546998113,1132.9652546998113,0.009879100136458874,0.09768440015614033,4.0,3.0556387999095023,,,,,,,1125.7653394998051,1125.7653394998051,1132.9652546998113,1113.665434199851,1113.665434199851,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.0653023999184,1136.0653023999184,0.006722200196236372,0.09927080012857914,5.0,5.560172299854457,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.6654681996442,1141.6654681996442,0.006590200122445822,0.09919989993795753,7.0,2.526934100314975,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.232553199865,1144.232553199865,0.008489000145345926,0.0974095999263227,1.0,1.9571022996678948,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.2317498996854,1146.2317498996854,0.007739299908280373,0.09800689993426204,5.0,2.5913929999805987,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.8652089997195,1148.8652089997195,0.007539799902588129,0.09799350006505847,7.0,1.4582590004429221,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.3653822997585,1150.3653822997585,0.006632399745285511,0.09920879965648055,6.0,1.7936217999085784,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.1986495996825,1152.1986495996825,0.0009651998989284039,0.09969689976423979,3.0,7.499654199928045,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1159.7319106999785,0.0004376000724732876,0.09730510041117668,1165.748487799894,6.013888600282371,1165.9987359996885,1165.9987359996885,0.14823140017688274,0.2639168999157846,6.030546400230378,1172.0318650999106,1172.0318650999106,1172.0318650999106,0.0951009001582861,0.19745439989492297,1177.7317426996306,1177.931839299854,6.030627800151706,6.130639200098813,1183.9319346998818,12.030722199939191,1184.0315713998862,1184.0315713998862,0.013594800140708685,0.09711739979684353,up,1.205631900113076,1185.2982891998254,4.630023613572121e-05,0.09792739991098642,1191.332054699771,1191.332054699771,0.026266700122505426,0.13148429989814758,3.0,4.272760100197047,,,,,,,1184.0147146997042,1184.0147146997042,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.6484372997656,1195.6484372997656,0.007880600169301033,0.11416910029947758,1.0,4.307211100123823,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.981724299956,1199.981724299956,0.007141000125557184,0.0991134000942111,4.0,3.326423100195825,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.348254499957,1203.348254499957,0.00903830025345087,0.09886940009891987,4.0,1.4242071998305619,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.8151316996664,1204.8151316996664,0.00718910014256835,0.09908000007271767,3.0,1.5263495999388397,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.38172689965,1206.38172689965,0.008096199948340654,0.09822020027786493,1.0,1.4578184001147747,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.881683500018,1207.881683500018,0.007361399941146374,0.09821489965543151,6.0,1.9584723999723792,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.8814379000105,1209.8814379000105,0.0019796998240053654,0.097218899987638,6.0,2.1963655999861658,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1212.1152335000224,0.00025029992684721947,0.09819909976795316,1218.1149368998595,6.031475800089538,1218.3483760999516,1218.3483760999516,0.12792439991608262,0.23171989992260933,6.031395100057125,1224.414785400033,1224.414785400033,1224.414785400033,0.09418309992179275,0.19817139953374863,1230.1151044997387,1230.314970499836,6.03151679970324,6.13156219990924,1236.3148392997682,12.031383499968797,1236.4481712998822,1236.4481712998822,0.03155399952083826,0.1313531994819641,up,1.5252715004608035,1238.0149383996613,2.1799933165311813e-05,0.0992038999684155,1244.0319628999569,1244.0319628999569,0.027170400135219097,0.11553579987958074,5.0,5.556110799778253,,,,,,,1236.4148523998447,1236.4148523998447,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.6315540997311,1249.6315540997311,0.007180499844253063,0.0982932997867465,1.0,2.425470200367272,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.0982033996843,1252.0982033996843,0.007864200044423342,0.09894910035654902,7.0,2.0255094999447465,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.164651799947,1254.164651799947,0.007482700049877167,0.0994951999746263,7.0,0.9595182999037206,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.1816539997235,1255.1816539997235,0.008665499743074179,0.11441130004823208,5.0,3.1066932999528944,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.3146158000454,1258.3146158000454,0.007269000168889761,0.09802989987656474,6.0,2.291889499872923,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.6480183997191,1260.6480183997191,0.007672699633985758,0.09936299966648221,4.0,1.892606900073588,,,,,,,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.5815117000602,1262.5815117000602,0.0014388998970389366,0.09788830019533634,1.0,5.131153000053018,,,,,,,,,2777,Moral,2025-02-13_13h17.40.857,MoralCondition_v2,2022.2.5,29.98311949386534,
