Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_2.started,taste_sound_3.started,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_1.stopped,taste_sound_2.stopped,taste_sound_3.stopped,Begin_Rinse.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1766.9875924000517,0.014898699708282948,0.1476138997823,6.030931499786675,1773.0042073000222,1773.1042583999224,1773.1042583999224,0.031053599901497364,0.16428379993885756,space,1.230155199766159,1774.3709053001367,1774.3709053001367,3.4700147807598114e-05,0.13150730030611157,num_9,1.722972999792546,1776.137801310001,0.0025957999750971794,0.13122579967603087,1776.9377925102133,1777.7374768103007,1778.1708861002699,,1786.1709750001319,1786.1542066102381,0.016986900009214878,0.13110859971493483,,1788.2041958002374,1788.3541880003177,1788.8540755999275,10.031203999649733,,1796.2873720000498,0.033971699886024,1796.2873720000498,0.16421899991109967,3.0,4.431192800402641,1800.7541356002912,0.002356399782001972,0.11447180015966296,1806.7707393001765,1806.937354610255,6.23113609990105,6.364370400086045,1826.9539723102469,1826.9706383999437,26.21432359982282,26.347679699771106,,,1829.9706369000487,0.016032099723815918,0.14763829996809363,1859.9871867001057,30.0307978997007,1776.4541409001686,1777.2541791000403,,,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1860.0872026002035,0.03174289967864752,0.16422449983656406,6.014130099676549,1866.1037930003367,1866.1704792999662,1866.1704792999662,0.014339899644255638,0.14745759963989258,space,2.3082600999623537,1868.5371163999662,1868.5371163999662,4.020007327198982e-05,0.13117580022662878,num_9,1.301659299992025,1869.8704980099108,0.0018547996878623962,0.13135599996894598,1870.6703586102929,1871.4703319100197,1871.887335699983,,1879.9037246000953,1879.887048010202,0.017201799899339676,0.14782659988850355,,1881.9373122001998,1882.0870819003321,1882.6205088002607,10.01445319969207,,1890.0202168002725,0.03405549982562661,1890.0202168002725,0.16438869992271066,6.0,4.09809030033648,1894.1539525003172,0.0022061001509428024,0.13279049983248115,1900.170427700039,1900.3203293103259,6.215845400001854,6.349142299965024,1920.3368670101743,1920.3535633999854,26.199037100188434,26.332551499828696,,,1923.3868864001706,0.03426599968224764,0.1656930996105075,1953.4200547002256,30.03226359980181,1870.2037772000767,,,,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1953.4868409000337,0.03287309966981411,0.16545059951022267,6.032217299565673,1959.520040200092,1959.5867006001063,1959.5867006001063,0.032411799766123295,0.16553299967199564,space,1.2920145997777581,1960.9200118002482,1960.9200118002482,4.189973697066307e-05,0.13153459969908,num_9,1.3658152995631099,1962.3034107102546,0.0021128999069333076,0.13117250008508563,1963.1033227103296,1963.9034884101245,1964.3366737002507,,1972.3533050999977,1972.3366339099127,0.03405490005388856,0.16446170024573803,1973.3532516001724,1974.3866153000854,1974.5200558002107,1975.053544800263,10.014204900246114,,1982.4365596999414,0.01682189991697669,1982.4365596999414,0.14778479980304837,4.0,1.4651437001302838,1983.9370361999609,0.001662400085479021,0.13273980002850294,1989.9698780002072,1990.103154510213,6.215960499830544,6.349248900078237,2010.1198280099313,2010.1364676998928,26.19922860013321,26.33255619974807,2011.136456000153,,2013.1531480001286,0.017585599794983864,0.1491944999434054,2043.1863319999538,30.015755199827254,,,,,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043.2529684002511,0.016043399460613728,0.14904729975387454,2073.2861860003322,30.015604599844664,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2073.3530590003356,0.017644399777054787,0.14890229934826493,6.01555739948526,2079.3861136003397,2079.4527992000803,2079.4527992000803,0.015484999399632215,0.14887519925832748,space,0.8814989998936653,2080.386130299885,2080.386130299885,3.729993477463722e-05,0.1311204000376165,num_9,1.7558760000392795,2082.1695075099824,0.001845099963247776,0.13123869989067316,2082.9694295101335,2083.769366510166,2084.1861475999467,,2092.2027610000223,2092.1861223103015,0.017327900044620037,0.14789259992539883,2093.2026955001056,2094.219539700076,2094.386129999999,2094.9026040001772,10.014498400036246,,2102.3025728999637,0.01727860001847148,2102.3025728999637,0.14762260019779205,5.0,2.264809099957347,2104.603006800171,0.002379900310188532,0.13121249992400408,2110.6194974998944,2110.785900609987,6.231310999952257,6.3311248999089,2130.785878010048,2130.802671799902,26.231191100087017,26.36442460026592,2131.8024793001823,,2133.8192273001187,0.01627929974347353,0.147641200106591,2163.8525493000634,30.014080199878663,2082.486129700206,2083.2860570000485,2084.086235300172,2111.802583000157,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2163.919067400042,0.014835800044238567,0.14750929968431592,6.014176100026816,2169.9523714003153,2170.0190747999586,2170.0190747999586,0.014313199557363987,0.14749819971621037,space,1.3070952999405563,2171.3857157002203,2171.3857157002203,4.110019654035568e-05,0.1314873001538217,num_9,1.6841833996586502,2173.1190796102865,0.0021091001108288765,0.1315867998637259,2173.918935609935,2174.735702810297,2175.1358501003124,,2183.1523041003384,2183.1357870101465,0.016877800226211548,0.13121870020404458,2184.1522288001142,2185.1856484003365,2185.352315200027,2185.869008100126,10.03154610004276,,2193.2688325000927,0.03400010010227561,2193.2688325000927,0.1648225001990795,6.0,5.148345400113612,2198.4523658002727,0.0025863000191748142,0.13146320031955838,2204.4855725001544,2204.6354481102435,6.21471400000155,6.347842500079423,2224.6353389103433,2224.6520544001833,26.231261200271547,26.364658900070935,2225.6519436999224,,2227.6854273001663,0.032265800051391125,0.16465729987248778,2257.718610800337,30.031368900090456,2173.435630999971,2174.2357018999755,2175.052378000226,,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2257.768676500302,0.015045499894768,0.14790019998326898,6.031171699985862,2263.7852570000105,2263.868622700218,2263.868622700218,0.01457509957253933,0.14784259954467416,space,1.1693815002217889,2265.1019530999474,2265.1019530999474,5.6900084018707275e-05,0.13105889968574047,num_9,1.6318839001469314,2266.7688013100533,0.00292230024933815,0.131058800034225,2267.5852888100317,2268.3685361099897,2268.785448099952,,2276.8018873999827,2276.785357510159,0.016975800041109324,0.14751920010894537,2277.8017700999044,2278.8016913002357,2278.98529099999,2279.5185294002295,10.014242200180888,,2286.901755800005,0.01699079992249608,2286.901755800005,0.14753689989447594,2.0,13.69836249994114,2300.6351691000164,0.0020778002217411995,0.13203730015084147,2306.6349722002633,2306.818420010107,6.23220880003646,6.365311200264841,2326.8182435100434,2326.8349907998927,26.231938799843192,26.365241799969226,2327.835154700093,,2329.868322600145,0.033674600068479776,0.1653006998822093,2359.8848319998942,30.01509159989655,2267.085223500151,2267.9018941000104,2268.6852299999446,2307.8349941000342,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2359.9515126999468,0.015823299530893564,0.14839679980650544,6.015069099608809,2365.984935699962,2366.051486399956,2366.051486399956,0.01523179979994893,0.14837099984288216,space,3.1465640999376774,2369.251455100253,2369.251455100253,4.390021786093712e-05,0.13142669992521405,num_9,1.1468825996853411,2370.4348544100767,0.0021168002858757973,0.13146830024197698,2371.2514516100755,2372.0347718102394,2372.434549599886,,2380.4682406000793,2380.451601710124,0.01724390033632517,0.14799740025773644,,2382.501510800328,2382.651423800271,2383.1848601000383,10.014594700187445,,2390.567891899962,0.01730260020121932,2390.567891899962,0.14791009994223714,4.0,1.798721699975431,2392.401723100338,0.0015278998762369156,0.13253929978236556,2398.4181067002937,2398.5846757101363,6.199148399755359,6.33247569995001,2418.584497010289,2418.6012284001336,26.232412999961525,26.36567150009796,2419.617920400109,,2421.6345219002105,0.03404439985752106,0.1657643998041749,2451.6677715000696,30.032222899608314,2370.7514394000173,,2372.351391199976,2399.601233900059,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2451.7177043999545,0.03243549959734082,0.13225229969248176,6.032208499498665,2457.734353400301,2457.8178596999496,2457.8178596999496,0.015495399478822947,0.1489311996847391,space,3.140171599574387,2461.017738400027,2461.017738400027,4.479987546801567e-05,0.1311686998233199,num_9,1.1242557000368834,2462.1843815100847,0.0024720001965761185,0.1314818998798728,2462.9842256102247,2463.784327309998,2464.217699199915,,2472.2343405000865,2472.2176479100717,0.0342271002009511,0.16490129986777902,,2474.250980500132,2474.4176223003305,2474.951014799997,10.014709299895912,,2482.3174904999323,0.017707899678498507,2482.3174904999323,0.14799039997160435,2.0,3.231456299778074,2485.5842893002555,0.0023380001075565815,0.1318122004158795,2491.617544699926,2491.767536010081,6.231804100330919,6.365009800065309,2511.7674832101447,2511.7841266002506,26.23162900004536,26.364931900054216,,,2514.8006267002784,0.016488700173795223,0.1318855001591146,2544.8171063000336,30.014769400004297,2462.5010032001883,,,2492.784129000269,,,,,,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544.9008086998947,0.014931899961084127,0.1311968001537025,2574.933794800192,30.01466709980741,6833,Gustatory,2025-02-11_11h36.07.113,Gustatory_Condition_v2,2022.2.5,59.99977206897896,
