loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.145497039426118,0.0008656000718474388,0.11659190012142062,18.46240619989112,18.712350479792804,19.01230249973014,19.329045679885894,19.645921799819916,19.912358379922807,20.24564869981259,0.0026477999053895473,0.10003309976309538,35.24573879968375,15.000019299797714,35.3457185998559,0.00018399953842163086,0.10012219985947013,35.81239689979702,space,9.361552900169045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,331.3460201998241,0.00013489974662661552,0.09925779979676008,337.3458711998537,5.999187799636275,337.5125082000159,337.5125082000159,0.06703529972583055,0.16616089968010783,5.999241799581796,343.6125567997806,343.6125567997806,343.6125567997806,0.054636099841445684,0.16620769957080483,349.31254329998046,349.51256789965555,5.999275199603289,6.099212099798024,355.5124293998815,11.99907309981063,355.64589249994606,355.64589249994606,0.00021479930728673935,0.09917339961975813,down,3.143752200063318,358.8292024997063,4.879990592598915e-05,0.09763990016654134,364.82935989974067,364.82935989974067,364.82935989974067,0.009222500026226044,0.09744960023090243,1.0,2.255981100257486,,,,,,,355.6126627996564,355.6126627996564,6.099082599859685,343.51255659991875,343.51255659991875,6.099273499567062,12.09938699984923,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1290533998981,367.1290533998981,0.007412699982523918,0.09787449985742569,4.0,2.091752199921757,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.26242240006104,369.26242240006104,0.007195999845862389,0.09787040017545223,1.0,0.9921364998444915,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.31288230000064,370.31288230000064,0.007876900024712086,0.11413670005276799,1.0,0.5073061999864876,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.8458908996545,370.8458908996545,0.00696370005607605,0.0980702000670135,1.0,0.6921316999942064,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.5791400000453,371.5791400000453,0.009376199916005135,0.09810939989984035,1.0,0.7563225999474525,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.3792260000482,372.3792260000482,0.008027200121432543,0.0976927001029253,1.0,0.9573526000604033,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.3793762996793,373.3793762996793,0.0007238998077809811,0.09932099981233478,4.0,2.8668184000998735,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,376.2792877997272,0.000139700248837471,0.09908070042729378,382.27910849964246,6.015718700364232,382.4959118999541,382.4959118999541,0.11329880030825734,0.2159752999432385,6.015819600317627,388.57909169979393,388.57909169979393,388.57909169979393,0.09778109984472394,0.19913189997896552,394.27926849992946,394.4457678999752,5.999052099883556,6.0990766999311745,400.4458129997365,11.999037600122392,400.57922259997576,400.57922259997576,0.0001467997208237648,0.09894010005518794,down,1.6186808999627829,402.2460294999182,6.0599762946367264e-05,0.09764300007373095,408.2457702998072,408.2457702998072,408.2457702998072,0.010094199795275927,0.09767379984259605,1.0,2.6886291997507215,,,,,,,400.57922259997576,400.57922259997576,6.099014200270176,,,,12.099067499861121,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9792871000245,410.9792871000245,0.006611200049519539,0.0994351003319025,1.0,0.7270307997241616,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.7460121996701,411.7460121996701,0.006878900341689587,0.0991056002676487,1.0,0.6933985999785364,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.4961158996448,412.4961158996448,0.008605800103396177,0.1142060998827219,4.0,1.4733726000413299,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.99573779990897,413.99573779990897,0.008334700018167496,0.09932570019736886,1.0,1.2920420998707414,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3290570997633,415.3290570997633,0.00742849987000227,0.09786880016326904,1.0,1.091420799959451,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.46256469981745,416.46256469981745,0.006988499779254198,0.09817110002040863,1.0,0.8587202001363039,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.3626794000156,417.3626794000156,0.0017500999383628368,0.09743520012125373,4.0,1.5305351000279188,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,418.92941290000454,0.00013870000839233398,0.09954650001600385,424.9460020000115,6.015787600073963,425.1126899998635,425.1126899998635,0.08136780001223087,0.18258829973638058,6.015841099899262,431.212655399926,431.212655399926,431.212655399926,0.0755729996599257,0.18243109993636608,436.91253579966724,437.1126937000081,6.015969599597156,6.115769099909812,443.1125729996711,12.015861799940467,443.24586869962513,443.24586869962513,0.015972699504345655,0.11578069953247905,up,1.4476185999810696,444.7458836999722,4.4899992644786835e-05,0.09786069998517632,,450.76239349972457,450.76239349972457,0.024950199760496616,0.11480759968981147,1.0,2.2238908000290394,,,,,,,443.21253859996796,443.21253859996796,,431.11253979988396,431.11253979988396,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.029129399918,453.029129399918,0.006965099833905697,0.09878059988841414,1.0,0.7928817998617887,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.86262519983575,453.86262519983575,0.008749800268560648,0.0976065001450479,1.0,0.6899112001992762,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.5958031998016,454.5958031998016,0.007263199891895056,0.0976034002378583,1.0,0.7916783997789025,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.42912449967116,455.42912449967116,0.0093728001229465,0.09946860000491142,1.0,0.7912785997614264,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.2624622997828,456.2624622997828,0.006714300252497196,0.09912599995732307,1.0,0.7601864002645016,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0624592998065,457.0624592998065,0.006825500167906284,0.09908950002864003,4.0,1.2934145997278392,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.3960850997828,458.3960850997828,0.0016895998269319534,0.09783659968525171,4.0,1.5974281998351216,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,460.02928919997066,0.00037850020453333855,0.09850559988990426,466.02919679973274,6.0318146999925375,466.21266249986365,466.21266249986365,0.07253909995779395,0.18197620008140802,6.0150668998248875,472.31254199985415,472.31254199985415,472.31254199985415,0.06751179974526167,0.1819173996336758,478.0125170997344,478.2124361996539,6.014942899812013,6.115061099641025,484.2126243999228,12.015196499880403,484.34611639985815,484.34611639985815,0.015540699940174818,0.11511309957131743,up,1.0510871005244553,485.4458288997412,5.570007488131523e-05,0.09806949971243739,491.46266789967194,491.46266789967194,491.46266789967194,0.010859099682420492,0.11464039981365204,1.0,2.2710540001280606,,,,,,,484.31282139988616,484.31282139988616,,472.19570579985157,472.19570579985157,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.76252339966595,493.76252339966595,0.006111700087785721,0.09886590018868446,1.0,0.8271412998437881,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.6292685996741,494.6292685996741,0.007362700067460537,0.09874830022454262,1.0,0.5922989998944104,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.26273019984365,495.26273019984365,0.008230799809098244,0.09744939999654889,1.0,0.6569973002187908,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.9626118000597,495.9626118000597,0.005625699646770954,0.09934569988399744,4.0,1.3279404998756945,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.32901360001415,497.32901360001415,0.007384500000625849,0.0978015000000596,1.0,1.391370799858123,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.76268409984186,498.76268409984186,0.00711299991235137,0.09790090005844831,1.0,0.6585196000523865,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.46243579965085,499.46243579965085,0.0007315999828279018,0.09904590016230941,4.0,1.5997073999606073,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,501.09611799987033,0.000328300055116415,0.09810650022700429,507.079025299754,6.0144958002492785,507.2625561999157,507.2625561999157,0.052992500364780426,0.16489440016448498,6.031382400076836,513.3959626997821,513.3959626997821,513.3959626997821,0.08676490001380444,0.19796170014888048,519.0958845997229,519.296066599898,6.031556600239128,6.131285300012678,525.2958987997845,12.031379499938339,525.4293807996437,525.4293807996437,0.03153289994224906,0.13144609984010458,down,0.8960981001146138,526.379168999847,4.269974306225777e-05,0.09794239979237318,532.3959637996741,532.3959637996741,532.3959637996741,0.009934499859809875,0.11467169970273972,1.0,1.8391718999482691,,,,,,,525.3959528999403,525.3959528999403,6.098008600063622,513.2625029999763,513.2625029999763,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.2624271996319,534.2624271996319,0.006839000154286623,0.09905129997059703,1.0,0.49332060012966394,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.8127405997366,534.8127405997366,0.008347299881279469,0.11396909970790148,4.0,1.3399875997565687,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.1790738999844,536.1790738999844,0.0065552000887691975,0.09932060027495027,1.0,1.0603023003786802,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.2790426998399,537.2790426998399,0.00661169970408082,0.09874079981818795,1.0,0.4929818999953568,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.8124440996908,537.8124440996908,0.007897700183093548,0.09752159984782338,1.0,0.8239563996903598,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.6790125998668,538.6790125998668,0.008276800159364939,0.09910620003938675,1.0,0.6919573997147381,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4127219999209,539.4127219999209,0.001743299886584282,0.09718600008636713,4.0,1.330010199919343,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,540.7794333999045,0.0001379000023007393,0.09923200029879808,546.7791649997234,5.999286700040102,546.979217399843,546.979217399843,0.0852093999274075,0.19943469995632768,5.999231200199574,553.045866899658,553.045866899658,553.045866899658,0.06144709978252649,0.16581929987296462,558.7458180999383,558.9457944999449,5.999464000109583,6.099147600121796,564.9457859997638,11.999200500082225,565.0791198997758,565.0791198997758,2.310005947947502e-05,0.09918119991198182,up,0.5586751000955701,565.695750599727,1.4200340956449509e-05,0.09941410040482879,,571.7124453000724,571.7124453000724,0.02409300021827221,0.11613910039886832,4.0,2.0598124996758997,,,,,,,565.0457643000409,565.0457643000409,6.0991976000368595,553.045866899658,553.045866899658,6.099214000161737,12.099180299788713,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.829311599955,573.829311599955,0.007939700037240982,0.11433540005236864,1.0,1.474151000380516,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.3292548996396,575.3292548996396,0.0064606997184455395,0.09908950002864003,1.0,0.6270138002000749,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.9959354000166,575.9959354000166,0.006409899797290564,0.09935839986428618,1.0,0.6270999000407755,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.6793216997758,576.6793216997758,0.00898500019684434,0.11425970029085875,1.0,0.573301600292325,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.2790751000866,577.2790751000866,0.0066374000161886215,0.09919130010530353,1.0,0.9268506001681089,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.2457662997767,578.2457662997767,0.007072300184518099,0.09945360012352467,1.0,1.793294900096953,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0792715996504,580.0792715996504,0.0007349001243710518,0.09915729984641075,4.0,1.632840999867767,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,581.7458996996284,0.00015990016981959343,0.09917620010674,587.7289774999954,5.999011000152677,587.8957040999085,587.8957040999085,0.047634999733418226,0.14934779983013868,6.015769700054079,594.0290389996953,594.0290389996953,594.0290389996953,0.07830139994621277,0.18267339980229735,599.7290650997311,599.9290895997547,6.015845799818635,6.115884299855679,605.9290649998002,12.015821899753064,606.0624013999477,606.0624013999477,0.015957399737089872,0.11577739985659719,up,0.9034494999796152,607.012397099752,4.110019654035568e-05,0.09803149988874793,613.0126164997928,613.0126164997928,613.0126164997928,0.008923899848014116,0.09815480001270771,1.0,2.0900493999943137,,,,,,,606.0290520000271,606.0290520000271,6.082417100202292,593.8957508997992,593.8957508997992,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.1457245997153,615.1457245997153,0.006506199948489666,0.09941140003502369,1.0,0.6273146001622081,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.8126230998896,615.8126230998896,0.007426199968904257,0.09735330007970333,1.0,0.5243688998743892,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3791618999094,616.3791618999094,0.00678620021790266,0.09927110001444817,1.0,0.6266473000869155,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.062556500081,617.062556500081,0.00834970036521554,0.1145321000367403,1.0,0.7071102000772953,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.795875699725,617.795875699725,0.007251400034874678,0.09751150012016296,1.0,0.7248096000403166,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.5622346000746,618.5622346000746,0.006767899729311466,0.0992639996111393,4.0,1.4936702996492386,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0955913998187,620.0955913998187,0.0019759000279009342,0.0972169996239245,4.0,0.9630423001945019,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,621.0959302997217,0.0002988995984196663,0.09743229998275638,627.0957424999215,6.030830899719149,627.2791653997265,627.2791653997265,0.0674691996537149,0.18076519947499037,6.01407039957121,633.3624056000262,633.3624056000262,633.3624056000262,0.06549419974908233,0.16409049974754453,639.0623587998562,639.295664999634,6.030773499514908,6.1307722995989025,645.2956607998349,12.030745899770409,645.4289985997602,645.4289985997602,0.030877799727022648,0.13068879954516888,down,1.1524483999237418,646.6456561996602,4.590023308992386e-05,0.09788630018010736,,652.678967599757,652.678967599757,0.026026600040495396,0.13121879985556006,1.0,2.406200499739498,,,,,,,645.3623130000196,645.3623130000196,,633.2790224999189,633.2790224999189,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.1291417996399,655.1291417996399,0.007516000419855118,0.11401540040969849,1.0,0.5746177998371422,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.7290348000824,655.7290348000824,0.008935000281780958,0.09793440019711852,1.0,0.756906199734658,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.5290450998582,656.5290450998582,0.007741900160908699,0.09776310017332435,4.0,1.6911925999447703,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.2623017998412,658.2623017998412,0.007548999972641468,0.09782660007476807,1.0,1.1910338001325727,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.5124877998605,659.5124877998605,0.008529799990355968,0.11428009998053312,1.0,0.7064579003490508,,,,,,,,,,,,,,7150,Moral,2024-10-18_11h05.31.894,MoralCondition_v2,2022.2.5,29.975551935142008,
