loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
21,0,21,0,,,,,,,,,,,,,,,,,,,341.54557840002235,0.00022580008953809738,0.09909869998227805,347.5454104000237,5.999154000077397,347.66206030000467,0.023133100010454655,0.11574390006717294,6.01563880010508,353.66198989993427,353.7619613999268,0.018542200094088912,0.11550400010310113,0.0,2.031321099959314,6.098974700085819,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
22,0,22,0,,,,,,,,,,,,,,,,,,,355.82889689994045,0.00022430007811635733,0.09914830001071095,361.8285983999958,6.0323218000121415,362.0955015999498,0.1303140000673011,0.26563750009518117,6.032276000012644,,368.0619202000089,0.03473810001742095,0.13217930006794631,0.0,2.13181610009633,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
23,0,23,0,,,,,,,,,,,,,,,,,,,370.2288569000084,0.00024369999300688505,0.09931270009838045,376.22855869994964,5.999373400001787,376.3455564000178,0.014608600060455501,0.11613880004733801,6.0158603000454605,382.3451896000188,382.4451072999509,0.018334000138565898,0.11584540014155209,0.0,2.0985616999678314,6.099245900055394,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
24,0,24,0,,,,,,,,,,,,,,,,,,,384.57873229996767,0.0007320999866351485,0.09737580001819879,390.5784131999826,6.030442400020547,390.7285292999586,0.051756100030615926,0.1473741999361664,6.013750200043432,396.72851129993796,396.7949959000107,0.016552799963392317,0.11368950002361089,1.0,2.0982222000602633,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
25,0,25,0,,,,,,,,,,,,,,,,,,,398.92859679996036,0.0005670000100508332,0.09711630002129823,404.94513539993204,6.013849499984644,405.06163599994034,0.030610500019975007,0.1304122000001371,6.030387899954803,411.0617691000225,411.1616710999515,0.03333810006733984,0.1303882000502199,0.0,1.8315128999529406,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
26,0,26,0,,,,,,,,,,,,,,,,,,,413.0287213999545,0.0005018000956624746,0.09761050005909055,419.0283682999434,6.0309406000887975,419.1950060999952,0.06823710002936423,0.16428550006821752,6.0309317000210285,425.1951378999511,425.26162859995384,0.03369520010892302,0.13078430015593767,0.0,1.9312776000006124,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
27,0,27,0,,,,,,,,,,,,,,,,,,,427.2284605000168,0.00022029993124306202,0.09915109991561621,433.2283213000046,6.032340099918656,433.37822389998473,0.059998200042173266,0.14899280003737658,6.015534600010142,439.3783375999192,439.44482229999267,0.018331200000829995,0.11545779998414218,2.0,1.931423299945891,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
28,0,28,0,,,,,,,,,,,,,,,,,,,441.41179819998797,0.00041690003126859665,0.09748330002184957,447.41175379999913,6.031024100026116,447.54493209999055,0.03877940005622804,0.1309096000622958,6.030804000096396,453.54490310000256,453.644994399976,0.03357900003902614,0.13075280003249645,1.0,1.8982086000032723,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
29,0,29,0,,,,,,,,,,,,,,,,,,,455.57833419996314,0.0002476999070495367,0.09924099990166724,461.59488749993034,6.015686200000346,461.7114613999147,0.038423400023020804,0.13240060000680387,6.03216139995493,467.69464559992775,467.7948261999991,0.016188499983400106,0.11581039999146014,1.0,1.9339153000619262,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
30,0,30,0,,,,,,,,,,,,,,,,,,,469.76159050001297,0.0003904999466612935,0.09750419994816184,475.77821499994025,6.014102499932051,475.92806880001444,0.060746700037270784,0.1641109000192955,6.030738299945369,481.92810809996445,481.99485819996335,0.03375240007881075,0.13062630000058562,1.0,1.9979112999280915,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
31,0,31,0,,,,,,,,,,,,,,,,,,,484.0284018999664,0.00047509989235550165,0.09747309994418174,490.02794539998285,6.030585899949074,490.1613885000115,0.028124499949626625,0.13097199995536357,6.030736899934709,496.1613933999324,496.261421800009,0.033074500039219856,0.1308703999966383,1.0,1.7320640000980347,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
32,0,32,0,,,,,,,,,,,,,,,,,,,498.0283821999328,0.00022019993048161268,0.09969139995519072,504.0280350999674,5.999248999985866,504.1778885999229,0.05062049999833107,0.1490938999922946,6.015746399993077,510.1780204999959,510.2445796999382,0.017750400002114475,0.11585750000085682,2.0,1.998962500016205,6.099114999989979,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
33,0,33,0,,,,,,,,,,,,,,,,,,,512.2782674999908,0.00024089997168630362,0.09935060003772378,518.2946625999175,6.015573999960907,518.4112115999451,0.03265149996150285,0.13219060003757477,6.032085199956782,524.3945169999497,524.4945606000256,0.01746680005453527,0.11561520001851022,2.0,2.432753900066018,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
34,0,34,0,,,,,,,,,,,,,,,,,,,526.9613249999238,0.00017450004816055298,0.09932859998662025,532.9444191999501,5.9990746000548825,533.1446751999902,0.04232520004734397,0.18283940001856536,6.015935200033709,539.1445475999499,539.1777898999862,0.018682600115425885,0.11583560006693006,0.0,2.198193599935621,6.082512399996631,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
35,0,35,0,,,,,,,,,,,,,,,,,,,541.4114959000144,0.0002470999024808407,0.09887979994527996,547.4111883000005,6.032378599978983,547.577851900016,0.06889959995169193,0.16589369997382164,6.032384500023909,553.577814099961,553.6444205999142,0.03521899995394051,0.1322894999757409,0.0,2.031369199976325,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
36,0,36,0,,,,,,,,,,,,,,,,,,,555.7114367999602,0.000533499987795949,0.0971054999390617,561.7278609999921,6.013764400035143,561.8443837999366,0.03431230003479868,0.13048160006292164,6.030364800011739,567.8444324999582,567.9443527000258,0.033154800068587065,0.13040700007695705,0.0,1.8982662999769673,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
37,0,37,0,,,,,,,,,,,,,,,,,,,569.878153199912,0.00023959996178746223,0.09919620002619922,575.8778902000049,5.9990978999994695,575.9943007000256,0.013875999953597784,0.1158651999430731,6.015743399970233,581.9944017999806,582.0942744999193,0.018572999979369342,0.11564630002249032,0.0,1.6980709000490606,6.099184799939394,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
38,0,38,0,,,,,,,,,,,,,,,,,,,583.8279279000126,0.00022109993733465672,0.09916759992484003,589.8443044999149,6.015673899906687,589.9609489999712,0.02885539992712438,0.1323140999302268,6.0322804999304935,595.9609726999188,596.0608452999732,0.035120600019581616,0.13227379997260869,0.0,2.264857199974358,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
39,0,39,0,,,,,,,,,,,,,,,,,,,598.3612639999483,0.000673700007610023,0.09687630005646497,604.3609201000072,6.030149500002153,604.5276899000164,0.061302200076170266,0.16360390011686832,6.030135900015011,610.5277306999778,610.5940857999958,0.03331950004212558,0.1299646000843495,0.0,1.8313487999839708,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
40,0,40,0,,,,,,,,,,,,,,,,,,,612.4608948000241,0.0005466999718919396,0.09735400008503348,618.4778765999945,6.013787099975161,618.5940877000103,0.037296000053174794,0.13075030001346022,6.0304353000829,624.5941748999758,624.6942024999298,0.03312910010572523,0.1305508001241833,2.0,1.898261500056833,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
41,0,41,0,,,,,,,,,,,,,,,,,,,626.6278358999407,0.0005315999733284116,0.09719930007122457,632.6274938000133,6.030563400010578,632.777399500017,0.050357600091956556,0.14746910007670522,6.013810300035402,638.7776556999888,638.8441611999879,0.01667260006070137,0.11391340009868145,1.0,1.8647687999764457,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
42,0,42,0,,,,,,,,,,,,,,,,,,,640.744314200012,0.0004952000454068184,0.09722630004398525,646.7607774999924,6.013854900025763,646.8940035999985,0.047240299987606704,0.14741860004141927,6.01395870000124,652.8940717999358,652.9607084000017,0.016378700034692883,0.11398380005266517,0.0,2.1650976999662817,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
43,0,43,0,,,,,,,,,,,,,,,,,,,655.1610293999547,0.00022489996626973152,0.09911930002272129,661.1774429000216,6.015666199964471,661.3106569999363,0.043299400014802814,0.1492436999687925,6.0156664999667555,667.3106771999737,667.3773181999568,0.01808190008159727,0.11545909999404103,1.0,1.7985776000423357,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
44,0,44,0,,,,,,,,,,,,,,,,,,,669.2108343999134,0.0002212999388575554,0.09908479999285191,675.2106353999116,5.999003599979915,675.3272075999994,0.014893700019456446,0.1156657999381423,6.015649999957532,681.3272656999761,681.4272912999149,0.018311499967239797,0.11562299996148795,1.0,2.0315113000106066,6.099022799986415,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
45,0,45,0,,,,,,,,,,,,,,,,,,,683.4942123999353,0.000762399984523654,0.09710869996342808,689.4939367999323,6.030422099982388,689.6271576000145,0.027848900062963367,0.13034140004310757,6.030296599958092,695.6272202000255,695.7271350999363,0.0329197000246495,0.13022390007972717,0.0,1.9316953000379726,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
46,0,46,0,,,,,,,,,,,,,,,,,,,697.6941062000114,0.0007113999454304576,0.09702019998803735,703.693840199965,6.030369099928066,703.8270762999309,0.04144229996018112,0.13031419995240867,6.030300099984743,709.8271969999187,709.9270690999692,0.03283270006068051,0.1302630000282079,0.0,1.9984916999237612,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
47,0,47,0,,,,,,,,,,,,,,,,,,,711.9608323000139,0.00024300010409206152,0.09908030007500201,717.9604623999912,5.999030500068329,718.0937663000077,0.03376910008955747,0.13248390005901456,6.032347000087611,724.0938029999379,724.1938916000072,0.034786100150085986,0.1324187001446262,0.0,2.098407500074245,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
48,0,48,0,,,,,,,,,,,,,,,,,,,726.3273457000032,0.00022000004537403584,0.09928800002671778,732.327069299994,5.999076900072396,732.460362099926,0.023927800124511123,0.1322061000391841,6.032376400078647,738.4603642999427,738.5436513000168,0.01810110011138022,0.11548370006494224,0.0,2.3318008999340236,6.098901499994099,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
49,0,49,0,,,,,,,,,,,,,,,,,,,740.9110991000198,0.00021780002862215042,0.0987434999551624,746.92715699994,6.01562429999467,747.0435931999236,0.042740900069475174,0.1323799000820145,5.999052600003779,753.0436304999748,753.1103280999232,0.0022329000057652593,0.09887430001981556,2.0,1.8976322000380605,,6.098916599992663,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
50,0,50,0,,,,,,,,,,,,,,,,,,,755.0438288999721,0.0004715999821200967,0.09773090004455298,761.0435918999137,6.030746700009331,761.1767694000155,0.03520749998278916,0.13074689998757094,6.0306853000074625,767.1769015999744,767.2767994999886,0.03328169998712838,0.13072660006582737,1.0,1.7984856000402942,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
51,0,51,0,,,,,,,,,,,,,,,,,,,769.1105587999336,0.0002645000349730253,0.09874070005025715,775.1268587999512,6.015400700038299,775.2600481000263,0.05080159998033196,0.14884070004336536,6.015402000048198,781.2601682000095,781.3267217000248,0.0179722000611946,0.11531630007084459,0.0,1.8651643000775948,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
52,0,52,0,,,,,,,,,,,,,,,,,,,783.2268533000024,0.0008715000003576279,0.09700529999099672,789.2434650999494,6.013538800063543,789.3603643999668,0.027274399995803833,0.13048040005378425,6.030158200068399,795.360143299913,795.4433612999273,0.01574950001668185,0.11350210011005402,1.0,1.8652336000232026,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
53,0,53,0,,,,,,,,,,,,,,,,,,,797.3437498999992,0.0006605999078601599,0.09684769995510578,803.3602852999466,6.0134369999868795,803.4768735999241,0.02892379998229444,0.13030029996298254,6.030105800018646,809.4767331000185,809.5766479999293,0.0326898000203073,0.13003580004442483,2.0,1.7316608000546694,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
54,0,54,0,,,,,,,,,,,,,,,,,,,811.343631100026,0.0002722999779507518,0.09897569997701794,817.3433941999683,5.999216699972749,817.4766365999822,0.028683600015938282,0.1322969999164343,5.999110899982043,823.4598159999587,823.5432789999759,0.0009911999804899096,0.09887250000610948,2.0,2.299128499929793,6.098984199925326,6.098819299950264,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
55,0,55,0,,,,,,,,,,,,,,,,,,,825.8768064000178,0.0005359000060707331,0.09740990004502237,831.8597858999856,6.013858400052413,831.9932531999657,0.012138099991716444,0.11401430005207658,6.013980000047013,837.9933575999457,838.093179199961,0.01669490011408925,0.11404540005605668,1.0,1.8984979999950156,6.097219199989922,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
56,0,56,0,,,,,,,,,,,,,,,,,,,840.0267654999625,0.0002516999375075102,0.09920569998212159,846.0267475999426,5.999136699945666,846.2268235000083,0.07108030002564192,0.19934759999159724,5.999076699954458,852.2265234999359,852.2265234999359,0.0012124000350013375,0.09921730007044971,1.0,2.4655159999383613,6.099119700025767,6.099068099982105,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
57,0,57,0,,,,,,,,,,,,,,,,,,,854.7268957999768,0.0002661000471562147,0.0993095999583602,860.7266003999393,5.9992090000305325,860.8431380999973,0.01313900004606694,0.11631260009016842,6.015741300070658,866.8263374000089,866.926348799956,0.0015433001099154353,0.09911140007898211,2.0,2.1654211001005024,6.099148400011472,6.099063000059687,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
58,0,58,0,,,,,,,,,,,,,,,,,,,869.1267969999462,0.00022209994494915009,0.099012800026685,875.14309519995,6.0159383999416605,875.2597702000057,0.03934430005028844,0.13249970006290823,6.032468499965034,881.259734799969,881.3429701999994,0.01645930006634444,0.11558610002975911,1.0,1.8667567000957206,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
59,0,59,0,,,,,,,,,,,,,,,,,,,883.2433066000231,0.0004886999959126115,0.09724840009585023,889.2598010000074,6.013762900023721,889.3764675999992,0.03545660001691431,0.1306685000890866,6.030476100044325,895.3763366999337,895.4762852999847,0.03305290010757744,0.1303321000887081,0.0,1.8982576000271365,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
60,0,60,0,,,,,,,,,,,,,,,,,,,897.409859700012,0.0005979000125080347,0.09704439993947744,903.4263523999834,6.013648399966769,903.542875199928,0.029214899986982346,0.13035970006603748,6.030375299975276,909.5429563999642,909.6430980999721,0.033218600088730454,0.13021590001881123,1.0,2.2993312999606133,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
61,0,61,0,,,,,,,,,,,,,,,,,,,911.976266899961,0.0004819000605493784,0.09826080000493675,917.9762264000019,6.031777800060809,918.1096553999232,0.028234700090251863,0.13174370001070201,6.031892400118522,924.1094993000152,924.1928244999144,0.017616700031794608,0.11525710008572787,1.0,2.2317994999466464,,,2993,Visual,2024-07-25_11h16.19.925,Visual_Condition_v2,2022.2.5,30.037047696987084,
