Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_5.stopped,p_port_18.stopped,Begin_Rinse.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,1732.7592817991972,0.014954201877117157,0.11424250155687332,1738.7759444005787,6.030863702297211,1738.8760871998966,1738.8760871998966,0.030965201556682587,0.1309130024164915,space,0.934009799733758,1739.8759336005896,1739.8759336005896,4.0899962186813354e-05,0.09822320006787777,num_9,1.6618065983057022,1741.5759081296624,0.001018701121211052,0.09929520078003407,1741.8758984003216,1742.3594055302442,1742.6758871003985,1743.1593307308854,1743.475869299844,1743.5592365004122,1751.5758282002062,1751.5758282002062,1751.5758785303683,0.002321600914001465,0.09890890121459961,1752.5756886992604,1753.5758078005165,1753.7591705992818,1754.2591900993139,10.015541400760412,1761.6757337991148,0.0011651013046503067,1761.6757337991148,0.09870880097150803,5.0,3.2320788986980915,1764.9426812995225,0.002565300092101097,0.09765679948031902,1770.9591093007475,1771.1257611304522,6.214417699724436,6.314348999410868,1791.1257373295725,1791.1256360001862,26.214163899421692,26.31439029984176,1792.1255830004811,1794.1423126999289,1794.1423126999289,-4.510022699832916e-05,0.09748600050806999,1824.142223900184,30.03079229965806,,,10.098755599930882,1772.125742200762,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,1824.275496199727,0.03144359961152077,0.13074420019984245,1830.2754407990724,6.030874600633979,1830.37560139969,1830.37560139969,0.03081430122256279,0.13069650158286095,space,1.2666728999465704,1831.6921514999121,1831.6921514999121,3.7299469113349915e-05,0.09817969985306263,num_9,1.8376837987452745,1833.5921745296569,0.0021077003329992294,0.09798880107700825,,1834.3921241309495,1834.691955499351,1835.1754037305714,1835.475438999012,1835.592210099101,1843.5921129994094,1843.5921129994094,1843.592274030298,0.0013323016464710236,0.09794310107827187,1844.6086471993476,1845.6086395997554,1845.775458799675,1846.2753950990736,10.031278101727366,1853.7252830993384,0.03339170105755329,1853.7252830993384,0.13114550150930882,5.0,1.6988236997276545,1855.4590544998646,0.0014985986053943634,0.09928219951689243,1861.4752852991223,1861.6420008294285,6.215956499800086,6.315971398726106,1881.6252516299487,1881.625117700547,26.199052900075912,26.282476698979735,,1884.6418258994818,1884.6418258994818,0.015863200649619102,0.11578400060534477,1914.6416046991944,30.015566000714898,30.09886289946735,,,1862.6418492998928,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,1914.7584084998816,0.000382300466299057,0.09900069981813431,1920.774993199855,6.015609100461006,1920.8750579990447,1920.8750579990447,0.015718000009655952,0.11573140136897564,space,1.6386307012289762,1922.5750342998654,1922.5750342998654,4.830025136470795e-05,0.09776420146226883,num_9,2.8590408004820347,1925.4750392302872,0.0019387006759643555,0.098208699375391,1925.7749311998487,1926.2583632297815,1926.558265099302,1927.0583658307792,1927.3583815004677,1927.4583422001451,1935.4582637995481,1935.4582637995481,1935.4581508297474,0.014810200780630112,0.11475440114736557,1936.4748427998275,1937.4749062992632,1937.674960900098,1938.1749387998134,10.014730399474502,1945.5916015002877,0.017663100734353065,1945.5916015002877,0.11474679969251156,3.0,2.497979098930955,1948.1252762004733,0.0044339001178741455,0.09733380004763603,1954.1080025006086,1954.3249974302948,6.2306516002863646,6.330607900395989,1974.3247862305493,1974.3248864002526,26.230752700939775,26.33077460154891,1975.3247196990997,,1977.3414153996855,0.015607301145792007,0.11384030058979988,2007.3412583004683,30.013654300943017,,,,,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.44126399979,0.014078501611948013,0.11366480216383934,30.030191401019692,2037.4577680006623,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,2037.5578122008592,0.03211060166358948,0.13019380159676075,2043.55777749978,6.030229602009058,2043.65772880055,2043.65772880055,0.030267203226685524,0.1301857028156519,space,1.5767173003405333,2045.2910714000463,2045.2910714000463,3.71001660823822e-05,0.09799950011074543,num_9,3.2311857007443905,2048.5578434295953,0.0016693007200956345,0.09774220176041126,2048.857689799741,2049.341009329632,2049.657675800845,2050.1410595305265,2050.4579173997045,2050.5577271003276,2058.5407963003963,2058.5407963003963,2058.557535230741,0.014145400375127792,0.09765930101275444,2059.5742521993816,2060.5576805006713,2060.7578062992543,2061.274326700717,10.031003300100565,2068.6908666994423,0.03377250209450722,2068.6908666994423,0.1308227013796568,2.0,2.9649160001426935,2071.691008400172,0.001570800319314003,0.09915330074727535,2077.690983599052,2077.8741616304965,6.215564200654626,6.315741200000048,2097.874064230919,2097.874161699787,26.215678099542856,26.315673600882292,,2100.8907676003873,2100.8907676003873,0.0014434009790420532,0.09909160062670708,2130.8905274998397,30.032029101625085,,,,2078.8743274994195,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,2131.0072734002024,0.016012001782655716,0.11544640175998211,2136.990468399599,6.015221301466227,2137.090624699369,2137.090624699369,-0.000651998445391655,0.09877480193972588,space,1.5919796992093325,2138.7239334993064,2138.7239334993064,3.760121762752533e-05,0.09800980053842068,num_9,2.9497943986207247,2141.7074313309045,0.002116600051522255,0.09757559932768345,2142.0072143990546,2142.507283929363,2142.823858199641,2143.290638930723,2143.6072281003,2143.690613400191,2151.690560499206,2151.690560499206,2151.6907611299307,0.01427369937300682,0.1142221000045538,2152.70723669976,2153.6905652992427,2153.8905398994684,2154.3907472006977,10.01398910023272,2161.8070774991065,-0.00016699917614459991,2161.8070774991065,0.09758960083127022,6.0,3.0985585004091263,2164.9404383990914,0.003148900344967842,0.09814309887588024,2170.9404255002737,2171.1404841296376,6.231520898640156,6.331319799646735,2191.123628230393,2191.123689800501,26.214665899053216,26.31474579870701,,2194.14031410031,2194.14031410031,0.0004335995763540268,0.0979625005275011,2224.1568426992744,30.01443579979241,,6.098649602383375,10.097349600866437,2172.157195100561,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,2224.2568568997085,0.015123900026082993,0.11442170105874538,2230.256801299751,6.014461601153016,2230.3568158000708,2230.3568158000708,0.014531701803207397,0.11447020061314106,space,2.125340800732374,2232.5234586000443,2232.5234586000443,4.6100467443466187e-05,0.0976153016090393,num_9,2.2150775995105505,2234.7735439293087,0.00190730020403862,0.09765700064599514,2235.073330499232,2235.5566781308503,2235.8569044992328,2236.356653529778,2236.690087100491,2236.756802899763,2244.7567605990916,2244.7567605990916,2244.7568920306862,0.014555800706148148,0.1142595000565052,2245.756730599329,2246.7567504998296,2246.9567399006337,2247.4567489996552,10.01415640115738,2254.8900623992085,0.01702050119638443,2254.8900623992085,0.1142715010792017,5.0,2.0983245000243187,2257.023632299155,0.0023906994611024857,0.09790419973433018,2263.00649439916,2263.2233494292946,6.23120759986341,6.331233099102974,2283.223228629306,2283.223247900605,26.231248000636697,26.331124300137162,,2286.2232499998063,2286.2232499998063,0.00011900067329406738,0.09772920049726963,2316.2397578004748,30.014304200187325,,,,2264.2232693005353,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,2316.32283690013,0.01466510072350502,0.11428230069577694,2322.3397441990674,6.014458801597357,2322.439733000472,2322.439733000472,0.014299601316452026,0.11426650173962116,space,1.8343000002205372,2324.3396869990975,2324.3396869990975,4.299916326999664e-05,0.1147770993411541,num_9,1.9181689992547035,2326.3230948295445,0.0024382993578910828,0.11434659920632839,,2327.106595130265,2327.4229097999632,2327.906567630917,2328.2231449000537,2328.3231028001755,2336.3229655995965,2336.3229655995965,2336.3229770302773,0.0006117001175880432,0.09772109985351562,2337.3396177999675,2338.339700900018,2338.4894526991993,2338.9894556999207,10.014237198978662,2346.4230304006487,0.0005836989730596542,2346.4230304006487,0.09754269942641258,2.0,3.6648072004318237,2350.1232155002654,0.001566099002957344,0.09927119873464108,2356.1228796001524,2356.306040929258,6.199500299990177,6.282720798626542,2376.306010530889,2376.306089999154,26.215786699205637,26.315709698945284,2377.3059323001653,2379.322752499953,2379.322752499953,0.001729300245642662,0.0991808008402586,2409.339280400425,30.015638099983335,,,10.097616199404001,2357.3061222005635,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,2409.439273899421,0.016300199553370476,0.11556640081107616,2415.4393261000514,6.015706401318312,2415.539226299152,2415.539226299152,0.015748601406812668,0.11537300050258636,space,1.3505501989275217,2416.9392117001116,2416.9392117001116,0.00013520009815692902,0.09837360121309757,num_9,2.279432399198413,2419.2728679306806,0.0023938994854688644,0.09770690090954304,2419.5723765995353,2420.072755729407,2420.3724406007677,2420.85578962937,,2421.255860200152,2429.2558015994728,2429.2558015994728,2429.2556528296323,0.014386599883437157,0.11430509947240353,2430.2557605002075,2431.2390205990523,2431.472514199093,2431.9725754000247,10.01413720101118,2439.3891288992018,0.016131900250911713,2439.3891288992018,0.11409180052578449,4.0,0.6991304997354746,2440.1227374002337,0.0015058014541864395,0.09924220107495785,2446.105591600761,2446.3056687299163,6.199042700231075,6.2825028002262115,2466.322336930409,2466.3223235998303,26.199063401669264,26.29913980141282,2467.339008299634,,2469.338944800198,0.01744750142097473,0.11569180153310299,2499.3555629998446,30.0321954023093,,,,,,,,,,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499.4555911999196,0.032580601051449776,0.13221250101923943,30.015412302687764,2529.471985599026,2951,Gustatory,2024-07-10_11h57.32.634,Gustatory_Condition_v2,2022.2.5,30.00345938678738,
