loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.348159838840363,0.0008668000809848309,0.11701139993965626,21.94504900961183,22.261686199810356,22.54520720974542,22.844862299971282,23.145037709595634,23.461684299632907,23.461684299632907,0.0034533999860286713,0.11755200009793043,43.47850049985573,20.017390599939972,43.578338199760765,0.01734049990773201,0.11719150003045797,44.028324199840426,space,1.1952227004803717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.1616491000168,124.1616491000168,0.007186099886894226,0.09918079990893602,1.0,1.4262839001603425,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.62814329983667,125.62814329983667,0.007915999740362167,0.098261300008744,1.0,0.8580041998066008,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52818250004202,126.52818250004202,0.007126899901777506,0.09838089998811483,1.0,0.6921125003136694,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.26187120005488,127.26187120005488,0.007259399630129337,0.09757409989833832,1.0,0.7914948998950422,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0954747996293,128.0954747996293,0.006835100241005421,0.09857060015201569,6.0,1.8261134000495076,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9615922998637,129.9615922998637,0.0064015998505055904,0.09889509994536638,1.0,1.2936859000474215,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.29498929996043,131.29498929996043,0.0007314002141356468,0.09923800034448504,7.0,1.4997852998785675,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,132.82853979989886,0.00026459991931915283,0.09794799983501434,138.8450074000284,6.014589599799365,139.02846179995686,139.02846179995686,0.08655529981479049,0.1979335998184979,6.0312268999405205,145.1282106996514,145.1282106996514,145.1282106996514,0.09071269957348704,0.19793809996917844,150.82838669978082,151.02837819978595,6.031348799820989,6.131258899811655,157.02838349994272,12.031337199732661,157.16169059975073,157.16169059975073,0.03145039966329932,0.13124139979481697,up,0.7007356001995504,157.92831159988418,4.749977961182594e-05,0.0980167998932302,163.96161879971623,163.96161879971623,0.026730400044471025,0.1313558998517692,5.0,3.3390835002064705,,,,,,,157.12834229972214,157.12834229972214,,145.0283681997098,145.0283681997098,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3282333998941,167.3282333998941,0.0065657999366521835,0.09715550020337105,2.0,1.7253767000511289,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.09504209971055,169.09504209971055,0.006597199942916632,0.09919699979946017,4.0,2.426990100182593,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.56170629989356,171.56170629989356,0.006737899966537952,0.09923759987577796,5.0,1.9598077000118792,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.57832999993116,173.57832999993116,0.008112000301480293,0.11576010007411242,3.0,4.058970900252461,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.6614424996078,177.6614424996078,0.007074799854308367,0.09780299989506602,5.0,1.7587381997145712,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.46158530004323,179.46158530004323,0.007412699982523918,0.09801550023257732,4.0,1.8585529997944832,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.36153149977326,181.36153149977326,0.0016688001342117786,0.09752719989046454,3.0,3.697510799858719,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,185.09520869981498,0.00026819994673132896,0.09818249987438321,191.1116987997666,6.015068000182509,191.27840669965371,191.27840669965371,0.08234350010752678,0.18214919976890087,6.0150623000226915,197.36165779968724,197.36165779968724,197.36165779968724,0.06998319970443845,0.1652059000916779,203.0616690996103,203.29502699989825,6.031802000012249,6.1315028998069465,209.29499539965764,12.03190780011937,209.4285487998277,209.4285487998277,0.031944799702614546,0.13189519988372922,up,1.3618678003549576,210.82839509984478,3.879982978105545e-05,0.0983233000151813,216.84478319995105,216.84478319995105,0.027054700069129467,0.11457729991525412,6.0,2.2558788000606,,,,,,,209.36167989997193,209.36167989997193,,197.2783168000169,197.2783168000169,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.14496989967301,219.14496989967301,0.007702500093728304,0.0976549000479281,1.0,1.391118099913001,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.57831129990518,220.57831129990518,0.007061299867928028,0.09939270000904799,6.0,1.2265444002114236,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.844890399836,221.844890399836,0.006793299689888954,0.09875519992783666,5.0,2.2599694998934865,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.14502209983766,224.14502209983766,0.006494299974292517,0.0991723001934588,5.0,1.3270711000077426,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.5114440000616,225.5114440000616,0.007900699973106384,0.09790589986369014,5.0,2.0248430999927223,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.57819469971582,227.57819469971582,0.006728099659085274,0.09821499977260828,4.0,3.0259874002076685,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.64489550003782,230.64489550003782,0.0006796997040510178,0.09891780000180006,1.0,3.6661702999845147,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,234.34513849997893,0.00020579993724822998,0.0986571996472776,240.36161909997463,6.015400699805468,240.52820699987933,240.52820699987933,0.08342659985646605,0.1823042999021709,6.015340299811214,246.62836749991402,246.62836749991402,246.62836749991402,0.06833949964493513,0.18215939961373806,252.32837969996035,252.52844469994307,6.015487699769437,6.11528699984774,258.5284275999293,12.015477599576116,258.6616638000123,258.6616638000123,0.015471399761736393,0.11534279957413673,up,1.1925047999247909,259.89499599998817,3.809994086623192e-05,0.11484359996393323,265.91191209992394,265.91191209992394,0.009004099760204554,0.11480659991502762,5.0,1.839918500278145,,,,,,,258.6282942998223,258.6282942998223,265.91191209992394,246.52835049992427,246.52835049992427,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.77814830001444,267.77814830001444,0.007402600254863501,0.09793160017579794,5.0,0.9582582004368305,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7951274998486,268.7951274998486,0.008425199892371893,0.11418139981105924,5.0,1.6069606998935342,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.42823929991573,270.42823929991573,0.006604800000786781,0.09935250040143728,1.0,1.5936161000281572,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0616624997929,272.0616624997929,0.00687960023060441,0.09916560025885701,4.0,1.660085099749267,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.7783280997537,273.7783280997537,0.008190399967133999,0.1143394997343421,4.0,1.8072089003399014,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.62857940001413,275.62857940001413,0.008051400072872639,0.11461189994588494,5.0,1.0075674001127481,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.6615410996601,276.6615410996601,0.0013565002009272575,0.0976736000739038,2.0,2.0641552000306547,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,278.7618333999999,0.00021929992362856865,0.09828809974715114,284.7783005000092,6.014946399722248,284.9618791998364,284.9618791998364,0.08577809948474169,0.19860039977356791,6.0316963996738195,291.0615149997175,291.0615149997175,291.0615149997175,0.09279269957914948,0.19846839969977736,296.7616130998358,296.96161630004644,6.031715699471533,6.1315838997252285,302.9616396999918,12.031843399628997,303.09511199966073,303.09511199966073,0.031786199659109116,0.13149189949035645,up,1.3024920001626015,304.46192199969664,5.0900038331747055e-05,0.09776220005005598,310.47855899995193,310.47855899995193,0.008803199976682663,0.11439529992640018,6.0,2.6399858999066055,,,,,,,303.0615984997712,303.0615984997712,310.47855899995193,290.9616323998198,290.9616323998198,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.1617850000039,313.1617850000039,0.007734300103038549,0.11375160003080964,6.0,1.140590500086546,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.32843449991196,314.32843449991196,0.007436700165271759,0.09783570002764463,6.0,1.3914256002753973,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.76164699997753,315.76164699997753,0.006529100239276886,0.09921430004760623,5.0,1.7270015999674797,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.5282437996939,317.5282437996939,0.007220299914479256,0.09913159999996424,2.0,1.4930143998935819,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0783469998278,319.0783469998278,0.007301100064069033,0.11401970032602549,6.0,2.707828199956566,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8287402000278,321.8287402000278,0.007582500111311674,0.11394509999081492,5.0,1.3076296001672745,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.1617492996156,323.1617492996156,0.001337599940598011,0.09772250009700656,2.0,2.764120100066066,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,325.96181279979646,0.00027769990265369415,0.0977742001414299,331.9782463996671,6.014284700155258,332.1617053998634,332.1617053998634,0.08679449977353215,0.1976609998382628,6.031126799993217,338.2617675997317,338.2617675997317,338.2617675997317,0.08939559990540147,0.19774939958006144,343.96158130001277,344.16158419987187,6.03100509988144,6.131190199870616,350.16157829994336,12.030994500033557,350.29492779960856,350.29492779960856,0.031435299664735794,0.13090269966050982,up,0.6065207999199629,350.96155619993806,4.650000482797623e-05,0.09774270001798868,356.9614633000456,356.9614633000456,0.004086399916559458,0.09770449995994568,4.0,4.894544700160623,,,,,,,350.2618187996559,350.2618187996559,356.9614633000456,338.16170579986647,338.16170579986647,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.8948148000054,361.8948148000054,0.006091100163757801,0.09836250031366944,4.0,0.7933883001096547,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.7284088996239,362.7284088996239,0.00628980016335845,0.098513999953866,5.0,1.560266699641943,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.3282963996753,364.3282963996753,0.00823510019108653,0.09745449991896749,4.0,0.8236201996915042,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1954611996189,365.1954611996189,0.0074905999936163425,0.0971713000908494,4.0,0.8907409999519587,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.12832499993965,366.12832499993965,0.007965300232172012,0.09752700012177229,4.0,1.790568099822849,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.9616543999873,367.9616543999873,0.007864200044423342,0.098348299972713,4.0,1.524702100083232,,,,,,,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.5284488997422,369.5284488997422,0.0013580997474491596,0.0973900998942554,5.0,2.6974186999723315,,,,,,,,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,372.2616775999777,0.00013459986075758934,0.09929540008306503,378.2617067997344,5.999045200180262,378.4282905999571,378.4282905999571,0.06601350009441376,0.16592400008812547,5.999170399736613,384.51140729989856,384.51140729989856,384.51140729989856,0.050185299944132566,0.14927920000627637,390.211488599889,390.4448324996047,6.015743799973279,6.115756599698216,396.4447367996909,12.015557799953967,396.57815720001236,396.57815720001236,0.015688199549913406,0.11581159988418221,up,0.5152800003997982,397.1448713997379,3.4700147807598114e-05,0.0978709002956748,403.16171329980716,403.16171329980716,0.009089500177651644,0.11474870005622506,1.0,2.9731509000994265,,,,,,,396.4947023000568,396.4947023000568,403.16171329980716,384.42806799989194,384.42806799989194,6.099080900195986,6.098885599989444,,672,Moral,2024-03-21_10h34.55.892,MoralCondition_v2,2022.2.5,29.97314403989123,
