loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.9692187000182,768.9692187000182,0.0070730000152252614,0.09796799998730421,6.0,2.0253812999580987,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0360503999982,771.0360503999982,0.0012596999877132475,0.09788720001233742,1.0,4.39755959995091,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,775.4696519999998,0.0003279999946244061,0.09707939997315407,781.4858511000057,6.013713899999857,781.6524837000179,781.6524837000179,0.06819499999983236,0.18037529999855906,6.013738000008743,787.752321899985,787.752321899985,787.752321899985,0.06803390005370602,0.18036710005253553,793.4526601000107,793.6524850999704,6.013709700026084,6.113704600022174,799.6525713999872,12.013840700034052,799.7857800999773,799.7857800999773,0.013818500039633363,0.11359600006835535,down,0.4675293999607675,800.3191275999998,4.6600005589425564e-05,0.09786700003314763,806.3359579999815,806.3359579999815,0.009039500029757619,0.11464210000121966,6.0,2.5065530999563634,,,,,,,799.7524431999773,799.7524431999773,787.6525173999835,787.6525173999835,,806.3359579999815,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.8688957999693,808.8688957999693,0.008018900000024587,0.09836569998878986,1.0,3.2250297000282444,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.1362547000172,812.1362547000172,0.007716299965977669,0.09797589998925105,6.0,1.9245512000052258,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.1191812999896,814.1191812999896,0.008657899976242334,0.11381589999655262,7.0,2.472868900047615,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.6190681000007,816.6190681000007,0.007333599962294102,0.09799149999162182,5.0,2.2584625000017695,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.9191267999704,818.9191267999704,0.007415700005367398,0.09777270001359284,6.0,1.9247986000264063,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.8856170999934,820.8856170999934,0.006546699965838343,0.09941049996996298,7.0,1.660656000021845,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.5860017999657,822.5860017999657,0.0007106999983079731,0.09932549996301532,1.0,2.0996174999745563,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,824.7190252,0.0004399000317789614,0.09744009998394176,830.71897300001,6.030754600011278,830.9189894999727,830.9189894999727,0.09057950001442805,0.1975465000141412,6.030659300042316,837.0189975000103,837.0189975000103,837.0189975000103,0.08927280007628724,0.19755530008114874,842.7189351000125,842.9190645999624,6.030849000031594,6.130875500035472,848.918923499994,12.030753100058064,849.0522466999828,849.0522466999828,0.03083380009047687,0.13070810009958223,up,1.0253842999809422,850.1189240000094,4.269997589290142e-05,0.09789999999338761,856.1522652999847,856.1522652999847,0.026339299976825714,0.13141889998223633,6.0,3.7060237999539822,,,,,,,849.018876200018,849.018876200018,836.9189293999807,836.9189293999807,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.9022644999786,859.9022644999786,0.009091300016734749,0.11479840002721176,5.0,4.0066063000122085,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.9355520000099,863.9355520000099,0.006399500009138137,0.09908409998752177,6.0,2.793824599997606,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.7687085999642,866.7687085999642,0.0072122999699786305,0.0979757999884896,6.0,1.5585004000458866,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.3688174000126,868.3688174000126,0.006178200012072921,0.09943120001116768,1.0,2.027520400006324,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.4355275999987,870.4355275999987,0.007134400017093867,0.09797709999838844,6.0,2.358343999949284,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.8353570000036,872.8353570000036,0.007561499951407313,0.09816809999756515,7.0,2.7248771999729797,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.6022610999644,875.6022610999644,0.001312499982304871,0.09740939998300746,2.0,5.1307724000071175,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,880.7688130000024,0.00013830000534653664,0.09904150001239032,886.7687319999677,5.999056799977552,886.9353029999766,886.9353029999766,0.05469980003545061,0.16568310000002384,6.032327399996575,893.0689498999855,893.0689498999855,893.0689498999855,0.08830000006128103,0.19920530001400039,898.7686968999915,898.9357164999819,5.999405000067782,6.099055300059263,904.9353460000129,11.99900880001951,905.0687166000134,905.0687166000134,-0.00013049994595348835,0.09893350006313995,down,0.6246261000051163,905.7519911999698,4.060001811012626e-05,0.09794209996471182,911.7686703999643,911.7686703999643,0.025498899980448186,0.11472149996552616,6.0,4.390069000015501,,,,,,,905.0687166000134,905.0687166000134,892.935483600013,892.935483600013,6.099009099998511,,,12.098931200045627,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.2018241999904,916.2018241999904,0.007485400012228638,0.09735629998613149,6.0,1.1579184000147507,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.4188673999743,917.4188673999743,0.007829500013031065,0.11433389998273924,5.0,1.7406820000032894,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.1850720999646,919.1850720999646,0.00739620003150776,0.09732210001675412,6.0,1.72417190001579,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.9522053999826,920.9522053999826,0.008859099994879216,0.09735260001616552,1.0,1.5559973999625072,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.551953200018,922.551953200018,0.006139200006145984,0.09926699998322874,7.0,1.6608990000095218,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.2522653000196,924.2522653000196,0.007283899991307408,0.09846950002247468,7.0,0.5919065000489354,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.8853483999847,924.8853483999847,0.0011375999893061817,0.09817000001203269,1.0,2.3980214000330307,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,927.3185501999687,0.0004881999921053648,0.09732160001294687,933.3185005999985,6.0306465000030585,933.5017080999678,933.5017080999678,0.06735420000040904,0.18067979998886585,6.014189500012435,939.6018801999744,939.6018801999744,939.6018801999744,0.06831250002142042,0.18091460003051907,945.3018202999956,945.5018495999975,6.014000900031533,6.113918700022623,951.5018117,12.013972200045828,951.6351336999796,951.6351336999796,0.014078900043386966,0.11391440004808828,up,0.36243409995222464,952.0352735999622,4.020001506432891e-05,0.09788050001952797,958.0686558000161,958.0686558000161,0.025320100015960634,0.13130300003103912,6.0,2.7068722999538295,,,,,,,951.601764299965,951.601764299965,939.5018114999984,939.5018114999984,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.8016893999884,960.8016893999884,0.006504399992991239,0.09918880002805963,1.0,2.6603866000077687,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.5018665000098,963.5018665000098,0.006396599987056106,0.09913970000343397,1.0,2.6273498999653384,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.1684835000196,966.1684835000196,0.006301700021140277,0.09925080003449693,1.0,0.7607562000048347,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.9852503999718,966.9852503999718,0.007871000037994236,0.11408150003990158,7.0,1.8072771000443026,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.8183964999625,968.8183964999625,0.009074600005988032,0.09923029999481514,6.0,1.6580676999874413,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.5184090000112,970.5184090000112,0.007286900014150888,0.09782389999600127,4.0,2.024775800004136,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.5850346999941,972.5850346999941,0.0012398000108078122,0.09772469999734312,7.0,3.864348199975211,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,976.4851467999979,0.0003032999811694026,0.09720859996741638,982.4851526999846,6.030797399987932,982.6681675,982.6681675,0.06728170003043488,0.18051390000618994,6.013840600033291,988.7684551000129,988.7684551000129,988.7684551000129,0.06554160005180165,0.18066690006526187,994.4682817999856,994.6682639999781,6.013838400016539,6.113787000067532,1000.6682013999671,12.013775600062218,1000.8015610000002,1000.8015610000002,0.01403700007358566,0.11391450004884973,up,1.5481776000233367,1002.4017298999825,4.7900015488266945e-05,0.09777510003186762,1008.4015190000064,1008.4015190000064,0.007591500005219132,0.0978832000400871,6.0,3.4245439000078477,,,,,,,1000.7682218999835,1000.7682218999835,988.6682759000105,988.6682759000105,,1008.4015190000064,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.8680153000169,1011.8680153000169,0.006570599973201752,0.09940349997486919,7.0,1.6270331999985501,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.5347491999855,1013.5347491999855,0.007854400028008968,0.09793630003696308,6.0,1.5247241000179201,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.1014149999828,1015.1014149999828,0.007462400011718273,0.09808600001269951,1.0,1.9581045999657363,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.1016249000095,1017.1016249000095,0.0063461000099778175,0.09898489998886362,1.0,0.8266565999947488,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.9680409000139,1017.9680409000139,0.007554999960120767,0.0981111999717541,1.0,0.6914525000029244,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.70152339997,1018.70152339997,0.006092600000556558,0.0991673999815248,2.0,2.1949495999724604,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.934746199986,1020.934746199986,0.0014321000198833644,0.09778710000682622,7.0,3.4309083000407554,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1024.4019833999919,0.0001336000277660787,0.09933120000641793,1030.418075499998,6.0158830000436865,1030.5849850999657,1030.5849850999657,0.07432480005081743,0.18270920001668856,6.015842400025576,1036.6848619999946,1036.6848619999946,1036.6848619999946,0.07217760005732998,0.18275110004469752,1042.3847086000023,1042.58471309999,6.015865300083533,6.116051100078039,1048.584702299966,12.015873100084718,1048.718048300012,1048.718048300012,0.015983400109689683,0.11591160006355494,up,0.7196953999809921,1049.5013518999913,7.219996768981218e-05,0.09797140001319349,1055.5181657999638,1055.5181657999638,0.008322999987285584,0.11451629997463897,6.0,3.9407071999739856,,,,,,,1048.6846744999639,1048.6846744999639,1036.5847023999668,1036.5847023999668,,1055.5181657999638,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.5012829999905,1059.5012829999905,0.009619400021620095,0.11415939999278635,6.0,1.4388310000067577,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.9680395000032,1060.9680395000032,0.006864099996164441,0.09737729997141287,5.0,2.858341899991501,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.8679439999978,1063.8679439999978,0.007389300037175417,0.0980252000153996,6.0,1.8252235000254586,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.734708599979,1065.734708599979,0.006555900035891682,0.09939869999652728,5.0,2.660326300014276,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.43460410001,1068.43460410001,0.006774700013920665,0.09942640003282577,4.0,3.7268792999675497,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.2181157000014,1072.2181157000014,0.007914500019978732,0.1142637999728322,2.0,3.4739726999541745,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.7181793999625,1075.7181793999625,0.0013123999815434217,0.09788100002333522,3.0,6.231083300022874,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1081.9847759999684,0.0003969999961555004,0.09733399999095127,1088.001162200002,6.014012600004207,1088.167713599978,1088.167713599978,0.07575330004328862,0.18054460000712425,6.01384870003676,1094.2678650000016,1094.2678650000016,1094.2678650000016,0.07525110006099567,0.18075090006459504,1099.9679876000155,1100.167906399991,6.0140193000552244,6.113819300022442,1106.1677647000179,12.01389070006553,1106.3010979999672,1106.3010979999672,0.01397620007628575,0.11386090004816651,down,0.544371800031513,1106.9011691999622,4.600000102072954e-05,0.09793520002858713,1112.9177361999755,1112.9177361999755,0.008971500035841018,0.11469170002965257,7.0,5.006648300040979,,,,,,,1106.2677216000156,1106.2677216000156,1094.1680203999858,1094.1680203999858,,1112.9177361999755,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.951152099995,1117.951152099995,0.00747469998896122,0.0976100999978371,5.0,4.4246605999651365,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.4345022999914,1122.4345022999914,0.008540400012861937,0.11414840002544224,5.0,2.5400678000296466,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0008391999872,1125.0008391999872,0.0071850999956950545,0.09924349997891113,6.0,1.7599027999676764,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.8007807999966,1126.8007807999966,0.00984369998332113,0.09917329996824265,1.0,1.9573321999632753,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128.8008123000036,1128.8008123000036,0.008730400004424155,0.09924160002265126,6.0,2.091864100017119,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.9341950999806,1130.9341950999806,0.007919499999843538,0.09781459998339415,7.0,2.324430399981793,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.3008661000058,1133.3008661000058,0.0011523000430315733,0.09840270003769547,1.0,2.2651126999990083,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
