loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.2710514999926,347.2710514999926,0.00133050000295043,0.0976403999957256,7.0,2.8973446000018157,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,350.2045574999938,0.0002488000027369708,0.09839030000148341,356.22090839999146,6.014885000011418,356.4374790999864,356.4374790999864,0.11875930000678636,0.23161640000762418,6.031452099996386,362.50405389998923,362.50405389998923,362.50405389998923,0.08494380000047386,0.1980932999867946,368.204121399991,368.40416639999603,6.031453400006285,6.131416999996873,374.4042567999859,12.031559499999275,374.5375098999939,374.5375098999939,0.031632800004445016,0.13134679998620413,down,6.804316800000379,381.3874690999801,4.149999585933983e-05,0.09801049999077804,387.4044673999888,387.4044673999888,0.023881499975686893,0.11477949999971315,6.0,2.3254958000034094,,,,,,,374.504183299985,374.504183299985,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.7875879999774,389.7875879999774,0.007643299992196262,0.11407819998566993,1.0,2.474494299996877,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.287516899989,392.287516899989,0.00697980000404641,0.09806670001125894,1.0,0.592380799993407,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.9377167999919,392.9377167999919,0.008326199982548133,0.11439719999907538,7.0,2.340294099994935,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.3042952999822,395.3042952999822,0.006607599993003532,0.09837739999056794,5.0,4.192743199993856,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.55417200000375,399.55417200000375,0.008573300001444295,0.11393319998751394,4.0,1.4731474999862257,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0539987999946,401.0539987999946,0.007275899988599122,0.0981022999912966,2.0,2.058633500011638,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.15405539999483,403.15405539999483,0.0012286999844945967,0.0980396999802906,7.0,2.8310908999992535,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,406.02093129997957,0.00025430001551285386,0.0977671000000555,412.0373165999772,6.014493000024231,412.20410750000156,412.20410750000156,0.07055100001161918,0.18091359999380074,6.014359599997988,418.3039547999797,418.3039547999797,418.3039547999797,0.07226509999600239,0.18109359999652952,424.0039879999822,424.20412019998184,6.014561599993613,6.114423699997133,430.20404699997744,12.014504499995383,430.33728269999847,430.33728269999847,0.014591499988455325,0.11469699998269789,down,0.39626639999914914,430.77082710000104,4.5199994929134846e-05,0.09769389999564737,436.8041733999853,436.8041733999853,0.02519159999792464,0.13096469998708926,6.0,5.0398921000014525,,,,,,,430.30395149998367,430.30395149998367,418.2041118000052,418.2041118000052,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.8706021999824,441.8706021999824,0.006997100019361824,0.09817250000196509,6.0,1.0589772000093944,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.9705908999895,442.9705908999895,0.006580499990377575,0.09942250000312924,1.0,3.293662200012477,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.30399789998773,446.30399789998773,0.006853999977465719,0.09825079998699948,6.0,2.992054800008191,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.35388909999165,449.35388909999165,0.010255200002575293,0.11434559998451732,5.0,1.938620799977798,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.32038479999756,451.32038479999756,0.006860399997094646,0.09851150002214126,5.0,1.9594222000159789,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.32054749998497,453.32054749998497,0.0074075000011362135,0.09779450000496581,5.0,1.524875000002794,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.88714289999916,454.88714289999916,0.0007543000101577491,0.09928719999152236,2.0,3.5663564999995288,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,458.4875065999804,0.00016120000509545207,0.0990458000160288,464.50400439999066,6.015666299994336,464.6870637999964,464.6870637999964,0.08548949999385513,0.19900520000373945,5.999008999991929,470.75394699999015,470.75394699999015,470.75394699999015,0.05078940000385046,0.16587080000317656,476.45390359999146,476.6871409000014,6.032421099982457,6.132447499985574,482.6872601999785,12.03250199998729,482.80371119998745,482.80371119998745,0.01583689998369664,0.11563109999406151,up,0.37859239999670535,483.23708869999973,4.360001184977591e-05,0.09781060001114383,489.27059649999137,489.27059649999137,0.025154300004942343,0.13114250000216998,6.0,2.8405040000216104,,,,,,,482.75396169998567,482.75396169998567,470.75394699999015,470.75394699999015,,,6.0989874000079,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.137079099979,492.137079099979,0.006962799991015345,0.09782900000573136,2.0,3.42542849999154,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.6036509999831,495.6036509999831,0.006717399985063821,0.09811130000161938,4.0,1.992402800009586,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.63717349999934,497.63717349999934,0.0073979999870061874,0.09789380000438541,1.0,2.2578635000099894,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.9540222999931,499.9540222999931,0.008611500001279637,0.11429900000803173,1.0,0.8067572999862023,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.7869453000021,500.7869453000021,0.00788199997623451,0.09810899998410605,7.0,2.3245334000093862,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.1538686999993,503.1538686999993,0.006722799997078255,0.09891729999799281,4.0,1.7598906999919564,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.9535482999927,504.9535482999927,0.0007242000137921423,0.09955680000712164,7.0,1.9995095999911427,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,506.9872887999809,0.0003327000013086945,0.09782379999523982,512.9867414000037,6.014270200015744,513.153765199997,513.153765199997,0.05046020000008866,0.16450620000250638,6.031006900011562,519.2868829999934,519.2868829999934,519.2868829999934,0.08242500000051223,0.19780439999885857,524.9869377999858,525.1872301999829,6.031222899997374,6.131066400004784,531.1871466999874,12.031138599995757,531.3202276999946,531.3202276999946,0.031128899980103597,0.13081159998546354,up,0.325522600003751,531.6869249999872,4.4100015657022595e-05,0.09793750001699664,537.6870335999993,537.6870335999993,0.008543200005078688,0.09795570001006126,1.0,1.9907539999985602,,,,,,,531.2869145000004,531.2869145000004,519.1536172000051,519.1536172000051,6.097463799989782,537.6870335999993,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.720116099983,539.720116099983,0.007093799998983741,0.09833740000613034,6.0,2.358851200027857,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.1200946999888,542.1200946999888,0.006636299978708848,0.09903049998683855,1.0,1.7942003999778535,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.9535922999785,543.9535922999785,0.00645389998680912,0.09923510000226088,4.0,2.6937894000147935,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6869334999938,546.6869334999938,0.006813600019086152,0.09933630001614802,4.0,0.8933782000094652,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.6202575999778,547.6202575999778,0.007708400022238493,0.09762509999563918,7.0,1.6244412999949418,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.2868219999946,549.2868219999946,0.006983200000831857,0.09818349999841303,2.0,6.458712999999989,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.7869045999832,555.7869045999832,0.0012294999905861914,0.09809559999848716,7.0,2.131271599995671,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,557.9535098999913,0.0004564999835565686,0.0973770999989938,563.9534355999785,6.030688099999679,564.1534741999931,564.1534741999931,0.0916735999926459,0.19759919997886755,6.030750699981581,570.2537814999814,570.2537814999814,570.2537814999814,0.08283739996841177,0.197495499975048,575.9534107999934,576.1535719999811,6.030829199968139,6.130884199985303,582.1533634999942,12.030613899987657,582.2866896999767,582.2866896999767,0.030808899959083647,0.13064129996928386,up,0.367031700006919,582.6866769999906,5.460000829771161e-05,0.09715590000269003,588.6865269999835,588.6865269999835,0.0040951000119093806,0.09727500000735745,6.0,2.7944183999788947,,,,,,,582.2533896999958,582.2533896999958,570.1534391999885,570.1534391999885,,588.6865269999835,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.5199637000042,591.5199637000042,0.006558199995197356,0.09855329999118112,7.0,1.4261881000129506,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.9867559999984,592.9867559999984,0.007510499999625608,0.09756389999529347,6.0,1.9246184999938123,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.9533264999918,594.9533264999918,0.006398900004569441,0.09940730000380427,1.0,1.760735299991211,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.7531450999959,596.7531450999959,0.006540699978359044,0.09903889999259263,1.0,0.660392599995248,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.4533317000023,597.4533317000023,0.007455000013578683,0.09798880000016652,2.0,4.65820779997739,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.153186999989,602.153186999989,0.006406100001186132,0.09906340000452474,4.0,2.160281499993289,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.3531708999944,604.3531708999944,0.0010787000064738095,0.09805080000660382,7.0,2.1649070999992546,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,606.5535245999927,0.0002584999892860651,0.09812789998250082,612.5699651000032,6.014774499984924,612.7364656999998,612.7364656999998,0.07063360000029206,0.18144970000139438,6.014720299979672,618.8367812999932,618.8367812999932,618.8367812999932,0.07096269997418858,0.18162219997611828,624.5367872999632,624.736620199983,6.014868099999148,6.114701299986336,630.7365052999812,12.014737899997272,630.8698672999744,630.8698672999744,0.014874799991957843,0.1146924999775365,up,1.5763268999871798,632.5032026999979,5.0399976316839457e-05,0.09802879998460412,638.5201835000189,638.5201835000189,0.008878299966454506,0.11429649998899549,6.0,4.473127200035378,,,,,,,630.836483299965,630.836483299965,618.7364755999879,618.7364755999879,,638.5201835000189,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.0196248000138,643.0196248000138,0.007493300014175475,0.098558800003957,6.0,1.1255050000036135,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.1865777000203,644.1865777000203,0.007014200033154339,0.09912640001857653,5.0,3.6598099999828264,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.90333250002,647.90333250002,0.01030160003574565,0.1147425000090152,3.0,4.2387555000022985,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.1699166999897,652.1699166999897,0.007548799971118569,0.09776799997780472,6.0,2.7577066000085324,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.9866706000175,654.9866706000175,0.008318300009705126,0.11431969999102876,5.0,1.8070264999987558,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.8196527999826,656.8196527999826,0.007576300005894154,0.09831769997254014,6.0,2.5586890999693424,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.4196981000132,659.4196981000132,0.0006930999807082117,0.0993529999977909,2.0,5.399885099963285,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,664.8530604999978,0.00014209997607395053,0.09898839995730668,670.8529785000137,5.99906820000615,671.0195090000052,671.0195090000052,0.062475299986544997,0.16571380000095814,5.999027899990324,677.1196509000147,677.1196509000147,677.1196509000147,0.061952600022777915,0.1658381000161171,682.8198557000142,683.0529777000193,6.032343700004276,6.132396700035315,689.0529443999985,11.999093500024173,689.1529559000046,689.1529559000046,-0.0002095999661833048,0.0990379000431858,up,0.3645420999964699,689.552941699978,4.1700026486068964e-05,0.09794410003814846,695.5531395999715,695.5531395999715,0.008620200038421899,0.09784260002197698,6.0,3.3901706999749877,,,,,,,689.1195592000149,689.1195592000149,677.0196261999663,677.0196261999663,6.0989764999831095,695.5531395999715,6.09899550001137,12.09893610002473,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.9862000999856,698.9862000999856,0.006510999985039234,0.09910560003481805,6.0,2.226913299993612,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.2527886999887,701.2527886999887,0.007340099953580648,0.09756059997016564,1.0,5.224598300002981,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.5193455999834,706.5193455999834,0.006846599979326129,0.09862130001420155,3.0,4.959473299968522,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5363642000011,711.5363642000011,0.009293599985539913,0.11419739999109879,6.0,3.039255600015167,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.6028627000051,714.6028627000051,0.007479500025510788,0.0977718000067398,6.0,1.2248603999614716,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.8696296999697,715.8696296999697,0.007153400045353919,0.09804060001624748,6.0,2.89172899996629,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.8027992999996,718.8027992999996,0.0027259000344201922,0.09723900002427399,2.0,1.9292142000049353,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,720.7696108999662,0.00013329996727406979,0.09897369996178895,726.7861169999815,6.015647899999749,726.952695999993,726.952695999993,0.07615440001245588,0.18234870000742376,6.015647899999749,733.0525836999877,733.0525836999877,733.0525836999877,0.07613990001846105,0.18226259999210015,738.7527240999625,738.9527233999688,6.015661000041291,6.115400500013493,744.9526774999686,12.015611800015904,745.0860403999686,745.0860403999686,0.0157320000580512,0.1155869000358507,down,0.3358140000491403,745.4859979000175,4.5199994929134846e-05,0.09764819999691099,751.5027822999982,751.5027822999982,0.008884000009857118,0.11431410000659525,1.0,2.639954600017518,,,,,,,745.0526532999938,745.0526532999938,732.9527431000024,732.9527431000024,,751.5027822999982,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.1692230000044,754.1692230000044,0.007145499985199422,0.09910859999945387,5.0,2.892808100034017,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.1027983999811,757.1027983999811,0.006808399979490787,0.09906380000757053,7.0,2.360510000027716,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.5026218999992,759.5026218999992,0.006514799955766648,0.09930929995607585,6.0,1.5937059000134468,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.1359799000202,761.1359799000202,0.007886799983680248,0.0979438999784179,7.0,1.69103589997394,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.8692685000133,762.8692685000133,0.007834100048057735,0.09923620003974065,5.0,6.0589627000154,,,,,,,,,,,,,,,4206,Moral,2025-02-27_12h36.41.983,MoralCondition_v2,2022.2.5,29.999355015067604,
