loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,p_port_9.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,disgust_image.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
30,0,30,0,,,,,,,,,,,,,,,,,,519.4661270007491,0.0007253997027873993,0.09683540090918541,525.4658706001937,6.030203100293875,525.5991318002343,0.026450499892234802,0.1301438007503748,6.030108001083136,,531.6990878991783,0.03298430144786835,0.13005310110747814,0.0,1.5647908002138138,531.5991440992802,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
31,0,31,0,,,,,,,,,,,,,,,,,,533.2994257006794,0.0005677994340658188,0.09697020053863525,539.2994053997099,6.0306176003068686,539.4826845992357,0.0751735009253025,0.18028669990599155,6.013670600950718,,545.5158967990428,0.016560500487685204,0.11352859996259212,1.0,5.464685499668121,545.4824739992619,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
32,0,32,0,,,,,,,,,,,,,,,,,,551.0159856993705,0.00046030059456825256,0.09687989950180054,557.0324380993843,6.013397499918938,557.2825064994395,0.1120643001049757,0.26372430101037025,6.030052199959755,,563.2490168996155,0.03174220025539398,0.13029920123517513,0.0,1.166014799848199,,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
33,0,33,0,,,,,,,,,,,,,,,,,,564.4491718001664,0.0007799994200468063,0.09692069888114929,570.4490536991507,6.030248800292611,570.5992830991745,0.040942300111055374,0.14685600064694881,6.013543399050832,,576.6656452007592,0.01613840088248253,0.11372180096805096,3.0,2.29831749945879,576.5989757999778,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
34,0,34,0,,,,,,,,,,,,,,,,,,578.9992311000824,0.0005328990519046783,0.09752850048244,584.998915899545,6.0308381002396345,585.1321057993919,0.03467150032520294,0.1307429000735283,6.0308720003813505,,591.2321844995022,0.033393699675798416,0.13056510128080845,2.0,1.931537101045251,591.1324223000556,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
35,0,35,0,,,,,,,,,,,,,,,,,,593.1992975994945,0.0005564987659454346,0.0970855001360178,599.1988746002316,6.030393600463867,599.3488937001675,0.044666800647974014,0.14701009914278984,6.013802399858832,,605.4154321998358,0.016190599650144577,0.1135598998516798,2.0,4.031723199412227,605.3490855004638,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
36,0,36,0,,,,,,,,,,,,,,,,,,609.4824411999434,0.0004828013479709625,0.09741590172052383,615.498825699091,6.0140657015144825,615.6154877990484,0.03119880147278309,0.1309616006910801,6.030742300674319,,621.7153718993068,0.033309001475572586,0.13062660209834576,0.0,1.3985521011054516,621.6154667008668,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
37,0,37,0,,,,,,,,,,,,,,,,,,623.1489035002887,0.00046209990978240967,0.09730749949812889,629.1653445996344,6.013936799019575,629.2987923007458,0.03998349979519844,0.14749810099601746,6.013891700655222,,635.3652880005538,0.016592999920248985,0.11388299986720085,3.0,3.73170149885118,635.2987117990851,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
38,0,38,0,,,,,,,,,,,,,,,,,,639.1324145998806,0.0005319006741046906,0.09711550176143646,645.1486563999206,6.013763500377536,645.2818650007248,0.04573240131139755,0.14700530096888542,6.013649201020598,,651.3485272992402,0.016309302300214767,0.11362750083208084,2.0,3.83165629953146,651.281981099397,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
39,0,39,0,,,,,,,,,,,,,,,,,,655.2155847996473,0.0006277002394199371,0.09752480126917362,661.2320910003036,6.014187900349498,661.3485821001232,0.032764000818133354,0.1308235004544258,6.030975501984358,,667.4484320003539,0.03331890143454075,0.13106650114059448,0.0,2.0651390999555588,667.3486311994493,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
40,0,40,0,,,,,,,,,,,,,,,,,,669.5488037001342,0.0004545990377664566,0.09727679938077927,675.531693900004,6.013662699609995,675.6652326993644,0.020167600363492966,0.11377339996397495,6.014012198895216,,681.7818103004247,0.03316560015082359,0.1305404007434845,0.0,0.931394200772047,681.6651201006025,6.097360499203205,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
41,0,41,0,,,,,,,,,,,,,,,,,,682.748717200011,0.00048059970140457153,0.0972863007336855,688.7651224005967,6.013929700478911,688.8985191006213,0.04576460085809231,0.14721360057592392,6.013858100399375,,694.9650052990764,0.016409600153565407,0.1137992013245821,1.0,1.6665365006774664,694.8984696995467,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
42,0,42,0,,,,,,,,,,,,,,,,,,696.6653256993741,0.00046160072088241577,0.09715620055794716,702.6650430001318,6.030445201322436,702.8149130996317,0.04689990170300007,0.14710510149598122,6.0137013010680676,,708.8816027995199,0.015631500631570816,0.11372140236198902,0.0,0.8991638999432325,708.815071400255,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
43,0,43,0,,,,,,,,,,,,,,,,,,709.8154054991901,0.000612698495388031,0.09666449949145317,715.7982390001416,6.0132064986974,715.9482495002449,0.02683049999177456,0.12995200045406818,6.029943699017167,,722.0315377004445,0.015867099165916443,0.11324089951813221,0.0,0.7315360996872187,721.9483348000795,6.096434198319912,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
44,0,44,0,,,,,,,,,,,,,,,,,,722.7989838998765,0.0007680989801883698,0.09701829962432384,728.7980994991958,6.01332419924438,729.031748700887,0.09962539933621883,0.23018459975719452,6.0303031001240015,,735.0316249001771,0.032918499782681465,0.1303567010909319,0.0,1.1649202015250921,,6.096664398908615,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
45,0,45,0,,,,,,,,,,,,,,,,,,736.2315781004727,0.0009742993861436844,0.09703359939157963,742.2482834998518,6.013680599629879,742.364798700437,0.032069599255919456,0.1304721999913454,6.0303198006004095,,748.4647723007947,0.03269919939339161,0.13039370067417622,1.0,2.3319305013865232,748.3648800998926,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
46,0,46,0,,,,,,,,,,,,,,,,,,750.831605700776,0.0002305004745721817,0.09930869936943054,756.8481741007417,6.015878200531006,756.9647042006254,0.03121040016412735,0.13253629952669144,5.999218501150608,6.0990533996373415,763.0316416006535,0.002123100683093071,0.09909280017018318,0.0,0.9314558990299702,762.9479399006814,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
47,0,47,0,,,,,,,,,,,,,,,,,,763.9982878006995,0.0005005002021789551,0.09686300158500671,769.9980760999024,6.030334400013089,770.1482356004417,0.044958001002669334,0.14736860059201717,6.0136926006525755,,776.2146329004318,0.016445500776171684,0.11350530199706554,1.0,1.5315569005906582,776.1480602994561,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
48,0,48,0,,,,,,,,,,,,,,,,,,777.7816758994013,0.0005293004214763641,0.09736060164868832,783.7979850005358,6.014145901426673,783.9145566001534,0.03734070062637329,0.13064610213041306,6.030621401965618,,789.9978870991617,0.01654820144176483,0.11379950121045113,0.0,1.39839500002563,789.9145998992026,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
49,0,49,0,,,,,,,,,,,,,,,,,,791.4315539002419,0.0006489008665084839,0.09761840105056763,797.448221899569,6.014361500740051,797.564971100539,0.029405400156974792,0.13104320131242275,6.030843799933791,,803.664524499327,0.033756500110030174,0.13076830096542835,0.0,1.2313890997320414,803.5647050999105,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
50,0,50,0,,,,,,,,,,,,,,,,,,804.9313126001507,0.0006327014416456223,0.09730090014636517,810.9478942994028,6.013731900602579,811.0647799000144,0.028206201270222664,0.1306495014578104,6.030365701764822,,817.1645112000406,0.032951200380921364,0.13047240115702152,0.0,0.8985072001814842,817.0645477995276,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
51,0,51,0,,,,,,,,,,,,,,,,,,818.0982485003769,0.0004465002566576004,0.09787850081920624,824.0810716990381,6.014034800231457,824.2313457001001,0.03326140157878399,0.13098000176250935,6.0308885015547276,,830.3311222996563,0.03342120163142681,0.13068120181560516,0.0,0.598301200196147,830.2311518993229,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
52,0,52,0,,,,,,,,,,,,,,,,,,830.9645646996796,0.00021640025079250336,0.09932619892060757,836.9644708000124,5.999127199873328,837.0812522992492,0.020083999261260033,0.11611459963023663,6.015657000243664,6.0992991998791695,843.1644345000386,0.0023187994956970215,0.09933239966630936,0.0,0.6312844008207321,843.0647625997663,6.099131800234318,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
53,0,53,0,,,,,,,,,,,,,,,,,,843.8312403000891,0.0006330013275146484,0.09666950069367886,849.8310639001429,6.030038401484489,850.4145586993545,0.31729280203580856,0.5800414010882378,6.0300651006400585,,856.0439587999135,0.028924502432346344,0.10947190225124359,0.0,0.6352864988148212,,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
54,0,54,0,,,,,,,,,,,,,,,,,,856.7311278991401,0.0006039999425411224,0.09667740017175674,862.7310333997011,6.0299632009118795,862.8809526991099,0.04561400040984154,0.14661220088601112,6.013280300423503,,868.9476097002625,0.015834201127290726,0.11314540170133114,1.0,5.264999600127339,868.8809945993125,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
55,0,55,0,,,,,,,,,,,,,,,,,,874.2477045003325,0.00023570097982883453,0.09912940114736557,880.264302700758,6.015859400853515,880.4142157007009,0.06999980099499226,0.1658360008150339,5.999097200110555,6.09913850016892,886.4474778994918,0.002590501680970192,0.09905760176479816,0.0,2.0308061987161636,886.4142305999994,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
56,0,56,0,,,,,,,,,,,,,,,,,,888.5142467003316,0.0006218999624252319,0.09682649932801723,894.514232499525,6.03019000031054,894.6640926003456,0.05032150074839592,0.14679639972746372,6.013501301407814,,900.730746999383,0.015769900754094124,0.11345030181109905,1.0,1.1986273992806673,900.6641619000584,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
57,0,57,0,,,,,,,,,,,,,,,,,,901.964526200667,0.0003053005784749985,0.0983904991298914,907.9808418005705,6.01496160030365,908.0973856002092,0.03294000029563904,0.1316756010055542,6.03170339949429,,914.197319900617,0.034377001225948334,0.1315802000463009,0.0,1.231454899534583,914.0974479001015,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
58,0,58,0,,,,,,,,,,,,,,,,,,915.4641072992235,0.0006137993186712265,0.09718789905309677,921.4808709006757,6.013592099770904,921.5973364003003,0.0369309987872839,0.1303263995796442,6.030203999951482,,927.6972656995058,0.030822599306702614,0.13017670065164566,3.0,1.733798699453473,927.5975425001234,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
59,0,59,0,,,,,,,,,,,,,,,,,,929.4640723001212,0.0003135986626148224,0.09831059910356998,935.4640514999628,6.031773800030351,935.647374400869,0.09333399869501591,0.18162989988923073,6.014939298853278,,941.6805760990828,0.017526300624012947,0.11488189920783043,1.0,1.6984671000391245,941.6473600007594,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
60,0,60,0,,,,,,,,,,,,,,,,,,943.4140469990671,0.0007357001304626465,0.09728510119020939,949.4139467999339,6.030553100630641,949.563963599503,0.04952800087630749,0.14728699997067451,6.013811901211739,,955.6304695997387,0.016579601913690567,0.1138055007904768,2.0,5.098090900108218,955.5639766994864,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
61,0,61,0,,,,,,,,,,,,,,,,,,960.764230299741,0.00043690018355846405,0.09746249951422215,966.7806844003499,6.014020999893546,966.8971995990723,0.03116470016539097,0.13070700131356716,6.030729200690985,,972.9804120995104,0.016325801610946655,0.11397880129516125,1.0,2.6653569992631674,972.8971966002136,,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
62,0,62,0,,,,,,,,,,,,,,,,,,975.6808240003884,0.00021930038928985596,0.09915190003812313,981.6804885007441,5.999066401273012,981.7970640994608,0.021100901067256927,0.11573620140552521,6.01548570021987,6.098904401063919,987.8803777005523,0.0017247013747692108,0.09902880154550076,3.0,3.9314409997314215,987.7802713997662,6.099034400656819,4417,Visual,2024-07-15_11h49.04.575,Visual_Condition_v2,2022.2.5,30.010284543432313,
