loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.385176750018218,0.0008394000033149496,0.10482360000241897,20.716523200000665,20.966570710001907,21.26642930000162,21.56682971000082,21.86646870000186,22.16645931000203,22.483016499998485,22.483016499998485,0.021507900004507974,0.1215669000048365,37.49982549999913,15.004927200003294,37.599826500001654,0.004890700005489634,0.10506530000566272,38.08329130000129,space,1.1062748000003921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,39.249772300001496,0.009998000001360197,0.09856570000192733,45.266479300000356,6.015080500001204,45.59970759999851,45.59970759999851,0.1969762000007904,0.3482888000035018,6.015121600001294,51.56660660000125,51.56660660000125,51.56660660000125,0.07795670000268728,0.21509900000455673,57.26649489999909,57.433154999998806,6.015089000004082,6.1150598000022,63.43316069999855,12.015097600004083,63.56647460000022,63.56647460000022,0.0152881000067282,0.11502020000625635,up,0.8305166999998619,64.4331560999999,4.3700001697288826e-05,0.09673210000255494,70.44967439999891,70.44967439999891,70.44967439999891,0.014484700001048623,0.11347800000294228,1.0,2.4166110000005574,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.91669679999904,72.91669679999904,0.012334000002738321,0.11449400000128662,2.0,6.269787699999142,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.23340280000048,79.23340280000048,0.011161799997353228,0.11403409999911673,2.0,2.7369354000002204,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.01640409999891,82.01640409999891,0.013025699998252094,0.11492069999803789,7.0,1.9695582999993348,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0333716999994,84.0333716999994,0.011967099999310449,0.11447219999899971,1.0,2.8033262999997532,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.88334770000074,86.88334770000074,0.011102799999207491,0.11588709999705316,1.0,0.7056678000008105,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.61646480000127,87.61646480000127,0.008938899998611305,0.09910479999962263,1.0,0.924495700000989,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.58331130000079,88.58331130000079,0.001547199997730786,0.09768669999903068,7.0,2.6303728000020783,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,91.25008579999849,0.00027489999774843454,0.09733710000000428,97.2498239000015,6.03075059999901,97.48310109999875,97.48310109999875,0.1151772000011988,0.23065539999879547,6.0306038000017,103.54971640000076,103.54971640000076,103.54971640000076,0.0907500000030268,0.19729040000311215,109.26648529999875,109.43312689999948,6.013989000002766,6.114025599999877,115.43319569999949,12.014050400000997,115.56650570000056,115.56650570000056,0.01426490000449121,0.11393660000248929,up,0.8225765000024694,116.43325660000119,5.0099999498343095e-05,0.09784399999989546,,122.46675029999824,122.46675029999824,0.02566129999831901,0.13131549999889103,1.0,1.7735571000011987,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.26635030000034,124.26635030000034,0.007159600001614308,0.09787739999956102,1.0,1.3583803000001353,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.66650880000088,125.66650880000088,0.00875149999774294,0.09710749999794643,7.0,2.1228004999975383,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.83314840000094,127.83314840000094,0.006691599999612663,0.09938680000050226,2.0,1.3936729000015475,,,,,,,,,,,,,,677,Moral,2024-09-06_14h45.20.028,MoralCondition_v2,2022.2.5,30.004359633467956,
