loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.958815382048487,0.0005513997748494148,0.10023689968511462,14.376599200069904,14.626467259973287,15.043178800027817,15.043178800027817,0.017204899806529284,0.11709569999948144,30.043167700059712,15.017057499848306,30.17651499994099,30.17651499994099,0.017235899809747934,0.11700759967789054,space,9.855158499907702,,,,,,,,,,,,,,,,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
0,0,0,0,,,,,,,,,,,,,,,,,,40.09315349999815,0.0014193002134561539,0.0986040998250246,46.09321750001982,6.03198939980939,46.259775900281966,0.05955989984795451,0.16512099979445338,6.031779299955815,52.25979090016335,52.32634640019387,0.03468499984592199,0.13159469980746508,1.0,4.814700799994171,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
1,0,1,0,,,,,,,,,,,,,,,,,,57.17681939993054,0.0005975998938083649,0.09732449986040592,63.17641759989783,6.0306302001699805,63.3098011999391,0.02804380003362894,0.13062699977308512,6.030556899961084,69.30973610002548,69.4097406999208,0.03309549996629357,0.13053759979084134,3.0,8.731758499983698,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
2,0,2,0,,,,,,,,,,,,,,,,,,78.17661130009219,0.000463300384581089,0.09732300043106079,84.19323910027742,6.014104300178587,84.32628410030156,0.0449520000256598,0.14730430021882057,6.014036600012332,90.32656549988315,90.39300339994952,0.01689850026741624,0.11413760017603636,0.0,8.998062200378627,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
3,0,3,0,,,,,,,,,,,,,,,,,,99.42634849995375,0.0007608002051711082,0.09648030018433928,105.42622449994087,6.013207900337875,105.57616739999503,0.04328670026734471,0.14646589988842607,6.013190399855375,111.5762364002876,111.6428211000748,0.015807799994945526,0.11306559992954135,2.0,4.564953900408,6.096758600324392,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
4,0,4,0,,,,,,,,,,,,,,,,,,116.24312009988353,0.000569900032132864,0.09757480025291443,122.25955060031265,6.013855100143701,122.37613169988617,0.03797490010038018,0.13057570019736886,6.030440300237387,128.37619689991698,128.4598602000624,0.01602779980748892,0.11396319977939129,0.0,2.6988559998571873,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
5,0,5,0,,,,,,,,,,,,,,,,,,131.19314550003037,0.0005188002251088619,0.09747970011085272,137.19282240001485,6.030735000036657,137.32602090016007,0.032370599918067455,0.1307612000964582,6.030698200222105,143.32613970013335,143.42617130000144,0.03364549996331334,0.13070630002766848,0.0,1.6313510001637042,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
6,0,6,0,,,,,,,,,,,,,,,,,,145.0930174998939,0.0002239001914858818,0.09944190038368106,151.10944950021803,6.015576300211251,151.22604029998183,0.032502599991858006,0.13224440021440387,6.032226299867034,157.22609000001103,157.3093147999607,0.018139699939638376,0.11547920014709234,3.0,2.3985368004068732,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
7,0,7,0,,,,,,,,,,,,,,,,,,159.74283900018781,0.0003454000689089298,0.09816010016947985,165.75941890012473,6.014975999947637,165.87622380023822,0.02953180018812418,0.13142549991607666,6.031456899829209,171.87606170028448,171.95935680018738,0.01585129974409938,0.11463889991864562,2.0,7.866531900130212,,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
8,0,8,0,,,,,,,,,,,,,,,,,,179.8596633998677,0.00022249994799494743,0.09913360001519322,185.8593476000242,5.99907789984718,185.97635600017384,0.013539999723434448,0.11585209984332323,6.015730599872768,191.97601620014757,192.0758473998867,0.018448599614202976,0.11559489974752069,0.0,2.131731000263244,6.099102499894798,,2777,Visual,2025-02-13_13h41.31.018,Visual_Condition_v2,2022.2.5,29.997366204208152,
