loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.7151136994362,472.7151136994362,0.00877780094742775,0.11359300091862679,2.0,2.939512299373746,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.68153729848564,475.68153729848564,0.007785199210047722,0.09769849851727486,2.0,3.9246216006577015,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.648082299158,479.648082299158,0.007019298151135445,0.09931059926748276,7.0,2.7597605995833874,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.4482183996588,482.4482183996588,0.006961800158023834,0.09745370037853718,2.0,5.291726998984814,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.7813975997269,487.7813975997269,0.006592299789190292,0.09932140074670315,1.0,1.4602106995880604,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.2815475985408,489.2815475985408,0.0066774990409612656,0.0990981999784708,1.0,0.993460301309824,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.3149518985301,490.3149518985301,0.0014568008482456207,0.09780409932136536,7.0,4.330730000510812,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,494.6816913988441,0.00013510137796401978,0.09920870140194893,500.6813543997705,5.9991623014211655,500.8817599993199,500.8817599993199,0.09380810149013996,0.1994223017245531,5.999423701316118,506.9479459989816,506.9479459989816,506.9479459989816,0.054582200944423676,0.1657997015863657,512.6480109989643,512.8480274993926,5.999202601611614,6.099138502031565,518.8480872996151,11.999268202111125,518.9479571990669,518.9479571990669,518.9814053997397,518.9814053997397,3.7901103496551514e-05,0.09914570115506649,down,2.2093848027288914,521.247968999669,5.370005965232849e-05,0.09774909913539886,527.2816243991256,527.2816243991256,0.025758899748325348,0.13112170062959194,6.0,6.806350199505687,,,,,,,,506.9479459989816,506.9479459989816,6.099108099937439,6.099142801016569,12.099132800474763,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.1314217988402,534.1314217988402,0.009193699806928635,0.11337240040302277,1.0,5.772140599787235,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.9313791003078,539.9313791003078,0.006571099162101746,0.09906989894807339,7.0,4.860107600688934,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.8313030991703,544.8313030991703,0.006624201312661171,0.0993387009948492,6.0,3.160478500649333,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0311290994287,548.0311290994287,0.007678000256419182,0.0975951012223959,7.0,2.724406100809574,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.8146548997611,550.8146548997611,0.010035600513219833,0.11420040018856525,5.0,5.705131998285651,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.5648742001504,556.5648742001504,0.008464299142360687,0.11439799889922142,6.0,2.3400511983782053,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.9313161987811,558.9313161987811,0.0013183001428842545,0.09744669869542122,1.0,6.330831900238991,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,565.2981193996966,0.00013400055468082428,0.09914520010352135,571.3144846986979,6.015885900706053,571.4812147002667,571.4812147002667,0.07759889960289001,0.18272829987108707,6.0159090999513865,577.5809450987726,577.5809450987726,577.5809450987726,0.07913460023701191,0.1825565006583929,583.2812175992876,583.4811158999801,6.015920300036669,6.115852400660515,589.4811853002757,12.015985701233149,589.5810628999025,589.5810628999025,589.6144316997379,589.6144316997379,0.016021601855754852,0.1158412005752325,up,2.0078167002648115,591.664443699643,8.510053157806396e-05,0.09798560105264187,597.6642645001411,597.6642645001411,0.0058605000376701355,0.0977839007973671,2.0,3.89307670108974,,,,,,,597.6642645001411,577.4811343997717,577.4811343997717,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.614455299452,601.614455299452,0.0077555011957883835,0.11435949988663197,1.0,1.8075647000223398,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.4645148999989,603.4645148999989,0.0076826997101306915,0.11417699977755547,2.0,2.8075780998915434,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.297739898786,606.297739898786,0.00793210044503212,0.09752599895000458,2.0,2.990598199889064,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.3311231993139,609.3311231993139,0.007433898746967316,0.09781819954514503,3.0,3.62480709888041,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.9976196996868,612.9976196996868,0.007214300334453583,0.09925870038568974,2.0,1.8606353998184204,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.8974344991148,614.8974344991148,0.0076974984258413315,0.09771879948675632,7.0,2.424177100881934,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.3642624989152,617.3642624989152,0.0018940996378660202,0.0973237007856369,7.0,6.16332140006125,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,623.5645632985979,0.00014499947428703308,0.09925469942390919,629.5642946995795,5.999153299257159,629.7310232985765,629.7310232985765,0.05641939863562584,0.16601939871907234,5.999161699786782,635.8308993000537,635.8308993000537,635.8308993000537,0.05442909896373749,0.16605819948017597,641.530855499208,641.7308941986412,5.999199999496341,6.098997900262475,647.7308288998902,11.999116400256753,647.8308552000672,647.8308552000672,647.8641976993531,647.8641976993531,4.360079765319824e-05,0.09913000091910362,down,2.6619767025113106,650.5808386001736,5.379877984523773e-05,0.09791109897196293,656.6143743991852,656.6143743991852,0.025247199460864067,0.13137419894337654,7.0,4.406958298757672,,,,,,,,635.7309153992683,635.7309153992683,6.099213698878884,6.09921919927001,12.099151600152254,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.0643843002617,661.0643843002617,0.007940800860524178,0.11407830007374287,7.0,2.040463499724865,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.1307349987328,663.1307349987328,0.008035499602556229,0.09926060028374195,6.0,2.4922177996486425,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.664481298998,665.664481298998,0.008005600422620773,0.09812759980559349,6.0,2.224704999476671,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.9475126992911,667.9475126992911,0.008738098666071892,0.11424899846315384,1.0,3.2063963003456593,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.1807284001261,671.1807284001261,0.008902700617909431,0.09767130017280579,7.0,2.9566188994795084,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.1807792000473,674.1807792000473,0.006513599306344986,0.0983669999986887,7.0,4.7927269004285336,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.01427350007,679.01427350007,0.0007204003632068634,0.09921349957585335,1.0,8.033042900264263,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,687.0809856001288,0.0001983996480703354,0.09839729964733124,693.0806942991912,6.031783999875188,693.2640664987266,693.2640664987266,0.07668269984424114,0.18192210048437119,6.0151535999029875,699.3639044985175,699.3639044985175,699.3639044985175,0.07782250083982944,0.1819400005042553,705.0639584995806,705.2639988996089,6.01509110070765,6.114994801580906,711.2639630995691,12.015057099983096,711.3639955986291,711.3639955986291,711.3971739988774,711.3971739988774,0.015247302129864693,0.11500950157642365,up,0.7377384025603533,712.197278900072,4.2401254177093506e-05,0.09793040156364441,718.1970518995076,718.1970518995076,0.005596401169896126,0.09794850088655949,7.0,3.2932115998119116,,,,,,,718.1970518995076,699.2640169002116,699.2640169002116,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.5303962994367,721.5303962994367,0.00721609964966774,0.09707329981029034,2.0,4.124412599951029,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.6971599999815,725.6971599999815,0.007433800026774406,0.09757009893655777,1.0,2.2582251001149416,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.9971666000783,727.9971666000783,0.0069268010556697845,0.09804370068013668,2.0,2.3921818006783724,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.4474991988391,730.4474991988391,0.00863960012793541,0.1144338995218277,2.0,2.706809600815177,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.1803826987743,733.1803826987743,0.00642549991607666,0.09896969981491566,2.0,2.6938403993844986,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.9138104990125,735.9138104990125,0.007460299879312515,0.09896230138838291,1.0,1.9596200995147228,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.9138900991529,737.9138900991529,0.0006871987134218216,0.09916079975664616,7.0,8.266182599589229,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,746.2141044996679,0.00013930164277553558,0.09947110153734684,752.230485599488,6.015700701624155,752.3971081990749,752.3971081990749,0.06954320147633553,0.18220730125904083,6.015688901767135,758.4806944001466,758.4806944001466,758.4806944001466,0.06490760110318661,0.16598590090870857,764.180406998843,764.3804593998939,5.999101800844073,6.099016401916742,770.3803474996239,12.032346600666642,770.4804020002484,770.4804020002484,770.5470505990088,770.5470505990088,0.032644402235746384,0.13232500106096268,up,1.8999258019030094,772.480387698859,4.510022699832916e-05,0.09757779911160469,778.4802240990102,778.4802240990102,0.007055200636386871,0.09767170064151287,7.0,3.058169299736619,,,,,,,778.4802240990102,758.3802317995578,758.3802317995578,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.5803915001452,781.5803915001452,0.00685339979827404,0.09819420054554939,2.0,2.05906149931252,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.6974224988371,783.6974224988371,0.007915699854493141,0.11415660008788109,2.0,1.4074849002063274,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.1303187999874,785.1303187999874,0.006498400121927261,0.09905730001628399,2.0,1.5602461993694305,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.7305664997548,786.7305664997548,0.007778998464345932,0.09723629988729954,3.0,5.0239930003881454,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.7970467992127,791.7970467992127,0.006791900843381882,0.09910610131919384,2.0,2.3269637003540993,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.2967801000923,794.2967801000923,0.008225200697779655,0.23194709978997707,1.0,1.8746751993894577,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.080283999443,796.080283999443,0.00044839829206466675,0.09885129891335964,7.0,3.549887901172042,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,799.6636510994285,0.0002820994704961777,0.09842010028660297,805.6802165992558,6.015301499515772,805.8470898997039,805.8470898997039,0.07254059985280037,0.1820133998990059,6.015189100056887,811.9470974989235,811.9470974989235,811.9470974989235,0.07404069975018501,0.18203790113329887,817.6469106990844,817.8468594998121,6.01524450071156,6.11515980027616,823.8468781001866,12.015192000195384,823.9468335993588,823.9468335993588,823.980183199048,823.980183199048,0.015366800129413605,0.11510710045695305,down,1.7624724004417658,825.7968972995877,2.319924533367157e-05,0.09913319908082485,831.8301879987121,831.8301879987121,0.027783600613474846,0.132345799356699,1.0,3.7387543004006147,,,,,,,,811.8468867987394,811.8468867987394,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.596792999655,835.596792999655,0.005967000499367714,0.09886159934103489,7.0,3.360453598201275,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.996702298522,838.996702298522,0.007601600140333176,0.09800450131297112,7.0,4.0912574008107185,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.130123399198,843.130123399198,0.006431300193071365,0.09908590093255043,6.0,3.727005399763584,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.8969021998346,846.8969021998346,0.008252600207924843,0.09751630015671253,5.0,8.557325899600983,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.4967537000775,855.4967537000775,0.0055114999413490295,0.09761889837682247,6.0,3.5944756008684635,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.1300539989024,859.1300539989024,0.007547199726104736,0.09793969988822937,5.0,2.9581640996038914,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.1299730986357,862.1299730986357,0.0013521015644073486,0.09789020009338856,1.0,5.0642451997846365,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,867.2303589992225,0.0003081001341342926,0.09763950109481812,873.2466450985521,6.014052400365472,873.4132460001856,873.4132460001856,0.07322260178625584,0.18073900043964386,6.014293201267719,879.5134908985347,879.5134908985347,879.5134908985347,0.07241260260343552,0.18066040240228176,885.2132897991687,885.4132634997368,6.0140143018215895,6.1140311025083065,891.4134080000222,12.014211300760508,891.4964979998767,891.4964979998767,891.5297646000981,891.5297646000981,0.01389630138874054,0.0975602027028799,down,2.4446440003812313,894.0132499989122,4.579871892929077e-05,0.09785410016775131,900.0299244001508,900.0299244001508,0.024770399555563927,0.11431839875876904,6.0,3.92421249859035,,,,,,,,879.413286998868,879.413286998868,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.9964432995766,903.9964432995766,0.007875898852944374,0.09813709929585457,6.0,6.0916226003319025,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.1467957999557,910.1467957999557,0.008501200005412102,0.11448829993605614,5.0,5.474061900749803,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.6465974003077,915.6465974003077,0.007181199267506599,0.09799609892070293,7.0,2.525230299681425,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.2131031993777,918.2131031993777,0.007720699533820152,0.09732119925320148,1.0,2.2240861002355814,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.496815700084,920.496815700084,0.007969500496983528,0.11449840106070042,6.0,3.6741305999457836,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.1965251993388,924.1965251993388,0.007345698773860931,0.09786850027740002,5.0,5.291610600426793,,,,,,,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.529930299148,929.529930299148,0.001315699890255928,0.09806039929389954,1.0,5.098229099065065,,,,,,,9647,Moral,2024-06-11_18h00.59.795,MoralCondition_v2,2022.2.5,30.000398928016324,
