Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Rinse_Spit.stopped,p_port_14.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1739.520233800169,0.03176039969548583,0.130863799713552,1745.5202244003303,6.031044399831444,1745.6202203002758,1745.6202203002758,0.030995499808341265,0.130776799749583,space,3.163196299690753,1748.8203439000063,1748.8203439000063,4.7099776566028595e-05,0.09794089989736676,num_9,0.9230302996002138,1749.7869218402077,0.002292199991643429,0.11472930014133453,,1750.5701503400226,1750.8701333003119,1751.3701083399822,1751.6707368004136,1751.770213500131,1759.770297600422,1759.770297600422,1759.7701528403443,0.014873300213366747,0.11466560000553727,1760.7700767000206,1761.786805300042,1761.9867847003043,1762.4870432000607,10.014518199954182,10.097915300168097,1769.8866124004126,0.001219799742102623,1769.8866124004126,0.09798979992046952,4.0,2.764441800303757,1772.6870385003276,0.0015946999192237854,0.09907419979572296,1778.6866976004094,1778.870066340128,6.21567069971934,6.31568090012297,1779.8700361000374,1798.8699570401106,1798.8699408001266,26.2156374999322,26.315607300028205,1799.8865299001336,1801.8865947001614,0.0013431995175778866,0.09899509977549314,1831.9029777999967,30.015672999899834,1801.8865947001614,,,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1832.0197726003826,0.03281449945643544,0.13209389941766858,1838.0364429000765,6.015515099745244,1838.1031101001427,1838.1031101001427,0.015513299498707056,0.11543959937989712,space,3.384138999506831,1841.5530741000548,1841.5530741000548,4.260009154677391e-05,0.09806140000000596,num_9,0.4619717998430133,1842.053062240174,0.001332700252532959,0.09881430026143789,1842.3697363003157,1842.8363215402235,,1843.6363501400222,1843.9362595002167,1844.0366140003316,1852.0363490004092,1852.0363490004092,1852.0364401401487,0.015500000212341547,0.11540669994428754,1853.0362940002233,1854.019489100203,1854.2363706002943,1854.7363060000353,10.015301300212741,10.098640399985015,1862.1528588002548,0.0012794998474419117,1862.1528588002548,0.09874830022454262,3.0,7.298444299958646,1869.4866316001862,0.003322599921375513,0.09774280013516545,1875.5029025003314,1875.6694814400282,6.214319200254977,6.31432030024007,1876.6694840001874,1895.669611540204,1895.6694736001082,26.214263800065964,26.314192099962384,1896.6694505000487,1898.6860811002553,2.7999747544527054e-05,0.09759299969300628,1928.6859479001723,30.030737000051886,1898.6860811002553,,,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1928.8026256002486,0.014689099974930286,0.11404669983312488,1934.8192692999728,6.030704699922353,1934.9028466003947,1934.9028466003947,0.014007899910211563,0.11447379970923066,space,3.4478366998955607,1938.3859137999825,1938.3859137999825,3.8899946957826614e-05,0.09768289979547262,num_9,0.8292104997672141,1939.2693055402954,0.0028174002654850483,0.09803150035440922,1939.5858717001975,1940.0526016401593,1940.3692544000223,1940.8692884403747,1941.1692206002772,1941.2525654002093,1949.2525092000142,1949.2525092000142,1949.252495240001,0.014748400077223778,0.1145746000111103,1950.2691619000398,1951.2691956004128,1951.4357522004284,1951.9524941002019,10.03135840035975,,1959.385713700205,0.01647979998961091,1959.385713700205,0.11446070019155741,5.0,2.7990800999104977,1962.2193305003457,0.003365099895745516,0.09778029983863235,1968.2191017000005,1968.4024362401572,6.214210399892181,6.314181900117546,1969.4191120001487,1988.4190495401156,1988.4190213000402,26.230819900054485,26.33077949983999,1989.4189237002283,1991.418997600209,-0.0003480999730527401,0.09750110004097223,2021.4355338001624,30.013923999853432,1991.418997600209,,,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.5355067001656,0.014238499570637941,0.11389829963445663,30.013699799776077,2051.518568900414,30.097857299726456,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2051.6186277000234,-0.00048080040141940117,0.09746129950508475,2057.635380099993,6.0139931994490325,2057.7353618000634,2057.7353618000634,0.013789999764412642,0.11377429962158203,space,2.200315599795431,2059.9686392000876,2059.9686392000876,4.00003045797348e-05,0.09705950040370226,num_9,1.4866478997282684,2061.51880814,0.0022732000797986984,0.0974942003376782,2061.8519688001834,2062.301953640347,2062.6185970003717,2063.101964240009,2063.418658300303,2063.5019930000417,2071.501914500259,2071.501914500259,2071.5019605402367,0.014330700039863586,0.11433420004323125,2072.51857620012,2073.5019116001204,2073.6852071001194,2074.1852930001915,10.014106099959463,10.097511400002986,2081.6184461000375,0.0007217000238597393,2081.6184461000375,0.09745710017159581,5.0,1.2644786001183093,2082.9185977000743,0.0022630002349615097,0.09831400029361248,2088.935197000392,2089.1018932401666,6.215029800310731,6.315009300131351,2090.118459200021,2109.1016806401776,2109.1017762003466,26.215009100269526,26.31489340029657,2110.1184480004013,2112.118407800328,0.0006280001252889633,0.09823609981685877,2142.1182538000867,30.031448299996555,2112.118407800328,,,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2142.2349710003473,0.01529320003464818,0.11472880002111197,2148.2180969002657,6.014500299934298,2148.3182425000705,2148.3182425000705,0.03201629966497421,0.13124449970200658,space,5.280669899657369,2153.6348997000605,2153.6348997000605,3.7600286304950714e-05,0.09830760024487972,num_9,1.4198289993219078,2155.101714239968,0.0021600998006761074,0.09800019999966025,2155.4180664001033,2155.8847236400934,,2156.684832140384,2156.9848110000603,2157.0848417002708,2165.101490000263,2165.101490000263,2165.101528140297,0.001024399884045124,0.09791200002655387,2166.118139900267,2167.1180674000643,2167.3014366002753,2167.8014278002083,10.031229099724442,,2175.218079800252,0.017028499860316515,2175.218079800252,0.1144735999405384,2.0,2.1985368002206087,2177.451808600221,0.0015886998735368252,0.09939590003341436,2183.4680377002805,2183.6347224400843,6.21593609964475,6.31592659978196,2184.6345611000434,2203.6182071404064,2203.6180462003686,26.199342499952763,26.299152799881995,2204.6177743002772,2206.6180755002424,-0.0006382004357874393,0.09915379947051406,2236.6344733000733,30.01562689943239,2206.6180755002424,30.09895579982549,6.097958900034428,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2236.7511075004004,0.0002572997473180294,0.09909019945189357,2242.767859500367,6.015666099730879,2242.8677292000502,2242.8677292000502,0.01593659957870841,0.11549709923565388,space,4.795544399879873,2247.701070900075,2247.701070900075,4.090042784810066e-05,0.09799090027809143,num_9,1.0021671000868082,2248.7678679400587,0.002833300270140171,0.09799690032377839,2249.067645000294,2249.551251640124,2249.8676919001155,2250.3512085401917,2250.6677019000053,2250.7677025999874,,2258.784330600407,2258.7843566402325,0.01750840013846755,0.11465040035545826,,2260.784352000337,2260.9510371000506,2261.46765890019,10.014594099950045,,2268.8842809000053,0.017349500209093094,2268.8842809000053,0.11458769999444485,4.0,1.9315696996636689,2270.8509058002383,0.0025959997437894344,0.097424800042063,2276.8509027999826,2277.034277739981,6.214252799749374,6.314276099670678,,2297.034172039991,2297.0341307003982,26.21424510003999,26.31429129978642,2298.05078720022,2300.050922100432,0.00017749983817338943,0.09747709985822439,2330.051071200054,30.031060899607837,2300.050922100432,,,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2330.1674407999963,0.014572299551218748,0.11414449941366911,2336.1505039003678,6.013935899827629,2336.250649700407,2336.250649700407,0.03126379940658808,0.1306145996786654,space,2.0527646993286908,2338.350584800355,2338.350584800355,5.170004442334175e-05,0.09796980023384094,num_9,1.4078441997990012,2339.8172619403804,0.0020523001439869404,0.09813850000500679,2340.117139900103,2340.600559040019,2340.900600900408,2341.4172944403717,,2341.8005866003223,2349.800555600319,2349.800555600319,2349.800528239971,0.014856299851089716,0.11485779983922839,2350.8172104000114,2351.81724960031,2352.0006051003,2352.4837623001076,10.014856199733913,,2359.933696000371,0.016862499993294477,2359.933696000371,0.11455579986795783,2.0,3.715446399990469,2363.684027099982,0.002479600254446268,0.09783020010218024,2369.7004932002164,2369.8671529400626,6.214472200255841,6.314293900039047,,2389.86692673997,2389.867007400375,26.214344000443816,26.3143014004454,2390.8669511000626,2392.8669720999897,0.014360200148075819,0.1140765999443829,2422.8835360002704,30.030871000140905,2392.8669720999897,,6.09724219981581,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2423.016875800211,0.03143400000408292,0.13083379995077848,2429.0169428000227,6.030809000134468,2429.100166800432,2429.100166800432,0.014173300005495548,0.11411709990352392,space,3.4911600998602808,2432.6501474003308,2432.6501474003308,2.4800188839435577e-05,0.09884450025856495,num_9,1.060326099395752,2433.750236140145,0.0018771002069115639,0.09804509999230504,2434.0501606999896,2434.533599940175,2434.8501354004256,2435.3501134403514,2435.6499408003874,2435.733611400239,2443.7334307003766,2443.7334307003766,2443.7334527401717,0.014756100252270699,0.11466010008007288,2444.7500269999728,2445.7336334004067,2445.9333900003694,2446.4166463003494,10.014610799960792,,2453.8666961002164,0.017873100005090237,2453.8666961002164,0.1146260998211801,5.0,9.664312600158155,2463.566952600144,0.002812599763274193,0.09745649993419647,2469.5833000000566,2469.74984764033,6.21386729972437,6.297389899846166,2470.7498910999857,2489.766756640328,2489.766755599994,26.231019800063223,26.33065819973126,2490.7664352003485,2492.7831941000186,0.015580199658870697,0.11396569991484284,2522.79968070006,30.030647799838334,,,,,,,,,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.89971660031,0.03080019960179925,0.1304702996276319,30.013678099494427,2552.9162155003287,,7451,Gustatory,2025-02-10_10h12.08.688,Gustatory_Condition_v2,2022.2.5,29.956631771312072,
