loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,22.724842820339834,0.0005098998080939054,0.09718079981394112,23.42227443999145,23.83898329990916,23.83898329990916,0.030679599847644567,0.13071159971877933,38.855556699912995,15.013941099867225,38.95559169980697,38.95559169980697,0.014134899713099003,0.11387859983369708,space,7.29819649993442,,,,,,,,,,,,,,,,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
0,0,0,0,,,,,,,,,,,,,,,,,46.3056673000101,0.018810599809512496,0.11519569996744394,52.32221969985403,6.031848899787292,52.43901289999485,0.05534309986978769,0.1487652997020632,6.0152692997362465,58.43888309993781,58.52210069983266,0.03474409971386194,0.13185629970394075,2.0,5.414893900044262,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
1,0,1,0,,,,,,,,,,,,,,,,,63.972450899891555,0.0002367999404668808,0.09910749993287027,69.97213149978779,6.015695800073445,70.10543419979513,0.03337739990092814,0.13250799989327788,6.0322815999388695,76.08871509996243,76.20546859991737,0.034915899857878685,0.13233189983293414,1.0,2.0984145998954773,6.098848199937493,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
2,0,2,0,,,,,,,,,,,,,,,,,78.33890989981592,0.0005580000579357147,0.09763390012085438,84.33891469985247,6.030908200191334,84.50536539987661,0.07232529995962977,0.1642112999688834,6.031130000017583,90.50560109992512,90.57213380001485,0.033623899798840284,0.13070569979026914,0.0,2.1984331000130624,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
3,0,3,0,,,,,,,,,,,,,,,,,92.80590329994448,0.00022950000129640102,0.09929529996588826,98.80561239994131,5.999040100025013,99.02247009985149,0.06707210000604391,0.21588779985904694,6.015751400031149,,105.02232509991154,0.018536899937316775,0.11573419999331236,0.0,1.6316432999446988,6.099071300122887,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
4,0,4,0,,,,,,,,,,,,,,,,,106.68898749980144,0.00024159997701644897,0.09929280006326735,112.70567169995047,6.015766700031236,112.8388395998627,0.04548510001040995,0.1491080999840051,6.015730299986899,118.83892419980839,118.90549909998663,0.01854629977606237,0.11587819992564619,1.0,3.664878600044176,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
5,0,5,0,,,,,,,,,,,,,,,,,122.605825799983,0.0005482998676598072,0.09694479987956583,128.60561099997722,6.030341499950737,128.75568709988147,0.04832649999298155,0.14710619999095798,6.013610799796879,134.7556129998993,134.8221397998277,0.016445599729195237,0.11354109970852733,1.0,3.1648135997820646,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
6,0,6,0,,,,,,,,,,,,,,,,,138.022667999845,0.0005731999408453703,0.09803429991006851,144.02222839999013,6.031204599887133,144.1554326999467,0.029205799801275134,0.1314241997897625,6.031189699890092,150.1388645998668,150.2388322998304,0.01659629982896149,0.11451659980230033,1.0,4.099099399987608,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
7,0,7,0,,,,,,,,,,,,,,,,,154.3723122999072,0.0003770999610424042,0.09757369989529252,160.38891479978338,6.014368399977684,160.50554839987308,0.031540699768811464,0.13088449998758733,6.030947999795899,166.50562329986133,166.60551259992644,0.03449219977483153,0.13076829980127513,2.0,1.8308381999377161,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
8,0,8,0,,,,,,,,,,,,,,,,,168.47268679994158,0.00051099993288517,0.09731419989839196,174.47229409986176,6.030605099862441,174.6223534999881,0.045451799873262644,0.14746679994277656,6.013859699945897,180.62242009979673,180.68893969990313,0.016522199846804142,0.11388469976373017,0.0,3.331719300011173,,,6164,Visual,2025-02-07_10h17.07.237,Visual_Condition_v2,2022.2.5,30.01357214982607,
